order_id,customer_id,restaurant_id,order_ts,status,total_amount,coupon_code,driver_id,payment_method
O00312,8235,329,2025-08-27 20:58:12,CONFIRMED,928.53,QB038,79,COD
O00313,9915,173,2025-10-17 19:26:11,DELIVERED,157.67,QB002,42,COD
O00314,9450,136,2025-10-01 10:39:09,CANCELLED,395.13,QB037,214,COD
O00315,8160,456,2025-10-06 16:11:26,CANCELLED,863.81,QB042,490,PREPAID
O00316,7913,126,2025-10-21 20:34:17,CANCELLED,668.53,QB030,38,COD
O00317,2590,226,2025-08-22 07:03:20,OUT_FOR_DELIVERY,777.95,QB014,175,COD
O00318,5122,442,2025-10-29 02:52:07,CANCELLED,547.04,QB023,500,PREPAID
O00319,2143,390,2025-10-08 03:57:34,PREPARING,820.97,QB007,164,COD
O00320,7643,63,2025-10-06 03:14:08,PREPARING,729.43,QB010,50,COD
O00321,4755,485,2025-10-15 08:28:55,OUT_FOR_DELIVERY,1309.83,QB027,128,COD
O00322,5365,479,2025-09-20 23:19:20,DELIVERED,1109.58,QB013,391,COD
O00323,8164,264,2025-08-29 10:36:45,OUT_FOR_DELIVERY,798.26,QB020,255,COD
O00324,1476,484,2025-09-27 17:36:01,OUT_FOR_DELIVERY,807.62,QB016,111,PREPAID
O00325,798,26,2025-09-13 21:12:16,PREPARING,792.85,QB042,345,PREPAID
O00326,4682,275,2025-08-23 05:04:09,PLACED,1286.04,QB028,69,PREPAID
O00327,5993,392,2025-08-16 14:57:11,OUT_FOR_DELIVERY,612.31,QB026,27,COD
O00328,5940,284,2025-10-08 12:20:12,PREPARING,202.94,QB033,231,PREPAID
O00329,1947,66,2025-10-06 10:41:43,PLACED,651.47,,174,PREPAID
O00330,2364,102,2025-10-15 01:57:03,DELIVERED,812.77,QB033,21,COD
O00331,638,71,2025-10-28 08:36:58,CANCELLED,566.26,QB031,266,PREPAID
O00332,2441,311,2025-10-30 11:15:30,DELIVERED,295.69,QB040,164,COD
O00333,6439,316,2025-10-07 03:55:32,CANCELLED,1279.64,QB038,173,PREPAID
O00334,9223,154,2025-10-14 16:41:29,OUT_FOR_DELIVERY,1242.05,QB024,170,COD
O00335,6825,299,2025-08-26 16:13:22,PREPARING,1215.46,QB047,447,COD
O00336,9780,243,2025-08-12 11:57:36,PREPARING,1453.9,,498,COD
O00337,842,299,2025-09-02 06:02:55,OUT_FOR_DELIVERY,338.72,QB041,370,PREPAID
O00338,2422,421,2025-08-05 21:52:34,CANCELLED,439.08,QB037,486,COD
O00339,3126,10,2025-08-23 04:09:04,OUT_FOR_DELIVERY,539.17,QB010,212,COD
O00340,6724,257,2025-10-17 17:09:31,DELIVERED,1388.73,QB048,373,COD
O00341,2263,266,2025-08-15 17:19:09,CONFIRMED,885.24,QB043,245,PREPAID
O00342,5141,490,2025-09-21 02:59:40,CONFIRMED,743.53,QB035,176,PREPAID
O00343,4332,313,2025-09-17 04:08:18,OUT_FOR_DELIVERY,369.17,QB016,143,PREPAID
O00344,3685,483,2025-09-11 19:19:16,PREPARING,1179.64,QB046,107,PREPAID
O00345,5195,246,2025-09-24 18:05:52,PREPARING,884.68,,370,PREPAID
O00346,4716,63,2025-10-14 13:16:52,DELIVERED,1047.27,QB025,459,PREPAID
O00347,5655,489,2025-10-21 08:34:33,CONFIRMED,506.63,QB019,490,COD
O00348,5675,474,2025-08-12 21:05:27,OUT_FOR_DELIVERY,1018.36,QB048,246,COD
O00349,3311,424,2025-10-26 09:31:04,DELIVERED,479.59,QB036,357,PREPAID
O00350,2250,56,2025-09-13 02:56:57,DELIVERED,1137.25,QB016,125,COD
O00351,8701,116,2025-09-11 11:57:44,CANCELLED,425.97,QB007,212,PREPAID
O00352,7740,52,2025-10-15 09:57:06,CANCELLED,1179.07,QB001,494,COD
O00353,6667,335,2025-10-19 10:22:20,OUT_FOR_DELIVERY,768.43,QB013,388,PREPAID
O00354,5263,147,2025-08-20 06:55:05,CANCELLED,182.83,QB050,46,COD
O00355,8768,379,2025-08-12 14:04:03,CANCELLED,1290.47,QB003,468,COD
O00356,6847,452,2025-09-10 00:52:19,CONFIRMED,1407.49,QB003,429,PREPAID
O00357,8117,96,2025-08-02 14:01:21,CANCELLED,1446.98,QB019,449,COD
O00358,152,153,2025-08-06 08:37:16,DELIVERED,943.9,QB022,146,PREPAID
O00359,8902,269,2025-09-02 23:50:22,OUT_FOR_DELIVERY,1344.96,QB009,436,PREPAID
O00360,4471,99,2025-08-17 20:34:20,PLACED,562.96,QB047,235,PREPAID
O00361,3051,8,2025-09-26 00:41:56,CANCELLED,571.96,QB019,291,COD
O00362,2876,313,2025-10-22 07:32:16,CANCELLED,1355.86,,219,PREPAID
O00363,1422,206,2025-09-27 18:31:51,CANCELLED,233.54,QB009,245,PREPAID
O00364,4065,4,2025-09-05 23:13:12,PREPARING,637.0,QB029,386,PREPAID
O00365,5401,155,2025-10-13 21:34:54,DELIVERED,1112.04,QB001,134,PREPAID
O00366,3872,32,2025-08-10 02:44:04,CANCELLED,265.51,QB020,82,PREPAID
O00367,8234,473,2025-08-26 15:54:09,CANCELLED,1177.78,QB045,61,PREPAID
O00368,6022,315,2025-10-10 10:25:15,CONFIRMED,406.78,QB009,245,COD
O00369,7455,383,2025-08-23 20:07:58,DELIVERED,623.07,QB045,282,PREPAID
O00370,8807,411,2025-10-05 14:08:20,CANCELLED,1255.84,QB049,127,COD
O00371,8610,229,2025-10-28 15:34:26,DELIVERED,1085.27,QB005,470,COD
O00372,1012,425,2025-10-04 15:20:28,DELIVERED,1364.04,QB013,294,COD
O00373,2696,168,2025-09-16 11:07:50,DELIVERED,718.58,QB044,106,PREPAID
O00374,1490,461,2025-08-21 01:09:06,DELIVERED,723.68,QB004,233,COD
O00375,8410,213,2025-10-31 01:37:12,OUT_FOR_DELIVERY,889.48,QB036,237,PREPAID
O00376,357,203,2025-10-01 01:54:09,PREPARING,1243.03,QB048,112,COD
O00377,743,217,2025-10-17 14:39:10,PREPARING,1080.54,QB035,31,COD
O00378,7735,17,2025-09-13 12:51:45,PREPARING,672.41,QB050,70,PREPAID
O00379,6136,457,2025-10-16 09:55:21,OUT_FOR_DELIVERY,727.95,QB025,193,COD
O00380,8836,69,2025-09-17 08:13:09,CANCELLED,1304.4,QB008,92,PREPAID
O00381,8665,66,2025-08-28 12:49:50,CANCELLED,1470.21,QB001,388,COD
O00382,4889,238,2025-10-01 05:22:54,CANCELLED,1106.73,QB028,273,PREPAID
O00383,3763,127,2025-09-23 22:51:47,OUT_FOR_DELIVERY,584.62,QB018,97,COD
O00384,528,415,2025-08-17 08:17:40,CANCELLED,686.94,QB050,480,COD
O00385,3944,106,2025-08-31 10:59:04,PLACED,241.26,QB003,229,COD
O00386,4010,380,2025-08-27 11:11:48,PLACED,663.17,QB015,277,COD
O00387,925,72,2025-09-14 12:52:02,DELIVERED,1490.88,QB015,418,PREPAID
O00388,9462,307,2025-09-27 05:34:36,CANCELLED,1245.74,QB016,155,COD
O00389,8541,114,2025-08-06 18:40:40,OUT_FOR_DELIVERY,520.7,QB004,286,COD
O00390,7000,285,2025-09-11 02:59:34,OUT_FOR_DELIVERY,165.64,QB023,483,PREPAID
O00391,8593,164,2025-10-22 01:22:42,CANCELLED,682.85,QB010,154,PREPAID
O00392,3013,387,2025-09-05 09:23:58,DELIVERED,762.93,QB015,154,COD
O00393,7587,469,2025-10-20 02:30:57,PLACED,887.34,QB027,286,COD
O00394,6364,125,2025-09-29 16:50:47,PREPARING,384.67,QB042,41,PREPAID
O00395,6080,48,2025-08-04 20:22:36,DELIVERED,1114.42,QB013,27,PREPAID
O00396,6180,345,2025-08-18 23:30:41,DELIVERED,944.09,QB005,97,COD
O00397,7855,107,2025-08-31 21:18:58,PREPARING,524.46,QB001,109,COD
O00398,1923,383,2025-09-11 11:46:12,OUT_FOR_DELIVERY,1380.22,QB045,310,COD
O00399,6499,469,2025-09-19 19:32:29,CONFIRMED,872.91,QB050,145,PREPAID
O00400,7640,274,2025-09-06 10:57:38,CANCELLED,602.96,QB017,185,PREPAID
O00401,7636,51,2025-10-26 21:09:36,CANCELLED,757.29,QB021,469,COD
O00402,6074,161,2025-10-26 08:26:47,OUT_FOR_DELIVERY,164.0,QB015,380,COD
O00403,266,134,2025-09-26 18:49:44,DELIVERED,1408.66,QB038,369,PREPAID
O00404,4837,79,2025-10-01 23:40:33,CONFIRMED,561.81,QB025,292,COD
O00405,8181,282,2025-09-09 07:31:01,CANCELLED,1420.85,QB022,132,PREPAID
O00406,8038,236,2025-09-09 11:34:25,CONFIRMED,1125.88,QB023,87,COD
O00407,8955,251,2025-08-26 17:36:48,CONFIRMED,1383.66,QB035,329,COD
O00408,8585,18,2025-08-20 22:57:34,PLACED,1423.26,QB043,25,COD
O00409,6757,71,2025-09-30 23:10:19,CANCELLED,424.01,QB046,78,COD
O00410,3584,259,2025-10-21 05:57:07,OUT_FOR_DELIVERY,622.48,QB040,327,PREPAID
O00411,7994,9,2025-09-18 23:46:20,PLACED,845.1,QB027,7,COD
O00412,8674,370,2025-09-16 15:21:08,PREPARING,850.03,QB019,9,PREPAID
O00413,2938,55,2025-09-29 12:18:28,PLACED,834.14,QB016,99,PREPAID
O00414,5808,137,2025-10-29 13:33:27,OUT_FOR_DELIVERY,210.63,QB026,236,COD
O00415,3701,154,2025-09-23 22:38:05,CANCELLED,1259.29,QB006,335,COD
O00416,1532,208,2025-09-26 18:44:15,OUT_FOR_DELIVERY,628.04,QB031,29,COD
O00417,2808,43,2025-09-30 15:36:13,OUT_FOR_DELIVERY,1283.46,QB042,402,PREPAID
O00418,9271,440,2025-08-18 09:53:24,PLACED,1352.71,QB003,118,COD
O00419,9287,244,2025-09-29 21:10:41,PREPARING,165.19,QB005,351,PREPAID
O00420,8898,289,2025-08-26 20:01:45,CANCELLED,146.06,QB021,9,COD
O00421,9618,74,2025-08-18 17:51:57,CANCELLED,1249.26,QB005,154,COD
O00422,9240,124,2025-08-23 17:21:59,DELIVERED,1268.51,QB025,347,PREPAID
O00423,6289,387,2025-08-05 04:08:21,CANCELLED,295.93,QB045,371,COD
O00424,8205,382,2025-10-02 10:33:46,PREPARING,175.18,QB028,119,COD
O00425,5581,310,2025-08-18 21:30:28,DELIVERED,1436.8,QB026,497,PREPAID
O00426,486,325,2025-08-30 14:47:10,PREPARING,1196.97,QB029,252,COD
O00427,5830,284,2025-09-08 21:30:34,OUT_FOR_DELIVERY,704.59,QB044,300,PREPAID
O00428,1405,396,2025-10-10 10:11:22,DELIVERED,513.53,QB016,366,COD
O00429,1345,138,2025-08-12 03:50:23,CONFIRMED,632.0,,325,COD
O00430,6384,163,2025-09-07 06:54:15,PREPARING,249.17,QB001,483,PREPAID
O00431,7287,185,2025-09-12 15:25:15,PREPARING,243.12,QB006,96,PREPAID
O00432,7354,286,2025-08-05 02:25:11,DELIVERED,817.42,QB007,14,COD
O00433,5799,284,2025-09-17 13:26:07,PLACED,935.69,,167,PREPAID
O00434,203,150,2025-08-23 14:04:27,OUT_FOR_DELIVERY,642.92,QB006,372,COD
O00435,9371,267,2025-08-04 03:29:13,CONFIRMED,1059.44,QB011,72,PREPAID
O00436,4934,138,2025-08-10 14:59:01,OUT_FOR_DELIVERY,304.31,QB011,223,PREPAID
O00437,6900,154,2025-10-30 12:21:19,OUT_FOR_DELIVERY,1195.73,QB024,129,COD
O00438,8124,305,2025-08-29 09:10:44,DELIVERED,373.77,QB007,70,PREPAID
O00439,111,486,2025-08-15 16:57:08,OUT_FOR_DELIVERY,565.1,QB040,195,PREPAID
O00440,7213,172,2025-09-11 07:58:55,OUT_FOR_DELIVERY,1241.67,QB042,499,COD
O00441,4923,165,2025-09-02 05:52:27,DELIVERED,1426.19,QB013,246,PREPAID
O00442,2911,494,2025-10-04 23:13:12,OUT_FOR_DELIVERY,1456.22,QB019,377,PREPAID
O00443,9436,401,2025-10-20 04:00:52,CONFIRMED,556.24,QB018,419,PREPAID
O00444,5981,59,2025-08-31 22:13:21,DELIVERED,379.72,QB035,93,COD
O00445,7564,483,2025-08-27 15:40:14,CANCELLED,393.51,,150,COD
O00446,6704,345,2025-10-25 09:19:29,OUT_FOR_DELIVERY,294.85,QB020,124,PREPAID
O00447,2526,367,2025-09-03 08:01:26,OUT_FOR_DELIVERY,1204.71,QB005,230,PREPAID
O00448,9540,206,2025-08-04 19:14:20,DELIVERED,809.26,QB045,215,COD
O00449,5891,360,2025-08-23 18:05:02,DELIVERED,931.35,QB006,56,COD
O00450,5817,86,2025-08-22 06:34:30,CANCELLED,957.75,QB037,331,PREPAID
O00451,5433,495,2025-08-16 21:45:20,OUT_FOR_DELIVERY,248.32,QB007,133,COD
O00452,8367,383,2025-09-23 09:46:07,DELIVERED,881.19,QB045,295,COD
O00453,7304,192,2025-09-22 17:41:38,OUT_FOR_DELIVERY,748.29,QB044,302,COD
O00454,5652,13,2025-10-15 04:37:08,OUT_FOR_DELIVERY,246.37,QB027,472,COD
O00455,1902,426,2025-08-04 17:00:55,CANCELLED,298.35,QB020,176,PREPAID
O00456,3390,267,2025-10-04 09:42:09,OUT_FOR_DELIVERY,587.62,QB007,225,PREPAID
O00457,5226,35,2025-08-26 03:21:16,PREPARING,162.56,QB046,59,COD
O00458,5621,332,2025-08-06 08:12:38,PLACED,1048.0,QB011,477,COD
O00459,8455,90,2025-10-11 07:35:09,DELIVERED,324.19,QB036,219,PREPAID
O00460,3799,409,2025-08-06 11:34:05,OUT_FOR_DELIVERY,981.66,QB012,328,PREPAID
O00461,6482,15,2025-08-14 18:06:45,CANCELLED,959.75,QB013,231,PREPAID
O00462,6371,3,2025-10-10 21:10:58,CANCELLED,400.71,QB018,386,COD
O00463,9460,53,2025-08-03 08:11:50,DELIVERED,361.74,QB021,101,PREPAID
O00464,1868,135,2025-08-18 14:51:52,CANCELLED,1307.69,QB034,495,PREPAID
O00465,9781,199,2025-08-04 15:15:48,DELIVERED,649.56,QB008,179,PREPAID
O00466,7502,317,2025-10-17 19:40:29,CONFIRMED,1239.23,QB046,410,PREPAID
O00467,9670,44,2025-09-05 16:26:56,CANCELLED,287.53,QB008,123,PREPAID
O00468,1917,94,2025-09-03 08:48:25,PREPARING,1070.81,QB033,199,PREPAID
O00469,9772,71,2025-10-29 06:44:59,DELIVERED,637.19,QB012,250,COD
O00470,9092,86,2025-10-20 15:13:47,OUT_FOR_DELIVERY,504.37,QB012,162,PREPAID
O00471,879,444,2025-09-05 09:44:54,PREPARING,1432.58,QB032,70,COD
O00472,6291,494,2025-10-20 18:06:06,DELIVERED,807.61,QB032,210,PREPAID
O00473,6810,364,2025-09-23 22:55:25,OUT_FOR_DELIVERY,784.18,QB006,290,COD
O00474,3614,150,2025-08-06 05:35:38,PLACED,484.79,QB035,148,COD
O00475,7493,290,2025-08-16 21:28:14,CANCELLED,1181.57,QB032,282,COD
O00476,9384,59,2025-08-24 10:30:42,PREPARING,1185.16,,188,COD
O00477,7232,280,2025-08-12 19:52:50,CONFIRMED,1485.69,QB007,377,COD
O00478,4878,448,2025-09-24 23:54:19,PLACED,729.63,QB023,442,COD
O00479,7194,444,2025-08-24 17:45:32,PLACED,1185.88,QB016,108,PREPAID
O00480,9999,324,2025-09-04 15:48:06,OUT_FOR_DELIVERY,332.37,QB009,402,COD
O00481,3391,413,2025-08-06 12:35:01,PLACED,898.1,QB035,144,COD
O00482,5303,361,2025-09-06 06:35:01,PREPARING,505.07,QB018,488,COD
O00483,2222,493,2025-10-19 07:21:38,OUT_FOR_DELIVERY,1386.28,QB018,444,COD
O00484,2175,128,2025-09-20 13:24:14,CONFIRMED,1095.95,QB016,390,PREPAID
O00485,8020,73,2025-09-15 20:42:05,DELIVERED,985.36,QB041,213,PREPAID
O00486,7406,39,2025-08-17 01:32:20,CANCELLED,1212.44,QB050,48,PREPAID
O00487,8448,384,2025-08-10 21:25:44,PREPARING,1072.59,QB024,233,PREPAID
O00488,5363,298,2025-10-24 17:45:28,PLACED,1316.47,QB047,48,PREPAID
O00489,5870,436,2025-10-22 22:14:27,PLACED,1213.95,QB026,112,PREPAID
O00490,3471,254,2025-10-03 07:48:02,PREPARING,552.01,QB019,173,COD
O00491,9276,437,2025-08-05 09:54:26,OUT_FOR_DELIVERY,1203.63,QB044,391,COD
O00492,753,51,2025-09-06 22:52:47,CANCELLED,1197.45,QB030,9,COD
O00493,2589,226,2025-08-03 23:17:38,OUT_FOR_DELIVERY,100.95,QB028,104,COD
O00494,4946,82,2025-08-10 18:59:48,PREPARING,230.68,QB024,129,COD
O00495,6093,341,2025-09-19 16:59:15,CANCELLED,331.74,QB026,321,PREPAID
O00496,3837,220,2025-09-23 15:31:41,CANCELLED,227.68,QB007,1,COD
O00497,7813,40,2025-09-26 15:21:19,CONFIRMED,931.15,QB034,349,PREPAID
O00498,153,5,2025-10-13 01:33:21,CANCELLED,581.0,QB008,441,PREPAID
O00499,2166,245,2025-10-11 15:41:05,PLACED,420.53,QB006,375,COD
O00500,1691,161,2025-08-29 11:16:56,PREPARING,1333.38,QB009,196,COD
O00501,2341,36,2025-10-24 09:41:23,DELIVERED,888.61,QB040,333,COD
O00502,7211,180,2025-08-07 04:20:47,CANCELLED,398.28,QB048,78,PREPAID
O00503,7249,441,2025-09-09 18:36:50,CONFIRMED,221.36,QB007,72,COD
O00504,9660,374,2025-08-10 22:14:04,OUT_FOR_DELIVERY,592.15,QB028,162,COD
O00505,4060,142,2025-09-22 05:43:25,CANCELLED,217.95,QB036,308,PREPAID
O00506,440,435,2025-09-27 11:52:24,CANCELLED,1326.16,QB014,266,COD
O00507,6419,152,2025-09-28 01:05:44,CANCELLED,176.4,,489,COD
O00508,8109,198,2025-10-08 00:12:15,PLACED,437.51,QB041,305,COD
O00509,8656,456,2025-09-08 07:57:48,PLACED,1481.64,QB021,68,PREPAID
O00510,9313,216,2025-09-21 23:46:21,PREPARING,864.9,QB012,391,PREPAID
O00511,1196,9,2025-08-17 02:41:55,DELIVERED,194.55,QB017,111,COD
O00512,991,486,2025-09-25 04:46:58,OUT_FOR_DELIVERY,809.25,QB041,365,PREPAID
O00513,6940,360,2025-09-09 03:04:43,OUT_FOR_DELIVERY,215.4,QB035,276,COD
O00514,4547,43,2025-08-04 09:28:28,PREPARING,210.63,QB014,499,COD
O00515,8789,168,2025-08-11 21:04:22,OUT_FOR_DELIVERY,921.01,QB049,428,COD
O00516,5082,358,2025-09-14 02:34:32,OUT_FOR_DELIVERY,1121.94,QB016,30,COD
O00517,1413,474,2025-10-11 03:02:05,OUT_FOR_DELIVERY,262.38,QB040,312,COD
O00518,5068,342,2025-10-31 00:38:00,CANCELLED,1021.27,QB012,62,COD
O00519,2249,360,2025-09-25 21:16:43,PLACED,329.37,QB023,268,PREPAID
O00520,2736,191,2025-09-07 19:57:42,CONFIRMED,1149.69,QB018,376,COD
O00521,481,172,2025-09-27 03:18:47,OUT_FOR_DELIVERY,480.77,QB005,135,COD
O00522,8129,234,2025-08-04 18:41:53,DELIVERED,604.17,QB032,440,COD
O00523,6025,81,2025-08-23 19:13:46,PREPARING,1182.66,QB037,346,COD
O00524,3743,380,2025-09-30 05:06:15,DELIVERED,103.6,QB001,126,COD
O00525,7730,187,2025-10-24 19:52:44,OUT_FOR_DELIVERY,1388.32,QB012,477,COD
O00526,9059,412,2025-10-18 13:25:48,CANCELLED,1136.93,QB027,115,PREPAID
O00527,4068,214,2025-09-16 06:35:48,CANCELLED,547.91,,40,PREPAID
O00528,1957,258,2025-08-02 15:27:21,CANCELLED,1362.72,QB012,115,COD
O00529,6569,36,2025-10-12 07:10:27,OUT_FOR_DELIVERY,1312.45,QB050,433,PREPAID
O00530,5363,45,2025-09-07 19:10:51,DELIVERED,739.44,QB024,103,PREPAID
O00531,9238,402,2025-08-07 18:09:48,PREPARING,1135.41,QB016,238,PREPAID
O00532,9695,498,2025-08-25 05:32:50,OUT_FOR_DELIVERY,1496.9,QB050,101,COD
O00533,2467,4,2025-08-19 19:11:53,OUT_FOR_DELIVERY,133.47,QB035,178,COD
O00534,5489,1,2025-09-16 19:10:04,CANCELLED,626.78,QB048,373,PREPAID
O00535,1704,106,2025-09-13 02:26:03,DELIVERED,1476.36,QB027,252,COD
O00536,2333,365,2025-10-31 08:13:37,PREPARING,230.24,QB015,460,PREPAID
O00537,6103,235,2025-08-27 00:22:33,CANCELLED,218.86,QB007,259,COD
O00538,6462,39,2025-09-05 15:32:53,DELIVERED,894.95,QB028,340,COD
O00539,3880,150,2025-08-22 04:27:55,PREPARING,1291.28,,202,PREPAID
O00540,5212,232,2025-09-08 07:07:11,PREPARING,427.06,QB013,70,COD
O00541,2547,55,2025-09-13 04:02:24,CONFIRMED,729.39,QB021,209,COD
O00542,8781,184,2025-08-12 11:23:34,CONFIRMED,732.68,QB030,136,COD
O00543,1482,81,2025-09-07 15:16:32,CANCELLED,525.9,QB046,357,COD
O00544,3523,428,2025-09-10 06:19:38,PREPARING,307.65,QB046,128,PREPAID
O00545,6493,263,2025-09-24 05:18:52,PLACED,1048.06,QB017,420,COD
O00546,510,488,2025-10-16 05:30:21,OUT_FOR_DELIVERY,1296.44,QB036,384,COD
O00547,1552,237,2025-10-03 03:26:38,PLACED,1225.46,QB009,63,COD
O00548,1011,426,2025-08-26 14:54:00,CONFIRMED,283.0,,206,PREPAID
O00549,1377,299,2025-09-22 17:11:19,DELIVERED,462.35,,39,COD
O00550,1057,102,2025-09-20 22:38:20,CANCELLED,720.8,QB009,48,PREPAID
O00551,2008,22,2025-08-04 07:17:07,OUT_FOR_DELIVERY,170.89,QB037,222,PREPAID
O00552,8129,16,2025-09-20 14:08:35,OUT_FOR_DELIVERY,1056.5,QB012,182,COD
O00553,3067,141,2025-08-28 05:18:16,PREPARING,724.42,QB010,18,COD
O00554,4836,256,2025-10-08 23:49:22,OUT_FOR_DELIVERY,1335.89,QB031,32,COD
O00555,4584,197,2025-08-20 00:07:29,CONFIRMED,686.93,QB042,453,COD
O00556,8908,407,2025-08-16 16:16:01,PLACED,1485.17,,366,PREPAID
O00557,7860,279,2025-10-11 01:22:03,OUT_FOR_DELIVERY,581.65,QB037,258,PREPAID
O00558,6364,139,2025-08-13 02:50:20,CONFIRMED,136.49,QB039,113,COD
O00559,4603,30,2025-08-04 21:30:30,OUT_FOR_DELIVERY,841.21,QB050,300,COD
O00560,2616,52,2025-08-15 21:41:12,CONFIRMED,1019.61,QB018,274,COD
O00561,3595,295,2025-09-13 09:38:38,OUT_FOR_DELIVERY,596.73,QB012,91,COD
O00562,9708,163,2025-09-11 04:23:18,CANCELLED,1076.68,QB038,15,PREPAID
O00563,9301,289,2025-10-18 17:01:58,CONFIRMED,888.35,QB013,429,PREPAID
O00564,8883,159,2025-09-12 15:59:43,CONFIRMED,786.61,QB006,29,COD
O00565,9858,113,2025-08-16 03:07:39,PLACED,837.03,QB001,170,COD
O00566,2138,175,2025-10-04 18:03:13,CANCELLED,348.44,,433,PREPAID
O00567,976,12,2025-10-08 09:49:59,CONFIRMED,921.25,QB010,397,COD
O00568,8623,441,2025-08-14 16:09:03,PREPARING,1444.78,QB024,361,PREPAID
O00569,9602,52,2025-10-24 02:38:39,PREPARING,522.47,QB009,500,COD
O00570,7158,406,2025-09-05 02:20:15,CANCELLED,1444.93,QB042,163,COD
O00571,9208,356,2025-10-25 20:52:43,DELIVERED,1201.79,QB015,341,COD
O00572,6200,158,2025-08-13 05:27:42,CANCELLED,1063.9,QB009,91,COD
O00573,9386,201,2025-10-23 08:07:57,DELIVERED,145.34,QB039,163,COD
O00574,9266,54,2025-10-30 17:20:21,OUT_FOR_DELIVERY,296.9,QB048,40,COD
O00575,5683,164,2025-08-22 22:50:46,CONFIRMED,990.66,QB006,421,PREPAID
O00576,7318,6,2025-08-21 05:58:00,PREPARING,393.56,QB045,35,PREPAID
O00577,4206,403,2025-10-15 03:08:47,PLACED,1108.58,QB004,198,PREPAID
O00578,6876,497,2025-08-22 17:16:39,CONFIRMED,1338.37,QB032,452,PREPAID
O00579,5755,280,2025-08-13 03:00:59,OUT_FOR_DELIVERY,242.0,QB031,404,COD
O00580,2665,232,2025-10-27 20:25:42,PLACED,1218.87,QB003,151,COD
O00581,5222,134,2025-09-27 13:32:14,PLACED,203.88,QB011,455,PREPAID
O00582,2637,375,2025-10-25 10:21:23,PLACED,865.86,QB006,174,PREPAID
O00583,508,221,2025-10-02 02:12:59,CANCELLED,331.0,QB028,81,COD
O00584,1660,170,2025-08-31 22:53:33,CONFIRMED,1464.16,QB027,357,PREPAID
O00585,4613,153,2025-10-29 14:58:03,CONFIRMED,234.28,QB026,293,PREPAID
O00586,2517,28,2025-10-19 18:22:02,PREPARING,105.34,QB006,151,PREPAID
O00587,3272,50,2025-08-11 03:33:10,PLACED,389.73,QB041,150,COD
O00588,7759,433,2025-10-27 08:02:52,PLACED,531.69,QB026,242,PREPAID
O00589,4342,47,2025-09-01 05:47:56,CANCELLED,861.78,QB012,190,PREPAID
O00590,6053,96,2025-08-10 17:23:18,OUT_FOR_DELIVERY,162.46,QB029,239,PREPAID
O00591,3707,429,2025-10-30 08:10:58,PREPARING,889.95,QB010,386,COD
O00592,1405,343,2025-09-23 10:47:08,PREPARING,1231.45,QB027,498,COD
O00593,9071,32,2025-09-08 16:34:36,OUT_FOR_DELIVERY,1245.77,QB027,495,PREPAID
O00594,9384,452,2025-10-16 11:29:08,CONFIRMED,766.77,QB006,203,COD
O00595,8227,293,2025-08-13 21:37:11,DELIVERED,1220.63,QB044,318,COD
O00596,1971,487,2025-10-29 14:14:13,OUT_FOR_DELIVERY,342.03,QB011,498,COD
O00597,3158,65,2025-09-02 22:32:59,PLACED,692.72,QB044,223,COD
O00598,2423,428,2025-08-27 01:21:03,DELIVERED,461.04,QB047,469,COD
O00599,1426,199,2025-08-16 18:28:07,DELIVERED,656.3,QB021,439,PREPAID
O00600,8515,235,2025-10-26 04:02:49,PLACED,1201.17,QB040,301,PREPAID
O00601,1844,213,2025-08-10 15:43:37,CONFIRMED,307.48,QB038,299,COD
O00602,1731,289,2025-10-08 22:52:42,PLACED,1200.04,QB035,451,PREPAID
O00603,6733,136,2025-10-04 08:12:10,OUT_FOR_DELIVERY,1016.7,QB037,312,PREPAID
O00604,614,89,2025-10-24 00:26:28,PREPARING,664.16,QB040,312,PREPAID
O00605,636,203,2025-09-30 17:44:10,PREPARING,1066.72,QB004,382,PREPAID
O00606,4401,460,2025-10-27 15:00:10,PREPARING,128.33,,407,PREPAID
O00607,5095,144,2025-09-27 09:13:39,OUT_FOR_DELIVERY,1301.53,QB044,51,COD
O00608,2202,154,2025-09-23 02:04:55,CANCELLED,720.35,,165,PREPAID
O00609,6829,310,2025-09-27 08:10:54,CANCELLED,225.0,QB029,109,PREPAID
O00610,7938,389,2025-09-19 01:54:12,DELIVERED,1314.06,,29,COD
O00611,1076,160,2025-08-08 19:22:21,CANCELLED,809.51,QB009,400,COD
O00612,2847,99,2025-08-17 10:27:53,CONFIRMED,1271.77,QB016,17,PREPAID
O00613,829,471,2025-08-30 14:49:15,PREPARING,1086.49,QB018,189,PREPAID
O00614,8276,204,2025-08-07 10:40:05,CANCELLED,1392.3,QB044,16,COD
O00615,6103,251,2025-10-01 21:10:09,DELIVERED,724.54,QB031,301,PREPAID
O00616,5641,84,2025-09-17 20:27:37,PREPARING,1148.55,QB045,47,PREPAID
O00617,450,198,2025-09-03 09:26:44,PLACED,328.07,QB037,400,COD
O00618,3627,332,2025-08-23 10:08:27,CONFIRMED,1048.77,QB018,334,PREPAID
O00619,8410,11,2025-10-06 02:57:18,CANCELLED,112.46,QB009,332,COD
O00620,9850,411,2025-08-04 03:09:52,PLACED,413.28,QB039,413,PREPAID
O00621,4512,217,2025-09-07 19:07:44,OUT_FOR_DELIVERY,1292.22,QB030,130,COD
