order_id,delivery_partner_id,promised_time,actual_time,delivery_time_minutes,distance_km,delivery_status,reasons_if_delayed
6949810049,68356,2023-09-25 13:36:55,2023-09-25 13:35:55,-1.0,4.59,On Time,
2399456941,95044,2024-10-16 07:04:41,2024-10-16 07:11:41,7.0,1.88,Slightly Delayed,Traffic
6292969164,60860,2024-07-09 07:21:40,2024-07-09 07:34:40,13.0,4.22,Slightly Delayed,Traffic
2929485756,98387,2024-10-13 00:57:39,2024-10-13 01:24:39,27.0,2.46,Significantly Delayed,Traffic
8757869416,89940,2024-05-03 04:05:06,2024-05-03 04:05:06,0.0,0.84,On Time,
2653966619,20322,2024-07-12 17:19:26,2024-07-12 17:15:26,-4.0,3.9,On Time,
336103625,53527,2024-05-16 19:22:33,2024-05-16 19:23:33,1.0,4.58,On Time,Traffic
3727289407,96404,2024-06-17 12:31:04,2024-06-17 12:28:04,-3.0,2.24,On Time,
701250513,12426,2024-09-03 19:10:33,2024-09-03 19:11:33,1.0,4.12,On Time,Traffic
101816977,74586,2024-02-20 06:37:43,2024-02-20 06:41:43,4.0,1.45,On Time,Traffic
7838223552,32488,2023-12-07 13:46:45,2023-12-07 13:45:45,-1.0,4.95,On Time,
4123140013,7581,2024-11-03 01:48:11,2024-11-03 01:44:11,-4.0,2.59,On Time,
9821008306,9712,2023-04-05 15:52:16,2023-04-05 15:48:16,-4.0,0.74,On Time,
5414882934,39970,2023-12-28 21:19:27,2023-12-28 21:18:27,-1.0,2.98,On Time,
9257313140,71919,2024-06-16 14:29:42,2024-06-16 14:46:42,17.0,1.34,Significantly Delayed,Traffic
3857021231,8994,2023-09-28 20:06:57,2023-09-28 20:08:57,2.0,3.89,On Time,Traffic
1606381345,84799,2023-03-22 12:56:37,2023-03-22 12:51:37,-5.0,1.32,On Time,
239830094,64707,2023-08-17 09:17:54,2023-08-17 09:15:54,-2.0,4.5,On Time,
580582858,23439,2023-09-11 17:58:04,2023-09-11 17:57:04,-1.0,4.39,On Time,
4191340899,84191,2023-05-26 01:44:29,2023-05-26 01:44:29,0.0,2.05,On Time,
1013630716,36890,2024-05-19 06:39:26,2024-05-19 06:57:26,18.0,2.58,Significantly Delayed,Traffic
8220017366,69432,2023-05-28 08:46:25,2023-05-28 09:04:25,18.0,2.59,Significantly Delayed,Traffic
4353485612,67044,2024-08-31 13:25:53,2024-08-31 13:34:53,9.0,1.22,Slightly Delayed,Traffic
8682172393,60531,2024-10-15 02:37:39,2024-10-15 02:42:39,5.0,0.99,On Time,Traffic
4085089017,73060,2024-06-11 22:42:40,2024-06-11 22:49:40,7.0,0.95,Slightly Delayed,Traffic
1287686307,72260,2024-01-18 18:09:19,2024-01-18 18:31:19,22.0,3.84,Significantly Delayed,Traffic
4425450216,11470,2023-06-11 17:53:51,2023-06-11 17:49:51,-4.0,2.32,On Time,
7799346570,6267,2023-10-04 00:07:26,2023-10-04 00:02:26,-5.0,4.86,On Time,
5917975686,95635,2024-06-04 21:25:32,2024-06-04 21:26:32,1.0,2.29,On Time,Traffic
9588500388,25906,2024-07-05 10:16:17,2024-07-05 10:30:17,14.0,2.55,Slightly Delayed,Traffic
3963207709,75698,2024-01-04 20:37:27,2024-01-04 21:01:27,24.0,3.13,Significantly Delayed,Traffic
2217466286,55729,2023-04-08 13:27:35,2023-04-08 13:50:35,23.0,2.22,Significantly Delayed,Traffic
7130088913,27018,2023-06-29 14:35:03,2023-06-29 14:38:03,3.0,3.43,On Time,Traffic
9064682961,74646,2024-07-04 13:31:05,2024-07-04 13:30:05,-1.0,3.91,On Time,
6060156146,43137,2023-05-25 19:10:12,2023-05-25 19:25:12,15.0,3.34,Slightly Delayed,Traffic
3106610673,39962,2024-06-10 18:08:21,2024-06-10 18:16:21,8.0,4.04,Slightly Delayed,Traffic
442408751,31883,2023-10-19 17:42:57,2023-10-19 17:43:57,1.0,3.45,On Time,Traffic
353571238,49421,2024-01-01 16:06:24,2024-01-01 16:10:24,4.0,1.94,On Time,Traffic
4670530333,73412,2024-05-30 18:09:58,2024-05-30 18:06:58,-3.0,2.26,On Time,
4961370923,95563,2024-02-04 16:20:26,2024-02-04 16:25:26,5.0,1.03,On Time,Traffic
8946821991,7047,2024-04-29 12:12:27,2024-04-29 12:12:27,0.0,2.84,On Time,
5720622852,41385,2023-04-16 15:01:16,2023-04-16 14:59:16,-2.0,4.29,On Time,
7305353953,79920,2024-01-04 08:13:14,2024-01-04 08:41:14,28.0,1.58,Significantly Delayed,Traffic
1402723627,29946,2024-05-16 04:55:13,2024-05-16 05:09:13,14.0,4.23,Slightly Delayed,Traffic
9820620357,19268,2023-12-05 10:27:47,2023-12-05 10:32:47,5.0,1.35,On Time,Traffic
1930286155,22959,2024-09-02 20:26:02,2024-09-02 20:32:02,6.0,2.1,Slightly Delayed,Traffic
6759029950,27838,2023-12-03 13:02:14,2023-12-03 13:06:14,4.0,2.4,On Time,Traffic
9032188284,45176,2023-08-24 19:45:01,2023-08-24 19:56:01,11.0,2.56,Slightly Delayed,Traffic
9490161602,35300,2023-04-26 12:22:47,2023-04-26 12:17:47,-5.0,0.81,On Time,
8565257085,74770,2023-09-24 21:04:44,2023-09-24 21:00:44,-4.0,1.9,On Time,
4884845960,39010,2023-09-05 13:11:44,2023-09-05 13:07:44,-4.0,3.47,On Time,
6181604084,63800,2023-10-22 04:25:32,2023-10-22 04:22:32,-3.0,0.69,On Time,
2718508408,47220,2023-08-04 04:07:55,2023-08-04 04:22:55,15.0,4.85,Slightly Delayed,Traffic
8354866000,19057,2024-02-15 18:41:22,2024-02-15 18:49:22,8.0,5.0,Slightly Delayed,Traffic
8025728977,66000,2024-08-15 16:10:16,2024-08-15 16:07:16,-3.0,2.84,On Time,
6531356394,92872,2023-05-09 14:46:55,2023-05-09 14:46:55,0.0,0.83,On Time,
5489184758,69415,2024-03-15 15:36:26,2024-03-15 15:35:26,-1.0,3.02,On Time,
1377599881,17690,2024-08-17 10:15:54,2024-08-17 10:12:54,-3.0,0.53,On Time,
227162938,43553,2024-04-18 07:25:08,2024-04-18 07:23:08,-2.0,2.54,On Time,
3449083612,65165,2023-11-10 12:49:44,2023-11-10 13:02:44,13.0,3.64,Slightly Delayed,Traffic
5662514948,58053,2023-05-20 03:08:48,2023-05-20 03:03:48,-5.0,3.27,On Time,
2034571482,86556,2024-02-20 20:28:09,2024-02-20 20:43:09,15.0,2.48,Slightly Delayed,Traffic
348782569,88218,2023-09-23 08:45:21,2023-09-23 08:56:21,11.0,2.5,Slightly Delayed,Traffic
8697396531,59371,2023-10-23 18:54:21,2023-10-23 18:52:21,-2.0,1.71,On Time,
3538455450,63154,2024-09-05 21:29:40,2024-09-05 21:28:40,-1.0,2.89,On Time,
7513290139,96784,2023-05-21 18:52:42,2023-05-21 18:51:42,-1.0,3.71,On Time,
8320461939,63519,2024-04-17 04:38:13,2024-04-17 04:34:13,-4.0,4.38,On Time,
8217899522,15587,2024-10-08 11:51:14,2024-10-08 11:51:14,0.0,4.1,On Time,
4217056877,94995,2024-03-26 19:54:46,2024-03-26 20:02:46,8.0,3.74,Slightly Delayed,Traffic
3684167813,82021,2024-09-13 08:33:52,2024-09-13 08:31:52,-2.0,0.85,On Time,
5351904164,98439,2024-08-06 16:26:48,2024-08-06 16:31:48,5.0,1.17,On Time,Traffic
2731829604,85333,2024-02-12 20:28:18,2024-02-12 20:25:18,-3.0,0.89,On Time,
7162485958,64568,2023-12-06 18:42:13,2023-12-06 18:42:13,0.0,2.87,On Time,
4830502113,8022,2024-01-26 15:02:09,2024-01-26 15:01:09,-1.0,2.76,On Time,
9797013595,35734,2024-05-16 00:14:43,2024-05-16 00:23:43,9.0,3.93,Slightly Delayed,Traffic
9487843345,82632,2024-06-11 06:35:15,2024-06-11 06:39:15,4.0,2.95,On Time,Traffic
2148242015,13676,2023-05-01 00:04:24,2023-05-01 00:33:24,29.0,4.21,Significantly Delayed,Traffic
7465258008,63335,2023-10-25 21:34:48,2023-10-25 21:48:48,14.0,2.88,Slightly Delayed,Traffic
8875274470,54978,2024-04-20 16:38:48,2024-04-20 17:03:48,25.0,1.03,Significantly Delayed,Traffic
7049717910,10931,2024-05-11 05:58:42,2024-05-11 05:56:42,-2.0,0.83,On Time,
4829897426,93475,2023-06-05 01:10:37,2023-06-05 01:07:37,-3.0,3.29,On Time,
3532186218,34900,2023-08-08 14:15:04,2023-08-08 14:16:04,1.0,4.85,On Time,Traffic
6897674900,5998,2024-05-13 13:08:01,2024-05-13 13:05:01,-3.0,2.32,On Time,
163895717,45284,2023-11-02 05:01:21,2023-11-02 04:58:21,-3.0,2.3,On Time,
9857592403,36569,2023-10-24 11:51:41,2023-10-24 11:55:41,4.0,4.17,On Time,Traffic
2521197661,49637,2024-02-20 00:48:46,2024-02-20 01:05:46,17.0,0.86,Significantly Delayed,Traffic
488314125,60702,2023-04-05 18:28:51,2023-04-05 18:41:51,13.0,3.13,Slightly Delayed,Traffic
5073549838,20915,2024-04-28 08:15:04,2024-04-28 08:19:04,4.0,1.01,On Time,Traffic
6399568661,45002,2023-12-17 21:19:56,2023-12-17 21:18:56,-1.0,3.42,On Time,
3672658084,66143,2024-05-10 14:07:48,2024-05-10 14:07:48,0.0,3.4,On Time,
8273236145,8874,2024-09-02 16:06:41,2024-09-02 16:08:41,2.0,3.75,On Time,Traffic
3411233779,33913,2024-04-13 23:22:45,2024-04-13 23:18:45,-4.0,1.67,On Time,
8024667539,26395,2024-07-22 06:12:11,2024-07-22 06:24:11,12.0,1.85,Slightly Delayed,Traffic
6112199794,75415,2024-09-21 21:00:43,2024-09-21 21:06:43,6.0,4.43,Slightly Delayed,Traffic
9484473160,38707,2023-04-25 21:44:46,2023-04-25 21:53:46,9.0,2.47,Slightly Delayed,Traffic
9729709418,43891,2023-03-30 05:38:05,2023-03-30 05:33:05,-5.0,4.73,On Time,
7900224799,45482,2024-07-03 05:12:31,2024-07-03 05:25:31,13.0,1.48,Slightly Delayed,Traffic
1821414490,55493,2024-10-21 07:45:08,2024-10-21 07:44:08,-1.0,0.92,On Time,
5813507399,13303,2024-04-15 09:21:04,2024-04-15 09:16:04,-5.0,2.37,On Time,
3928003125,40065,2023-12-07 13:43:43,2023-12-07 13:58:43,15.0,1.46,Slightly Delayed,Traffic
5271866987,15044,2024-08-27 01:45:03,2024-08-27 01:43:03,-2.0,2.84,On Time,
9794537731,23014,2023-05-27 13:10:31,2023-05-27 13:13:31,3.0,3.02,On Time,Traffic
4852718488,71839,2024-04-29 20:57:44,2024-04-29 20:56:44,-1.0,3.31,On Time,
8300546273,80645,2023-09-05 10:27:24,2023-09-05 10:29:24,2.0,1.58,On Time,Traffic
976104194,65001,2024-05-07 22:16:34,2024-05-07 22:46:34,30.0,0.78,Significantly Delayed,Traffic
5373961125,72609,2024-11-01 04:01:48,2024-11-01 04:06:48,5.0,2.88,On Time,Traffic
6056126973,84012,2024-07-02 22:45:53,2024-07-02 22:45:53,0.0,3.31,On Time,
6352881332,21808,2024-01-22 23:20:41,2024-01-22 23:24:41,4.0,3.03,On Time,Traffic
1643234106,63857,2024-09-12 04:06:26,2024-09-12 04:21:26,15.0,4.22,Slightly Delayed,Traffic
8697966993,45795,2024-03-02 06:00:49,2024-03-02 06:22:49,22.0,2.95,Significantly Delayed,Traffic
2276061263,25181,2024-10-06 17:12:05,2024-10-06 17:12:05,0.0,1.18,On Time,
4045613782,29650,2023-08-09 08:36:43,2023-08-09 08:41:43,5.0,2.23,On Time,Traffic
2959828441,80243,2024-03-15 18:13:14,2024-03-15 18:17:14,4.0,1.62,On Time,Traffic
3514589876,24168,2023-10-17 21:20:10,2023-10-17 21:20:10,0.0,4.1,On Time,
9444081952,88637,2023-11-27 01:16:59,2023-11-27 01:19:59,3.0,1.4,On Time,Traffic
8183959589,80408,2023-12-16 14:41:59,2023-12-16 14:45:59,4.0,1.58,On Time,Traffic
1712832927,60377,2024-03-16 02:36:19,2024-03-16 02:50:19,14.0,0.78,Slightly Delayed,Traffic
8162867215,53830,2024-08-24 15:45:13,2024-08-24 15:50:13,5.0,2.71,On Time,Traffic
4160230443,41222,2024-04-15 04:13:39,2024-04-15 04:18:39,5.0,2.46,On Time,Traffic
9787535949,20817,2023-04-02 14:17:48,2023-04-02 14:27:48,10.0,1.96,Slightly Delayed,Traffic
3423995261,50959,2023-05-06 21:50:32,2023-05-06 21:54:32,4.0,3.39,On Time,Traffic
1523343168,41110,2024-07-21 19:08:11,2024-07-21 19:12:11,4.0,4.56,On Time,Traffic
1948066291,33207,2024-10-02 22:12:43,2024-10-02 22:15:43,3.0,3.15,On Time,Traffic
2021361582,88680,2024-05-20 13:48:16,2024-05-20 14:04:16,16.0,0.61,Significantly Delayed,Traffic
7491420331,81340,2024-05-22 03:30:45,2024-05-22 03:38:45,8.0,3.25,Slightly Delayed,Traffic
994840771,22900,2023-10-15 23:11:35,2023-10-15 23:25:35,14.0,3.72,Slightly Delayed,Traffic
6277344634,98138,2024-07-23 19:33:11,2024-07-23 19:55:11,22.0,2.48,Significantly Delayed,Traffic
4092653338,30910,2024-04-24 14:26:22,2024-04-24 14:21:22,-5.0,4.63,On Time,
7213712604,25295,2023-11-17 07:16:37,2023-11-17 07:12:37,-4.0,2.8,On Time,
7326709115,46549,2023-11-26 00:54:32,2023-11-26 01:01:32,7.0,3.53,Slightly Delayed,Traffic
9419789569,54029,2024-07-17 10:53:23,2024-07-17 10:53:23,0.0,2.48,On Time,
5388191488,38734,2024-03-31 04:07:25,2024-03-31 04:19:25,12.0,0.6,Slightly Delayed,Traffic
9065873433,61365,2023-10-23 19:27:27,2023-10-23 19:37:27,10.0,2.06,Slightly Delayed,Traffic
4627342297,47725,2023-08-28 11:01:50,2023-08-28 11:06:50,5.0,2.44,On Time,Traffic
4286971111,7124,2024-05-27 03:36:40,2024-05-27 03:31:40,-5.0,1.8,On Time,
645282074,19843,2023-05-25 23:55:35,2023-05-25 23:54:35,-1.0,0.88,On Time,
7260939789,13059,2023-10-28 13:55:51,2023-10-28 14:00:51,5.0,1.1,On Time,Traffic
1716322448,66774,2023-09-06 16:23:18,2023-09-06 16:26:18,3.0,4.92,On Time,Traffic
4293959647,72576,2023-10-03 21:34:36,2023-10-03 21:33:36,-1.0,2.09,On Time,
3331935300,14328,2023-06-15 21:54:22,2023-06-15 21:56:22,2.0,1.12,On Time,Traffic
1775389576,59128,2024-03-10 06:53:09,2024-03-10 06:52:09,-1.0,0.67,On Time,
8194774262,19069,2024-10-06 06:52:32,2024-10-06 07:02:32,10.0,3.25,Slightly Delayed,Traffic
3615279775,33091,2023-11-01 18:41:36,2023-11-01 18:40:36,-1.0,2.4,On Time,
11467999,1908,2023-04-23 18:57:26,2023-04-23 19:11:26,14.0,0.68,Slightly Delayed,Traffic
3971267196,59116,2024-01-14 02:54:53,2024-01-14 02:58:53,4.0,2.74,On Time,Traffic
1584863963,70947,2024-07-21 18:31:06,2024-07-21 18:48:06,17.0,3.64,Significantly Delayed,Traffic
1557893814,60172,2024-04-02 13:01:33,2024-04-02 13:05:33,4.0,1.85,On Time,Traffic
8172695964,52140,2024-07-07 09:36:06,2024-07-07 09:38:06,2.0,2.43,On Time,Traffic
7462800868,39973,2023-10-19 17:44:14,2023-10-19 18:12:14,28.0,1.77,Significantly Delayed,Traffic
5438961669,67068,2024-09-10 05:38:18,2024-09-10 05:55:18,17.0,2.1,Significantly Delayed,Traffic
4904849001,8244,2023-11-30 06:00:13,2023-11-30 06:05:13,5.0,4.42,On Time,Traffic
4816980820,28954,2023-03-27 20:41:31,2023-03-27 20:59:31,18.0,2.31,Significantly Delayed,Traffic
9004078716,60691,2023-08-21 08:57:05,2023-08-21 08:57:05,0.0,4.57,On Time,
8350353728,73339,2024-01-25 08:18:43,2024-01-25 08:23:43,5.0,1.62,On Time,Traffic
1204084245,55802,2023-09-26 01:48:11,2023-09-26 02:04:11,16.0,4.5,Significantly Delayed,Traffic
4142209897,6857,2023-09-07 20:15:27,2023-09-07 20:15:27,0.0,3.27,On Time,
125551624,16319,2024-08-12 21:44:30,2024-08-12 21:44:30,0.0,1.09,On Time,
9970545044,81093,2023-08-08 22:38:41,2023-08-08 22:43:41,5.0,1.76,On Time,Traffic
7976032064,39126,2024-05-03 16:16:32,2024-05-03 16:18:32,2.0,4.57,On Time,Traffic
8691567542,87207,2024-06-27 09:05:11,2024-06-27 09:10:11,5.0,1.06,On Time,Traffic
3592747590,92032,2024-04-24 12:29:13,2024-04-24 12:58:13,29.0,3.76,Significantly Delayed,Traffic
7495753437,20625,2023-06-02 00:45:35,2023-06-02 00:45:35,0.0,1.06,On Time,
3965847120,60885,2023-05-05 15:09:43,2023-05-05 15:11:43,2.0,4.21,On Time,Traffic
9365984533,40460,2024-06-25 20:02:13,2024-06-25 19:59:13,-3.0,4.34,On Time,
2948242102,55456,2023-10-12 15:14:53,2023-10-12 15:12:53,-2.0,4.57,On Time,
6161193691,22997,2023-05-30 13:55:08,2023-05-30 13:50:08,-5.0,2.46,On Time,
5964122835,98433,2024-03-29 18:29:05,2024-03-29 18:26:05,-3.0,4.54,On Time,
8879377902,61662,2024-03-09 06:26:43,2024-03-09 06:21:43,-5.0,3.82,On Time,
8158068874,93613,2024-07-25 20:41:13,2024-07-25 20:55:13,14.0,4.01,Slightly Delayed,Traffic
7039570964,40041,2024-04-13 03:30:23,2024-04-13 03:42:23,12.0,0.52,Slightly Delayed,Traffic
5482913265,84976,2024-08-08 15:30:48,2024-08-08 15:41:48,11.0,0.61,Slightly Delayed,Traffic
1018255782,35907,2024-09-08 06:25:07,2024-09-08 06:45:07,20.0,2.48,Significantly Delayed,Traffic
8441505853,58002,2023-11-10 08:31:55,2023-11-10 08:33:55,2.0,3.69,On Time,Traffic
3850018395,42851,2023-06-09 20:45:07,2023-06-09 21:00:07,15.0,1.25,Slightly Delayed,Traffic
4884197611,4714,2023-04-19 19:23:09,2023-04-19 19:48:09,25.0,4.29,Significantly Delayed,Traffic
5321849748,43163,2024-03-01 00:33:24,2024-03-01 00:28:24,-5.0,2.69,On Time,
9808738347,81334,2024-03-28 23:53:11,2024-03-28 23:50:11,-3.0,2.79,On Time,
8727249149,16796,2023-06-27 00:38:22,2023-06-27 00:35:22,-3.0,2.27,On Time,
2772154780,74237,2024-07-18 14:52:59,2024-07-18 14:51:59,-1.0,0.69,On Time,
9128056381,95005,2024-06-10 07:32:02,2024-06-10 07:32:02,0.0,0.84,On Time,
4461463308,43141,2023-06-16 08:11:25,2023-06-16 08:11:25,0.0,1.16,On Time,
5636483988,73517,2024-01-29 17:52:04,2024-01-29 17:51:04,-1.0,4.35,On Time,
1532065529,1354,2023-12-07 06:43:36,2023-12-07 06:45:36,2.0,1.94,On Time,Traffic
9933994647,46871,2024-02-27 06:50:56,2024-02-27 06:51:56,1.0,2.0,On Time,Traffic
4823026749,97537,2024-08-08 16:02:46,2024-08-08 15:58:46,-4.0,3.57,On Time,
7453442245,69200,2024-09-08 06:47:25,2024-09-08 06:50:25,3.0,2.49,On Time,Traffic
6519941559,88898,2024-05-10 19:57:01,2024-05-10 19:57:01,0.0,2.37,On Time,
3798769654,96996,2024-09-28 12:42:14,2024-09-28 12:38:14,-4.0,3.45,On Time,
5034289521,98165,2024-05-15 13:19:17,2024-05-15 13:17:17,-2.0,2.26,On Time,
6971088688,33387,2023-07-18 11:05:19,2023-07-18 11:14:19,9.0,3.13,Slightly Delayed,Traffic
5650184107,60066,2023-06-21 08:32:44,2023-06-21 08:32:44,0.0,1.16,On Time,
5770410311,96121,2023-12-31 10:33:35,2023-12-31 10:31:35,-2.0,0.96,On Time,
274530126,35596,2023-04-08 22:12:31,2023-04-08 22:34:31,22.0,4.22,Significantly Delayed,Traffic
4819831152,97045,2024-09-22 19:55:16,2024-09-22 19:59:16,4.0,2.73,On Time,Traffic
6977688323,77691,2023-06-07 22:22:08,2023-06-07 22:27:08,5.0,2.86,On Time,Traffic
2035952734,1616,2023-04-17 19:38:33,2023-04-17 19:37:33,-1.0,0.84,On Time,
3665334102,6292,2024-11-04 01:28:31,2024-11-04 01:34:31,6.0,1.11,Slightly Delayed,Traffic
1862413314,3855,2024-05-31 16:26:45,2024-05-31 16:29:45,3.0,3.96,On Time,Traffic
4466643926,37936,2024-04-08 20:48:57,2024-04-08 20:49:57,1.0,4.72,On Time,Traffic
4470717835,80246,2023-07-08 00:36:18,2023-07-08 00:39:18,3.0,1.91,On Time,Traffic
3018086191,86332,2024-02-07 16:11:05,2024-02-07 16:13:05,2.0,2.04,On Time,Traffic
2447983559,68149,2024-10-03 20:58:07,2024-10-03 21:25:07,27.0,1.82,Significantly Delayed,Traffic
5116322704,24469,2024-06-20 04:38:38,2024-06-20 04:42:38,4.0,2.51,On Time,Traffic
8941550852,18037,2024-04-20 22:19:04,2024-04-20 22:22:04,3.0,4.18,On Time,Traffic
8026773850,22178,2023-10-23 19:34:23,2023-10-23 19:37:23,3.0,3.97,On Time,Traffic
2102402075,81176,2024-07-14 05:46:01,2024-07-14 05:41:01,-5.0,5.0,On Time,
989844439,77083,2023-07-23 12:08:05,2023-07-23 12:06:05,-2.0,2.39,On Time,
8426805628,88737,2023-04-17 22:54:34,2023-04-17 22:52:34,-2.0,1.87,On Time,
7662188403,80894,2023-05-09 07:47:06,2023-05-09 07:55:06,8.0,3.91,Slightly Delayed,Traffic
9141654140,38063,2023-07-14 14:11:04,2023-07-14 14:12:04,1.0,1.33,On Time,Traffic
5696947751,58100,2023-11-06 03:48:25,2023-11-06 03:49:25,1.0,3.95,On Time,Traffic
8953871540,62193,2023-11-14 16:31:02,2023-11-14 16:36:02,5.0,1.91,On Time,Traffic
1767778760,57806,2023-04-14 03:41:44,2023-04-14 03:41:44,0.0,2.32,On Time,
5516201271,32490,2024-07-10 14:41:12,2024-07-10 14:39:12,-2.0,1.52,On Time,
9358248664,52315,2023-12-20 00:18:54,2023-12-20 00:15:54,-3.0,0.77,On Time,
1530424665,53811,2023-04-21 23:49:46,2023-04-21 23:51:46,2.0,3.67,On Time,Traffic
7816293360,81753,2023-07-27 18:14:35,2023-07-27 18:16:35,2.0,3.35,On Time,Traffic
1602396548,64637,2024-09-09 23:59:19,2024-09-10 00:01:19,2.0,1.2,On Time,Traffic
7938126128,50175,2023-06-16 08:42:00,2023-06-16 08:41:00,-1.0,2.11,On Time,
271744331,30354,2023-08-21 04:12:18,2023-08-21 04:10:18,-2.0,3.23,On Time,
387311360,7081,2023-08-07 03:11:16,2023-08-07 03:10:16,-1.0,4.42,On Time,
1286123100,19279,2023-12-31 00:10:40,2023-12-31 00:13:40,3.0,4.03,On Time,Traffic
4832392771,33654,2023-11-02 14:55:52,2023-11-02 14:58:52,3.0,1.61,On Time,Traffic
4800106448,38774,2023-12-10 05:31:22,2023-12-10 05:27:22,-4.0,3.27,On Time,
5500008514,48166,2024-05-03 18:25:17,2024-05-03 18:24:17,-1.0,3.12,On Time,
7879575037,85162,2024-01-07 12:32:33,2024-01-07 12:37:33,5.0,2.29,On Time,Traffic
50845914,95031,2023-04-09 04:37:56,2023-04-09 04:34:56,-3.0,3.41,On Time,
9766990467,18483,2023-06-30 08:33:31,2023-06-30 08:41:31,8.0,1.69,Slightly Delayed,Traffic
4215602937,38381,2023-10-04 05:44:08,2023-10-04 05:45:08,1.0,3.25,On Time,Traffic
238484255,87590,2024-04-11 04:18:43,2024-04-11 04:20:43,2.0,0.92,On Time,Traffic
3293988248,19751,2024-09-29 07:57:45,2024-09-29 08:26:45,29.0,2.58,Significantly Delayed,Traffic
5296157775,68713,2024-07-27 10:34:02,2024-07-27 10:37:02,3.0,1.35,On Time,Traffic
1143489067,68548,2023-09-14 17:21:41,2023-09-14 17:18:41,-3.0,4.28,On Time,
8524452029,65655,2023-11-07 01:15:32,2023-11-07 01:22:32,7.0,0.54,Slightly Delayed,Traffic
4256779885,71100,2023-06-01 17:39:29,2023-06-01 17:37:29,-2.0,2.71,On Time,
7744686996,4886,2023-09-27 21:55:59,2023-09-27 22:17:59,22.0,1.95,Significantly Delayed,Traffic
5427462399,87698,2024-06-21 14:15:00,2024-06-21 14:19:00,4.0,3.89,On Time,Traffic
8596751747,95854,2024-03-09 06:44:08,2024-03-09 06:43:08,-1.0,4.11,On Time,
4746468643,5235,2023-08-17 19:51:04,2023-08-17 19:52:04,1.0,4.62,On Time,Traffic
3010047327,65599,2023-12-15 20:24:52,2023-12-15 20:29:52,5.0,2.44,On Time,Traffic
1236959246,76379,2024-10-06 20:37:02,2024-10-06 20:41:02,4.0,1.59,On Time,Traffic
6600422315,46137,2023-09-19 00:38:15,2023-09-19 00:41:15,3.0,0.94,On Time,Traffic
3227252410,66386,2024-02-16 08:11:12,2024-02-16 08:09:12,-2.0,0.92,On Time,
6972292408,46413,2023-11-16 05:55:14,2023-11-16 06:12:14,17.0,2.13,Significantly Delayed,Traffic
7562754470,46136,2024-02-15 23:47:04,2024-02-15 23:48:04,1.0,1.58,On Time,Traffic
7361971676,18979,2023-08-23 01:02:18,2023-08-23 01:06:18,4.0,4.06,On Time,Traffic
8875605037,16915,2023-09-27 10:16:27,2023-09-27 10:20:27,4.0,1.78,On Time,Traffic
8508253527,11048,2024-09-05 21:11:09,2024-09-05 21:23:09,12.0,2.64,Slightly Delayed,Traffic
6798775600,81032,2023-10-09 22:54:35,2023-10-09 23:08:35,14.0,3.02,Slightly Delayed,Traffic
3624810422,83193,2024-08-10 01:25:44,2024-08-10 01:29:44,4.0,1.05,On Time,Traffic
4740213452,85085,2024-02-22 12:49:12,2024-02-22 13:01:12,12.0,2.62,Slightly Delayed,Traffic
3825468344,35824,2023-04-09 08:19:44,2023-04-09 08:21:44,2.0,4.66,On Time,Traffic
902245665,25868,2024-08-08 08:28:01,2024-08-08 08:26:01,-2.0,1.57,On Time,
6874299189,38460,2023-08-14 11:45:32,2023-08-14 11:48:32,3.0,4.85,On Time,Traffic
1127125313,81996,2023-12-15 19:36:22,2023-12-15 19:45:22,9.0,3.32,Slightly Delayed,Traffic
3606548818,90473,2023-05-12 05:08:09,2023-05-12 05:10:09,2.0,4.0,On Time,Traffic
5750044154,71543,2024-09-16 22:50:01,2024-09-16 23:01:01,11.0,2.04,Slightly Delayed,Traffic
3872847781,45099,2023-09-16 20:55:34,2023-09-16 20:53:34,-2.0,3.03,On Time,
5939554684,71726,2023-06-11 16:47:08,2023-06-11 16:51:08,4.0,1.97,On Time,Traffic
676412814,88453,2024-07-26 03:45:27,2024-07-26 03:45:27,0.0,3.44,On Time,
4248390724,49698,2023-08-22 20:35:51,2023-08-22 20:44:51,9.0,2.98,Slightly Delayed,Traffic
8938687150,99357,2023-04-25 06:35:28,2023-04-25 06:30:28,-5.0,2.03,On Time,
7898867047,51564,2023-05-03 15:31:52,2023-05-03 15:38:52,7.0,3.91,Slightly Delayed,Traffic
2142065357,1749,2024-01-27 08:04:34,2024-01-27 08:04:34,0.0,2.63,On Time,
9024719693,96400,2024-06-06 19:40:30,2024-06-06 19:41:30,1.0,2.56,On Time,Traffic
8976616698,46211,2023-08-23 03:36:08,2023-08-23 03:38:08,2.0,2.97,On Time,Traffic
8792586840,44722,2023-06-14 15:26:28,2023-06-14 15:29:28,3.0,4.87,On Time,Traffic
5375387413,53977,2023-04-04 23:42:41,2023-04-04 23:44:41,2.0,1.63,On Time,Traffic
4252164097,11104,2023-09-28 07:16:17,2023-09-28 07:24:17,8.0,4.88,Slightly Delayed,Traffic
8423273411,81864,2023-05-23 23:24:33,2023-05-23 23:24:33,0.0,1.77,On Time,
2551179741,50120,2024-04-10 02:29:31,2024-04-10 02:43:31,14.0,2.62,Slightly Delayed,Traffic
227511348,90637,2024-08-01 16:01:56,2024-08-01 16:02:56,1.0,0.84,On Time,Traffic
