CUST_NUM,Accessory,status,amount,renewal
CUST25894,Mobile Cover,EXPIRED,683,NO
CUST25894,Phone Stand,PENDING,2248,YES
CUST25894,Phone Stand,EXPIRED,554,YES
CUST25894,Smart Watch,EXPIRED,3971,YES
CUST25894,Screen Guard,ACTIVE,3432,NO
CUST25894,Screen Guard,ACTIVE,3775,NO
CUST26103,Phone Stand,ACTIVE,3091,YES
CUST26103,USB Cable,ACTIVE,568,NO
CUST26103,Smart Watch,PENDING,3202,NO
CUST26103,Earphones,ACTIVE,552,NO
CUST26103,Memory Card,PENDING,1598,YES
CUST26103,USB Cable,PENDING,1545,NO
CUST26103,Bluetooth Speaker,ACTIVE,4310,YES
CUST78983,Power Bank,ACTIVE,260,NO
CUST78983,Power Bank,ACTIVE,890,NO
CUST78983,Bluetooth Speaker,ACTIVE,1073,NO
CUST78983,Charger,ACTIVE,3448,NO
CUST78983,Charger,EXPIRED,3250,YES
CUST78983,Earphones,EXPIRED,644,YES
CUST78983,Bluetooth Speaker,ACTIVE,4278,NO
CUST78983,Bluetooth Speaker,EXPIRED,3708,NO
CUST78983,Charger,ACTIVE,2957,YES
CUST78983,Smart Watch,EXPIRED,931,YES
CUST97220,Smart Watch,PENDING,2950,YES
CUST97220,Smart Watch,EXPIRED,1300,YES
CUST97220,Mobile Cover,EXPIRED,3407,NO
CUST97220,Earphones,PENDING,4155,NO
CUST97220,Bluetooth Speaker,PENDING,2776,NO
CUST97220,Phone Stand,PENDING,2227,YES
CUST97220,Phone Stand,PENDING,3775,YES
CUST56032,Earphones,EXPIRED,1781,NO
CUST56032,Memory Card,EXPIRED,2678,NO
CUST56032,Screen Guard,ACTIVE,2968,NO
CUST56032,Phone Stand,ACTIVE,1861,NO
CUST56032,Bluetooth Speaker,ACTIVE,990,YES
CUST56032,Memory Card,EXPIRED,722,NO
CUST56032,Charger,EXPIRED,858,NO
CUST56032,Bluetooth Speaker,PENDING,3852,YES
CUST72424,Charger,PENDING,4665,YES
CUST72424,Mobile Cover,PENDING,1399,NO
CUST72424,Screen Guard,EXPIRED,1012,NO
CUST72424,Screen Guard,EXPIRED,4047,YES
CUST72424,Phone Stand,EXPIRED,4459,NO
CUST72424,USB Cable,ACTIVE,631,YES
CUST61543,Bluetooth Speaker,ACTIVE,337,NO
CUST61543,Screen Guard,EXPIRED,1610,NO
CUST61543,Charger,ACTIVE,4722,YES
CUST61543,USB Cable,EXPIRED,287,NO
CUST61543,USB Cable,ACTIVE,3467,NO
CUST61543,Earphones,EXPIRED,347,NO
CUST61543,Earphones,PENDING,980,NO
CUST61543,Mobile Cover,ACTIVE,1102,YES
CUST61543,Smart Watch,EXPIRED,3872,YES
CUST61543,Phone Stand,EXPIRED,4194,NO
CUST61543,USB Cable,EXPIRED,4057,NO
CUST61543,Smart Watch,PENDING,2221,NO
CUST61543,Memory Card,EXPIRED,718,NO
CUST61543,Power Bank,EXPIRED,3097,NO
CUST88034,Bluetooth Speaker,PENDING,355,NO
CUST88034,Power Bank,ACTIVE,513,YES
CUST88034,USB Cable,PENDING,1664,YES
CUST88034,Power Bank,PENDING,823,YES
CUST88034,Phone Stand,ACTIVE,3121,NO
CUST88034,Phone Stand,PENDING,347,NO
CUST88034,Mobile Cover,ACTIVE,783,YES
CUST88034,Power Bank,EXPIRED,2340,NO
CUST88034,Earphones,ACTIVE,2305,NO
CUST88034,Screen Guard,EXPIRED,1636,YES
CUST88034,Phone Stand,ACTIVE,1502,YES
CUST92022,Memory Card,EXPIRED,4749,YES
CUST92022,Mobile Cover,PENDING,4752,NO
CUST92022,Earphones,ACTIVE,3040,NO
CUST92022,Earphones,EXPIRED,4830,YES
CUST92022,Mobile Cover,PENDING,3424,YES
CUST92022,Memory Card,EXPIRED,763,YES
CUST92022,Earphones,PENDING,1910,YES
CUST92022,Memory Card,PENDING,818,NO
CUST92022,Power Bank,ACTIVE,3965,NO
CUST11507,Earphones,ACTIVE,4076,NO
CUST11507,Phone Stand,PENDING,1492,YES
CUST11507,Bluetooth Speaker,EXPIRED,2332,NO
CUST11507,Screen Guard,ACTIVE,2009,NO
CUST11507,Mobile Cover,PENDING,1843,YES
CUST11507,Mobile Cover,ACTIVE,3379,YES
CUST38953,Charger,PENDING,1979,NO
CUST38953,Mobile Cover,PENDING,3037,NO
CUST38953,Memory Card,EXPIRED,962,NO
CUST38953,USB Cable,PENDING,2561,YES
CUST38953,Memory Card,EXPIRED,4869,YES
CUST38953,Screen Guard,ACTIVE,2098,YES
CUST38953,Charger,ACTIVE,4581,YES
CUST38953,Screen Guard,EXPIRED,3077,NO
CUST38953,Earphones,PENDING,3428,YES
CUST38953,Screen Guard,ACTIVE,2499,YES
CUST38953,Mobile Cover,PENDING,2389,NO
CUST38953,Power Bank,PENDING,2632,NO
CUST38953,USB Cable,PENDING,2472,NO
CUST38953,Bluetooth Speaker,ACTIVE,3399,YES
CUST38953,Power Bank,ACTIVE,242,YES
CUST42836,Memory Card,EXPIRED,486,NO
CUST42836,Smart Watch,EXPIRED,2522,NO
CUST42836,Phone Stand,EXPIRED,489,NO
CUST42836,Screen Guard,PENDING,3443,NO
CUST42836,Power Bank,PENDING,3097,YES
CUST42836,Charger,PENDING,4808,YES
CUST42836,Bluetooth Speaker,EXPIRED,158,YES
CUST42836,Phone Stand,PENDING,2052,NO
CUST42836,Charger,ACTIVE,3539,YES
CUST42836,Bluetooth Speaker,ACTIVE,3304,NO
CUST42836,Memory Card,PENDING,596,NO
CUST42836,USB Cable,PENDING,2070,YES
CUST42836,USB Cable,PENDING,2010,NO
CUST42836,Bluetooth Speaker,ACTIVE,401,YES
CUST62255,Earphones,ACTIVE,4935,YES
CUST62255,Power Bank,EXPIRED,1939,NO
CUST62255,USB Cable,ACTIVE,3330,YES
CUST62255,Mobile Cover,ACTIVE,131,NO
CUST62255,Screen Guard,PENDING,2872,NO
CUST62255,Mobile Cover,EXPIRED,4374,NO
CUST15747,Smart Watch,ACTIVE,4968,YES
CUST15747,Screen Guard,EXPIRED,2794,NO
CUST15747,Mobile Cover,PENDING,4926,YES
CUST15747,Phone Stand,ACTIVE,3491,NO
CUST15747,Mobile Cover,EXPIRED,2715,NO
CUST15747,Memory Card,PENDING,1011,NO
CUST15747,Smart Watch,ACTIVE,4998,YES
CUST15747,Memory Card,ACTIVE,4514,NO
CUST13903,Earphones,EXPIRED,4364,YES
CUST13903,Charger,PENDING,1713,NO
CUST13903,Memory Card,PENDING,2015,NO
CUST13903,Mobile Cover,PENDING,700,NO
CUST13903,Power Bank,EXPIRED,3702,NO
CUST13903,Earphones,PENDING,1152,NO
CUST13903,Bluetooth Speaker,EXPIRED,2681,YES
CUST13903,Memory Card,EXPIRED,530,NO
CUST13903,USB Cable,PENDING,4733,NO
CUST13903,Screen Guard,EXPIRED,3856,YES
CUST13903,Phone Stand,ACTIVE,411,YES
CUST13903,Mobile Cover,ACTIVE,202,YES
CUST13903,Power Bank,PENDING,2372,NO
CUST32293,Mobile Cover,ACTIVE,2669,NO
CUST32293,USB Cable,EXPIRED,2224,NO
CUST32293,Bluetooth Speaker,ACTIVE,1525,YES
CUST32293,Charger,ACTIVE,2989,YES
CUST32293,Charger,PENDING,3029,NO
CUST32293,Phone Stand,EXPIRED,4366,NO
CUST32293,Memory Card,ACTIVE,3188,NO
CUST32293,Earphones,PENDING,1036,YES
CUST32293,USB Cable,EXPIRED,3688,YES
CUST32293,Bluetooth Speaker,ACTIVE,3160,YES
CUST68932,Charger,ACTIVE,2897,NO
CUST68932,Phone Stand,EXPIRED,3205,NO
CUST68932,Memory Card,EXPIRED,4623,NO
CUST68932,Bluetooth Speaker,EXPIRED,2069,YES
CUST68932,Screen Guard,PENDING,4024,YES
CUST68932,Smart Watch,EXPIRED,716,YES
CUST68932,Earphones,ACTIVE,917,NO
CUST68932,Power Bank,ACTIVE,553,NO
CUST68932,Earphones,ACTIVE,236,NO
CUST68932,Earphones,EXPIRED,4954,NO
CUST68932,Smart Watch,PENDING,651,NO
CUST68932,Smart Watch,ACTIVE,952,YES
CUST18643,Screen Guard,ACTIVE,2867,NO
CUST18643,Charger,EXPIRED,3090,YES
CUST18643,USB Cable,PENDING,580,YES
CUST18643,Phone Stand,EXPIRED,3651,NO
CUST18643,USB Cable,PENDING,3274,YES
CUST18643,USB Cable,PENDING,659,YES
CUST18643,Power Bank,PENDING,452,YES
CUST18643,Memory Card,EXPIRED,368,NO
CUST18643,Power Bank,ACTIVE,336,NO
CUST18643,Memory Card,EXPIRED,4012,YES
CUST18643,Bluetooth Speaker,ACTIVE,4745,YES
CUST18643,Memory Card,ACTIVE,4970,YES
CUST18643,Bluetooth Speaker,EXPIRED,4320,YES
CUST12923,Smart Watch,PENDING,3592,NO
CUST12923,Power Bank,ACTIVE,3707,YES
CUST12923,USB Cable,EXPIRED,4838,YES
CUST12923,Smart Watch,ACTIVE,4446,YES
CUST12923,Mobile Cover,EXPIRED,4475,YES
CUST12923,Bluetooth Speaker,ACTIVE,1008,NO
CUST12923,Memory Card,PENDING,3914,NO
CUST71649,Earphones,ACTIVE,1145,YES
CUST71649,Smart Watch,EXPIRED,4840,YES
CUST71649,Screen Guard,PENDING,3507,YES
CUST71649,Smart Watch,ACTIVE,3416,NO
CUST71649,Mobile Cover,PENDING,745,NO
CUST71649,Power Bank,PENDING,4016,NO
CUST71649,Smart Watch,PENDING,2953,YES
CUST71649,Earphones,ACTIVE,4529,YES
CUST71649,Memory Card,PENDING,1817,YES
CUST71649,Memory Card,ACTIVE,875,NO
CUST45290,Mobile Cover,ACTIVE,1117,NO
CUST45290,Smart Watch,EXPIRED,3151,YES
CUST45290,Screen Guard,PENDING,468,YES
CUST45290,Charger,ACTIVE,1088,NO
CUST45290,Memory Card,EXPIRED,878,YES
CUST45290,Power Bank,PENDING,2894,YES
CUST45290,Screen Guard,PENDING,4078,YES
CUST45290,USB Cable,ACTIVE,2896,YES
CUST45290,Earphones,ACTIVE,2347,YES
CUST45290,Mobile Cover,ACTIVE,148,NO
CUST45290,Power Bank,PENDING,4370,NO
CUST45290,Phone Stand,PENDING,877,NO
CUST45290,Power Bank,EXPIRED,1164,YES
CUST68651,Power Bank,ACTIVE,3587,NO
CUST68651,Mobile Cover,ACTIVE,3019,NO
CUST68651,Screen Guard,PENDING,4020,YES
CUST68651,Earphones,ACTIVE,2330,NO
CUST68651,Charger,ACTIVE,3818,NO
CUST88760,Phone Stand,PENDING,2715,NO
CUST88760,Smart Watch,ACTIVE,767,YES
CUST88760,USB Cable,ACTIVE,3699,NO
CUST88760,Screen Guard,PENDING,2220,NO
CUST88760,Smart Watch,ACTIVE,1395,YES
CUST88760,Screen Guard,PENDING,3987,NO
CUST88760,Earphones,ACTIVE,4205,NO
CUST84196,USB Cable,EXPIRED,2055,NO
CUST84196,Bluetooth Speaker,ACTIVE,295,YES
CUST84196,Phone Stand,EXPIRED,3540,NO
CUST84196,Charger,EXPIRED,1461,NO
CUST84196,Mobile Cover,EXPIRED,4561,YES
CUST84196,Mobile Cover,ACTIVE,2525,YES
CUST84196,Bluetooth Speaker,EXPIRED,3122,YES
CUST84196,Mobile Cover,PENDING,3770,YES
CUST84196,Phone Stand,EXPIRED,2238,NO
CUST35802,Memory Card,EXPIRED,2352,YES
CUST35802,Memory Card,EXPIRED,3558,YES
CUST35802,USB Cable,PENDING,3554,YES
CUST35802,Screen Guard,ACTIVE,4402,YES
CUST35802,Bluetooth Speaker,ACTIVE,3918,YES
CUST35802,USB Cable,EXPIRED,3947,YES
CUST35802,Smart Watch,ACTIVE,1803,YES
CUST41588,Bluetooth Speaker,PENDING,4597,YES
CUST41588,Mobile Cover,EXPIRED,1947,YES
CUST41588,Charger,EXPIRED,407,NO
CUST41588,Phone Stand,ACTIVE,4162,YES
CUST41588,Phone Stand,PENDING,4023,NO
CUST41588,Screen Guard,EXPIRED,4770,YES
CUST41588,Memory Card,EXPIRED,2156,YES
CUST41588,Charger,ACTIVE,861,NO
CUST41588,Power Bank,ACTIVE,534,YES
CUST41588,Charger,PENDING,4504,YES
CUST26663,Screen Guard,EXPIRED,3267,YES
CUST26663,Screen Guard,ACTIVE,914,NO
CUST26663,USB Cable,PENDING,4279,YES
CUST26663,Charger,EXPIRED,4189,NO
CUST26663,USB Cable,ACTIVE,3075,NO
CUST26663,Mobile Cover,EXPIRED,4845,YES
CUST26663,Smart Watch,EXPIRED,717,YES
CUST40182,Screen Guard,EXPIRED,3159,YES
CUST40182,Phone Stand,PENDING,2970,NO
CUST40182,Bluetooth Speaker,PENDING,3599,NO
CUST40182,Charger,ACTIVE,1028,NO
CUST40182,Charger,PENDING,2645,YES
CUST40182,Earphones,PENDING,716,YES
CUST40182,USB Cable,PENDING,3351,NO
CUST40182,Memory Card,ACTIVE,533,NO
CUST40182,Smart Watch,EXPIRED,1576,NO
CUST69842,USB Cable,PENDING,3439,NO
CUST69842,Memory Card,PENDING,844,NO
CUST69842,Bluetooth Speaker,PENDING,3599,YES
CUST69842,Mobile Cover,ACTIVE,284,NO
CUST69842,USB Cable,PENDING,2678,YES
CUST69842,Earphones,ACTIVE,272,NO
CUST69842,Bluetooth Speaker,ACTIVE,2077,NO
CUST69842,Screen Guard,EXPIRED,2671,NO
CUST69842,Screen Guard,PENDING,842,NO
CUST69842,Earphones,EXPIRED,2903,YES
CUST69842,USB Cable,EXPIRED,3070,NO
CUST69842,Power Bank,ACTIVE,2890,YES
CUST69842,Screen Guard,ACTIVE,2765,NO
CUST69842,Screen Guard,EXPIRED,2547,YES
CUST69842,Earphones,ACTIVE,2166,YES
CUST15850,USB Cable,EXPIRED,4528,YES
CUST15850,Charger,EXPIRED,2976,YES
CUST15850,Power Bank,EXPIRED,510,YES
CUST15850,Power Bank,EXPIRED,2481,YES
CUST15850,Power Bank,ACTIVE,1341,NO
CUST15850,Mobile Cover,PENDING,4298,NO
CUST15850,Mobile Cover,PENDING,3624,YES
CUST15850,Earphones,PENDING,3832,NO
CUST15850,Smart Watch,PENDING,3422,NO
CUST15850,Memory Card,PENDING,3866,NO
CUST15850,Phone Stand,PENDING,2694,YES
CUST15850,Earphones,EXPIRED,1706,YES
CUST15850,Screen Guard,PENDING,3398,YES
CUST25954,Charger,PENDING,1182,YES
CUST25954,Smart Watch,EXPIRED,4868,YES
CUST25954,Earphones,ACTIVE,944,YES
CUST25954,Smart Watch,ACTIVE,2806,YES
CUST25954,Memory Card,ACTIVE,3283,YES
CUST25954,Power Bank,ACTIVE,3763,NO
CUST25954,Charger,EXPIRED,3866,NO
CUST25954,USB Cable,PENDING,1139,YES
CUST25954,Earphones,ACTIVE,4919,NO
CUST25954,USB Cable,ACTIVE,4679,YES
CUST25954,Earphones,PENDING,774,NO
CUST25954,Memory Card,PENDING,3054,NO
CUST25954,USB Cable,ACTIVE,3287,NO
CUST78501,Screen Guard,ACTIVE,4510,YES
CUST78501,Earphones,EXPIRED,4969,YES
CUST78501,Phone Stand,EXPIRED,173,YES
CUST78501,Screen Guard,PENDING,3120,YES
CUST78501,Mobile Cover,ACTIVE,3110,YES
CUST92924,Memory Card,ACTIVE,2599,YES
CUST92924,Power Bank,EXPIRED,4441,NO
CUST92924,Phone Stand,PENDING,4515,YES
CUST92924,Phone Stand,ACTIVE,4269,YES
CUST92924,Bluetooth Speaker,ACTIVE,4967,YES
CUST92924,USB Cable,EXPIRED,3568,YES
CUST92924,Earphones,PENDING,2397,NO
CUST17130,Earphones,EXPIRED,257,NO
CUST17130,USB Cable,EXPIRED,3708,NO
CUST17130,Power Bank,PENDING,3468,NO
CUST17130,Mobile Cover,ACTIVE,2930,NO
CUST17130,Phone Stand,PENDING,4413,NO
CUST17130,Phone Stand,EXPIRED,3497,YES
CUST17130,Mobile Cover,PENDING,3005,NO
CUST17130,Memory Card,PENDING,3892,NO
CUST33372,Memory Card,EXPIRED,2437,NO
CUST33372,Mobile Cover,ACTIVE,4712,NO
CUST33372,Smart Watch,PENDING,572,NO
CUST33372,Earphones,PENDING,1045,NO
CUST33372,Screen Guard,EXPIRED,374,YES
CUST33372,Phone Stand,PENDING,543,YES
CUST33372,Phone Stand,ACTIVE,2696,YES
CUST33372,Bluetooth Speaker,EXPIRED,988,YES
CUST33372,Charger,ACTIVE,2773,NO
CUST66872,Earphones,EXPIRED,2398,NO
CUST66872,Bluetooth Speaker,PENDING,1760,NO
CUST66872,Smart Watch,ACTIVE,3257,NO
CUST66872,Mobile Cover,PENDING,1166,NO
CUST66872,USB Cable,PENDING,4631,NO
CUST66872,Charger,ACTIVE,2288,YES
CUST93187,Earphones,PENDING,1288,NO
CUST93187,USB Cable,ACTIVE,2396,YES
CUST93187,Screen Guard,PENDING,3257,YES
CUST93187,Smart Watch,PENDING,4672,YES
CUST93187,Memory Card,PENDING,2213,NO
CUST93187,USB Cable,EXPIRED,3568,YES
CUST93187,Phone Stand,EXPIRED,3199,YES
CUST93187,Mobile Cover,ACTIVE,1146,YES
CUST93187,Bluetooth Speaker,PENDING,4597,YES
CUST93187,Power Bank,EXPIRED,3705,YES
CUST93187,Phone Stand,PENDING,2731,NO
CUST86047,Phone Stand,PENDING,4760,NO
CUST86047,Mobile Cover,EXPIRED,4654,NO
CUST86047,Charger,PENDING,2440,NO
CUST86047,Charger,EXPIRED,1749,YES
CUST86047,Power Bank,ACTIVE,2819,NO
CUST86047,Power Bank,EXPIRED,3685,NO
CUST86047,Mobile Cover,EXPIRED,1401,YES
CUST86047,Memory Card,PENDING,2513,NO
CUST86047,Bluetooth Speaker,PENDING,3774,NO
CUST86047,Memory Card,EXPIRED,4319,NO
CUST17527,Power Bank,PENDING,2162,YES
CUST17527,Bluetooth Speaker,EXPIRED,3883,NO
CUST17527,Smart Watch,ACTIVE,3815,YES
CUST17527,Power Bank,PENDING,1244,NO
CUST17527,Screen Guard,PENDING,2720,NO
CUST17527,Earphones,EXPIRED,294,YES
CUST17527,Screen Guard,PENDING,2060,NO
CUST17527,Memory Card,ACTIVE,524,NO
CUST17527,Earphones,PENDING,3591,YES
CUST17527,Screen Guard,ACTIVE,3617,NO
CUST17527,Screen Guard,PENDING,4807,YES
CUST17527,Earphones,EXPIRED,4814,NO
CUST52889,Screen Guard,ACTIVE,4721,YES
CUST52889,USB Cable,EXPIRED,2967,NO
CUST52889,Mobile Cover,PENDING,4071,YES
CUST52889,Memory Card,EXPIRED,2867,YES
CUST52889,Screen Guard,PENDING,4853,NO
CUST52889,Phone Stand,EXPIRED,4060,YES
CUST52889,Bluetooth Speaker,ACTIVE,3219,NO
CUST86077,Phone Stand,PENDING,1908,NO
CUST86077,Mobile Cover,ACTIVE,1848,YES
CUST86077,Smart Watch,PENDING,573,YES
CUST86077,Earphones,EXPIRED,2398,NO
CUST86077,Earphones,EXPIRED,262,NO
CUST86077,Phone Stand,EXPIRED,1163,NO
CUST86077,Mobile Cover,PENDING,4125,YES
CUST86077,USB Cable,PENDING,1514,NO
CUST86077,Screen Guard,EXPIRED,1843,YES
CUST86077,Charger,EXPIRED,1703,YES
CUST86077,Bluetooth Speaker,ACTIVE,2296,NO
CUST86077,Power Bank,EXPIRED,357,YES
CUST86077,Screen Guard,EXPIRED,4756,NO
CUST86077,Smart Watch,EXPIRED,3118,NO
CUST86077,Screen Guard,ACTIVE,745,NO
CUST14487,Phone Stand,ACTIVE,1061,NO
CUST14487,Memory Card,ACTIVE,1684,YES
CUST14487,Charger,EXPIRED,3339,YES
CUST14487,Smart Watch,ACTIVE,2594,YES
CUST14487,Bluetooth Speaker,EXPIRED,2084,YES
CUST14487,Bluetooth Speaker,PENDING,4426,YES
CUST14487,Power Bank,EXPIRED,3257,YES
CUST14487,Charger,ACTIVE,4749,YES
CUST14487,Phone Stand,ACTIVE,375,NO
CUST14487,Earphones,EXPIRED,3199,NO
CUST14487,USB Cable,ACTIVE,229,NO
CUST14487,Smart Watch,PENDING,4593,NO
CUST14487,Power Bank,ACTIVE,2343,YES
CUST14487,USB Cable,EXPIRED,1118,NO
CUST65768,USB Cable,ACTIVE,3713,YES
CUST65768,Earphones,PENDING,622,NO
CUST65768,Memory Card,EXPIRED,2221,YES
CUST65768,Smart Watch,EXPIRED,1392,NO
CUST65768,Mobile Cover,PENDING,3743,NO
CUST65768,Earphones,PENDING,4939,NO
CUST65768,Charger,EXPIRED,4795,YES
CUST65768,USB Cable,EXPIRED,2083,NO
CUST65768,Memory Card,ACTIVE,3314,YES
CUST65768,Earphones,ACTIVE,2920,YES
CUST65768,Bluetooth Speaker,ACTIVE,2779,NO
CUST16594,Phone Stand,EXPIRED,4749,NO
CUST16594,Screen Guard,ACTIVE,2250,YES
CUST16594,Earphones,ACTIVE,2774,NO
CUST16594,Charger,ACTIVE,3743,YES
CUST16594,Charger,ACTIVE,4933,NO
CUST30384,Bluetooth Speaker,EXPIRED,4920,YES
CUST30384,Mobile Cover,EXPIRED,3414,YES
CUST30384,USB Cable,ACTIVE,2773,NO
CUST30384,Phone Stand,EXPIRED,4979,YES
CUST30384,Memory Card,EXPIRED,4617,YES
CUST30384,Power Bank,PENDING,210,NO
CUST30384,Memory Card,ACTIVE,3801,YES
CUST30384,Charger,ACTIVE,3889,YES
CUST30384,Memory Card,ACTIVE,3573,NO
CUST30384,Charger,EXPIRED,3384,NO
CUST30384,Power Bank,ACTIVE,1519,YES
CUST30384,Mobile Cover,ACTIVE,2420,YES
CUST30384,Memory Card,ACTIVE,4535,YES
CUST74069,Earphones,PENDING,4952,NO
CUST74069,USB Cable,EXPIRED,500,YES
CUST74069,Memory Card,PENDING,3639,NO
CUST74069,Smart Watch,PENDING,1344,NO
CUST74069,Power Bank,ACTIVE,2647,YES
CUST23484,Screen Guard,EXPIRED,3688,YES
CUST23484,Charger,EXPIRED,3773,NO
CUST23484,Memory Card,ACTIVE,3585,YES
CUST23484,Charger,EXPIRED,4141,YES
CUST23484,Earphones,PENDING,324,NO
CUST23484,Phone Stand,EXPIRED,644,YES
CUST23484,Memory Card,ACTIVE,785,YES
CUST23484,Memory Card,ACTIVE,3936,YES
CUST23484,Earphones,ACTIVE,1073,NO
CUST23484,Smart Watch,PENDING,4871,NO
CUST23484,Charger,ACTIVE,174,YES
CUST23484,USB Cable,EXPIRED,1296,YES
CUST23484,USB Cable,PENDING,4380,YES
CUST73315,Charger,EXPIRED,1986,YES
CUST73315,Mobile Cover,EXPIRED,1398,NO
CUST73315,Memory Card,EXPIRED,4750,NO
CUST73315,Earphones,EXPIRED,3642,YES
CUST73315,Bluetooth Speaker,ACTIVE,4106,NO
CUST73315,Phone Stand,EXPIRED,3279,YES
CUST73315,Screen Guard,ACTIVE,4371,YES
CUST73315,Memory Card,EXPIRED,3352,NO
CUST73315,Earphones,ACTIVE,4604,YES
CUST73315,Smart Watch,EXPIRED,2857,YES
CUST73315,Earphones,EXPIRED,2508,NO
CUST73315,Smart Watch,PENDING,3607,YES
CUST73315,Earphones,EXPIRED,3562,YES
CUST11608,Charger,PENDING,874,YES
CUST11608,Bluetooth Speaker,PENDING,4381,NO
CUST11608,USB Cable,EXPIRED,2290,NO
CUST11608,Power Bank,ACTIVE,1889,YES
CUST11608,Earphones,PENDING,3948,NO
CUST11608,USB Cable,EXPIRED,2900,YES
CUST11608,Mobile Cover,PENDING,3982,YES
CUST11608,Memory Card,EXPIRED,1484,NO
CUST11608,Phone Stand,ACTIVE,2093,NO
CUST11608,USB Cable,ACTIVE,1145,YES
CUST78919,Smart Watch,ACTIVE,1752,NO
CUST78919,Screen Guard,ACTIVE,3804,YES
CUST78919,Screen Guard,EXPIRED,1074,NO
CUST78919,Earphones,EXPIRED,816,YES
CUST78919,Bluetooth Speaker,PENDING,1738,NO
CUST78919,Earphones,ACTIVE,2127,NO
CUST78919,Bluetooth Speaker,ACTIVE,885,NO
CUST78919,Charger,ACTIVE,4045,NO
CUST90477,Earphones,ACTIVE,2486,YES
CUST90477,USB Cable,ACTIVE,2028,NO
CUST90477,Screen Guard,PENDING,4727,NO
CUST90477,Phone Stand,PENDING,614,NO
CUST90477,Phone Stand,ACTIVE,1584,YES
CUST90477,Power Bank,EXPIRED,1593,NO
CUST90477,Mobile Cover,ACTIVE,4657,YES
CUST90477,Power Bank,ACTIVE,4048,YES
CUST90477,Screen Guard,ACTIVE,1723,NO
CUST90477,Screen Guard,ACTIVE,2809,YES
CUST90477,Smart Watch,ACTIVE,100,NO
CUST90477,Phone Stand,ACTIVE,4184,NO
CUST90477,Charger,ACTIVE,119,NO
CUST90477,Earphones,EXPIRED,4059,NO
CUST83593,Bluetooth Speaker,EXPIRED,4844,YES
CUST83593,Bluetooth Speaker,PENDING,1687,NO
CUST83593,Memory Card,EXPIRED,3596,NO
CUST83593,Phone Stand,ACTIVE,111,NO
CUST83593,Memory Card,EXPIRED,4351,NO
CUST83593,Power Bank,EXPIRED,3075,YES
CUST83593,USB Cable,PENDING,928,NO
CUST83593,Mobile Cover,ACTIVE,2479,NO
CUST40991,Bluetooth Speaker,ACTIVE,712,YES
CUST40991,Screen Guard,ACTIVE,4758,YES
CUST40991,USB Cable,ACTIVE,2840,NO
CUST40991,Charger,ACTIVE,1310,YES
CUST40991,Smart Watch,PENDING,2718,NO
CUST40991,Memory Card,EXPIRED,4388,YES
CUST40991,Charger,PENDING,2858,NO
CUST71657,Bluetooth Speaker,PENDING,3603,YES
CUST71657,Charger,ACTIVE,4521,YES
CUST71657,Smart Watch,EXPIRED,4758,NO
CUST71657,USB Cable,ACTIVE,267,NO
CUST71657,Smart Watch,EXPIRED,1926,YES
CUST71657,USB Cable,ACTIVE,456,YES
CUST71657,Bluetooth Speaker,EXPIRED,3988,YES
CUST23912,Mobile Cover,ACTIVE,3898,NO
CUST23912,Power Bank,ACTIVE,2835,YES
CUST23912,Mobile Cover,ACTIVE,1340,YES
CUST23912,Phone Stand,EXPIRED,1070,YES
CUST23912,Memory Card,EXPIRED,3259,NO
CUST23912,Power Bank,EXPIRED,492,YES
CUST23912,Memory Card,ACTIVE,1673,YES
CUST23912,Bluetooth Speaker,EXPIRED,4268,YES
CUST23912,Charger,PENDING,3043,NO
CUST23912,USB Cable,ACTIVE,995,YES
CUST23912,Screen Guard,ACTIVE,1342,NO
CUST23912,Bluetooth Speaker,ACTIVE,4976,NO
CUST23912,Screen Guard,ACTIVE,779,YES
CUST53339,Bluetooth Speaker,EXPIRED,3652,NO
CUST53339,Screen Guard,PENDING,2845,NO
CUST53339,Smart Watch,EXPIRED,329,YES
CUST53339,Memory Card,ACTIVE,1553,NO
CUST53339,Smart Watch,EXPIRED,1706,YES
CUST53339,USB Cable,EXPIRED,3506,YES
CUST53339,Memory Card,PENDING,4938,YES
CUST95306,Memory Card,PENDING,3986,YES
CUST95306,Power Bank,ACTIVE,1263,YES
CUST95306,Phone Stand,PENDING,180,YES
CUST95306,USB Cable,PENDING,1389,NO
CUST95306,Smart Watch,EXPIRED,3072,YES
CUST95306,Phone Stand,EXPIRED,2117,NO
CUST52835,Charger,ACTIVE,1758,NO
CUST52835,Screen Guard,ACTIVE,660,YES
CUST52835,Phone Stand,EXPIRED,1506,YES
CUST52835,Earphones,ACTIVE,573,NO
CUST52835,Charger,EXPIRED,2405,NO
CUST16240,Smart Watch,ACTIVE,1460,YES
CUST16240,Memory Card,ACTIVE,2118,YES
CUST16240,Bluetooth Speaker,ACTIVE,4459,NO
CUST16240,USB Cable,EXPIRED,2392,YES
CUST16240,Smart Watch,PENDING,4386,NO
CUST16240,Earphones,PENDING,2212,YES
CUST21965,Smart Watch,PENDING,4728,YES
CUST21965,Earphones,PENDING,1415,NO
CUST21965,Screen Guard,EXPIRED,4113,YES
CUST21965,Smart Watch,ACTIVE,489,NO
CUST21965,Charger,EXPIRED,1545,NO
CUST21965,Earphones,EXPIRED,1890,YES
CUST21965,Screen Guard,ACTIVE,499,NO
