product_code,customer_code,market_code,order_date,sales_qty,sales_amount,currency
Prod010,Cus011,Mark003,2018-06-18,4,3583,"INR"
Prod010,Cus003,Mark003,2018-06-18,4,4954,"INR"
Prod010,Cus010,Mark003,2018-06-21,1,1889,"INR"
Prod010,Cus010,Mark003,2018-07-18,1,472,"INR"
Prod010,Cus003,Mark003,2018-07-18,1,1352,"INR"
Prod010,Cus012,Mark003,2018-07-19,1,1616,"INR"
Prod010,Cus003,Mark003,2018-07-19,1,449,"INR"
Prod010,Cus003,Mark003,2018-07-23,1,1801,"INR"
Prod010,Cus003,Mark003,2018-07-30,1,1801,"INR"
Prod010,Cus003,Mark003,2019-01-25,1,449,"INR"
Prod010,Cus003,Mark003,2019-02-04,1,449,"INR"
Prod010,Cus003,Mark003,2019-02-20,1,449,"INR"
Prod010,Cus003,Mark003,2019-03-13,1,444,"INR"
Prod010,Cus003,Mark003,2019-03-28,1,444,"INR"
Prod010,Cus003,Mark003,2019-04-30,1,0,"INR"
Prod011,Cus016,Mark002,2017-10-06,1,505,"INR"
Prod011,Cus016,Mark002,2017-10-13,1,1514,"INR"
Prod011,Cus016,Mark002,2017-10-20,1,2023,"INR"
Prod011,Cus016,Mark002,2017-10-27,25,37889,"INR"
Prod011,Cus016,Mark002,2018-02-08,1,593,"INR"
Prod011,Cus007,Mark004,2018-02-16,1,597,"INR"
Prod011,Cus007,Mark004,2018-02-26,1,2389,"INR"
Prod011,Cus016,Mark002,2018-03-01,1,593,"INR"
Prod011,Cus007,Mark004,2018-03-02,1,1194,"INR"
Prod011,Cus007,Mark004,2018-03-05,8,13736,"INR"
Prod011,Cus007,Mark004,2018-03-12,1,1194,"INR"
Prod011,Cus007,Mark004,2018-04-03,1,597,"INR"
Prod011,Cus007,Mark004,2018-04-09,1,597,"INR"
Prod011,Cus007,Mark004,2018-04-13,1,597,"INR"
Prod011,Cus017,Mark007,2018-04-24,17,17472,"INR"
Prod011,Cus007,Mark004,2018-04-26,2,2986,"INR"
Prod011,Cus007,Mark004,2018-04-27,2,2986,"INR"
Prod011,Cus007,Mark004,2018-05-07,1,597,"INR"
Prod011,Cus007,Mark004,2018-05-14,1,1194,"INR"
Prod011,Cus007,Mark004,2018-05-18,1,796,"INR"
Prod011,Cus017,Mark007,2018-05-31,26,26722,"INR"
Prod011,Cus007,Mark004,2018-06-11,1,796,"INR"
Prod011,Cus007,Mark004,2018-06-13,1,796,"INR"
Prod011,Cus007,Mark004,2018-06-14,1,3185,"INR"
Prod011,Cus007,Mark004,2018-06-18,1,796,"INR"
Prod011,Cus007,Mark004,2018-06-22,1,2389,"INR"
Prod011,Cus007,Mark004,2018-06-29,1,3185,"INR"
Prod011,Cus007,Mark004,2018-07-09,2,5574,"INR"
Prod011,Cus007,Mark004,2018-07-13,1,796,"INR"
Prod011,Cus007,Mark004,2018-07-20,1,796,"INR"
Prod011,Cus007,Mark004,2018-07-27,1,796,"INR"
Prod011,Cus007,Mark004,2018-08-03,1,1593,"INR"
Prod011,Cus016,Mark002,2018-10-12,1,514,"INR"
Prod011,Cus007,Mark004,2018-10-17,1,4759,"INR"
Prod011,Cus007,Mark004,2018-10-25,1,1190,"INR"
Prod011,Cus007,Mark004,2018-10-26,1,1190,"INR"
Prod011,Cus016,Mark002,2018-10-31,3,4106,"INR"
Prod011,Cus007,Mark004,2018-11-05,2,5949,"INR"
Prod011,Cus007,Mark004,2018-11-06,2,5949,"INR"
Prod011,Cus016,Mark002,2018-12-07,1,514,"INR"
Prod011,Cus016,Mark002,2018-12-14,1,514,"INR"
Prod011,Cus016,Mark002,2018-12-21,1,514,"INR"
Prod011,Cus018,Mark002,2018-12-28,1,0,"INR"
Prod011,Cus016,Mark002,2019-01-28,1,514,"INR"
Prod011,Cus016,Mark002,2019-02-01,1,514,"INR"
Prod011,Cus016,Mark002,2019-02-08,1,1028,"INR"
Prod011,Cus016,Mark002,2019-02-15,1,2056,"INR"
Prod011,Cus007,Mark004,2019-02-22,1,796,"INR"
Prod011,Cus016,Mark002,2019-02-22,1,1542,"INR"
Prod011,Cus016,Mark002,2019-03-01,1,514,"INR"
Prod011,Cus016,Mark002,2019-03-08,1,1028,"INR"
Prod011,Cus007,Mark004,2019-04-12,1,796,"INR"
Prod011,Cus007,Mark004,2019-06-03,1,796,"INR"
Prod011,Cus007,Mark004,2019-06-17,1,1593,"INR"
Prod011,Cus007,Mark004,2019-06-24,1,796,"INR"
Prod011,Cus011,Mark003,2019-07-15,1,611,"INR"
Prod011,Cus016,Mark002,2019-08-16,1,1028,"INR"
Prod011,Cus016,Mark002,2019-09-27,1,514,"INR"
Prod011,Cus016,Mark002,2019-10-04,1,514,"INR"
Prod011,Cus016,Mark002,2019-10-18,1,514,"INR"
Prod011,Cus007,Mark004,2019-10-21,1,796,"INR"
Prod011,Cus007,Mark004,2019-10-25,1,796,"INR"
Prod011,Cus016,Mark002,2019-11-01,1,514,"INR"
Prod011,Cus007,Mark004,2019-11-04,1,796,"INR"
Prod011,Cus007,Mark004,2019-11-08,1,1593,"INR"
Prod011,Cus016,Mark002,2019-11-08,1,514,"INR"
Prod011,Cus007,Mark004,2019-11-15,1,3185,"INR"
Prod011,Cus016,Mark002,2019-11-15,1,514,"INR"
Prod011,Cus016,Mark002,2019-11-18,1,514,"INR"
Prod011,Cus007,Mark004,2019-12-06,2,4778,"INR"
Prod011,Cus016,Mark002,2019-12-06,1,514,"INR"
Prod011,Cus007,Mark004,2019-12-13,4,10352,"INR"
Prod011,Cus007,Mark004,2019-12-20,1,796,"INR"
Prod011,Cus016,Mark002,2020-06-12,1,1028,"INR"
Prod011,Cus016,Mark002,2020-06-16,1,514,"INR"
Prod012,Cus019,Mark002,2018-06-05,33,29648,"INR"
Prod013,Cus001,Mark001,2017-10-10,240,143560,"INR"
Prod013,Cus005,Mark004,2017-10-11,7,6204,"INR"
Prod013,Cus007,Mark004,2017-10-16,1,495,"INR"
Prod013,Cus006,Mark004,2017-10-23,20,25130,"INR"
Prod013,Cus007,Mark004,2017-10-25,1,986,"INR"
Prod013,Cus020,Mark004,2017-11-02,13,23898,"INR"
Prod013,Cus005,Mark004,2017-11-03,1,296,"INR"
Prod013,Cus006,Mark004,2017-11-08,1,356,"INR"
Prod013,Cus007,Mark004,2017-11-14,1,1977,"INR"
Prod013,Cus005,Mark004,2017-11-22,1,296,"INR"
Prod013,Cus006,Mark004,2017-11-22,7,8375,"INR"
Prod013,Cus020,Mark004,2017-12-05,4,7171,"INR"
Prod013,Cus006,Mark004,2017-12-15,1,356,"INR"
Prod013,Cus006,Mark004,2018-01-15,1,356,"INR"
Prod013,Cus006,Mark004,2018-01-22,7,8375,"INR"
Prod013,Cus007,Mark004,2018-02-06,208,77931,"INR"
Prod013,Cus007,Mark004,2018-02-08,105,40704,"INR"
Prod013,Cus007,Mark004,2018-02-09,125,47074,"INR"
Prod013,Cus007,Mark004,2018-02-14,10,4028,"INR"
Prod013,Cus002,Mark002,2018-04-24,33,30167,"INR"
Prod013,Cus007,Mark004,2018-05-24,6,1968,"INR"
Prod014,Cus007,Mark004,2017-11-20,3,1366,"INR"
Prod014,Cus007,Mark004,2017-12-01,1,495,"INR"
Prod014,Cus007,Mark004,2018-03-22,17,6713,"INR"
Prod015,Cus007,Mark004,2018-05-18,57,27708,"INR"
Prod016,Cus007,Mark004,2017-10-13,1,537,"INR"
Prod016,Cus005,Mark004,2017-10-17,7,7644,"INR"
Prod016,Cus005,Mark004,2017-11-21,1,157,"INR"
Prod016,Cus007,Mark004,2017-11-24,8,10972,"INR"
Prod016,Cus007,Mark004,2017-12-01,1,1218,"INR"
Prod016,Cus007,Mark004,2017-12-04,9,13407,"INR"
Prod016,Cus005,Mark006,2018-01-10,5,0,"INR"
Prod016,Cus007,Mark004,2018-01-12,1,245,"INR"
Prod016,Cus007,Mark004,2018-02-22,1,245,"INR"
Prod016,Cus001,Mark001,2018-06-28,187,115481,"INR"
Prod016,Cus006,Mark004,2018-06-29,38,78986,"INR"
Prod016,Cus006,Mark004,2018-07-02,119,245546,"INR"
Prod016,Cus006,Mark004,2018-07-03,79,162292,"INR"
Prod016,Cus006,Mark004,2018-07-04,1,412,"INR"
Prod016,Cus006,Mark004,2018-07-06,5,7981,"INR"
Prod016,Cus006,Mark004,2018-07-11,19,27505,"INR"
Prod016,Cus021,Mark005,2018-07-13,173,145921,"INR"
Prod016,Cus006,Mark004,2018-07-13,1,546,"INR"
Prod016,Cus006,Mark004,2018-07-19,20,28167,"INR"
Prod016,Cus006,Mark004,2018-07-24,23,32764,"INR"
Prod016,Cus006,Mark004,2018-07-25,5,6648,"INR"
Prod016,Cus006,Mark004,2018-07-26,28,40366,"INR"
Prod016,Cus006,Mark004,2018-07-27,3,4273,"INR"
Prod016,Cus006,Mark004,2018-07-31,1,949,"INR"
Prod016,Cus006,Mark004,2018-08-01,1,477,"INR"
Prod016,Cus006,Mark004,2018-08-02,1,949,"INR"
Prod016,Cus006,Mark004,2018-08-03,41,70356,"INR"
Prod016,Cus005,Mark004,2018-08-07,7,6528,"INR"
Prod016,Cus006,Mark004,2018-08-07,1,477,"INR"
Prod016,Cus006,Mark004,2018-08-10,12,19727,"INR"
Prod016,Cus006,Mark004,2018-08-15,2,3324,"INR"
Prod016,Cus007,Mark004,2018-09-12,227,103889,"INR"
Prod016,Cus007,Mark004,2018-09-13,36,18167,"INR"
Prod016,Cus006,Mark004,2019-02-06,112,106560,"INR"
Prod016,Cus006,Mark004,2019-03-15,50,90130,"INR"
Prod016,Cus006,Mark004,2019-03-22,30,54079,"INR"
Prod016,Cus021,Mark005,2019-05-08,182,153815,"INR"
Prod016,Cus005,Mark004,2019-05-17,1,306,"INR"
Prod016,Cus021,Mark005,2019-07-12,157,132519,"INR"
Prod016,Cus006,Mark004,2019-07-29,111,152833,"INR"
Prod016,Cus006,Mark004,2019-08-01,7,10144,"INR"
Prod016,Cus006,Mark004,2019-08-28,7,8991,"INR"
Prod016,Cus007,Mark004,2019-09-06,1,1218,"INR"
Prod016,Cus007,Mark004,2019-09-13,1,1708,"INR"
Prod016,Cus007,Mark004,2019-09-19,177,79676,"INR"
Prod016,Cus007,Mark004,2019-09-20,1,486,"INR"
Prod016,Cus006,Mark004,2019-10-10,18,25356,"INR"
Prod016,Cus006,Mark004,2019-11-07,13,17519,"INR"
Prod016,Cus007,Mark004,2019-11-29,4,6338,"INR"
Prod017,Cus022,Mark002,2017-10-05,4,9190,"INR"
Prod017,Cus016,Mark002,2017-10-06,4,8384,"INR"
Prod017,Cus016,Mark002,2017-10-12,2,4889,"INR"
Prod017,Cus016,Mark002,2017-10-13,2,3495,"INR"
Prod017,Cus023,Mark002,2017-10-13,1,2065,"INR"
Prod017,Cus023,Mark002,2017-10-25,1,1380,"INR"
Prod017,Cus016,Mark002,2017-10-27,6,11870,"INR"
Prod017,Cus016,Mark002,2017-11-03,6,12574,"INR"
Prod017,Cus016,Mark002,2017-11-06,1,2796,"INR"
Prod017,Cus016,Mark002,2017-11-10,2,4889,"INR"
Prod017,Cus016,Mark002,2017-11-17,1,2792,"INR"
Prod017,Cus023,Mark002,2017-11-20,33,68898,"INR"
Prod017,Cus016,Mark002,2017-11-23,1,2792,"INR"
Prod017,Cus016,Mark002,2017-11-24,3,6991,"INR"
Prod017,Cus024,Mark002,2017-11-27,1,681,"INR"
Prod017,Cus023,Mark002,2017-11-30,22,44782,"INR"
Prod017,Cus016,Mark002,2017-12-01,13,26537,"INR"
Prod017,Cus023,Mark002,2017-12-06,2,3444,"INR"
Prod017,Cus016,Mark002,2017-12-07,2,4190,"INR"
Prod017,Cus023,Mark002,2017-12-07,1,2755,"INR"
Prod017,Cus016,Mark002,2017-12-08,9,18852,"INR"
Prod017,Cus023,Mark002,2017-12-12,1,1380,"INR"
Prod017,Cus016,Mark002,2017-12-14,3,6287,"INR"
Prod017,Cus016,Mark002,2017-12-15,20,41199,"INR"
Prod017,Cus024,Mark002,2017-12-18,1,1356,"INR"
Prod017,Cus024,Mark002,2017-12-19,1,681,"INR"
Prod017,Cus016,Mark002,2017-12-21,3,5588,"INR"
Prod017,Cus016,Mark002,2017-12-22,15,32125,"INR"
Prod017,Cus023,Mark002,2017-12-22,7,13778,"INR"
Prod017,Cus016,Mark002,2018-01-02,2,4194,"INR"
Prod017,Cus024,Mark002,2018-01-02,1,2713,"INR"
Prod017,Cus016,Mark002,2018-01-05,31,65648,"INR"
Prod017,Cus023,Mark002,2018-01-08,23,48231,"INR"
Prod017,Cus016,Mark002,2018-01-12,8,16065,"INR"
Prod017,Cus024,Mark002,2018-01-15,1,1356,"INR"
Prod017,Cus024,Mark002,2018-01-16,1,1356,"INR"
Prod017,Cus024,Mark002,2018-01-29,1,681,"INR"
Prod017,Cus016,Mark002,2018-02-01,1,1398,"INR"
Prod017,Cus016,Mark002,2018-02-02,10,20255,"INR"
Prod017,Cus024,Mark002,2018-02-06,1,681,"INR"
Prod017,Cus016,Mark002,2018-02-09,1,699,"INR"
Prod017,Cus022,Mark002,2018-02-22,6,12014,"INR"
Prod017,Cus024,Mark002,2018-04-10,1,681,"INR"
Prod017,Cus025,Mark002,2018-04-19,19,43537,"INR"
Prod017,Cus024,Mark002,2018-04-23,1,681,"INR"
Prod017,Cus025,Mark002,2018-05-08,28,65310,"INR"
Prod017,Cus024,Mark002,2018-05-15,1,681,"INR"
Prod017,Cus025,Mark002,2018-06-04,9,21769,"INR"
Prod017,Cus025,Mark002,2018-06-08,1,2176,"INR"
Prod018,Cus023,Mark002,2018-01-16,8,17222,"INR"
Prod018,Cus023,Mark002,2018-01-17,24,48917,"INR"
Prod018,Cus023,Mark002,2018-02-09,1,1380,"INR"
Prod018,Cus026,Mark008,2018-02-12,13,26333,"INR"
Prod018,Cus026,Mark008,2018-02-16,13,26333,"INR"
Prod018,Cus016,Mark002,2018-02-22,1,347,"INR"
Prod018,Cus022,Mark002,2018-02-22,3,6125,"INR"
Prod018,Cus016,Mark002,2018-02-23,5,10824,"INR"
Prod018,Cus022,Mark002,2018-02-26,1,3065,"INR"
Prod018,Cus023,Mark002,2018-03-01,1,1380,"INR"
Prod018,Cus016,Mark002,2018-03-02,2,3843,"INR"
Prod018,Cus022,Mark002,2018-03-05,1,3065,"INR"
Prod018,Cus022,Mark002,2018-03-06,1,3065,"INR"
Prod018,Cus022,Mark002,2018-03-08,1,3065,"INR"
Prod018,Cus022,Mark002,2018-03-09,1,3065,"INR"
Prod018,Cus022,Mark002,2018-03-15,3,6130,"INR"
Prod018,Cus022,Mark002,2018-03-19,1,3065,"INR"
Prod018,Cus025,Mark002,2018-03-19,5,10884,"INR"
Prod018,Cus022,Mark002,2018-03-20,1,3065,"INR"
Prod018,Cus022,Mark002,2018-03-21,1,3065,"INR"
Prod018,Cus023,Mark002,2018-03-21,1,343,"INR"
Prod018,Cus022,Mark002,2018-03-23,1,3065,"INR"
Prod018,Cus023,Mark002,2018-03-23,1,690,"INR"
Prod018,Cus022,Mark002,2018-03-27,1,3065,"INR"
Prod018,Cus022,Mark002,2018-03-28,1,3065,"INR"
Prod018,Cus022,Mark002,2018-03-29,1,3065,"INR"
Prod018,Cus023,Mark002,2018-03-29,1,1380,"INR"
Prod018,Cus022,Mark002,2018-04-04,1,3065,"INR"
Prod018,Cus022,Mark002,2018-04-06,5,12250,"INR"
Prod018,Cus023,Mark002,2018-04-11,2,4130,"INR"
Prod018,Cus022,Mark002,2018-04-12,3,6125,"INR"
Prod018,Cus025,Mark002,2018-04-12,14,32653,"INR"
Prod018,Cus011,Mark003,2018-04-13,11,37690,"INR"
Prod018,Cus022,Mark002,2018-04-17,1,3065,"INR"
Prod018,Cus023,Mark002,2018-04-18,2,3444,"INR"
Prod018,Cus022,Mark002,2018-04-19,4,9190,"INR"
Prod018,Cus022,Mark002,2018-04-20,1,3065,"INR"
Prod018,Cus022,Mark002,2018-04-23,1,3065,"INR"
Prod018,Cus024,Mark002,2018-04-24,2,3056,"INR"
Prod018,Cus011,Mark003,2018-04-27,10,34157,"INR"
Prod018,Cus022,Mark002,2018-04-27,1,3065,"INR"
Prod018,Cus022,Mark002,2018-04-30,1,3065,"INR"
Prod018,Cus024,Mark002,2018-04-30,2,3056,"INR"
Prod018,Cus023,Mark002,2018-04-30,1,2065,"INR"
Prod018,Cus022,Mark002,2018-05-03,3,6125,"INR"
Prod018,Cus023,Mark002,2018-05-03,1,1380,"INR"
Prod018,Cus022,Mark002,2018-05-04,4,9190,"INR"
Prod018,Cus011,Mark003,2018-05-07,6,20023,"INR"
Prod018,Cus022,Mark002,2018-05-09,1,3065,"INR"
Prod018,Cus022,Mark002,2018-05-09,13,28269,"INR"
Prod018,Cus022,Mark002,2018-05-14,1,3065,"INR"
Prod018,Cus024,Mark002,2018-05-14,2,3056,"INR"
Prod018,Cus024,Mark002,2018-05-15,2,3056,"INR"
Prod018,Cus022,Mark002,2018-05-16,1,3065,"INR"
Prod018,Cus022,Mark002,2018-05-16,13,28269,"INR"
Prod018,Cus011,Mark003,2018-05-17,1,1176,"INR"
Prod018,Cus022,Mark002,2018-05-17,3,6125,"INR"
Prod018,Cus022,Mark002,2018-05-17,27,56537,"INR"
Prod018,Cus011,Mark003,2018-05-18,5,16491,"INR"
Prod018,Cus022,Mark002,2018-05-18,1,3065,"INR"
Prod018,Cus022,Mark002,2018-05-18,13,28269,"INR"
Prod018,Cus024,Mark002,2018-05-21,2,3056,"INR"
Prod018,Cus024,Mark002,2018-05-22,2,3056,"INR"
Prod018,Cus022,Mark002,2018-05-23,1,3065,"INR"
Prod018,Cus022,Mark002,2018-05-24,1,3065,"INR"
Prod018,Cus022,Mark002,2018-05-25,1,3065,"INR"
Prod018,Cus011,Mark003,2018-05-28,4,14134,"INR"
Prod018,Cus022,Mark002,2018-05-30,3,6125,"INR"
Prod018,Cus011,Mark003,2018-06-01,5,16491,"INR"
Prod018,Cus022,Mark002,2018-06-01,1,3065,"INR"
Prod018,Cus022,Mark002,2018-06-04,1,3065,"INR"
Prod018,Cus022,Mark002,2018-06-05,1,3065,"INR"
Prod018,Cus022,Mark002,2018-06-07,3,6125,"INR"
Prod018,Cus011,Mark003,2018-06-11,11,40046,"INR"
Prod018,Cus022,Mark002,2018-06-11,1,3065,"INR"
Prod018,Cus022,Mark002,2018-06-12,1,3065,"INR"
Prod018,Cus024,Mark002,2018-06-12,1,338,"INR"
Prod018,Cus022,Mark002,2018-06-13,1,3065,"INR"
Prod018,Cus022,Mark002,2018-06-14,5,12250,"INR"
Prod018,Cus023,Mark002,2018-06-14,7,14407,"INR"
Prod018,Cus022,Mark002,2018-06-15,3,6125,"INR"
Prod018,Cus011,Mark003,2018-06-19,7,25912,"INR"
Prod018,Cus026,Mark008,2018-06-19,27,52667,"INR"
Prod018,Cus022,Mark002,2018-06-19,1,3065,"INR"
Prod018,Cus024,Mark002,2018-06-19,1,338,"INR"
Prod018,Cus023,Mark002,2018-06-19,2,4319,"INR"
Prod018,Cus022,Mark002,2018-06-20,1,3065,"INR"
Prod018,Cus025,Mark002,2018-06-20,108,251903,"INR"
Prod018,Cus022,Mark002,2018-06-21,5,12250,"INR"
Prod018,Cus023,Mark002,2018-06-21,1,1440,"INR"
Prod018,Cus011,Mark003,2018-06-25,6,21199,"INR"
Prod018,Cus022,Mark002,2018-06-25,1,3065,"INR"
Prod018,Cus022,Mark002,2018-06-27,3,6125,"INR"
Prod018,Cus022,Mark002,2018-06-28,3,6125,"INR"
Prod018,Cus023,Mark002,2018-06-28,1,361,"INR"
Prod018,Cus022,Mark002,2018-06-29,1,3065,"INR"
Prod018,Cus011,Mark003,2018-07-02,16,55356,"INR"
Prod018,Cus022,Mark002,2018-07-02,1,3065,"INR"
Prod018,Cus022,Mark002,2018-07-05,4,9190,"INR"
Prod018,Cus022,Mark002,2018-07-06,3,6125,"INR"
Prod018,Cus011,Mark003,2018-07-09,8,29444,"INR"
Prod018,Cus022,Mark002,2018-07-09,1,3065,"INR"
Prod018,Cus022,Mark002,2018-07-10,1,3065,"INR"
Prod018,Cus024,Mark002,2018-07-10,1,338,"INR"
Prod018,Cus023,Mark002,2018-07-10,1,1440,"INR"
Prod018,Cus022,Mark002,2018-07-11,1,3065,"INR"
Prod018,Cus023,Mark002,2018-07-12,1,2162,"INR"
Prod018,Cus022,Mark002,2018-07-13,1,3065,"INR"
Prod018,Cus022,Mark002,2018-07-16,1,3065,"INR"
Prod018,Cus011,Mark003,2018-07-17,2,7065,"INR"
Prod018,Cus022,Mark002,2018-07-17,5,12250,"INR"
Prod018,Cus022,Mark002,2018-07-19,3,6125,"INR"
Prod018,Cus022,Mark002,2018-07-19,13,28269,"INR"
Prod018,Cus023,Mark002,2018-07-20,1,1440,"INR"
Prod018,Cus022,Mark002,2018-07-25,3,6125,"INR"
Prod018,Cus022,Mark002,2018-07-26,1,3065,"INR"
Prod018,Cus022,Mark002,2018-07-27,1,3065,"INR"
Prod018,Cus022,Mark002,2018-07-30,1,3065,"INR"
Prod018,Cus023,Mark002,2018-07-30,1,2162,"INR"
Prod018,Cus022,Mark002,2018-08-01,1,3065,"INR"
Prod018,Cus022,Mark002,2018-08-02,1,3065,"INR"
Prod018,Cus025,Mark002,2018-08-02,24,55977,"INR"
Prod018,Cus022,Mark002,2018-08-03,1,3065,"INR"
Prod018,Cus022,Mark002,2018-08-06,1,3065,"INR"
Prod018,Cus022,Mark002,2018-08-08,3,6125,"INR"
Prod018,Cus022,Mark002,2018-08-09,1,3065,"INR"
Prod018,Cus025,Mark002,2018-08-09,5,10495,"INR"
Prod018,Cus011,Mark003,2018-08-10,13,45935,"INR"
Prod018,Cus022,Mark002,2018-08-10,3,6125,"INR"
Prod018,Cus022,Mark002,2018-08-13,3,6125,"INR"
Prod018,Cus025,Mark002,2018-08-13,15,34986,"INR"
Prod018,Cus022,Mark002,2018-08-14,1,3065,"INR"
Prod018,Cus022,Mark002,2018-08-14,13,28269,"INR"
Prod018,Cus022,Mark002,2018-08-17,4,9190,"INR"
Prod018,Cus025,Mark002,2018-08-17,15,34986,"INR"
Prod018,Cus011,Mark003,2018-08-20,10,36509,"INR"
Prod018,Cus022,Mark002,2018-08-21,5,12250,"INR"
Prod018,Cus024,Mark002,2018-08-21,1,338,"INR"
Prod018,Cus022,Mark002,2018-08-22,1,3065,"INR"
Prod018,Cus022,Mark002,2018-08-23,3,6125,"INR"
Prod018,Cus025,Mark002,2018-08-23,12,27991,"INR"
Prod018,Cus022,Mark002,2018-08-24,3,6125,"INR"
Prod018,Cus011,Mark003,2018-08-27,13,45935,"INR"
Prod018,Cus022,Mark002,2018-08-29,1,3065,"INR"
Prod018,Cus023,Mark002,2018-08-29,1,361,"INR"
Prod018,Cus022,Mark002,2018-08-31,7,15315,"INR"
Prod018,Cus025,Mark002,2018-08-31,20,45481,"INR"
Prod018,Cus011,Mark003,2018-09-03,40,140157,"INR"
Prod018,Cus022,Mark002,2018-09-03,1,3065,"INR"
Prod018,Cus025,Mark002,2018-09-03,8,17495,"INR"
Prod018,Cus022,Mark002,2018-09-04,13,28269,"INR"
Prod018,Cus025,Mark002,2018-09-06,15,34986,"INR"
Prod018,Cus023,Mark002,2018-09-06,1,361,"INR"
Prod018,Cus022,Mark002,2018-09-07,1,3065,"INR"
Prod018,Cus025,Mark002,2018-09-07,26,59477,"INR"
Prod018,Cus023,Mark002,2018-09-07,1,1079,"INR"
Prod018,Cus022,Mark002,2018-09-10,3,6125,"INR"
Prod018,Cus024,Mark002,2018-09-12,1,681,"INR"
Prod018,Cus022,Mark002,2018-09-13,3,6130,"INR"
Prod018,Cus025,Mark002,2018-09-13,8,17495,"INR"
Prod018,Cus023,Mark002,2018-09-13,1,1440,"INR"
Prod018,Cus022,Mark002,2018-09-14,3,6125,"INR"
Prod018,Cus022,Mark002,2018-09-17,1,3065,"INR"
Prod018,Cus024,Mark002,2018-09-18,1,676,"INR"
Prod018,Cus022,Mark002,2018-09-19,1,3065,"INR"
Prod018,Cus022,Mark002,2018-09-21,1,3065,"INR"
Prod018,Cus022,Mark002,2018-09-21,13,28269,"INR"
Prod018,Cus022,Mark002,2018-09-24,1,3065,"INR"
Prod018,Cus016,Mark002,2018-09-26,12,24792,"INR"
Prod018,Cus022,Mark002,2018-09-26,1,3065,"INR"
Prod018,Cus022,Mark002,2018-09-27,1,3065,"INR"
Prod018,Cus022,Mark002,2018-09-28,1,3065,"INR"
Prod018,Cus023,Mark002,2018-09-28,1,1440,"INR"
Prod018,Cus016,Mark002,2018-10-01,6,11519,"INR"
Prod018,Cus022,Mark002,2018-10-01,1,3065,"INR"
Prod018,Cus024,Mark002,2018-10-01,1,1356,"INR"
Prod018,Cus024,Mark002,2018-10-02,1,1019,"INR"
Prod018,Cus022,Mark002,2018-10-03,1,3065,"INR"
Prod018,Cus011,Mark003,2018-10-08,1,1176,"INR"
Prod018,Cus016,Mark002,2018-10-08,1,1398,"INR"
Prod018,Cus022,Mark002,2018-10-08,3,6125,"INR"
Prod018,Cus022,Mark002,2018-10-09,4,9190,"INR"
Prod018,Cus022,Mark002,2018-10-11,1,3065,"INR"
Prod018,Cus025,Mark002,2018-10-11,8,17495,"INR"
Prod018,Cus023,Mark002,2018-10-11,1,722,"INR"
Prod018,Cus016,Mark002,2018-10-12,8,17463,"INR"
Prod018,Cus022,Mark002,2018-10-12,5,12250,"INR"
Prod018,Cus022,Mark002,2018-10-12,80,169606,"INR"
Prod018,Cus025,Mark002,2018-10-15,8,17495,"INR"
Prod018,Cus022,Mark002,2018-10-17,1,3065,"INR"
Prod018,Cus024,Mark002,2018-10-17,1,338,"INR"
Prod018,Cus022,Mark002,2018-10-17,13,28269,"INR"
Prod018,Cus022,Mark002,2018-10-18,1,3065,"INR"
Prod018,Cus025,Mark002,2018-10-18,8,17495,"INR"
Prod018,Cus023,Mark002,2018-10-18,1,361,"INR"
Prod018,Cus022,Mark002,2018-10-19,1,3065,"INR"
Prod018,Cus022,Mark002,2018-10-19,13,28269,"INR"
Prod018,Cus016,Mark002,2018-10-22,2,3495,"INR"
Prod018,Cus022,Mark002,2018-10-22,3,6125,"INR"
Prod018,Cus025,Mark002,2018-10-22,3,6995,"INR"
Prod018,Cus016,Mark002,2018-10-23,1,1745,"INR"
Prod018,Cus023,Mark002,2018-10-23,1,722,"INR"
Prod018,Cus016,Mark002,2018-10-24,2,4190,"INR"
Prod018,Cus022,Mark002,2018-10-25,1,3065,"INR"
Prod018,Cus025,Mark002,2018-10-25,17,38486,"INR"
Prod018,Cus022,Mark002,2018-10-29,1,3065,"INR"
Prod018,Cus025,Mark002,2018-10-29,23,52481,"INR"
Prod018,Cus016,Mark002,2018-10-30,17,35963,"INR"
Prod018,Cus022,Mark002,2018-10-30,13,28269,"INR"
Prod018,Cus022,Mark002,2018-10-31,1,3065,"INR"
Prod018,Cus022,Mark002,2018-11-01,15,33690,"INR"
Prod018,Cus022,Mark002,2018-11-01,13,28269,"INR"
Prod018,Cus022,Mark002,2018-11-02,3,6125,"INR"
Prod018,Cus023,Mark002,2018-11-02,1,722,"INR"
Prod018,Cus022,Mark002,2018-11-05,4,9190,"INR"
Prod018,Cus016,Mark002,2018-11-06,18,38060,"INR"
Prod018,Cus025,Mark002,2018-11-06,8,17495,"INR"
Prod018,Cus022,Mark002,2018-11-06,13,28269,"INR"
Prod018,Cus016,Mark002,2018-11-07,11,23394,"INR"
Prod018,Cus022,Mark002,2018-11-08,4,9190,"INR"
Prod018,Cus025,Mark002,2018-11-08,9,20991,"INR"
Prod018,Cus016,Mark002,2018-11-09,21,43991,"INR"
Prod018,Cus022,Mark002,2018-11-12,3,6125,"INR"
Prod018,Cus025,Mark002,2018-11-12,15,34986,"INR"
Prod018,Cus022,Mark002,2018-11-12,13,28269,"INR"
