feedback_id,order_id,customer_id,rating,feedback_text,feedback_category,sentiment,feedback_date
2206753,8565257085,33034249,1,Not worth the price I paid.,App Experience,Negative,2023-09-24
7654661,4884845960,34156884,4,"Delivery was fine, but the product could be better.",App Experience,Neutral,2023-09-05
3134670,6181604084,4200802,4,The product met my expectations.,Customer Service,Neutral,2023-10-22
8208192,2718508408,20360447,5,Customer service was very helpful.,App Experience,Positive,2023-08-04
2274190,8354866000,80696046,2,The order was incorrect.,Product Quality,Negative,2024-02-15
5575749,8025728977,26912171,4,Very happy with the service!,Customer Service,Positive,2024-08-15
9532989,6531356394,85561151,3,The product met my expectations.,App Experience,Neutral,2023-05-09
4159082,5489184758,49529811,3,I had a bad experience.,Product Quality,Negative,2024-03-15
9149279,1377599881,48481702,2,Not worth the price I paid.,Product Quality,Negative,2024-08-17
2894327,227162938,28111842,4,"It was okay, nothing special.",Customer Service,Neutral,2024-04-18
6593393,3449083612,91382237,4,Great prices and fast delivery!,Delivery,Positive,2023-11-10
775096,5662514948,30455484,3,Items were missing from my order.,Customer Service,Negative,2023-05-20
7053125,2034571482,86167288,4,"Nothing to complain about, but nothing exceptional.",Delivery,Neutral,2024-02-20
6542722,348782569,72415263,2,The order was incorrect.,App Experience,Negative,2023-09-23
4136901,8697396531,21282544,4,Highly recommended!,App Experience,Positive,2023-10-23
5898159,3538455450,77345018,4,"Delivery was fine, but the product could be better.",App Experience,Neutral,2024-09-05
2993223,7513290139,26285589,2,Delivery was late and I was unhappy.,Delivery,Negative,2023-05-21
3630731,8320461939,83298567,4,"Average experience, could improve.",App Experience,Neutral,2024-04-17
553172,8217899522,18465047,4,"Average experience, could improve.",App Experience,Neutral,2024-10-08
1138430,4217056877,2903620,4,"Nothing to complain about, but nothing exceptional.",App Experience,Neutral,2024-03-26
6829824,3684167813,46563355,4,"Nothing to complain about, but nothing exceptional.",Customer Service,Neutral,2024-09-13
6312641,5351904164,97411107,4,The product met my expectations.,Delivery,Neutral,2024-08-06
1415437,2731829604,46615831,3,"It was okay, nothing special.",Product Quality,Neutral,2024-02-12
6968296,7162485958,75081265,4,Highly recommended!,Customer Service,Positive,2023-12-06
6819722,4830502113,89867195,3,"Average experience, could improve.",App Experience,Neutral,2024-01-26
8560926,9797013595,80571942,4,Very happy with the service!,App Experience,Positive,2024-05-16
2904408,9487843345,23794330,4,The product met my expectations.,Customer Service,Neutral,2024-06-11
6260794,2148242015,39093069,3,The order was incorrect.,Customer Service,Negative,2023-05-01
3449473,7465258008,51503088,4,Very happy with the service!,Delivery,Positive,2023-10-25
9676654,8875274470,57102800,5,Great prices and fast delivery!,Product Quality,Positive,2024-04-20
5646360,7049717910,44410149,5,Customer service was very helpful.,Customer Service,Positive,2024-05-11
5287611,4829897426,25587553,3,The product met my expectations.,Product Quality,Neutral,2023-06-05
9208286,3532186218,24456825,2,The order was incorrect.,App Experience,Negative,2023-08-08
5501470,6897674900,79592021,2,Product was damaged during delivery.,Delivery,Negative,2024-05-13
2201588,163895717,61982521,5,Good selection of products.,Product Quality,Positive,2023-11-02
4995551,9857592403,84275450,2,I had a bad experience.,Product Quality,Negative,2023-10-24
3365462,2521197661,13251137,4,"Overall good experience, thank you!",Delivery,Positive,2024-02-20
528097,488314125,5716817,4,Good selection of products.,Delivery,Positive,2023-04-05
8894946,5073549838,75082508,4,"Average experience, could improve.",Product Quality,Neutral,2024-04-28
7585061,6399568661,82594354,5,"Excellent quality, will buy again!",App Experience,Positive,2023-12-17
2095888,3672658084,48228547,4,"Overall good experience, thank you!",Delivery,Positive,2024-05-10
324284,8273236145,85763665,3,"Average experience, could improve.",Delivery,Neutral,2024-09-02
4804085,3411233779,79991320,4,Items were in perfect condition.,App Experience,Positive,2024-04-13
1117369,8024667539,31622158,2,Product was damaged during delivery.,Product Quality,Negative,2024-07-22
8230467,6112199794,77086539,5,"Overall good experience, thank you!",App Experience,Positive,2024-09-21
3317785,9484473160,21456226,3,Delivery was late and I was unhappy.,Product Quality,Negative,2023-04-25
1657911,9729709418,45323391,3,"It was okay, nothing special.",Product Quality,Neutral,2023-03-30
9323347,7900224799,68692574,3,Items were missing from my order.,App Experience,Negative,2024-07-03
1001453,1821414490,75632045,5,Great prices and fast delivery!,Delivery,Positive,2024-10-21
6467390,5813507399,76019750,4,Good selection of products.,App Experience,Positive,2024-04-15
7156357,3928003125,53636086,3,Not worth the price I paid.,App Experience,Negative,2023-12-07
7151992,5271866987,10562528,3,"Nothing to complain about, but nothing exceptional.",Product Quality,Neutral,2024-08-27
8681897,9794537731,85869195,4,"Excellent quality, will buy again!",Customer Service,Positive,2023-05-27
6852774,4852718488,71902700,5,Will definitely order again.,Product Quality,Positive,2024-04-29
569515,8300546273,13796199,4,Great prices and fast delivery!,Delivery,Positive,2023-09-05
9525031,976104194,6061349,2,The packaging was poor.,Product Quality,Negative,2024-05-07
9695621,5373961125,57081917,3,Not worth the price I paid.,App Experience,Negative,2024-11-01
8141929,6056126973,48765625,3,Delivery was late and I was unhappy.,App Experience,Negative,2024-07-02
5776932,6352881332,80517784,4,Will definitely order again.,Customer Service,Positive,2024-01-22
5434624,1643234106,37691544,2,Customer service was not helpful.,Product Quality,Negative,2024-09-12
5453100,8697966993,85869195,4,Good selection of products.,Customer Service,Positive,2024-03-02
8057176,2276061263,83701325,3,I had a bad experience.,Customer Service,Negative,2024-10-06
6846846,4045613782,61763552,3,"Delivery was fine, but the product could be better.",Customer Service,Neutral,2023-08-09
5208877,2959828441,9987182,4,Will definitely order again.,Customer Service,Positive,2024-03-15
2410464,3514589876,59620534,4,"Average experience, could improve.",App Experience,Neutral,2023-10-17
9081630,9444081952,72576730,2,Items were missing from my order.,Product Quality,Negative,2023-11-27
6598543,8183959589,26752630,1,Product was damaged during delivery.,App Experience,Negative,2023-12-16
450610,1712832927,5228136,4,Customer service was very helpful.,Delivery,Positive,2024-03-16
8349571,8162867215,25713335,1,Customer service was not helpful.,App Experience,Negative,2024-08-24
4285730,4160230443,87889031,4,"Average experience, could improve.",Product Quality,Neutral,2024-04-15
4809263,9787535949,57340963,4,Good selection of products.,App Experience,Positive,2023-04-02
28432,3423995261,75928073,3,"Nothing to complain about, but nothing exceptional.",Customer Service,Neutral,2023-05-06
3839071,1523343168,80862136,4,Very happy with the service!,Customer Service,Positive,2024-07-21
4319977,1948066291,61320989,4,"Overall good experience, thank you!",Customer Service,Positive,2024-10-02
5463524,2021361582,99695529,3,"Nothing to complain about, but nothing exceptional.",Delivery,Neutral,2024-05-20
4356872,7491420331,27504517,3,I had a bad experience.,Delivery,Negative,2024-05-22
7878663,994840771,85088479,4,Customer service was very helpful.,Product Quality,Positive,2023-10-15
4857169,6277344634,11202130,2,Customer service was not helpful.,Customer Service,Negative,2024-07-23
1942072,4092653338,13604883,1,Delivery was late and I was unhappy.,Customer Service,Negative,2024-04-24
6124518,7213712604,49433260,1,The order was incorrect.,Delivery,Negative,2023-11-17
7931562,7326709115,22800586,4,Will definitely order again.,Product Quality,Positive,2023-11-26
2043914,9419789569,8733344,3,"Nothing to complain about, but nothing exceptional.",App Experience,Neutral,2024-07-17
2626791,5388191488,74735607,4,"Average experience, could improve.",Delivery,Neutral,2024-03-31
4501779,9065873433,32635818,4,"Delivery was fine, but the product could be better.",App Experience,Neutral,2023-10-23
8855501,4627342297,88843865,3,"Delivery was fine, but the product could be better.",Delivery,Neutral,2023-08-28
7639568,4286971111,469006,3,Customer service was not helpful.,App Experience,Negative,2024-05-27
5453353,645282074,13265605,3,"Average experience, could improve.",Delivery,Neutral,2023-05-25
5467505,7260939789,39999278,4,"It was okay, nothing special.",App Experience,Neutral,2023-10-28
8701014,1716322448,95873651,2,Delivery was late and I was unhappy.,Delivery,Negative,2023-09-06
5336879,4293959647,820740,2,The order was incorrect.,Product Quality,Negative,2023-10-03
6453103,3331935300,29095552,1,Items were missing from my order.,Delivery,Negative,2023-06-15
3958853,1775389576,15830066,4,"Delivery was fine, but the product could be better.",Product Quality,Neutral,2024-03-10
9085939,8194774262,46836361,4,"Delivery was fine, but the product could be better.",App Experience,Neutral,2024-10-06
2480674,3615279775,61618079,3,"Average experience, could improve.",Customer Service,Neutral,2023-11-01
9215137,11467999,78267238,5,Very happy with the service!,Customer Service,Positive,2023-04-23
6081427,3971267196,8536503,4,Customer service was very helpful.,Customer Service,Positive,2024-01-14
5150934,1584863963,61877649,4,"Average experience, could improve.",Customer Service,Neutral,2024-07-21
761648,1557893814,75244116,2,Product was damaged during delivery.,Delivery,Negative,2024-04-02
2681578,8172695964,45323391,3,"Average experience, could improve.",Customer Service,Neutral,2024-07-07
9942145,7462800868,93127511,4,Very fresh and well-packaged.,Customer Service,Positive,2023-10-19
7353695,5438961669,37245065,5,Very fresh and well-packaged.,App Experience,Positive,2024-09-10
4236291,4904849001,93563435,2,The order was incorrect.,Product Quality,Negative,2023-11-30
4219382,4816980820,52613657,4,Great prices and fast delivery!,Product Quality,Positive,2023-03-27
8580133,9004078716,55552600,1,Taste was not as expected.,Product Quality,Negative,2023-08-21
2841833,8350353728,25585013,1,Taste was not as expected.,Customer Service,Negative,2024-01-25
9049506,1204084245,1342184,3,Customer service was not helpful.,Product Quality,Negative,2023-09-26
3239235,4142209897,44557943,3,Not worth the price I paid.,Delivery,Negative,2023-09-07
49570,125551624,14693393,5,Good selection of products.,Customer Service,Positive,2024-08-12
2719090,9970545044,22931642,1,Not worth the price I paid.,App Experience,Negative,2023-08-08
3002219,7976032064,72946405,2,Taste was not as expected.,Customer Service,Negative,2024-05-03
2801569,8691567542,41640262,2,The packaging was poor.,Customer Service,Negative,2024-06-27
1302585,3592747590,12755730,2,I had a bad experience.,Customer Service,Negative,2024-04-24
8597123,7495753437,4758426,3,"Nothing to complain about, but nothing exceptional.",Delivery,Neutral,2023-06-02
5871103,3965847120,80761521,4,Highly recommended!,App Experience,Positive,2023-05-05
4879303,9365984533,89704218,5,Very happy with the service!,Product Quality,Positive,2024-06-25
5549223,2948242102,13189939,5,Good selection of products.,Customer Service,Positive,2023-10-12
695372,6161193691,55693909,4,Good selection of products.,App Experience,Positive,2023-05-30
3768358,5964122835,14006996,5,"Overall good experience, thank you!",App Experience,Positive,2024-03-29
2548472,8879377902,61320989,3,The product met my expectations.,Customer Service,Neutral,2024-03-09
3624049,8158068874,64403005,5,Highly recommended!,Customer Service,Positive,2024-07-25
4172409,7039570964,68941950,5,Highly recommended!,Customer Service,Positive,2024-04-13
4523289,5482913265,88324928,4,"Average experience, could improve.",App Experience,Neutral,2024-08-08
5363730,1018255782,2219590,4,"It was okay, nothing special.",Product Quality,Neutral,2024-09-08
1479616,8441505853,48409448,5,Very fresh and well-packaged.,App Experience,Positive,2023-11-10
9028098,3850018395,57674875,3,"It was okay, nothing special.",App Experience,Neutral,2023-06-09
3226423,4884197611,28173165,3,The order was incorrect.,Product Quality,Negative,2023-04-19
2894458,5321849748,84468124,4,Items were in perfect condition.,Customer Service,Positive,2024-03-01
2454880,9808738347,7728406,4,Very happy with the service!,Product Quality,Positive,2024-03-28
8629527,8727249149,35826539,3,The product met my expectations.,App Experience,Neutral,2023-06-27
270589,2772154780,50899600,5,"Excellent quality, will buy again!",Customer Service,Positive,2024-07-18
7304927,9128056381,98691989,1,Very disappointed with the quality.,Delivery,Negative,2024-06-10
7791478,4461463308,81352781,3,The product met my expectations.,App Experience,Neutral,2023-06-16
7477228,5636483988,34095555,4,"Nothing to complain about, but nothing exceptional.",App Experience,Neutral,2024-01-29
1944212,1532065529,75464725,1,Not worth the price I paid.,Customer Service,Negative,2023-12-07
8458096,9933994647,83304571,1,Items were missing from my order.,Delivery,Negative,2024-02-27
1253043,4823026749,34835738,2,Items were missing from my order.,Product Quality,Negative,2024-08-08
9403741,7453442245,77869660,3,Product was damaged during delivery.,Product Quality,Negative,2024-09-08
7465998,6519941559,29902416,5,Will definitely order again.,App Experience,Positive,2024-05-10
8662941,3798769654,75913572,5,"Overall good experience, thank you!",Product Quality,Positive,2024-09-28
7152198,5034289521,21201299,3,"It was okay, nothing special.",Delivery,Neutral,2024-05-15
1093536,6971088688,11389698,4,The product met my expectations.,Customer Service,Neutral,2023-07-18
7243157,5650184107,19771128,3,"Average experience, could improve.",Product Quality,Neutral,2023-06-21
9922332,5770410311,20956158,5,Great prices and fast delivery!,Delivery,Positive,2023-12-31
1675649,274530126,35278126,3,Not worth the price I paid.,App Experience,Negative,2023-04-08
2025024,4819831152,66886852,5,"Excellent quality, will buy again!",Product Quality,Positive,2024-09-22
7517863,6977688323,56780331,4,"Average experience, could improve.",App Experience,Neutral,2023-06-07
1699913,2035952734,63360864,3,Customer service was not helpful.,Product Quality,Negative,2023-04-17
7483634,3665334102,51476157,3,"It was okay, nothing special.",Delivery,Neutral,2024-11-04
6057729,1862413314,48150243,5,Customer service was very helpful.,Delivery,Positive,2024-05-31
3051987,4466643926,82989313,4,The product met my expectations.,Product Quality,Neutral,2024-04-08
3311244,4470717835,76008165,2,Customer service was not helpful.,Delivery,Negative,2023-07-08
5836719,3018086191,76359458,1,Items were missing from my order.,App Experience,Negative,2024-02-07
4020070,2447983559,99772709,3,"Nothing to complain about, but nothing exceptional.",App Experience,Neutral,2024-10-03
4636707,5116322704,63360864,4,Items were in perfect condition.,App Experience,Positive,2024-06-20
187542,8941550852,54145987,4,Will definitely order again.,Delivery,Positive,2024-04-20
4396650,8026773850,94730288,3,The product met my expectations.,Product Quality,Neutral,2023-10-23
542263,2102402075,30317733,4,Good selection of products.,Delivery,Positive,2024-07-14
4776792,989844439,30468930,4,"It was okay, nothing special.",Customer Service,Neutral,2023-07-23
3599242,8426805628,11636968,5,"Excellent quality, will buy again!",Product Quality,Positive,2023-04-17
1985991,7662188403,35554129,4,The product met my expectations.,Product Quality,Neutral,2023-05-09
2330293,9141654140,77811864,3,"Nothing to complain about, but nothing exceptional.",Product Quality,Neutral,2023-07-14
6166248,5696947751,90745023,4,The product met my expectations.,Customer Service,Neutral,2023-11-06
7387379,8953871540,1601161,1,Customer service was not helpful.,App Experience,Negative,2023-11-14
711303,1767778760,67729191,1,Not worth the price I paid.,Delivery,Negative,2023-04-14
505660,5516201271,73661993,1,Product was damaged during delivery.,Delivery,Negative,2024-07-10
6098728,9358248664,75213636,4,Great prices and fast delivery!,Customer Service,Positive,2023-12-20
2091055,1530424665,45700739,5,Very fresh and well-packaged.,Delivery,Positive,2023-04-21
4562866,7816293360,87669943,2,I had a bad experience.,App Experience,Negative,2023-07-27
1917447,1602396548,11063505,3,Not worth the price I paid.,Delivery,Negative,2024-09-10
8056653,7938126128,26199489,2,The packaging was poor.,Product Quality,Negative,2023-06-16
4731537,271744331,47274329,3,"It was okay, nothing special.",App Experience,Neutral,2023-08-21
8258208,387311360,70221073,4,"Average experience, could improve.",Delivery,Neutral,2023-08-07
1816046,1286123100,45659330,3,The product met my expectations.,App Experience,Neutral,2023-12-31
5082750,4832392771,10038382,3,Customer service was not helpful.,Product Quality,Negative,2023-11-02
9757843,4800106448,49970560,4,Very happy with the service!,Product Quality,Positive,2023-12-10
2111693,5500008514,31371112,5,"Excellent quality, will buy again!",Product Quality,Positive,2024-05-03
7539747,7879575037,7228206,4,"Nothing to complain about, but nothing exceptional.",Delivery,Neutral,2024-01-07
7312687,50845914,54893418,3,Delivery was late and I was unhappy.,Customer Service,Negative,2023-04-09
578260,9766990467,48358028,1,Product was damaged during delivery.,App Experience,Negative,2023-06-30
4088993,4215602937,66499992,5,"Overall good experience, thank you!",Delivery,Positive,2023-10-04
4049457,238484255,73869823,2,Product was damaged during delivery.,App Experience,Negative,2024-04-11
4894139,3293988248,89986926,1,I had a bad experience.,App Experience,Negative,2024-09-29
6973629,5296157775,99231937,5,Items were in perfect condition.,Delivery,Positive,2024-07-27
7645524,1143489067,21432404,3,The packaging was poor.,Customer Service,Negative,2023-09-14
551355,8524452029,40986000,3,The product met my expectations.,Delivery,Neutral,2023-11-07
6753827,4256779885,88745052,5,"Overall good experience, thank you!",App Experience,Positive,2023-06-01
795431,7744686996,72946405,2,Delivery was late and I was unhappy.,App Experience,Negative,2023-09-27
7042439,5427462399,41647393,5,Great prices and fast delivery!,App Experience,Positive,2024-06-21
693454,8596751747,66359719,1,Product was damaged during delivery.,Product Quality,Negative,2024-03-09
562006,4746468643,15144290,4,"Average experience, could improve.",App Experience,Neutral,2023-08-17
4366924,3010047327,5716817,1,Items were missing from my order.,Customer Service,Negative,2023-12-15
991290,1236959246,94033330,5,Will definitely order again.,Product Quality,Positive,2024-10-06
7004363,6600422315,79726146,4,Very happy with the service!,Customer Service,Positive,2023-09-19
7464077,3227252410,83023956,4,The product met my expectations.,App Experience,Neutral,2024-02-16
8769084,6972292408,19682060,4,"It was okay, nothing special.",Delivery,Neutral,2023-11-16
1551406,7562754470,10700664,3,I had a bad experience.,Customer Service,Negative,2024-02-15
3064209,7361971676,27504517,4,"Excellent quality, will buy again!",Customer Service,Positive,2023-08-23
947,8875605037,93867669,1,Customer service was not helpful.,App Experience,Negative,2023-09-27
2267899,8508253527,31233120,2,Delivery was late and I was unhappy.,App Experience,Negative,2024-09-05
2954942,6798775600,24845814,4,Items were in perfect condition.,Customer Service,Positive,2023-10-09
9775764,3624810422,42366724,2,The packaging was poor.,Customer Service,Negative,2024-08-10
7391471,4740213452,84066402,2,Very disappointed with the quality.,Customer Service,Negative,2024-02-22
4497261,3825468344,81337068,4,The product met my expectations.,Product Quality,Neutral,2023-04-09
6122779,902245665,44828791,5,Good selection of products.,Customer Service,Positive,2024-08-08
7576416,6874299189,24633671,3,"It was okay, nothing special.",App Experience,Neutral,2023-08-14
4697247,1127125313,91312072,2,Product was damaged during delivery.,Customer Service,Negative,2023-12-15
691219,3606548818,85354059,4,"Delivery was fine, but the product could be better.",App Experience,Neutral,2023-05-12
5166281,5750044154,11636968,3,"Nothing to complain about, but nothing exceptional.",App Experience,Neutral,2024-09-16
1382377,3872847781,27727819,3,Customer service was not helpful.,Customer Service,Negative,2023-09-16
97811,5939554684,3875480,3,"Nothing to complain about, but nothing exceptional.",Delivery,Neutral,2023-06-11
5621884,676412814,57291761,4,"Delivery was fine, but the product could be better.",Customer Service,Neutral,2024-07-26
3808119,4248390724,6390687,2,Not worth the price I paid.,Product Quality,Negative,2023-08-22
2046453,8938687150,97664747,2,Delivery was late and I was unhappy.,Product Quality,Negative,2023-04-25
8438675,7898867047,899941,2,Delivery was late and I was unhappy.,Delivery,Negative,2023-05-03
6032503,2142065357,469006,4,Great prices and fast delivery!,Delivery,Positive,2024-01-27
4480675,9024719693,21597477,5,Very fresh and well-packaged.,Delivery,Positive,2024-06-06
4809948,8976616698,90346920,1,Product was damaged during delivery.,Customer Service,Negative,2023-08-23
4863117,8792586840,91566278,3,The product met my expectations.,Customer Service,Neutral,2023-06-14
2044654,5375387413,66768157,1,Taste was not as expected.,App Experience,Negative,2023-04-04
2287698,4252164097,72366758,5,Will definitely order again.,App Experience,Positive,2023-09-28
5142344,8423273411,5418547,1,The packaging was poor.,Delivery,Negative,2023-05-23
2440501,2551179741,18791381,2,Items were missing from my order.,Customer Service,Negative,2024-04-10
8368694,227511348,11775073,4,"Average experience, could improve.",Product Quality,Neutral,2024-08-01
3759920,4434464045,7591711,3,The order was incorrect.,Customer Service,Negative,2023-09-22
4041388,7041011843,35705377,3,Very disappointed with the quality.,App Experience,Negative,2024-02-06
2902698,6510283268,67383024,3,Very disappointed with the quality.,Customer Service,Negative,2024-06-12
3980335,6853654698,85198177,4,Customer service was very helpful.,App Experience,Positive,2023-08-06
7570854,9338996795,2219590,4,"Nothing to complain about, but nothing exceptional.",Customer Service,Neutral,2024-01-09
3514343,7346145952,96629258,4,"Nothing to complain about, but nothing exceptional.",Customer Service,Neutral,2024-03-12
998290,6497069610,52672659,3,The product met my expectations.,Delivery,Neutral,2024-04-10
3367308,1741402363,87200291,1,The order was incorrect.,Product Quality,Negative,2024-06-12
7059559,4825878367,46717997,2,Product was damaged during delivery.,Delivery,Negative,2024-10-07
5924784,7019011442,41640262,4,Will definitely order again.,Customer Service,Positive,2023-06-30
8946524,1674463798,52085702,4,The product met my expectations.,App Experience,Neutral,2024-09-21
6399504,305684588,46876240,1,I had a bad experience.,Customer Service,Negative,2024-08-25
2714845,5967495442,77086074,3,"Average experience, could improve.",Product Quality,Neutral,2024-07-18
6673711,2571047526,90665975,2,Not worth the price I paid.,Delivery,Negative,2023-06-19
2934013,7784811086,53332493,4,"Excellent quality, will buy again!",Product Quality,Positive,2024-09-07
1368168,7942005230,78614729,4,The product met my expectations.,Delivery,Neutral,2023-03-25
6113742,6653543195,95334407,4,"Overall good experience, thank you!",App Experience,Positive,2023-09-15
3227569,397928918,71902700,4,"Average experience, could improve.",Customer Service,Neutral,2024-09-14
5227689,776120140,25128143,3,"Nothing to complain about, but nothing exceptional.",Product Quality,Neutral,2023-11-12
9554223,8293188779,28991365,1,Delivery was late and I was unhappy.,Product Quality,Negative,2024-10-16
5832996,178737268,2164524,3,"Delivery was fine, but the product could be better.",Customer Service,Neutral,2023-06-18
1975368,5246598523,90665975,5,Great prices and fast delivery!,Customer Service,Positive,2023-11-22
9396068,1172544737,30188374,4,"Excellent quality, will buy again!",App Experience,Positive,2023-11-24
6962998,6419533291,92404798,3,"Nothing to complain about, but nothing exceptional.",Delivery,Neutral,2023-07-28
918874,882083749,51833636,4,Very happy with the service!,Customer Service,Positive,2023-06-18
6190918,3185510401,43990799,4,Highly recommended!,Delivery,Positive,2024-10-14
5351111,7760767006,93018527,3,"It was okay, nothing special.",Product Quality,Neutral,2023-08-19
1629735,3833878150,644189,3,"It was okay, nothing special.",Delivery,Neutral,2024-06-23
2948051,369899578,44198187,3,The packaging was poor.,App Experience,Negative,2023-08-19
3052466,1944466212,70798876,4,Good selection of products.,Product Quality,Positive,2024-09-09
7144855,4064447117,6061349,3,"Nothing to complain about, but nothing exceptional.",Delivery,Neutral,2024-02-25
505283,1553685597,22822088,3,"Average experience, could improve.",App Experience,Neutral,2024-10-28
1436132,3682284811,96009692,3,"Average experience, could improve.",Delivery,Neutral,2024-07-18
9095544,291439357,62679120,4,Items were in perfect condition.,Customer Service,Positive,2023-04-11
1029897,8285784194,17390673,2,Delivery was late and I was unhappy.,Customer Service,Negative,2024-09-30
2986134,5058742647,29562254,5,Very fresh and well-packaged.,Delivery,Positive,2024-09-17
42109,6917020296,34655710,1,I had a bad experience.,App Experience,Negative,2024-07-10
4450869,6671181961,50968312,5,Very fresh and well-packaged.,Customer Service,Positive,2023-10-13
9318477,5123439997,89886179,4,"Average experience, could improve.",Delivery,Neutral,2024-02-15
7777479,8510183245,3897936,4,"It was okay, nothing special.",App Experience,Neutral,2024-10-01
9857802,6081384585,94529626,4,"Nothing to complain about, but nothing exceptional.",Delivery,Neutral,2024-03-04
592339,4423613746,98088303,1,Items were missing from my order.,Delivery,Negative,2023-08-27
8142511,1530472691,82169898,3,"It was okay, nothing special.",Product Quality,Neutral,2024-08-09
7016969,7009303199,85519349,3,"It was okay, nothing special.",App Experience,Neutral,2024-02-25
1695867,5386652055,71252391,5,Good selection of products.,Delivery,Positive,2024-04-16
7234307,4413239746,22915611,5,Good selection of products.,App Experience,Positive,2023-04-10
9206189,4988875078,65514005,4,"Overall good experience, thank you!",App Experience,Positive,2023-07-23
952999,1617565217,43518622,3,Product was damaged during delivery.,Product Quality,Negative,2024-06-01
3486386,392038758,24144240,4,Will definitely order again.,Product Quality,Positive,2024-07-23
4564815,1828727552,12455156,4,Very fresh and well-packaged.,Product Quality,Positive,2024-03-26
5714605,7119397338,25850478,3,The packaging was poor.,App Experience,Negative,2024-10-28
193776,2611271708,11446157,3,Items were missing from my order.,Delivery,Negative,2024-04-26
8589341,7162509481,1174162,1,Customer service was not helpful.,App Experience,Negative,2024-10-17
5473397,131913576,48228547,2,Taste was not as expected.,Delivery,Negative,2023-10-17
8112535,6627201490,28991365,1,Taste was not as expected.,Delivery,Negative,2023-12-10
7876022,4644950813,81655250,4,"Overall good experience, thank you!",Product Quality,Positive,2023-08-21
2479913,9434934993,92027021,2,Product was damaged during delivery.,Customer Service,Negative,2024-08-09
8109035,2556317798,29562072,5,"Excellent quality, will buy again!",Customer Service,Positive,2023-09-14
1602501,2826150539,24456825,3,"Nothing to complain about, but nothing exceptional.",Delivery,Neutral,2023-11-05
441802,4283803308,4543215,3,"Delivery was fine, but the product could be better.",Delivery,Neutral,2023-12-08
4407642,6873424093,35705377,5,"Overall good experience, thank you!",Customer Service,Positive,2024-02-10
2957464,4741294126,66354642,4,Very happy with the service!,App Experience,Positive,2024-09-05
9315691,4967241271,45708879,4,Great prices and fast delivery!,Product Quality,Positive,2023-05-03
6038221,9554079946,69516494,5,"Excellent quality, will buy again!",App Experience,Positive,2023-12-23
718730,4601205399,97111069,4,Highly recommended!,App Experience,Positive,2023-07-14
8701762,5633967304,72605638,3,I had a bad experience.,Delivery,Negative,2024-01-30
2858606,4168163237,47503133,4,Highly recommended!,Delivery,Positive,2023-07-06
378316,5924297360,59197894,3,"It was okay, nothing special.",Product Quality,Neutral,2024-09-09
7303951,2120299901,28499191,4,"Average experience, could improve.",Delivery,Neutral,2024-06-12
5282550,1070876534,59329145,4,"Delivery was fine, but the product could be better.",App Experience,Neutral,2024-02-21
2040171,7032280048,18567760,2,Delivery was late and I was unhappy.,Customer Service,Negative,2023-09-15
2222935,156346853,57331847,5,"Excellent quality, will buy again!",Customer Service,Positive,2023-03-30
5733557,6873267326,45546750,4,"It was okay, nothing special.",App Experience,Neutral,2024-02-10
7842448,1370661468,64795608,5,Customer service was very helpful.,App Experience,Positive,2023-09-27
8133334,3612128358,8513589,3,The packaging was poor.,App Experience,Negative,2024-04-24
4645106,1736953222,86704661,5,Highly recommended!,Delivery,Positive,2024-02-18
3931686,9107923488,85354059,4,Very happy with the service!,Delivery,Positive,2023-11-20
6793875,4378877600,46989310,1,Very disappointed with the quality.,Product Quality,Negative,2023-11-27
6512144,3232762361,22613559,5,"Excellent quality, will buy again!",Delivery,Positive,2023-07-24
3075998,1831641377,76971644,3,The product met my expectations.,Product Quality,Neutral,2024-03-19
3417089,562428866,57833505,3,"Average experience, could improve.",Delivery,Neutral,2023-04-17
4901338,4607715908,59095971,3,"Average experience, could improve.",Customer Service,Neutral,2024-08-24
5959915,4804575203,53974737,3,Items were missing from my order.,Product Quality,Negative,2023-05-23
983440,8287234948,47939657,5,Customer service was very helpful.,Customer Service,Positive,2024-10-07
5178395,6074452586,78806824,3,The order was incorrect.,Product Quality,Negative,2023-09-01
4017037,6821790656,66710182,3,I had a bad experience.,App Experience,Negative,2024-08-03
8996588,7821942520,84468124,3,"Delivery was fine, but the product could be better.",Delivery,Neutral,2024-02-13
1207954,3012496270,27604184,4,The product met my expectations.,Customer Service,Neutral,2023-04-06
7547714,8980370750,76971644,1,Product was damaged during delivery.,Product Quality,Negative,2023-09-15
3548365,6535672015,4758426,3,Taste was not as expected.,App Experience,Negative,2023-05-05
2434820,6999060704,15534747,5,Customer service was very helpful.,Product Quality,Positive,2023-04-28
7040880,9403732731,73393269,5,Highly recommended!,Product Quality,Positive,2024-05-26
906286,5649255352,84119685,4,"Overall good experience, thank you!",Delivery,Positive,2024-10-30
7109416,5034409841,46629917,3,"Average experience, could improve.",Product Quality,Neutral,2023-08-15
521542,9072111617,49985597,2,The packaging was poor.,App Experience,Negative,2024-09-15
5863363,9556880451,48778633,4,"Average experience, could improve.",Delivery,Neutral,2023-10-08
5950845,4602796463,22047134,2,Items were missing from my order.,Delivery,Negative,2024-09-12
6268912,6061353924,49241309,5,Great prices and fast delivery!,App Experience,Positive,2024-03-03
5564520,4366519080,63339001,5,Items were in perfect condition.,Customer Service,Positive,2023-05-29
1885638,1324817141,71694275,4,Very fresh and well-packaged.,App Experience,Positive,2023-08-17
