INVENTORY_DATE,STORE_ID,PRODUCT_ID,OPENING_STOCK,PURCHASES,SALES,CLOSING_STOCK,REGION_ID,SHRINKAGE,REORDER_TRIGGERED
2024-01-07,STR048,PRD0107,988,9,290,707,R2,4.23,0
2023-07-02,STR032,PRD0109,458,81,235,304,R2,3.0,0
2024-05-26,STR023,PRD0009,458,382,206,634,R5,3.44,0
2023-07-23,STR045,PRD0150,290,473,361,402,R4,1.25,0
2023-07-16,STR021,PRD0069,525,170,440,255,R3,3.39,0
2024-03-03,STR002,PRD0002,635,456,194,897,R2,0.94,0
2023-11-12,STR010,PRD0030,928,195,496,627,R1,0.76,0
2024-03-31,STR026,PRD0084,191,279,166,304,R3,0.99,0
2023-07-30,STR034,PRD0017,775,70,501,344,R4,4.67,0
2023-11-05,STR049,PRD0075,462,98,69,491,R3,2.18,0
2023-07-02,STR008,PRD0071,1000,62,68,994,R2,4.96,0
2023-10-08,STR017,PRD0097,727,395,452,670,R2,3.22,0
2024-02-18,STR008,PRD0029,367,459,589,237,R2,0.49,0
2024-09-22,STR017,PRD0144,445,32,412,65,R2,3.48,1
2023-02-26,STR036,PRD0137,516,334,93,757,R3,1.13,0
2024-06-02,STR037,PRD0092,320,298,105,513,R1,3.8,0
2024-03-17,STR034,PRD0074,266,46,74,238,R4,4.38,0
2024-06-23,STR024,PRD0134,213,300,103,410,R5,1.18,0
2023-03-19,STR014,PRD0010,935,378,228,1085,R5,2.95,0
2024-10-13,STR012,PRD0047,443,246,545,144,R4,1.78,0
2023-09-03,STR018,PRD0155,523,498,454,567,R5,4.02,0
2023-05-07,STR030,PRD0010,818,239,348,709,R5,2.38,0
2023-05-07,STR039,PRD0093,989,198,164,1023,R5,2.49,0
2023-06-25,STR016,PRD0027,852,250,214,888,R2,1.17,0
2023-01-01,STR039,PRD0159,389,141,318,212,R5,4.14,0
2023-02-19,STR016,PRD0109,862,378,224,1016,R2,4.05,0
2024-06-16,STR003,PRD0123,812,195,274,733,R3,2.37,0
2024-03-17,STR022,PRD0152,611,235,246,600,R3,3.12,0
2024-05-19,STR034,PRD0125,750,230,338,642,R4,3.32,0
2024-04-14,STR027,PRD0088,166,419,116,469,R1,3.01,0
2023-12-10,STR005,PRD0094,867,247,142,972,R1,3.02,0
2023-02-26,STR032,PRD0090,514,193,379,328,R2,2.3,0
2023-11-05,STR039,PRD0065,462,314,89,687,R5,0.27,0
2024-10-13,STR011,PRD0085,688,296,475,509,R4,2.97,0
2024-06-30,STR002,PRD0031,143,410,128,425,R2,3.72,0
2024-06-30,STR014,PRD0057,579,484,62,1001,R5,2.47,0
2023-03-12,STR018,PRD0149,556,169,512,213,R5,3.89,0
2024-10-27,STR031,PRD0159,850,123,150,823,R5,4.9,0
2024-07-21,STR006,PRD0066,909,267,214,962,R2,4.01,0
2023-09-24,STR036,PRD0082,241,121,61,301,R3,1.4,0
2023-11-12,STR001,PRD0147,931,210,276,865,R2,2.83,0
2023-02-26,STR013,PRD0160,114,378,182,310,R2,3.17,0
2024-02-18,STR011,PRD0160,335,53,49,339,R4,4.17,0
2023-04-09,STR036,PRD0099,458,290,367,381,R3,4.35,0
2023-01-29,STR015,PRD0051,968,393,497,864,R5,2.32,0
2024-01-21,STR045,PRD0044,797,281,582,496,R4,3.82,0
2023-09-17,STR039,PRD0016,409,246,336,319,R5,1.19,0
2023-02-12,STR033,PRD0148,433,74,286,221,R1,1.76,0
2023-11-12,STR025,PRD0118,446,89,312,223,R4,0.41,0
2024-07-21,STR012,PRD0154,488,349,532,305,R4,2.62,0
2023-07-09,STR036,PRD0105,817,422,71,1168,R3,1.47,0
2024-09-08,STR030,PRD0109,543,482,155,870,R5,3.8,0
2023-03-05,STR048,PRD0125,117,78,94,101,R2,4.08,0
2024-11-03,STR027,PRD0122,610,401,427,584,R1,3.74,0
2023-09-17,STR022,PRD0149,639,141,435,345,R3,1.49,0
2023-12-10,STR008,PRD0064,802,68,301,569,R2,4.22,0
2024-12-29,STR034,PRD0122,885,416,144,1157,R4,2.07,0
2023-03-05,STR021,PRD0041,569,240,391,418,R3,2.57,0
2023-04-09,STR022,PRD0119,632,315,136,811,R3,1.1,0
2024-06-02,STR038,PRD0047,257,492,135,614,R3,2.96,0
2024-03-17,STR002,PRD0012,338,16,354,0,R2,1.01,1
2024-10-13,STR032,PRD0049,959,245,581,623,R2,1.69,0
2023-05-28,STR039,PRD0020,744,185,422,507,R5,1.45,0
2023-08-13,STR008,PRD0094,540,224,514,250,R2,1.66,0
2023-02-05,STR041,PRD0096,418,282,413,287,R5,3.63,0
2024-05-26,STR047,PRD0002,806,55,451,410,R2,1.51,0
2023-07-09,STR039,PRD0012,146,88,29,205,R5,1.72,0
2024-10-06,STR040,PRD0092,544,173,565,152,R2,0.95,0
2023-01-22,STR042,PRD0060,184,15,144,55,R3,3.14,1
2023-10-08,STR024,PRD0111,320,496,202,614,R5,0.29,0
2023-08-13,STR041,PRD0032,517,66,359,224,R5,0.14,0
2023-10-01,STR043,PRD0131,271,398,201,468,R1,1.37,0
2024-10-27,STR041,PRD0023,620,369,380,609,R5,2.33,0
2024-11-03,STR032,PRD0009,477,97,208,366,R2,4.75,0
2024-10-20,STR042,PRD0038,395,49,14,430,R3,3.09,0
2023-02-05,STR025,PRD0001,902,5,578,329,R4,0.93,0
2024-06-02,STR016,PRD0119,986,86,4,1068,R2,3.45,0
2024-05-26,STR043,PRD0005,819,335,480,674,R1,1.87,0
2024-08-25,STR034,PRD0114,760,443,460,743,R4,2.36,0
2023-03-26,STR012,PRD0107,461,398,317,542,R4,4.01,0
2023-12-24,STR011,PRD0075,419,332,311,440,R4,1.49,0
2024-09-08,STR042,PRD0094,184,487,209,462,R3,3.42,0
2024-09-01,STR022,PRD0150,407,373,80,700,R3,1.75,0
2024-11-17,STR029,PRD0124,629,115,91,653,R2,1.44,0
2024-07-14,STR036,PRD0040,536,2,357,181,R3,1.54,0
2024-03-10,STR005,PRD0065,133,101,28,206,R1,4.1,0
2024-04-14,STR012,PRD0118,211,30,141,100,R4,4.79,0
2023-10-22,STR019,PRD0140,317,299,137,479,R3,0.73,0
2024-06-09,STR035,PRD0150,910,289,196,1003,R5,1.81,0
2023-04-09,STR044,PRD0041,393,139,180,352,R5,3.16,0
2024-12-15,STR037,PRD0045,999,34,27,1006,R1,0.24,0
2023-12-10,STR019,PRD0038,167,276,403,40,R3,4.62,1
2024-11-17,STR026,PRD0082,635,366,546,455,R3,3.72,0
2023-06-04,STR018,PRD0070,323,174,21,476,R5,1.42,0
2024-02-25,STR036,PRD0135,122,187,229,80,R3,1.25,1
2023-09-10,STR024,PRD0098,557,165,577,145,R5,0.67,0
2023-07-09,STR006,PRD0156,418,53,71,400,R2,0.65,0
2023-05-07,STR007,PRD0013,206,323,137,392,R5,3.73,0
2024-08-04,STR025,PRD0004,503,455,355,603,R4,1.22,0
2023-07-09,STR006,PRD0151,253,69,154,168,R2,4.54,0
2024-07-28,STR013,PRD0017,546,481,68,959,R2,4.68,0
2023-05-14,STR050,PRD0013,999,48,319,728,R2,1.99,0
2024-12-22,STR015,PRD0027,268,285,531,22,R5,0.01,1
2023-03-12,STR041,PRD0043,806,388,109,1085,R5,2.04,0
2024-04-21,STR042,PRD0152,664,344,477,531,R3,0.78,0
2024-02-18,STR008,PRD0046,384,258,463,179,R2,0.32,0
2024-09-08,STR024,PRD0029,220,197,369,48,R5,0.36,1
2023-02-05,STR002,PRD0039,427,89,19,497,R2,4.9,0
2023-07-16,STR038,PRD0023,203,403,63,543,R3,2.5,0
2024-09-08,STR046,PRD0084,635,304,492,447,R3,0.0,0
2024-11-10,STR032,PRD0067,587,459,541,505,R2,1.58,0
2023-01-01,STR001,PRD0107,390,356,192,554,R2,0.14,0
2023-12-17,STR036,PRD0114,202,403,38,567,R3,1.17,0
2024-09-29,STR042,PRD0012,511,10,379,142,R3,1.57,0
2024-11-17,STR029,PRD0132,408,302,104,606,R2,2.54,0
2023-02-19,STR016,PRD0150,555,443,119,879,R2,1.31,0
2024-04-21,STR005,PRD0024,938,346,355,929,R1,0.79,0
2023-08-27,STR017,PRD0102,466,260,500,226,R2,0.02,0
2024-09-15,STR031,PRD0010,240,342,394,188,R5,3.72,0
2024-07-28,STR003,PRD0147,427,412,131,708,R3,3.63,0
2024-07-07,STR006,PRD0001,223,113,39,297,R2,4.57,0
2024-09-15,STR033,PRD0121,701,75,261,515,R1,3.84,0
2024-03-03,STR032,PRD0039,533,435,81,887,R2,0.89,0
2024-07-28,STR012,PRD0048,135,263,89,309,R4,4.95,0
2024-01-21,STR040,PRD0136,519,144,66,597,R2,2.61,0
2024-01-14,STR004,PRD0132,705,72,89,688,R4,4.62,0
2024-12-15,STR032,PRD0116,991,75,429,637,R2,2.63,0
2024-10-06,STR050,PRD0095,110,101,86,125,R2,4.35,0
2024-10-27,STR027,PRD0146,981,337,140,1178,R1,1.26,0
2024-01-07,STR035,PRD0079,804,283,442,645,R5,1.78,0
2023-08-06,STR019,PRD0142,114,328,184,258,R3,4.9,0
2024-08-25,STR010,PRD0097,553,481,526,508,R1,4.05,0
2024-08-11,STR044,PRD0046,611,114,326,399,R5,4.06,0
2024-12-08,STR012,PRD0119,494,140,485,149,R4,4.18,0
2023-09-10,STR003,PRD0048,718,11,47,682,R3,0.58,0
2023-12-03,STR048,PRD0049,141,409,268,282,R2,4.87,0
2024-08-04,STR021,PRD0050,174,344,322,196,R3,2.34,0
2023-07-30,STR014,PRD0122,209,141,257,93,R5,2.41,1
2023-05-14,STR020,PRD0114,638,203,335,506,R3,2.71,0
2024-07-07,STR010,PRD0022,642,403,195,850,R1,4.13,0
2024-10-27,STR006,PRD0144,379,206,575,10,R2,3.12,1
2023-09-17,STR046,PRD0109,817,51,325,543,R3,2.52,0
2024-04-14,STR008,PRD0105,195,205,90,310,R2,3.99,0
2023-12-10,STR016,PRD0103,771,439,97,1113,R2,1.24,0
2023-02-19,STR029,PRD0034,203,463,561,105,R2,4.62,0
2023-10-15,STR017,PRD0047,611,309,550,370,R2,3.64,0
2024-10-27,STR023,PRD0060,968,371,555,784,R5,3.53,0
2024-09-01,STR029,PRD0038,179,279,101,357,R2,0.7,0
2023-12-31,STR022,PRD0132,368,123,282,209,R3,0.11,0
2023-12-03,STR031,PRD0052,252,256,273,235,R5,2.69,0
2024-09-08,STR035,PRD0077,816,256,440,632,R5,4.27,0
2023-04-30,STR002,PRD0061,734,486,155,1065,R2,3.94,0
2024-01-07,STR024,PRD0098,393,56,260,189,R5,4.71,0
2024-03-24,STR046,PRD0066,385,173,357,201,R3,1.6,0
2024-06-09,STR034,PRD0079,439,217,523,133,R4,2.47,0
2023-10-29,STR024,PRD0080,804,475,209,1070,R5,2.68,0
2024-06-09,STR013,PRD0028,267,17,242,42,R2,2.09,1
2024-12-08,STR004,PRD0037,971,440,211,1200,R4,4.81,0
2023-05-21,STR022,PRD0153,497,447,67,877,R3,2.69,0
2024-10-06,STR023,PRD0097,118,331,323,126,R5,2.26,0
2023-06-11,STR019,PRD0122,284,403,546,141,R3,1.33,0
2023-12-10,STR026,PRD0129,372,216,96,492,R3,2.21,0
2023-06-25,STR019,PRD0071,843,280,409,714,R3,4.0,0
2024-02-11,STR015,PRD0050,169,130,37,262,R5,1.22,0
2023-07-23,STR021,PRD0143,513,454,289,678,R3,3.65,0
2023-11-05,STR022,PRD0046,744,479,32,1191,R3,1.04,0
2023-11-05,STR014,PRD0082,539,167,288,418,R5,3.84,0
2023-09-03,STR042,PRD0086,321,110,152,279,R3,4.46,0
2024-12-22,STR013,PRD0077,310,330,367,273,R2,4.22,0
2023-10-01,STR014,PRD0158,749,405,66,1088,R5,4.6,0
2024-10-27,STR015,PRD0104,453,441,262,632,R5,2.87,0
2023-03-12,STR044,PRD0096,647,409,196,860,R5,3.58,0
2023-08-13,STR047,PRD0067,106,83,110,79,R2,0.98,1
2024-12-22,STR029,PRD0067,135,97,142,90,R2,3.89,1
2024-06-09,STR041,PRD0111,524,144,305,363,R5,2.21,0
2023-02-05,STR037,PRD0074,668,328,525,471,R1,0.7,0
2024-11-24,STR045,PRD0117,254,398,496,156,R4,4.96,0
2023-08-20,STR045,PRD0016,149,24,9,164,R4,4.17,0
2023-06-18,STR025,PRD0100,858,235,414,679,R4,2.99,0
2023-04-09,STR007,PRD0027,480,265,407,338,R5,2.07,0
2024-06-23,STR011,PRD0050,761,403,318,846,R4,4.95,0
2024-10-06,STR037,PRD0064,360,235,355,240,R1,2.4,0
2024-12-01,STR003,PRD0135,844,308,572,580,R3,0.56,0
2024-09-15,STR041,PRD0039,678,300,511,467,R5,4.78,0
2023-02-05,STR035,PRD0084,589,172,205,556,R5,2.49,0
2023-08-13,STR037,PRD0128,509,401,125,785,R1,0.82,0
2023-11-19,STR016,PRD0110,370,84,329,125,R2,1.7,0
2023-12-03,STR003,PRD0035,984,143,265,862,R3,3.99,0
2023-02-19,STR007,PRD0050,608,141,190,559,R5,4.62,0
2024-12-08,STR049,PRD0084,777,33,316,494,R3,1.47,0
2024-05-19,STR017,PRD0152,838,32,533,337,R2,0.06,0
2023-03-19,STR001,PRD0085,687,124,288,523,R2,0.41,0
2023-05-07,STR029,PRD0016,184,388,25,547,R2,3.42,0
2024-08-04,STR004,PRD0156,446,79,221,304,R4,1.82,0
2023-09-17,STR037,PRD0126,357,163,145,375,R1,2.51,0
2023-04-09,STR014,PRD0126,233,438,397,274,R5,4.36,0
2024-03-10,STR018,PRD0092,302,65,89,278,R5,3.24,0
2023-02-26,STR011,PRD0158,339,463,17,785,R4,0.07,0
2024-04-21,STR031,PRD0002,586,112,144,554,R5,4.83,0
2024-07-21,STR024,PRD0137,585,442,231,796,R5,2.17,0
2024-03-17,STR046,PRD0110,782,240,430,592,R3,1.08,0
2023-10-29,STR010,PRD0006,212,132,247,97,R1,1.21,1
2024-08-25,STR004,PRD0152,143,272,341,74,R4,0.5,1
2023-12-24,STR021,PRD0076,332,463,408,387,R3,2.02,0
2023-03-05,STR046,PRD0104,967,500,63,1404,R3,0.62,0
2023-12-10,STR018,PRD0039,895,245,589,551,R5,0.41,0
2023-07-02,STR007,PRD0097,276,364,15,625,R5,4.07,0
2023-07-09,STR044,PRD0109,412,220,49,583,R5,2.12,0
2024-07-28,STR043,PRD0097,361,30,372,19,R1,4.19,1
2023-02-05,STR026,PRD0012,347,89,330,106,R3,4.99,0
2023-01-08,STR028,PRD0121,159,170,22,307,R3,4.75,0
2024-09-15,STR050,PRD0048,387,82,422,47,R2,1.15,1
2024-06-09,STR038,PRD0056,832,102,347,587,R3,3.82,0
2024-05-19,STR003,PRD0071,167,387,290,264,R3,0.0,0
2023-08-13,STR018,PRD0119,950,113,364,699,R5,3.78,0
2024-06-16,STR044,PRD0071,455,120,167,408,R5,4.65,0
2024-08-04,STR048,PRD0042,450,180,498,132,R2,4.22,0
2023-02-12,STR017,PRD0133,553,59,262,350,R2,4.0,0
2023-05-21,STR006,PRD0149,126,313,358,81,R2,2.23,1
2023-09-17,STR027,PRD0151,650,345,306,689,R1,4.59,0
2023-02-26,STR047,PRD0109,451,41,64,428,R2,4.27,0
2023-03-26,STR009,PRD0100,637,439,538,538,R5,0.56,0
2024-06-23,STR038,PRD0039,672,419,24,1067,R3,0.28,0
2024-04-14,STR042,PRD0086,142,392,39,495,R3,1.62,0
2024-02-11,STR045,PRD0040,471,442,295,618,R4,1.99,0
2024-02-25,STR024,PRD0130,343,310,487,166,R5,1.48,0
2023-01-29,STR035,PRD0020,775,268,104,939,R5,4.09,0
2024-06-23,STR032,PRD0110,490,286,492,284,R2,2.45,0
2023-03-12,STR032,PRD0055,197,377,64,510,R2,0.68,0
2024-04-28,STR025,PRD0105,670,484,422,732,R4,3.57,0
2023-11-26,STR025,PRD0097,552,190,436,306,R4,3.8,0
2024-05-26,STR028,PRD0052,684,341,499,526,R3,2.27,0
2024-12-08,STR010,PRD0013,403,460,598,265,R1,0.35,0
2024-01-28,STR012,PRD0126,657,261,99,819,R4,1.37,0
2024-12-15,STR016,PRD0009,372,287,219,440,R2,4.11,0
2024-09-29,STR002,PRD0042,932,266,469,729,R2,4.02,0
2024-01-07,STR036,PRD0002,554,0,314,240,R3,1.27,0
2023-05-07,STR015,PRD0028,414,67,337,144,R5,1.15,0
2023-08-13,STR015,PRD0118,862,214,220,856,R5,3.93,0
2024-08-11,STR033,PRD0084,797,247,146,898,R1,3.63,0
2024-10-20,STR043,PRD0073,132,372,245,259,R1,0.93,0
2024-10-20,STR005,PRD0066,584,203,373,414,R1,1.99,0
2023-01-08,STR027,PRD0152,716,31,71,676,R1,0.18,0
2024-03-17,STR007,PRD0083,570,491,232,829,R5,1.9,0
2023-11-19,STR043,PRD0116,991,58,133,916,R1,1.58,0
2023-01-29,STR025,PRD0029,554,472,440,586,R4,2.15,0
2023-01-29,STR003,PRD0151,555,365,251,669,R3,1.76,0
2023-05-28,STR007,PRD0034,886,341,86,1141,R5,4.55,0
2023-12-31,STR046,PRD0005,293,64,198,159,R3,4.68,0
2024-07-28,STR044,PRD0045,162,49,177,34,R5,3.27,1
2023-11-12,STR003,PRD0123,698,24,280,442,R3,0.17,0
2023-11-19,STR004,PRD0047,500,493,173,820,R4,3.39,0
2023-02-19,STR007,PRD0082,505,324,390,439,R5,3.74,0
2023-10-08,STR013,PRD0065,435,189,180,444,R2,1.63,0
2024-09-15,STR023,PRD0072,492,493,192,793,R5,1.79,0
2023-07-23,STR022,PRD0158,246,202,431,17,R3,1.59,1
2024-12-01,STR008,PRD0153,344,282,549,77,R2,2.13,1
2023-08-20,STR009,PRD0046,708,74,399,383,R5,2.86,0
2023-12-03,STR028,PRD0076,534,359,162,731,R3,3.09,0
2023-01-01,STR008,PRD0068,774,289,540,523,R2,1.1,0
2023-05-07,STR001,PRD0020,985,36,405,616,R2,0.6,0
2024-09-08,STR039,PRD0069,261,229,49,441,R5,1.76,0
2023-09-24,STR049,PRD0089,213,21,130,104,R3,4.5,0
2023-11-26,STR024,PRD0069,812,220,245,787,R5,4.78,0
2024-09-08,STR004,PRD0101,955,131,131,955,R4,1.69,0
2023-08-13,STR004,PRD0144,708,228,440,496,R4,1.04,0
2024-09-22,STR049,PRD0078,361,78,129,310,R3,3.77,0
2024-05-05,STR019,PRD0078,800,246,539,507,R3,3.97,0
2024-09-15,STR039,PRD0119,411,115,512,14,R5,2.44,1
2023-11-05,STR009,PRD0126,255,448,460,243,R5,1.85,0
2024-04-21,STR025,PRD0001,930,140,43,1027,R4,1.66,0
2023-02-05,STR003,PRD0001,382,376,243,515,R3,3.61,0
2024-10-27,STR050,PRD0128,358,398,458,298,R2,4.6,0
2024-06-30,STR036,PRD0087,764,196,122,838,R3,4.32,0
2023-03-05,STR050,PRD0013,873,150,106,917,R2,0.83,0
2024-09-15,STR028,PRD0065,168,284,86,366,R3,0.18,0
2024-11-17,STR013,PRD0117,410,462,461,411,R2,4.73,0
2023-05-28,STR032,PRD0136,143,108,69,182,R2,3.38,0
2023-08-27,STR014,PRD0108,414,199,557,56,R5,2.13,1
2023-01-15,STR027,PRD0155,609,439,141,907,R1,4.24,0
2024-12-01,STR039,PRD0005,716,345,410,651,R5,3.11,0
2023-02-19,STR016,PRD0080,876,237,275,838,R2,2.58,0
2024-08-04,STR031,PRD0031,959,469,545,883,R5,3.49,0
2024-03-10,STR019,PRD0020,346,196,137,405,R3,4.64,0
2024-01-28,STR031,PRD0104,876,145,66,955,R5,1.52,0
2023-01-22,STR016,PRD0027,858,299,54,1103,R2,1.33,0
2023-05-14,STR002,PRD0071,671,399,29,1041,R2,4.11,0
2023-03-26,STR024,PRD0004,569,148,17,700,R5,4.01,0
2023-08-27,STR002,PRD0075,343,419,488,274,R2,4.13,0
2023-07-02,STR006,PRD0084,493,28,27,494,R2,4.19,0
2023-11-26,STR022,PRD0051,585,96,187,494,R3,3.1,0
2024-01-07,STR045,PRD0094,513,236,122,627,R4,2.75,0
2024-07-21,STR017,PRD0058,388,131,94,425,R2,2.17,0
2023-04-09,STR019,PRD0004,643,397,109,931,R3,2.59,0
2024-06-09,STR022,PRD0121,575,483,597,461,R3,0.27,0
2023-10-01,STR048,PRD0116,580,126,418,288,R2,3.98,0
2024-01-28,STR046,PRD0125,849,217,208,858,R3,3.08,0
2024-05-26,STR012,PRD0028,410,73,17,466,R4,2.66,0
2023-02-12,STR021,PRD0052,544,311,214,641,R3,4.64,0
2024-09-08,STR018,PRD0063,107,286,180,213,R5,4.37,0
2023-10-08,STR031,PRD0129,490,34,112,412,R5,0.39,0
2024-03-03,STR017,PRD0157,408,370,53,725,R2,3.08,0
2024-11-03,STR004,PRD0096,475,294,72,697,R4,1.62,0
2023-01-29,STR036,PRD0122,102,144,159,87,R3,0.32,1
2024-10-13,STR038,PRD0006,569,149,211,507,R3,1.64,0
2023-03-19,STR033,PRD0087,549,86,366,269,R1,0.17,0
2023-08-13,STR031,PRD0109,934,472,73,1333,R5,4.86,0
2023-03-05,STR050,PRD0008,218,283,481,20,R2,2.65,1
2024-07-28,STR042,PRD0135,252,197,126,323,R3,0.13,0
2024-10-13,STR034,PRD0100,732,409,206,935,R4,4.83,0
2023-07-09,STR004,PRD0068,571,229,202,598,R4,3.85,0
2024-08-11,STR037,PRD0138,499,36,41,494,R1,4.44,0
2023-06-25,STR034,PRD0086,929,261,36,1154,R4,4.52,0
2024-09-08,STR034,PRD0007,405,423,89,739,R4,4.54,0
2023-04-09,STR030,PRD0059,260,419,438,241,R5,0.86,0
2023-10-29,STR040,PRD0085,142,380,430,92,R2,2.61,1
2024-08-18,STR033,PRD0129,150,448,538,60,R1,4.5,1
2023-01-08,STR012,PRD0115,332,137,431,38,R4,2.97,1
2024-01-14,STR003,PRD0035,854,18,19,853,R3,0.44,0
2023-10-22,STR034,PRD0159,647,232,165,714,R4,1.06,0
2024-09-08,STR019,PRD0023,528,411,261,678,R3,1.23,0
2024-02-25,STR001,PRD0005,740,90,171,659,R2,0.43,0
2023-07-23,STR030,PRD0060,825,168,196,797,R5,4.92,0
2023-06-04,STR022,PRD0025,714,342,315,741,R3,3.36,0
2024-12-22,STR001,PRD0110,980,206,593,593,R2,2.46,0
2023-09-24,STR021,PRD0018,505,56,151,410,R3,1.32,0
2023-08-06,STR043,PRD0003,386,244,174,456,R1,2.56,0
2024-06-16,STR038,PRD0151,139,82,14,207,R3,2.31,0
2023-03-05,STR048,PRD0121,812,86,557,341,R2,3.84,0
2024-02-11,STR016,PRD0154,990,61,468,583,R2,4.96,0
2024-04-14,STR013,PRD0112,293,385,251,427,R2,1.15,0
2024-06-02,STR016,PRD0142,912,375,286,1001,R2,0.77,0
2023-01-22,STR034,PRD0018,528,27,265,290,R4,1.27,0
2024-08-11,STR049,PRD0131,881,75,356,600,R3,3.63,0
2024-10-13,STR023,PRD0155,502,131,59,574,R5,1.75,0
2024-10-20,STR017,PRD0065,733,261,522,472,R2,1.38,0
2024-12-22,STR029,PRD0026,804,420,304,920,R2,0.08,0
2024-03-31,STR015,PRD0058,577,239,103,713,R5,0.03,0
2023-03-26,STR020,PRD0016,927,127,158,896,R3,4.65,0
2024-02-18,STR021,PRD0032,257,146,110,293,R3,2.82,0
2024-06-23,STR050,PRD0119,452,27,250,229,R2,0.11,0
2024-06-23,STR025,PRD0122,963,474,392,1045,R4,2.8,0
2023-02-19,STR022,PRD0021,573,307,346,534,R3,2.85,0
2023-09-17,STR002,PRD0032,450,439,220,669,R2,1.41,0
2023-11-26,STR025,PRD0014,411,152,226,337,R4,1.92,0
2024-03-03,STR031,PRD0107,566,1,3,564,R5,1.88,0
2024-06-09,STR002,PRD0114,349,396,574,171,R2,1.2,0
2023-11-19,STR017,PRD0155,208,330,368,170,R2,0.14,0
2023-10-29,STR045,PRD0062,100,262,282,80,R4,3.12,1
2024-02-11,STR012,PRD0036,669,284,369,584,R4,3.33,0
2024-01-28,STR028,PRD0065,366,114,379,101,R3,4.24,0
2023-01-08,STR035,PRD0074,948,97,545,500,R5,0.21,0
2023-04-09,STR043,PRD0070,534,358,230,662,R1,1.69,0
2023-08-20,STR031,PRD0074,456,434,268,622,R5,3.38,0
2023-04-30,STR038,PRD0039,838,223,55,1006,R3,0.93,0
2024-02-04,STR008,PRD0126,839,231,532,538,R2,1.3,0
2023-09-17,STR045,PRD0041,696,198,315,579,R4,0.26,0
2023-12-03,STR030,PRD0072,434,401,90,745,R5,4.18,0
2024-11-24,STR007,PRD0090,926,368,443,851,R5,3.24,0
2023-08-06,STR028,PRD0003,616,2,242,376,R3,4.13,0
2023-02-19,STR023,PRD0141,255,472,275,452,R5,3.08,0
2024-09-01,STR042,PRD0007,715,488,583,620,R3,4.14,0
2024-01-28,STR048,PRD0152,433,123,451,105,R2,3.28,0
2024-03-17,STR042,PRD0006,893,432,53,1272,R3,0.32,0
2023-11-12,STR025,PRD0076,227,156,32,351,R4,3.31,0
2023-11-05,STR019,PRD0076,508,411,569,350,R3,4.81,0
2023-05-28,STR035,PRD0008,903,447,548,802,R5,3.64,0
2024-09-29,STR031,PRD0067,325,142,16,451,R5,0.26,0
2023-08-06,STR022,PRD0054,736,121,184,673,R3,0.58,0
2023-01-15,STR036,PRD0016,394,384,333,445,R3,0.78,0
2023-05-21,STR028,PRD0054,251,281,358,174,R3,4.21,0
2024-06-09,STR049,PRD0091,229,132,292,69,R3,0.01,1
2024-06-30,STR035,PRD0135,359,246,563,42,R5,3.56,1
2024-11-10,STR037,PRD0034,688,324,70,942,R1,4.88,0
2023-11-05,STR018,PRD0130,352,271,338,285,R5,0.88,0
2023-01-15,STR030,PRD0072,798,396,281,913,R5,2.73,0
2023-01-29,STR046,PRD0158,450,423,66,807,R3,2.22,0
2024-03-31,STR020,PRD0158,954,226,490,690,R3,4.26,0
2024-06-02,STR033,PRD0138,313,305,576,42,R1,1.53,1
2023-09-10,STR033,PRD0145,801,381,76,1106,R1,1.32,0
2023-09-10,STR012,PRD0067,179,244,299,124,R4,1.36,0
2023-12-24,STR027,PRD0020,212,296,240,268,R1,2.67,0
2024-07-28,STR016,PRD0094,773,365,103,1035,R2,0.13,0
2023-06-11,STR009,PRD0107,983,444,584,843,R5,0.83,0
2024-06-23,STR006,PRD0131,675,288,12,951,R2,3.64,0
2023-06-18,STR026,PRD0031,803,280,184,899,R3,3.16,0
2024-10-13,STR002,PRD0005,239,254,276,217,R2,1.66,0
2023-12-17,STR015,PRD0115,599,225,102,722,R5,2.2,0
2023-10-22,STR007,PRD0075,788,233,76,945,R5,1.78,0
2024-01-07,STR041,PRD0152,524,315,593,246,R5,1.82,0
2024-03-10,STR037,PRD0109,257,30,254,33,R1,0.28,1
2024-05-12,STR014,PRD0077,109,272,178,203,R5,1.84,0
2024-09-15,STR050,PRD0026,433,240,158,515,R2,3.54,0
2024-06-23,STR012,PRD0142,522,453,373,602,R4,1.17,0
2023-11-26,STR027,PRD0011,609,60,85,584,R1,1.91,0
2023-07-09,STR036,PRD0130,243,87,35,295,R3,2.13,0
2024-07-21,STR021,PRD0081,619,232,334,517,R3,4.67,0
2024-12-08,STR029,PRD0077,993,99,533,559,R2,4.11,0
2024-03-31,STR035,PRD0014,229,221,35,415,R5,2.9,0
2023-04-09,STR031,PRD0092,163,410,344,229,R5,4.91,0
2023-02-05,STR038,PRD0094,175,379,80,474,R3,2.65,0
2024-07-21,STR007,PRD0105,701,339,36,1004,R5,1.57,0
2024-01-28,STR015,PRD0065,277,107,55,329,R5,4.1,0
2024-08-04,STR039,PRD0048,546,199,117,628,R5,0.44,0
2023-03-19,STR031,PRD0135,567,341,580,328,R5,2.56,0
2024-01-28,STR044,PRD0016,621,84,30,675,R5,3.59,0
2023-11-12,STR007,PRD0113,396,378,295,479,R5,4.43,0
2023-02-05,STR021,PRD0122,543,111,34,620,R3,3.17,0
