RETURN_ID,ORDER_ID,RETURN_DATE,PRODUCT_ID,CUSTOMER_ID,RETURN_REASON,REFUND_AMOUNT,RETURN_STATUS,CHANNEL_ID
RET00267,ORD0001504,2023-03-18,PRD0128,CUS04678,Wrong Item Delivered,5557.49,Rejected,CH02
RET00268,ORD0005738,2024-09-03,PRD0022,CUS00510,Arrived Late,6725.09,Pending,CH01
RET00269,ORD0014227,2023-06-22,PRD0047,CUS04279,Size/Fit Issue,53592.55,Approved,CH02
RET00270,ORD0008409,2024-12-18,PRD0121,CUS00965,Wrong Item Delivered,6473.44,Approved,CH02
RET00271,ORD0006340,2023-08-04,PRD0102,CUS03993,Changed Mind,5605.58,Approved,CH01
RET00272,ORD0006344,2024-09-04,PRD0031,CUS00043,Not as Described,10564.95,Approved,CH02
RET00273,ORD0016765,2024-04-04,PRD0109,CUS02934,Arrived Late,4568.52,Approved,CH02
RET00274,ORD0012528,2024-02-05,PRD0065,CUS00565,Wrong Item Delivered,18733.57,Rejected,CH01
RET00275,ORD0007627,2023-08-08,PRD0104,CUS01184,Arrived Late,5574.47,Approved,CH03
RET00276,ORD0001824,2024-09-08,PRD0039,CUS03850,Defective Product,3763.61,Pending,CH01
RET00277,ORD0009904,2024-06-01,PRD0067,CUS04681,Defective Product,17319.11,Approved,CH03
RET00278,ORD0012169,2023-03-03,PRD0007,CUS03935,Wrong Item Delivered,89780.95,Approved,CH01
RET00279,ORD0009660,2024-08-30,PRD0122,CUS01268,Defective Product,24227.45,Approved,CH01
RET00280,ORD0003382,2023-05-21,PRD0064,CUS02728,Not as Described,6490.77,Approved,CH03
RET00281,ORD0000794,2024-09-11,PRD0087,CUS01972,Defective Product,3257.48,Pending,CH01
RET00282,ORD0009107,2024-03-05,PRD0070,CUS01221,Defective Product,17884.76,Rejected,CH01
RET00283,ORD0005543,2023-09-03,PRD0109,CUS04389,Not as Described,471.17,Approved,CH01
RET00284,ORD0004039,2023-05-28,PRD0093,CUS00981,Changed Mind,1474.35,Approved,CH02
RET00285,ORD0013974,2024-10-21,PRD0114,CUS03569,Damaged Packaging,3826.9,Approved,CH02
RET00286,ORD0004133,2024-10-03,PRD0083,CUS04827,Changed Mind,14215.89,Pending,CH01
RET00287,ORD0007752,2023-02-08,PRD0145,CUS00553,Changed Mind,3169.97,Approved,CH01
RET00288,ORD0014784,2024-09-01,PRD0149,CUS01971,Arrived Late,2463.56,Pending,CH03
RET00289,ORD0019941,2023-02-25,PRD0158,CUS00420,Changed Mind,1074.02,Approved,CH03
RET00290,ORD0015638,2023-08-13,PRD0138,CUS02239,Size/Fit Issue,2308.03,Approved,CH02
RET00291,ORD0001062,2023-09-24,PRD0024,CUS04846,Changed Mind,9190.61,Rejected,CH02
RET00292,ORD0004997,2024-10-25,PRD0001,CUS01656,Arrived Late,73910.08,Pending,CH02
RET00293,ORD0015138,2024-06-03,PRD0041,CUS00018,Defective Product,12440.66,Approved,CH02
RET00294,ORD0016493,2024-06-18,PRD0113,CUS02259,Arrived Late,517.73,Pending,CH02
RET00295,ORD0005476,2024-07-20,PRD0053,CUS04903,Size/Fit Issue,17693.17,Approved,CH02
RET00296,ORD0015770,2024-12-06,PRD0050,CUS00904,Changed Mind,35680.69,Pending,CH03
RET00297,ORD0016245,2024-08-05,PRD0057,CUS03410,Changed Mind,55098.83,Approved,CH01
RET00298,ORD0016239,2024-07-04,PRD0093,CUS01272,Changed Mind,2012.4,Approved,CH01
RET00299,ORD0012018,2024-07-13,PRD0138,CUS04857,Wrong Item Delivered,2920.7,Pending,CH02
RET00300,ORD0000138,2023-12-11,PRD0037,CUS00472,Arrived Late,4734.9,Approved,CH02
RET00301,ORD0018235,2024-09-01,PRD0091,CUS00110,Wrong Item Delivered,1613.64,Pending,CH03
RET00302,ORD0000494,2023-07-08,PRD0051,CUS02234,Arrived Late,12578.15,Approved,CH02
RET00303,ORD0012688,2024-11-13,PRD0110,CUS03343,Wrong Item Delivered,4718.87,Approved,CH02
RET00304,ORD0013446,2023-04-05,PRD0010,CUS00359,Changed Mind,55040.04,Approved,CH02
RET00305,ORD0017477,2024-12-20,PRD0052,CUS04800,Not as Described,31558.33,Approved,CH01
RET00306,ORD0013168,2023-03-26,PRD0149,CUS01717,Changed Mind,2222.58,Pending,CH02
RET00307,ORD0013001,2023-01-16,PRD0017,CUS03753,Damaged Packaging,116056.79,Approved,CH01
RET00308,ORD0015686,2023-06-07,PRD0150,CUS02861,Defective Product,4215.23,Approved,CH01
RET00309,ORD0001460,2024-11-19,PRD0053,CUS03668,Arrived Late,3682.39,Approved,CH01
RET00310,ORD0006100,2023-09-18,PRD0042,CUS03420,Defective Product,8736.99,Approved,CH01
RET00311,ORD0005202,2023-08-20,PRD0133,CUS02150,Arrived Late,3623.81,Approved,CH02
RET00312,ORD0015315,2024-02-10,PRD0112,CUS00969,Changed Mind,1568.49,Approved,CH02
RET00313,ORD0008292,2024-04-14,PRD0021,CUS04951,Size/Fit Issue,7907.68,Approved,CH03
RET00314,ORD0001916,2024-11-27,PRD0045,CUS00631,Wrong Item Delivered,43599.32,Approved,CH02
RET00315,ORD0015001,2024-02-07,PRD0092,CUS03153,Changed Mind,848.69,Pending,CH03
RET00316,ORD0004727,2024-10-11,PRD0053,CUS00115,Changed Mind,3619.99,Pending,CH01
RET00317,ORD0013951,2024-03-01,PRD0103,CUS01847,Changed Mind,2909.43,Rejected,CH01
RET00318,ORD0004460,2023-02-06,PRD0084,CUS02059,Defective Product,5656.67,Approved,CH01
RET00319,ORD0001949,2023-09-21,PRD0143,CUS04626,Size/Fit Issue,1674.0,Approved,CH02
RET00320,ORD0008985,2023-06-18,PRD0067,CUS03674,Size/Fit Issue,12224.24,Approved,CH02
RET00321,ORD0011906,2023-07-06,PRD0158,CUS01783,Damaged Packaging,918.14,Approved,CH01
RET00322,ORD0017940,2024-09-11,PRD0026,CUS04971,Changed Mind,4897.81,Pending,CH02
RET00323,ORD0009102,2023-10-08,PRD0034,CUS00249,Changed Mind,3100.01,Approved,CH03
RET00324,ORD0005342,2023-12-17,PRD0048,CUS03865,Damaged Packaging,6315.53,Approved,CH01
RET00325,ORD0005140,2024-10-21,PRD0127,CUS03251,Size/Fit Issue,10614.65,Pending,CH03
RET00326,ORD0019478,2023-01-24,PRD0148,CUS03548,Changed Mind,4013.69,Approved,CH01
RET00327,ORD0003333,2024-05-25,PRD0086,CUS00047,Damaged Packaging,13388.58,Pending,CH01
RET00328,ORD0007605,2024-09-10,PRD0036,CUS03436,Defective Product,8028.75,Approved,CH01
RET00329,ORD0019429,2024-06-26,PRD0046,CUS04725,Size/Fit Issue,25935.3,Pending,CH01
RET00330,ORD0013073,2024-03-11,PRD0060,CUS02239,Not as Described,5043.63,Pending,CH02
RET00331,ORD0006302,2024-10-07,PRD0065,CUS01547,Arrived Late,27440.36,Approved,CH01
RET00332,ORD0003075,2024-12-22,PRD0040,CUS00293,Wrong Item Delivered,2291.96,Pending,CH01
RET00333,ORD0017164,2024-05-10,PRD0031,CUS03624,Defective Product,15112.81,Approved,CH01
RET00334,ORD0011622,2023-04-13,PRD0081,CUS01917,Wrong Item Delivered,2667.99,Approved,CH03
RET00335,ORD0009628,2023-12-23,PRD0099,CUS01209,Arrived Late,8939.12,Approved,CH03
RET00336,ORD0001488,2023-05-07,PRD0032,CUS01270,Defective Product,5656.04,Rejected,CH03
RET00337,ORD0003262,2023-10-11,PRD0139,CUS04752,Defective Product,15012.68,Approved,CH02
RET00338,ORD0006728,2023-10-14,PRD0085,CUS00564,Not as Described,3424.78,Approved,CH02
RET00339,ORD0001855,2024-03-31,PRD0045,CUS04710,Not as Described,53292.57,Pending,CH02
RET00340,ORD0014177,2024-07-04,PRD0103,CUS02982,Wrong Item Delivered,1726.87,Pending,CH02
RET00341,ORD0000687,2024-05-18,PRD0035,CUS02142,Defective Product,7438.36,Pending,CH02
RET00342,ORD0005306,2024-08-14,PRD0054,CUS04542,Defective Product,4599.89,Approved,CH02
RET00343,ORD0018311,2023-06-27,PRD0083,CUS00771,Wrong Item Delivered,7927.42,Approved,CH02
RET00344,ORD0001096,2024-05-01,PRD0033,CUS01459,Wrong Item Delivered,13481.47,Rejected,CH03
RET00345,ORD0003265,2024-06-18,PRD0015,CUS04010,Defective Product,101314.14,Rejected,CH02
RET00346,ORD0005767,2023-12-29,PRD0006,CUS00917,Size/Fit Issue,188025.49,Pending,CH02
RET00347,ORD0012029,2023-12-17,PRD0116,CUS00723,Changed Mind,2951.36,Approved,CH02
RET00348,ORD0008080,2023-12-19,PRD0095,CUS03202,Arrived Late,1669.51,Approved,CH01
RET00349,ORD0000067,2023-07-22,PRD0120,CUS03765,Not as Described,2495.2,Approved,CH01
RET00350,ORD0002600,2023-02-17,PRD0091,CUS00507,Changed Mind,13620.97,Rejected,CH01
RET00351,ORD0006068,2023-08-16,PRD0013,CUS01911,Damaged Packaging,77893.44,Approved,CH01
RET00352,ORD0010968,2024-02-06,PRD0138,CUS00627,Defective Product,13687.24,Rejected,CH03
RET00353,ORD0007708,2024-05-31,PRD0038,CUS02491,Damaged Packaging,5595.56,Pending,CH02
RET00354,ORD0014437,2024-02-08,PRD0087,CUS04398,Damaged Packaging,1533.51,Pending,CH01
RET00355,ORD0019874,2023-04-22,PRD0131,CUS02294,Wrong Item Delivered,9580.83,Approved,CH01
RET00356,ORD0008687,2024-07-22,PRD0016,CUS00297,Size/Fit Issue,134491.69,Approved,CH03
RET00357,ORD0012310,2023-05-14,PRD0036,CUS00672,Changed Mind,730.03,Approved,CH02
RET00358,ORD0000408,2024-10-09,PRD0063,CUS00052,Arrived Late,19585.35,Approved,CH01
RET00359,ORD0012021,2024-03-05,PRD0114,CUS03874,Defective Product,3029.25,Approved,CH01
RET00360,ORD0016451,2023-03-07,PRD0084,CUS04345,Wrong Item Delivered,7692.9,Approved,CH02
RET00361,ORD0004948,2023-06-26,PRD0142,CUS00602,Not as Described,225.29,Approved,CH02
RET00362,ORD0012032,2024-06-02,PRD0074,CUS01227,Damaged Packaging,3691.58,Approved,CH02
RET00363,ORD0005503,2024-05-19,PRD0132,CUS04219,Defective Product,25697.93,Approved,CH02
RET00364,ORD0000638,2024-06-01,PRD0133,CUS04772,Not as Described,1237.85,Pending,CH01
RET00365,ORD0018050,2023-10-16,PRD0142,CUS04341,Damaged Packaging,306.06,Rejected,CH01
RET00366,ORD0000996,2023-10-29,PRD0038,CUS01048,Arrived Late,7201.86,Approved,CH01
RET00367,ORD0013532,2024-10-31,PRD0037,CUS04172,Changed Mind,1613.88,Approved,CH02
RET00368,ORD0007347,2024-10-01,PRD0094,CUS03404,Arrived Late,2479.15,Approved,CH02
RET00369,ORD0019183,2024-01-03,PRD0148,CUS01647,Not as Described,3272.5,Approved,CH03
RET00370,ORD0008093,2023-10-08,PRD0082,CUS00119,Defective Product,6063.2,Approved,CH01
RET00371,ORD0007919,2024-05-28,PRD0011,CUS02710,Not as Described,112304.45,Approved,CH03
RET00372,ORD0011789,2023-11-04,PRD0057,CUS03770,Defective Product,30761.6,Approved,CH02
RET00373,ORD0008964,2024-03-24,PRD0100,CUS02631,Defective Product,3119.66,Approved,CH02
RET00374,ORD0004845,2024-04-20,PRD0159,CUS04934,Changed Mind,1935.1,Approved,CH02
RET00375,ORD0016533,2023-12-31,PRD0136,CUS02618,Size/Fit Issue,2184.91,Pending,CH02
RET00376,ORD0012543,2023-08-12,PRD0123,CUS01482,Defective Product,29340.89,Rejected,CH01
RET00377,ORD0002320,2023-07-05,PRD0096,CUS04059,Not as Described,1867.15,Approved,CH02
RET00378,ORD0002610,2023-11-24,PRD0025,CUS03477,Arrived Late,16961.01,Rejected,CH01
RET00379,ORD0016329,2023-06-07,PRD0079,CUS00787,Defective Product,8926.46,Approved,CH02
RET00380,ORD0015662,2023-02-05,PRD0004,CUS00743,Damaged Packaging,19555.55,Approved,CH02
RET00381,ORD0001393,2024-07-15,PRD0109,CUS00479,Arrived Late,2887.46,Pending,CH02
RET00382,ORD0010423,2024-05-16,PRD0061,CUS00046,Arrived Late,6951.08,Approved,CH02
RET00383,ORD0013247,2024-05-12,PRD0075,CUS04926,Arrived Late,12885.14,Approved,CH02
RET00384,ORD0012670,2024-09-20,PRD0018,CUS01847,Wrong Item Delivered,46073.3,Approved,CH03
RET00385,ORD0000893,2024-10-21,PRD0086,CUS04507,Damaged Packaging,7398.01,Approved,CH01
RET00386,ORD0001402,2023-06-09,PRD0077,CUS00290,Wrong Item Delivered,12180.02,Approved,CH03
RET00387,ORD0003495,2023-02-05,PRD0086,CUS02629,Not as Described,11688.17,Approved,CH03
RET00388,ORD0003635,2024-01-19,PRD0077,CUS00833,Arrived Late,12515.24,Approved,CH01
RET00389,ORD0016281,2023-08-20,PRD0045,CUS02423,Damaged Packaging,17527.13,Pending,CH01
RET00390,ORD0002504,2024-10-03,PRD0148,CUS01766,Not as Described,3518.24,Approved,CH01
RET00391,ORD0012421,2024-05-24,PRD0077,CUS00267,Arrived Late,32665.9,Approved,CH03
RET00392,ORD0001033,2024-02-08,PRD0098,CUS03843,Damaged Packaging,3914.98,Approved,CH01
RET00393,ORD0015081,2023-11-10,PRD0131,CUS00325,Wrong Item Delivered,13221.24,Pending,CH02
RET00394,ORD0003330,2024-07-07,PRD0084,CUS04220,Defective Product,6185.61,Approved,CH02
RET00395,ORD0017624,2023-08-09,PRD0078,CUS01039,Not as Described,5330.42,Approved,CH02
RET00396,ORD0014986,2024-08-26,PRD0040,CUS03196,Wrong Item Delivered,5943.01,Pending,CH03
RET00397,ORD0019461,2023-03-17,PRD0029,CUS02103,Wrong Item Delivered,2378.26,Rejected,CH02
RET00398,ORD0000834,2023-07-14,PRD0082,CUS04452,Defective Product,2457.2,Approved,CH01
RET00399,ORD0018575,2024-07-17,PRD0085,CUS02495,Size/Fit Issue,3058.83,Approved,CH03
RET00400,ORD0012948,2023-12-31,PRD0009,CUS03086,Arrived Late,300594.54,Approved,CH02
RET00401,ORD0019970,2023-10-06,PRD0025,CUS00832,Defective Product,12578.97,Approved,CH03
RET00402,ORD0013904,2024-02-20,PRD0158,CUS03266,Size/Fit Issue,1294.53,Rejected,CH02
RET00403,ORD0015925,2024-03-24,PRD0152,CUS03597,Arrived Late,1822.94,Approved,CH03
RET00404,ORD0002308,2023-07-05,PRD0151,CUS03872,Changed Mind,320.39,Approved,CH03
RET00405,ORD0002257,2024-02-25,PRD0106,CUS00265,Damaged Packaging,2662.73,Approved,CH03
RET00406,ORD0010064,2024-12-04,PRD0127,CUS03275,Arrived Late,14854.39,Approved,CH01
RET00407,ORD0008938,2024-04-17,PRD0005,CUS04413,Arrived Late,155201.25,Pending,CH02
RET00408,ORD0004021,2023-05-20,PRD0028,CUS00737,Defective Product,18458.71,Pending,CH01
RET00409,ORD0019753,2024-11-27,PRD0012,CUS01877,Size/Fit Issue,197371.67,Approved,CH02
RET00410,ORD0014213,2024-03-03,PRD0139,CUS01486,Defective Product,24102.23,Rejected,CH01
RET00411,ORD0010140,2024-08-20,PRD0029,CUS00073,Arrived Late,9174.96,Pending,CH02
RET00412,ORD0014396,2023-02-20,PRD0035,CUS01094,Defective Product,13672.01,Approved,CH01
RET00413,ORD0008788,2024-11-11,PRD0121,CUS04352,Defective Product,11700.96,Approved,CH03
RET00414,ORD0016203,2024-06-10,PRD0070,CUS04738,Arrived Late,31982.96,Approved,CH01
RET00415,ORD0019844,2024-01-07,PRD0096,CUS00055,Changed Mind,4114.85,Pending,CH01
RET00416,ORD0009607,2023-04-26,PRD0126,CUS01479,Wrong Item Delivered,11030.94,Approved,CH02
RET00417,ORD0019675,2024-12-27,PRD0088,CUS02009,Arrived Late,8394.34,Approved,CH02
RET00418,ORD0001382,2023-09-15,PRD0103,CUS04114,Defective Product,3276.12,Rejected,CH02
RET00419,ORD0016882,2023-09-21,PRD0143,CUS00584,Not as Described,2382.79,Approved,CH01
RET00420,ORD0004009,2024-05-23,PRD0089,CUS02311,Damaged Packaging,6533.2,Approved,CH01
RET00421,ORD0018486,2024-03-31,PRD0078,CUS01513,Size/Fit Issue,20198.91,Approved,CH02
RET00422,ORD0010512,2023-09-16,PRD0012,CUS04176,Changed Mind,209899.91,Pending,CH01
RET00423,ORD0018154,2024-01-09,PRD0129,CUS00233,Size/Fit Issue,21776.68,Pending,CH02
RET00424,ORD0010302,2023-04-01,PRD0011,CUS03915,Changed Mind,42135.94,Approved,CH02
RET00425,ORD0010469,2023-10-23,PRD0082,CUS00327,Size/Fit Issue,1248.81,Approved,CH02
RET00426,ORD0014181,2024-05-08,PRD0105,CUS00022,Wrong Item Delivered,2365.61,Approved,CH02
RET00427,ORD0001270,2024-08-30,PRD0140,CUS00658,Defective Product,2424.09,Approved,CH01
RET00428,ORD0013826,2023-09-15,PRD0135,CUS00736,Size/Fit Issue,11048.34,Approved,CH02
RET00429,ORD0019808,2024-11-25,PRD0039,CUS03925,Wrong Item Delivered,10928.1,Approved,CH01
RET00430,ORD0005680,2024-09-30,PRD0140,CUS02870,Changed Mind,4887.88,Approved,CH03
RET00431,ORD0007819,2024-08-03,PRD0088,CUS03365,Changed Mind,1213.45,Approved,CH02
RET00432,ORD0018091,2023-10-25,PRD0091,CUS03621,Not as Described,2804.52,Rejected,CH01
RET00433,ORD0011743,2023-06-22,PRD0137,CUS03668,Damaged Packaging,10608.31,Approved,CH03
RET00434,ORD0001077,2023-01-25,PRD0066,CUS02060,Changed Mind,25764.2,Pending,CH02
RET00435,ORD0004705,2023-03-12,PRD0012,CUS01466,Defective Product,77844.79,Approved,CH01
RET00436,ORD0002555,2024-10-25,PRD0014,CUS04524,Not as Described,15977.26,Approved,CH02
RET00437,ORD0006977,2023-12-24,PRD0149,CUS02244,Arrived Late,1493.43,Approved,CH01
RET00438,ORD0004842,2024-07-31,PRD0109,CUS03703,Not as Described,4458.64,Approved,CH01
RET00439,ORD0017894,2023-05-26,PRD0097,CUS01794,Defective Product,5392.41,Approved,CH03
RET00440,ORD0004735,2023-08-03,PRD0010,CUS02722,Damaged Packaging,53286.52,Approved,CH03
RET00441,ORD0008156,2024-07-08,PRD0042,CUS03712,Defective Product,12531.13,Approved,CH03
RET00442,ORD0014458,2023-07-23,PRD0052,CUS00725,Defective Product,13575.92,Approved,CH01
RET00443,ORD0005956,2023-11-06,PRD0073,CUS03605,Defective Product,6557.51,Approved,CH02
RET00444,ORD0011964,2024-09-23,PRD0018,CUS03653,Size/Fit Issue,31626.3,Approved,CH03
RET00445,ORD0017685,2024-05-19,PRD0101,CUS02818,Size/Fit Issue,4168.1,Approved,CH02
RET00446,ORD0016552,2024-03-19,PRD0086,CUS03844,Damaged Packaging,7831.97,Approved,CH01
RET00447,ORD0000747,2023-08-15,PRD0025,CUS04670,Not as Described,3947.39,Approved,CH02
RET00448,ORD0008851,2024-10-19,PRD0136,CUS04688,Size/Fit Issue,1158.04,Approved,CH01
RET00449,ORD0004978,2024-01-05,PRD0077,CUS00473,Defective Product,14304.45,Pending,CH01
RET00450,ORD0014290,2023-07-13,PRD0074,CUS04880,Not as Described,18965.1,Approved,CH03
RET00451,ORD0003433,2024-05-16,PRD0113,CUS01970,Changed Mind,2314.75,Approved,CH01
RET00452,ORD0014288,2024-11-20,PRD0026,CUS03581,Damaged Packaging,1722.48,Rejected,CH02
RET00453,ORD0018428,2023-02-21,PRD0111,CUS01574,Size/Fit Issue,2495.21,Rejected,CH02
RET00454,ORD0006075,2024-03-22,PRD0146,CUS03030,Arrived Late,259.97,Approved,CH02
RET00455,ORD0018987,2024-08-04,PRD0093,CUS02082,Size/Fit Issue,8586.68,Pending,CH03
RET00456,ORD0006886,2023-12-14,PRD0024,CUS04238,Wrong Item Delivered,1544.97,Approved,CH02
RET00457,ORD0014580,2023-11-22,PRD0038,CUS04620,Defective Product,15598.54,Pending,CH03
RET00458,ORD0003605,2024-05-13,PRD0159,CUS00874,Changed Mind,989.19,Approved,CH02
RET00459,ORD0017716,2024-11-19,PRD0073,CUS02738,Arrived Late,21975.8,Approved,CH01
RET00460,ORD0018501,2024-09-03,PRD0093,CUS00404,Defective Product,5817.36,Approved,CH01
RET00461,ORD0018242,2024-07-12,PRD0118,CUS02989,Arrived Late,4744.64,Pending,CH02
RET00462,ORD0003243,2024-01-20,PRD0004,CUS03812,Changed Mind,13914.51,Approved,CH01
RET00463,ORD0002156,2023-01-25,PRD0135,CUS04068,Size/Fit Issue,2742.03,Approved,CH01
RET00464,ORD0015601,2023-02-21,PRD0024,CUS03233,Damaged Packaging,2259.34,Pending,CH02
RET00465,ORD0006423,2023-09-29,PRD0114,CUS02454,Not as Described,1331.72,Pending,CH02
RET00466,ORD0003596,2024-05-03,PRD0035,CUS03973,Size/Fit Issue,17351.96,Pending,CH01
RET00467,ORD0000524,2024-04-03,PRD0048,CUS04072,Defective Product,47686.8,Approved,CH01
RET00468,ORD0007710,2024-01-24,PRD0003,CUS03829,Wrong Item Delivered,60317.62,Approved,CH01
RET00469,ORD0007413,2024-05-21,PRD0016,CUS04684,Changed Mind,18054.93,Approved,CH02
RET00470,ORD0011139,2023-02-08,PRD0158,CUS01182,Arrived Late,2629.51,Approved,CH01
RET00471,ORD0012537,2023-10-02,PRD0129,CUS00018,Not as Described,11103.87,Approved,CH02
RET00472,ORD0017498,2024-02-04,PRD0121,CUS02692,Size/Fit Issue,17584.16,Pending,CH03
RET00473,ORD0000385,2024-07-02,PRD0047,CUS03717,Changed Mind,36674.41,Approved,CH02
RET00474,ORD0003402,2023-05-14,PRD0137,CUS03888,Not as Described,9954.79,Pending,CH02
RET00475,ORD0011555,2023-02-17,PRD0035,CUS01387,Arrived Late,13787.23,Pending,CH02
RET00476,ORD0015604,2023-11-05,PRD0017,CUS01386,Arrived Late,77279.02,Approved,CH03
RET00477,ORD0010182,2024-12-16,PRD0045,CUS01327,Not as Described,57941.19,Pending,CH02
RET00478,ORD0011439,2023-10-16,PRD0135,CUS03568,Defective Product,2072.34,Rejected,CH02
RET00479,ORD0011593,2024-02-22,PRD0139,CUS03935,Damaged Packaging,23509.71,Pending,CH01
RET00480,ORD0014456,2024-07-31,PRD0045,CUS01392,Arrived Late,58647.79,Pending,CH02
RET00481,ORD0002671,2023-10-25,PRD0159,CUS02339,Not as Described,1999.0,Pending,CH01
RET00482,ORD0011707,2024-04-11,PRD0020,CUS04027,Damaged Packaging,109723.55,Approved,CH02
RET00483,ORD0016653,2024-08-30,PRD0091,CUS03750,Arrived Late,7368.9,Pending,CH03
RET00484,ORD0006032,2023-05-31,PRD0022,CUS01497,Damaged Packaging,4028.15,Approved,CH02
RET00485,ORD0000911,2024-01-17,PRD0098,CUS03057,Defective Product,6416.22,Approved,CH02
RET00486,ORD0006981,2024-02-08,PRD0111,CUS03987,Size/Fit Issue,2723.83,Approved,CH01
RET00487,ORD0003288,2024-12-26,PRD0082,CUS01541,Damaged Packaging,6536.92,Pending,CH01
RET00488,ORD0018054,2024-08-26,PRD0153,CUS01456,Changed Mind,1275.41,Pending,CH01
RET00489,ORD0017214,2024-06-25,PRD0115,CUS04859,Changed Mind,1235.75,Approved,CH03
RET00490,ORD0016137,2023-01-24,PRD0129,CUS02975,Damaged Packaging,20785.17,Rejected,CH01
RET00491,ORD0018708,2024-02-15,PRD0056,CUS02323,Not as Described,4885.48,Rejected,CH03
RET00492,ORD0011661,2023-03-23,PRD0094,CUS04111,Not as Described,2303.78,Approved,CH01
RET00493,ORD0012160,2024-01-25,PRD0024,CUS01264,Defective Product,5940.07,Rejected,CH02
RET00494,ORD0018825,2024-02-23,PRD0012,CUS03858,Defective Product,129758.77,Approved,CH01
RET00495,ORD0010344,2023-02-17,PRD0119,CUS01748,Wrong Item Delivered,729.71,Pending,CH01
RET00496,ORD0005730,2023-09-01,PRD0114,CUS00865,Not as Described,747.41,Approved,CH03
RET00497,ORD0009421,2023-02-13,PRD0102,CUS04567,Changed Mind,558.39,Approved,CH01
RET00498,ORD0006248,2024-02-29,PRD0011,CUS01997,Defective Product,21044.03,Approved,CH02
RET00499,ORD0012415,2023-04-21,PRD0026,CUS00683,Size/Fit Issue,16496.48,Pending,CH01
RET00500,ORD0004584,2024-08-28,PRD0031,CUS01246,Defective Product,16854.64,Approved,CH01
RET00501,ORD0015008,2024-01-14,PRD0044,CUS04401,Defective Product,18571.52,Pending,CH01
RET00502,ORD0010377,2024-02-08,PRD0006,CUS02740,Defective Product,183824.71,Rejected,CH01
RET00503,ORD0008075,2024-07-18,PRD0054,CUS02450,Arrived Late,17815.96,Approved,CH02
RET00504,ORD0012457,2023-02-20,PRD0119,CUS01230,Wrong Item Delivered,1467.58,Approved,CH03
RET00505,ORD0014066,2024-03-01,PRD0080,CUS04255,Arrived Late,8615.91,Approved,CH02
RET00506,ORD0011209,2024-06-08,PRD0003,CUS04159,Changed Mind,21104.6,Approved,CH03
RET00507,ORD0008568,2024-07-20,PRD0127,CUS04767,Damaged Packaging,6554.92,Approved,CH02
RET00508,ORD0013605,2023-03-31,PRD0050,CUS01222,Damaged Packaging,40713.05,Rejected,CH03
RET00509,ORD0014384,2023-03-17,PRD0020,CUS04161,Arrived Late,41189.7,Rejected,CH01
RET00510,ORD0007526,2024-04-18,PRD0147,CUS01307,Size/Fit Issue,4488.83,Approved,CH02
RET00511,ORD0006440,2023-05-28,PRD0137,CUS03961,Size/Fit Issue,13232.65,Approved,CH01
RET00512,ORD0015566,2024-11-28,PRD0148,CUS00324,Changed Mind,372.06,Approved,CH03
RET00513,ORD0019512,2024-03-27,PRD0126,CUS01357,Defective Product,5494.26,Approved,CH01
RET00514,ORD0013585,2023-06-03,PRD0076,CUS00125,Wrong Item Delivered,28340.53,Approved,CH02
RET00515,ORD0018924,2024-02-20,PRD0005,CUS04762,Damaged Packaging,138206.01,Approved,CH02
RET00516,ORD0011816,2023-02-23,PRD0090,CUS04394,Size/Fit Issue,2202.39,Approved,CH03
RET00517,ORD0002835,2023-09-24,PRD0110,CUS02950,Not as Described,4900.5,Approved,CH03
RET00518,ORD0013143,2024-06-20,PRD0111,CUS02670,Damaged Packaging,343.73,Approved,CH02
RET00519,ORD0009232,2024-05-03,PRD0045,CUS01145,Changed Mind,65735.72,Approved,CH01
RET00520,ORD0005200,2023-08-10,PRD0115,CUS00016,Size/Fit Issue,3768.19,Approved,CH02
RET00521,ORD0005431,2024-09-03,PRD0053,CUS03733,Size/Fit Issue,11580.57,Approved,CH03
RET00522,ORD0013793,2024-06-25,PRD0071,CUS04604,Changed Mind,14671.14,Rejected,CH02
RET00523,ORD0015688,2024-12-05,PRD0151,CUS02374,Size/Fit Issue,1551.31,Rejected,CH01
RET00524,ORD0000746,2023-02-14,PRD0124,CUS04439,Arrived Late,6253.46,Approved,CH03
RET00525,ORD0015724,2023-08-19,PRD0139,CUS03360,Damaged Packaging,2276.14,Approved,CH01
RET00526,ORD0014656,2024-02-01,PRD0088,CUS01694,Defective Product,8707.99,Approved,CH01
RET00527,ORD0006896,2024-03-03,PRD0043,CUS03885,Wrong Item Delivered,6376.12,Approved,CH02
RET00528,ORD0011330,2023-10-14,PRD0136,CUS01927,Size/Fit Issue,3437.14,Rejected,CH01
RET00529,ORD0004213,2024-08-17,PRD0153,CUS03010,Defective Product,234.92,Approved,CH02
RET00530,ORD0014252,2023-04-07,PRD0029,CUS02937,Wrong Item Delivered,10317.81,Approved,CH02
RET00531,ORD0017922,2023-06-29,PRD0150,CUS01340,Defective Product,4706.15,Approved,CH03
RET00532,ORD0011312,2023-08-03,PRD0032,CUS04624,Wrong Item Delivered,22143.9,Approved,CH01
RET00533,ORD0008999,2024-08-10,PRD0064,CUS04386,Size/Fit Issue,8797.78,Rejected,CH02
RET00534,ORD0017768,2024-02-24,PRD0155,CUS03549,Defective Product,2571.2,Approved,CH02
