ORDER_ID,ORDER_DATE,PRODUCT_ID,PRODUCT_NAME,BRAND,CATEGORY,QUANTITY,UNIT_PRICE,DISCOUNT_PCT,TOTAL_SALES,CUSTOMER_ID,STORE_ID,CITY,STATE,REGION_ID,CHANNEL_ID,ORDER_STATUS,PAYMENT_METHOD,DELIVERY_DAYS,RETURN_REASON
ORD0001427,2023-12-12,PRD0103,Business Analytics,HarperCollins,Books,9,608.94,5,5206.44,CUS03634,STR048,Bengaluru,Karnataka,R2,CH01,Delivered,Credit Card,10.0,
ORD0001428,2023-02-02,PRD0094,Kajal Black,Biotique,Beauty,4,704.13,15,2394.04,CUS04843,STR049,Ahmedabad,Gujarat,R3,CH02,Pending,UPI,,
ORD0001429,2023-09-20,PRD0149,Amul Butter,Britannia,Grocery,2,342.79,5,651.3,CUS02333,STR050,Chennai,Tamil Nadu,R2,CH02,Shipped,UPI,7.0,
ORD0001430,2023-08-30,PRD0099,BB Cream,L'Oreal,Beauty,6,1287.06,5,7336.24,CUS04604,STR007,Mumbai,Maharashtra,R5,CH02,Delivered,Wallet,9.0,
ORD0001431,2023-08-04,PRD0127,Board Game Family,Funskool,Toys,8,1758.39,5,13363.76,CUS00341,STR035,Kolkata,West Bengal,R5,CH03,Delivered,Credit Card,1.0,
ORD0001432,2024-03-21,PRD0058,Pressure Cooker,Bajaj,Home & Kitchen,9,2150.16,20,15481.15,CUS01759,STR041,Chandigarh,Punjab,R5,CH01,Delivered,UPI,3.0,
ORD0001433,2024-04-24,PRD0003,"Smart TV 43""",LG,Electronics,10,8453.48,15,71854.58,CUS04734,STR049,Ahmedabad,Gujarat,R3,CH02,Delivered,Net Banking,7.0,
ORD0001434,2023-10-12,PRD0057,Pressure Cooker,Philips,Home & Kitchen,1,8530.97,5,8104.42,CUS01343,STR029,Ahmedabad,Gujarat,R2,CH03,Shipped,Credit Card,5.0,
ORD0001435,2024-04-24,PRD0065,Cricket Bat,Puma,Sports,7,2828.9,10,17822.07,CUS01834,STR033,Hyderabad,Telangana,R1,CH02,Delivered,UPI,8.0,
ORD0001436,2024-09-10,PRD0026,Denim Jeans,UCB,Clothing,6,2030.13,15,10353.66,CUS00021,STR038,Surat,Gujarat,R3,CH02,Shipped,Debit Card,8.0,
ORD0001437,2024-04-23,PRD0074,Resistance Bands,Puma,Sports,7,4621.35,15,27497.03,CUS04825,STR013,Jaipur,Rajasthan,R2,CH02,Delivered,Debit Card,5.0,
ORD0001438,2023-11-14,PRD0101,Python for Beginners,Penguin,Books,10,443.1,5,4209.45,CUS01649,STR029,Ahmedabad,Gujarat,R2,CH03,Delivered,Debit Card,10.0,
ORD0001439,2024-07-09,PRD0002,Wireless Earbuds,Samsung,Electronics,5,27800.98,15,118154.16,CUS02800,STR038,Surat,Gujarat,R3,CH02,Cancelled,Wallet,,
ORD0001440,2023-06-05,PRD0137,Doll House,Hasbro,Toys,1,2170.68,10,1953.61,CUS01975,STR032,Jaipur,Rajasthan,R2,CH02,Delivered,COD,7.0,
ORD0001441,2023-01-16,PRD0137,Doll House,Hasbro,Toys,3,2170.68,10,5860.84,CUS00477,STR008,Lucknow,Uttar Pradesh,R2,CH02,Delivered,UPI,3.0,
ORD0001442,2024-02-28,PRD0151,Biscuit Pack,Britannia,Grocery,7,409.92,5,2725.97,CUS03461,STR012,Chandigarh,Punjab,R4,CH02,Delivered,Net Banking,9.0,
ORD0001443,2023-06-23,PRD0013,Gaming Mouse,Samsung,Electronics,10,18903.79,10,170134.11,CUS00268,STR044,Jaipur,Rajasthan,R5,CH01,Delivered,Debit Card,1.0,
ORD0001444,2023-05-31,PRD0024,Women's Kurti,Zara,Clothing,7,2413.88,0,16897.16,CUS02408,STR050,Chennai,Tamil Nadu,R2,CH02,Pending,COD,,
ORD0001445,2024-09-21,PRD0120,Ikigai,HarperCollins,Books,1,506.43,0,506.43,CUS00107,STR050,Chennai,Tamil Nadu,R2,CH02,Delivered,COD,1.0,
ORD0001446,2024-01-27,PRD0009,USB-C Hub,Sony,Electronics,9,31713.85,20,228339.72,CUS01718,STR029,Ahmedabad,Gujarat,R2,CH03,Cancelled,Debit Card,,
ORD0001447,2023-08-03,PRD0101,Python for Beginners,Penguin,Books,5,443.1,15,1883.17,CUS01899,STR029,Ahmedabad,Gujarat,R2,CH03,Delivered,Net Banking,10.0,
ORD0001448,2023-10-27,PRD0060,Microwave Oven,Philips,Home & Kitchen,9,2229.65,20,16053.48,CUS00266,STR037,Chennai,Tamil Nadu,R1,CH01,Delivered,Credit Card,2.0,
ORD0001449,2024-06-14,PRD0148,Assorted Dal,ITC,Grocery,10,432.96,15,3680.16,CUS02605,STR034,Surat,Gujarat,R4,CH01,Delivered,COD,4.0,
ORD0001450,2023-01-06,PRD0037,Polo T-Shirt,Levi's,Clothing,1,1866.42,10,1679.78,CUS01648,STR007,Mumbai,Maharashtra,R5,CH02,Delivered,Wallet,9.0,
ORD0001451,2023-11-02,PRD0065,Cricket Bat,Puma,Sports,6,2828.9,0,16973.4,CUS01435,STR042,Chennai,Tamil Nadu,R3,CH01,Delivered,COD,1.0,
ORD0001452,2024-04-28,PRD0051,Water Purifier,Cello,Home & Kitchen,10,2435.36,10,21918.24,CUS02895,STR049,Ahmedabad,Gujarat,R3,CH02,Cancelled,UPI,,
ORD0001453,2023-10-06,PRD0148,Assorted Dal,ITC,Grocery,10,432.96,10,3896.64,CUS01361,STR019,Bhopal,Madhya Pradesh,R3,CH02,Delivered,Credit Card,6.0,
ORD0001454,2024-08-26,PRD0145,Whole Wheat Atta,MDH,Grocery,1,448.77,5,426.33,CUS04831,STR029,Ahmedabad,Gujarat,R2,CH03,Pending,Credit Card,,
ORD0001455,2024-03-14,PRD0064,Yoga Mat,Puma,Sports,8,1954.74,15,13292.23,CUS04443,STR036,Surat,Gujarat,R3,CH01,Returned,Net Banking,7.0,Defective
ORD0001456,2024-05-05,PRD0100,BB Cream,Maybelline,Beauty,10,1384.82,10,12463.38,CUS04290,STR011,Nagpur,Maharashtra,R4,CH03,Cancelled,UPI,,
ORD0001457,2024-12-03,PRD0052,Water Purifier,Prestige,Home & Kitchen,1,8532.97,5,8106.32,CUS02538,STR050,Chennai,Tamil Nadu,R2,CH02,Delivered,Net Banking,9.0,
ORD0001458,2024-06-30,PRD0056,Rice Cooker,Cello,Home & Kitchen,5,6383.1,10,28723.95,CUS03778,STR035,Kolkata,West Bengal,R5,CH03,Shipped,Wallet,4.0,
ORD0001459,2024-10-07,PRD0006,LED Monitor,Samsung,Electronics,9,30264.22,5,258759.08,CUS00819,STR034,Surat,Gujarat,R4,CH01,Delivered,Credit Card,10.0,
ORD0001460,2024-01-19,PRD0053,Food Processor,Philips,Home & Kitchen,1,4594.9,5,4365.15,CUS03668,STR041,Chandigarh,Punjab,R5,CH01,Delivered,Net Banking,4.0,
ORD0001461,2023-11-24,PRD0131,Action Figure,Lego,Toys,8,1530.47,0,12243.76,CUS00037,STR011,Nagpur,Maharashtra,R4,CH03,Delivered,Debit Card,9.0,
ORD0001462,2024-09-05,PRD0021,Men's T-Shirt,H&M,Clothing,2,1235.71,5,2347.85,CUS02669,STR036,Surat,Gujarat,R3,CH01,Delivered,UPI,2.0,
ORD0001463,2024-01-24,PRD0121,Building Blocks Set,Funskool,Toys,1,1972.8,10,1775.52,CUS03400,STR033,Hyderabad,Telangana,R1,CH02,Delivered,Net Banking,7.0,
ORD0001464,2024-11-17,PRD0116,Sapiens,Rupa,Books,10,560.06,5,5320.57,CUS00586,STR032,Jaipur,Rajasthan,R2,CH02,Returned,Wallet,9.0,
ORD0001465,2023-03-29,PRD0156,Tea Leaves,Britannia,Grocery,4,349.09,0,1396.36,CUS00274,STR009,Kochi,Kerala,R5,CH02,Cancelled,COD,,
ORD0001466,2023-03-06,PRD0114,The Alchemist,Bloomsbury,Books,5,453.84,0,2269.2,CUS03587,STR021,Kolkata,West Bengal,R3,CH01,Delivered,COD,3.0,
ORD0001467,2024-12-26,PRD0061,Running Shoes,Decathlon,Sports,4,1479.55,15,5030.47,CUS00106,STR044,Jaipur,Rajasthan,R5,CH01,Delivered,Net Banking,8.0,
ORD0001468,2024-10-06,PRD0136,Science Kit,Hasbro,Toys,10,1348.08,5,12806.76,CUS00908,STR031,Mumbai,Maharashtra,R5,CH01,Delivered,COD,8.0,
ORD0001469,2023-01-27,PRD0045,Air Fryer,Philips,Home & Kitchen,6,7242.34,15,36935.93,CUS02652,STR025,Chennai,Tamil Nadu,R4,CH03,Delivered,Net Banking,5.0,
ORD0001470,2023-12-25,PRD0148,Assorted Dal,ITC,Grocery,5,432.96,10,1948.32,CUS03905,STR027,Bengaluru,Karnataka,R1,CH01,Delivered,Wallet,5.0,
ORD0001471,2023-02-25,PRD0081,Lipstick Matte,Lakme,Beauty,6,965.89,5,5505.57,CUS03708,STR015,Bhopal,Madhya Pradesh,R5,CH02,Delivered,Wallet,5.0,
ORD0001472,2023-06-02,PRD0077,Cycling Helmet,Cosco,Sports,9,3822.67,5,32683.83,CUS04246,STR044,Jaipur,Rajasthan,R5,CH01,Returned,Debit Card,3.0,
ORD0001473,2023-08-13,PRD0108,Atomic Habits,Rupa,Books,10,531.55,0,5315.5,CUS04945,STR042,Chennai,Tamil Nadu,R3,CH01,Shipped,COD,6.0,
ORD0001474,2023-03-19,PRD0027,Formal Shirt,Zara,Clothing,2,2232.68,10,4018.82,CUS00844,STR049,Ahmedabad,Gujarat,R3,CH02,Shipped,Net Banking,4.0,
ORD0001475,2024-09-18,PRD0060,Microwave Oven,Philips,Home & Kitchen,2,2229.65,10,4013.37,CUS02821,STR035,Kolkata,West Bengal,R5,CH03,Delivered,Debit Card,7.0,
ORD0001476,2023-04-12,PRD0127,Board Game Family,Funskool,Toys,1,1758.39,15,1494.63,CUS03017,STR003,Hyderabad,Telangana,R3,CH03,Pending,COD,,
ORD0001477,2023-10-07,PRD0003,"Smart TV 43""",LG,Electronics,4,8453.48,20,27051.14,CUS04462,STR039,Delhi,Delhi,R5,CH03,Shipped,UPI,10.0,
ORD0001478,2023-05-07,PRD0058,Pressure Cooker,Bajaj,Home & Kitchen,6,2150.16,0,12900.96,CUS03555,STR017,Hyderabad,Telangana,R2,CH02,Delivered,Net Banking,6.0,
ORD0001479,2023-08-04,PRD0131,Action Figure,Lego,Toys,4,1530.47,10,5509.69,CUS00423,STR028,Chennai,Tamil Nadu,R3,CH02,Shipped,Debit Card,7.0,
ORD0001480,2024-08-16,PRD0052,Water Purifier,Prestige,Home & Kitchen,4,8532.97,20,27305.5,CUS01975,STR045,Lucknow,Uttar Pradesh,R4,CH02,Delivered,Credit Card,5.0,
ORD0001481,2023-08-05,PRD0160,Breakfast Cereal,Nestle,Grocery,5,185.33,10,833.99,CUS01134,STR024,Chennai,Tamil Nadu,R5,CH03,Delivered,Debit Card,2.0,
ORD0001482,2024-06-02,PRD0082,Lipstick Matte,Biotique,Beauty,9,1599.16,5,13672.82,CUS03855,STR022,Surat,Gujarat,R3,CH01,Delivered,COD,9.0,
ORD0001483,2024-02-06,PRD0002,Wireless Earbuds,Samsung,Electronics,3,27800.98,10,75062.65,CUS01660,STR041,Chandigarh,Punjab,R5,CH01,Returned,Wallet,3.0,
ORD0001484,2023-04-27,PRD0023,Women's Kurti,Levi's,Clothing,9,1126.37,15,8616.73,CUS00902,STR025,Chennai,Tamil Nadu,R4,CH03,Pending,Wallet,,
ORD0001485,2024-04-28,PRD0131,Action Figure,Lego,Toys,10,1530.47,15,13009.0,CUS03096,STR041,Chandigarh,Punjab,R5,CH01,Returned,Debit Card,8.0,
ORD0001486,2023-09-01,PRD0047,Mixer Grinder,Prestige,Home & Kitchen,1,6463.55,5,6140.37,CUS03846,STR014,Chandigarh,Punjab,R5,CH02,Shipped,Debit Card,5.0,
ORD0001487,2023-10-17,PRD0121,Building Blocks Set,Funskool,Toys,3,1972.8,15,5030.64,CUS03637,STR036,Surat,Gujarat,R3,CH01,Delivered,COD,4.0,
ORD0001488,2023-04-20,PRD0032,Winter Jacket,Levi's,Clothing,3,2430.03,20,5832.07,CUS01270,STR040,Kochi,Kerala,R2,CH03,Returned,UPI,3.0,
ORD0001489,2023-04-10,PRD0058,Pressure Cooker,Bajaj,Home & Kitchen,1,2150.16,15,1827.64,CUS04182,STR009,Kochi,Kerala,R5,CH02,Delivered,Credit Card,10.0,
ORD0001490,2024-07-12,PRD0065,Cricket Bat,Puma,Sports,9,2828.9,10,22914.09,CUS00777,STR047,Kochi,Kerala,R2,CH02,Delivered,Debit Card,5.0,
ORD0001491,2023-08-24,PRD0017,Power Bank 20K,Boat,Electronics,6,14088.46,20,67624.61,CUS01346,STR035,Kolkata,West Bengal,R5,CH03,Cancelled,Credit Card,,
ORD0001492,2023-12-02,PRD0022,Men's T-Shirt,Levi's,Clothing,1,2392.83,5,2273.19,CUS00030,STR017,Hyderabad,Telangana,R2,CH02,Delivered,Credit Card,1.0,
ORD0001493,2024-07-28,PRD0052,Water Purifier,Prestige,Home & Kitchen,3,8532.97,15,21759.07,CUS04138,STR011,Nagpur,Maharashtra,R4,CH03,Delivered,Debit Card,5.0,
ORD0001494,2024-02-20,PRD0157,Honey 500g,Britannia,Grocery,8,470.89,20,3013.7,CUS02527,STR001,Chandigarh,Punjab,R2,CH03,Pending,COD,,
ORD0001495,2024-02-14,PRD0098,Nail Polish Set,Biotique,Beauty,2,894.86,15,1521.26,CUS03630,STR024,Chennai,Tamil Nadu,R5,CH03,Pending,COD,,
ORD0001496,2024-12-13,PRD0150,Amul Butter,Nestle,Grocery,3,540.37,0,1621.11,CUS03578,STR046,Delhi,Delhi,R3,CH01,Delivered,Wallet,6.0,
ORD0001497,2023-09-14,PRD0016,Keyboard Mechanical,Apple,Electronics,3,21367.81,20,51282.74,CUS03423,STR034,Surat,Gujarat,R4,CH01,Delivered,COD,6.0,
ORD0001498,2024-04-28,PRD0099,BB Cream,L'Oreal,Beauty,5,1287.06,15,5470.0,CUS01723,STR019,Bhopal,Madhya Pradesh,R3,CH02,Delivered,Wallet,9.0,
ORD0001499,2023-07-20,PRD0138,Doll House,Mattel,Toys,1,3050.69,20,2440.55,CUS01728,STR012,Chandigarh,Punjab,R4,CH02,Delivered,Debit Card,9.0,
ORD0001500,2023-12-17,PRD0113,The Alchemist,Rupa,Books,10,306.67,10,2760.03,CUS04266,STR012,Chandigarh,Punjab,R4,CH02,Delivered,Wallet,4.0,
ORD0001501,2024-04-24,PRD0101,Python for Beginners,Penguin,Books,7,443.1,5,2946.62,CUS00640,STR014,Chandigarh,Punjab,R5,CH02,Delivered,COD,5.0,
ORD0001502,2023-04-14,PRD0100,BB Cream,Maybelline,Beauty,8,1384.82,5,10524.63,CUS00845,STR003,Hyderabad,Telangana,R3,CH03,Shipped,Credit Card,9.0,
ORD0001503,2024-03-27,PRD0004,"Smart TV 43""",Boat,Electronics,7,8296.08,10,52265.3,CUS01700,STR016,Surat,Gujarat,R2,CH01,Shipped,COD,5.0,
ORD0001504,2023-11-21,PRD0128,Board Game Family,Hasbro,Toys,2,3271.52,0,6543.04,CUS04678,STR019,Bhopal,Madhya Pradesh,R3,CH02,Delivered,Credit Card,5.0,
ORD0001505,2024-11-09,PRD0057,Pressure Cooker,Philips,Home & Kitchen,4,8530.97,0,34123.88,CUS00284,STR044,Jaipur,Rajasthan,R5,CH01,Delivered,Wallet,2.0,
ORD0001506,2024-03-22,PRD0100,BB Cream,Maybelline,Beauty,7,1384.82,15,8239.68,CUS01925,STR027,Bengaluru,Karnataka,R1,CH01,Delivered,Credit Card,9.0,
ORD0001507,2023-11-12,PRD0071,Gym Gloves,Adidas,Sports,5,2057.86,0,10289.3,CUS02607,STR024,Chennai,Tamil Nadu,R5,CH03,Delivered,UPI,9.0,
ORD0001508,2023-09-13,PRD0085,Mascara Volume,Maybelline,Beauty,3,826.89,5,2356.64,CUS03100,STR030,Mumbai,Maharashtra,R5,CH02,Cancelled,Debit Card,,
ORD0001509,2024-06-05,PRD0020,Smart Watch,Sony,Electronics,1,13878.8,20,11103.04,CUS00853,STR049,Ahmedabad,Gujarat,R3,CH02,Delivered,Net Banking,2.0,
ORD0001510,2023-01-05,PRD0010,USB-C Hub,LG,Electronics,1,9864.01,0,9864.01,CUS03397,STR025,Chennai,Tamil Nadu,R4,CH03,Delivered,Net Banking,1.0,
ORD0001511,2024-03-23,PRD0076,Water Bottle,Adidas,Sports,1,3548.45,0,3548.45,CUS04843,STR027,Bengaluru,Karnataka,R1,CH01,Delivered,COD,6.0,
ORD0001512,2024-02-23,PRD0052,Water Purifier,Prestige,Home & Kitchen,7,8532.97,5,56744.25,CUS00868,STR033,Hyderabad,Telangana,R1,CH02,Cancelled,Debit Card,,
ORD0001513,2024-12-21,PRD0019,Smart Watch,Sony,Electronics,7,9485.66,15,56439.68,CUS03412,STR002,Surat,Gujarat,R2,CH02,Delivered,Debit Card,6.0,
ORD0001514,2024-09-03,PRD0121,Building Blocks Set,Funskool,Toys,2,1972.8,15,3353.76,CUS01209,STR015,Bhopal,Madhya Pradesh,R5,CH02,Delivered,Credit Card,5.0,
ORD0001515,2024-07-14,PRD0040,Linen Shirt,H&M,Clothing,10,753.66,5,7159.77,CUS04300,STR014,Chandigarh,Punjab,R5,CH02,Delivered,Wallet,5.0,
ORD0001516,2024-05-24,PRD0004,"Smart TV 43""",Boat,Electronics,2,8296.08,0,16592.16,CUS00625,STR030,Mumbai,Maharashtra,R5,CH02,Shipped,Credit Card,10.0,
ORD0001517,2024-02-27,PRD0133,Art & Craft Kit,Funskool,Toys,3,1506.81,5,4294.41,CUS00197,STR024,Chennai,Tamil Nadu,R5,CH03,Shipped,UPI,6.0,
ORD0001518,2023-08-01,PRD0008,Laptop Stand,Samsung,Electronics,8,18897.82,0,151182.56,CUS03554,STR028,Chennai,Tamil Nadu,R3,CH02,Delivered,Debit Card,4.0,
ORD0001519,2023-03-23,PRD0057,Pressure Cooker,Philips,Home & Kitchen,2,8530.97,15,14502.65,CUS01632,STR043,Ahmedabad,Gujarat,R1,CH01,Pending,Debit Card,,
ORD0001520,2024-09-18,PRD0117,Zero to One,Oxford,Books,6,812.65,10,4388.31,CUS02596,STR037,Chennai,Tamil Nadu,R1,CH01,Shipped,UPI,3.0,
ORD0001521,2023-09-16,PRD0145,Whole Wheat Atta,MDH,Grocery,5,448.77,20,1795.08,CUS01359,STR036,Surat,Gujarat,R3,CH01,Delivered,UPI,3.0,
ORD0001522,2024-07-19,PRD0130,Soft Toy Bear,Lego,Toys,2,2678.25,10,4820.85,CUS04497,STR043,Ahmedabad,Gujarat,R1,CH01,Pending,Credit Card,,
ORD0001523,2023-12-10,PRD0013,Gaming Mouse,Samsung,Electronics,6,18903.79,5,107751.6,CUS04805,STR033,Hyderabad,Telangana,R1,CH02,Delivered,Net Banking,7.0,
ORD0001524,2024-04-01,PRD0141,Basmati Rice 5kg,Britannia,Grocery,3,595.74,15,1519.14,CUS00985,STR001,Chandigarh,Punjab,R2,CH03,Shipped,Credit Card,6.0,
ORD0001525,2023-06-06,PRD0012,Webcam HD,Apple,Electronics,8,30692.05,5,233259.58,CUS00468,STR021,Kolkata,West Bengal,R3,CH01,Returned,Credit Card,5.0,
ORD0001526,2024-02-25,PRD0154,Coffee Powder,MDH,Grocery,10,130.08,10,1170.72,CUS01898,STR005,Kolkata,West Bengal,R1,CH01,Delivered,Credit Card,3.0,
ORD0001527,2024-03-05,PRD0094,Kajal Black,Biotique,Beauty,8,704.13,10,5069.74,CUS01380,STR003,Hyderabad,Telangana,R3,CH03,Shipped,Credit Card,4.0,
ORD0001528,2024-06-12,PRD0144,Refined Oil 1L,Amul,Grocery,5,298.6,10,1343.7,CUS04144,STR015,Bhopal,Madhya Pradesh,R5,CH02,Delivered,Wallet,4.0,
ORD0001529,2024-12-22,PRD0124,Remote Control Car,Lego,Toys,6,3578.22,10,19322.39,CUS03220,STR042,Chennai,Tamil Nadu,R3,CH01,Delivered,COD,10.0,
ORD0001530,2024-04-02,PRD0069,Football,Puma,Sports,6,3446.71,20,16544.21,CUS04606,STR010,Jaipur,Rajasthan,R1,CH01,Delivered,Credit Card,1.0,
ORD0001531,2024-09-05,PRD0134,Art & Craft Kit,Nerf,Toys,2,906.26,10,1631.27,CUS02087,STR027,Bengaluru,Karnataka,R1,CH01,Delivered,Wallet,4.0,
ORD0001532,2023-04-23,PRD0033,Track Pants,Zara,Clothing,9,2037.47,10,16503.51,CUS00384,STR038,Surat,Gujarat,R3,CH02,Pending,Debit Card,,
ORD0001533,2024-08-02,PRD0015,Keyboard Mechanical,Samsung,Electronics,9,25773.93,15,197170.56,CUS02232,STR049,Ahmedabad,Gujarat,R3,CH02,Shipped,Debit Card,10.0,
ORD0001534,2023-07-12,PRD0008,Laptop Stand,Samsung,Electronics,9,18897.82,5,161576.36,CUS00966,STR021,Kolkata,West Bengal,R3,CH01,Cancelled,Net Banking,,
ORD0001535,2023-08-07,PRD0125,Puzzle 1000pc,Funskool,Toys,1,2364.66,20,1891.73,CUS00859,STR011,Nagpur,Maharashtra,R4,CH03,Delivered,Debit Card,5.0,
ORD0001536,2024-07-03,PRD0066,Cricket Bat,Decathlon,Sports,4,3484.64,20,11150.85,CUS04690,STR031,Mumbai,Maharashtra,R5,CH01,Delivered,UPI,8.0,
ORD0001537,2023-11-06,PRD0032,Winter Jacket,Levi's,Clothing,1,2430.03,0,2430.03,CUS02060,STR032,Jaipur,Rajasthan,R2,CH02,Delivered,Debit Card,6.0,
ORD0001538,2024-02-11,PRD0101,Python for Beginners,Penguin,Books,5,443.1,20,1772.4,CUS04130,STR034,Surat,Gujarat,R4,CH01,Delivered,Wallet,8.0,
ORD0001539,2023-04-14,PRD0054,Food Processor,Prestige,Home & Kitchen,5,2902.46,20,11609.84,CUS02407,STR031,Mumbai,Maharashtra,R5,CH01,Delivered,Net Banking,1.0,
ORD0001540,2023-01-04,PRD0114,The Alchemist,Bloomsbury,Books,7,453.84,15,2700.35,CUS01796,STR009,Kochi,Kerala,R5,CH02,Shipped,Debit Card,8.0,
ORD0001541,2024-12-01,PRD0068,Badminton Racket,Adidas,Sports,1,2478.11,20,1982.49,CUS01213,STR007,Mumbai,Maharashtra,R5,CH02,Delivered,UPI,4.0,
ORD0001542,2023-02-13,PRD0112,Deep Work,Rupa,Books,4,240.17,20,768.54,CUS04868,STR034,Surat,Gujarat,R4,CH01,Shipped,Debit Card,3.0,
ORD0001543,2024-02-25,PRD0137,Doll House,Hasbro,Toys,5,2170.68,0,10853.4,CUS04798,STR044,Jaipur,Rajasthan,R5,CH01,Delivered,COD,4.0,
ORD0001544,2023-10-23,PRD0094,Kajal Black,Biotique,Beauty,1,704.13,5,668.92,CUS03295,STR008,Lucknow,Uttar Pradesh,R2,CH02,Delivered,Wallet,6.0,
ORD0001545,2024-07-04,PRD0124,Remote Control Car,Lego,Toys,3,3578.22,15,9124.46,CUS03060,STR029,Ahmedabad,Gujarat,R2,CH03,Delivered,Debit Card,9.0,
ORD0001546,2024-06-23,PRD0014,Gaming Mouse,Apple,Electronics,7,18605.43,5,123726.11,CUS00809,STR014,Chandigarh,Punjab,R5,CH02,Delivered,COD,2.0,
ORD0001547,2023-02-07,PRD0118,Zero to One,Oxford,Books,5,551.9,20,2207.6,CUS01225,STR021,Kolkata,West Bengal,R3,CH01,Delivered,Debit Card,4.0,
ORD0001548,2023-05-14,PRD0125,Puzzle 1000pc,Funskool,Toys,3,2364.66,20,5675.18,CUS02193,STR025,Chennai,Tamil Nadu,R4,CH03,Pending,COD,,
ORD0001549,2023-02-02,PRD0059,Microwave Oven,Cello,Home & Kitchen,1,2852.03,5,2709.43,CUS01804,STR049,Ahmedabad,Gujarat,R3,CH02,Returned,Debit Card,4.0,
ORD0001550,2023-03-14,PRD0094,Kajal Black,Biotique,Beauty,1,704.13,20,563.3,CUS03254,STR009,Kochi,Kerala,R5,CH02,Shipped,Debit Card,4.0,
ORD0001551,2023-03-15,PRD0047,Mixer Grinder,Prestige,Home & Kitchen,8,6463.55,5,49122.98,CUS04579,STR039,Delhi,Delhi,R5,CH03,Delivered,UPI,2.0,
ORD0001552,2023-08-01,PRD0022,Men's T-Shirt,Levi's,Clothing,8,2392.83,10,17228.38,CUS04935,STR017,Hyderabad,Telangana,R2,CH02,Delivered,Debit Card,5.0,
ORD0001553,2024-08-14,PRD0126,Puzzle 1000pc,Hasbro,Toys,8,2214.69,0,17717.52,CUS03683,STR013,Jaipur,Rajasthan,R2,CH02,Delivered,COD,10.0,
ORD0001554,2024-09-05,PRD0011,Webcam HD,Sony,Electronics,8,24820.56,20,158851.58,CUS03417,STR037,Chennai,Tamil Nadu,R1,CH01,Delivered,Debit Card,6.0,
ORD0001555,2024-10-15,PRD0100,BB Cream,Maybelline,Beauty,8,1384.82,15,9416.78,CUS04711,STR022,Surat,Gujarat,R3,CH01,Delivered,Net Banking,2.0,
ORD0001556,2024-11-19,PRD0009,USB-C Hub,Sony,Electronics,5,31713.85,0,158569.25,CUS01644,STR043,Ahmedabad,Gujarat,R1,CH01,Delivered,Credit Card,7.0,
ORD0001557,2024-08-22,PRD0139,Musical Set,Lego,Toys,2,3083.38,0,6166.76,CUS04756,STR047,Kochi,Kerala,R2,CH02,Delivered,Wallet,1.0,
ORD0001558,2023-10-02,PRD0076,Water Bottle,Adidas,Sports,6,3548.45,15,18097.09,CUS04071,STR008,Lucknow,Uttar Pradesh,R2,CH02,Shipped,Debit Card,4.0,
ORD0001559,2023-11-24,PRD0009,USB-C Hub,Sony,Electronics,2,31713.85,20,50742.16,CUS01324,STR031,Mumbai,Maharashtra,R5,CH01,Shipped,COD,8.0,
ORD0001560,2024-11-08,PRD0117,Zero to One,Oxford,Books,10,812.65,20,6501.2,CUS03477,STR005,Kolkata,West Bengal,R1,CH01,Delivered,Debit Card,9.0,
ORD0001561,2024-11-03,PRD0119,Ikigai,Oxford,Books,7,455.77,5,3030.87,CUS01898,STR012,Chandigarh,Punjab,R4,CH02,Delivered,UPI,2.0,
ORD0001562,2024-04-29,PRD0009,USB-C Hub,Sony,Electronics,6,31713.85,15,161740.63,CUS04408,STR017,Hyderabad,Telangana,R2,CH02,Returned,Wallet,7.0,
ORD0001563,2023-12-23,PRD0029,Ethnic Saree,H&M,Clothing,6,1688.94,15,8613.59,CUS03155,STR010,Jaipur,Rajasthan,R1,CH01,Shipped,COD,2.0,
ORD0001564,2024-09-03,PRD0142,Basmati Rice 5kg,Nestle,Grocery,2,175.95,5,334.3,CUS04808,STR010,Jaipur,Rajasthan,R1,CH01,Pending,COD,,
ORD0001565,2023-07-24,PRD0160,Breakfast Cereal,Nestle,Grocery,9,185.33,10,1501.17,CUS04375,STR042,Chennai,Tamil Nadu,R3,CH01,Cancelled,Credit Card,,
ORD0001566,2023-01-04,PRD0067,Badminton Racket,Cosco,Sports,2,1852.62,20,2964.19,CUS04772,STR037,Chennai,Tamil Nadu,R1,CH01,Cancelled,UPI,,
ORD0001567,2023-05-17,PRD0136,Science Kit,Hasbro,Toys,6,1348.08,20,6470.78,CUS00819,STR019,Bhopal,Madhya Pradesh,R3,CH02,Pending,Debit Card,,
ORD0001568,2024-09-17,PRD0050,Induction Cooktop,Bajaj,Home & Kitchen,1,4988.4,10,4489.56,CUS01859,STR030,Mumbai,Maharashtra,R5,CH02,Delivered,Net Banking,4.0,
ORD0001569,2024-09-29,PRD0032,Winter Jacket,Levi's,Clothing,6,2430.03,20,11664.14,CUS02629,STR034,Surat,Gujarat,R4,CH01,Delivered,Net Banking,1.0,
ORD0001570,2023-03-26,PRD0127,Board Game Family,Funskool,Toys,10,1758.39,10,15825.51,CUS03566,STR008,Lucknow,Uttar Pradesh,R2,CH02,Delivered,Wallet,2.0,
