transaction_id,transaction_date,product_category,customer_id,product_id,region,sales_amount,units_sold
2605,2020-10-01,Electronics,6529,15422,South,642.2,9
2606,2021-09-24,Toys,2661,70323,West,753.35,5
2607,2020-06-13,Sports,2652,28297,West,920.38,9
2608,2023-07-31,Toys,7795,76941,North,263.59,1
2609,2021-12-15,Toys,3035,57276,South,115.53,7
2610,2023-07-04,Electronics,8882,94697,North,792.27,9
2611,2023-06-25,Electronics,3013,79544,North,730.36,2
2612,2023-05-13,Clothing,4126,43950,East,372.48,9
2613,2020-01-28,Sports,5202,73152,North,93.2,8
2614,2022-08-25,Clothing,2346,11981,East,431.87,1
2615,2021-05-21,Toys,3223,95213,East,953.49,8
2616,2021-02-21,Sports,4691,43950,North,781.0,9
2617,2023-09-16,Toys,5389,82507,North,998.88,2
2618,2023-07-06,Toys,9906,57145,South,16.76,4
2619,2020-07-13,Toys,2678,59721,South,375.75,9
2620,2023-07-31,Electronics,8905,37865,North,348.19,7
2621,2021-12-08,Home & Kitchen,7667,20641,West,997.53,8
2622,2021-02-24,Sports,3816,18517,West,319.11,5
2623,2020-02-13,Clothing,4594,12521,North,268.96,7
2624,2019-10-18,Sports,2346,57145,West,725.0,8
2625,2023-03-11,Toys,4433,27725,South,454.46,2
2626,2024-03-11,Home & Kitchen,8093,38453,West,584.15,10
2627,2022-05-05,Sports,1503,83434,South,770.73,6
2628,2023-11-07,Clothing,3174,29492,East,63.86,4
2629,2023-06-14,Home & Kitchen,1204,91904,West,555.71,5
2630,2021-10-18,Sports,9014,51637,West,704.97,6
2631,2023-11-11,Toys,3258,72676,West,486.15,10
2632,2021-01-27,Home & Kitchen,2412,73249,East,634.7,6
2633,2020-02-21,Electronics,7096,15834,North,682.9,10
2634,2022-08-26,Home & Kitchen,4045,81458,West,242.99,6
2635,2020-02-02,Sports,6533,19925,West,443.97,7
2636,2022-11-17,Toys,4314,40983,East,440.01,3
2637,2024-07-20,Electronics,9499,76869,South,97.83,1
2638,2024-04-07,Toys,1542,28027,East,755.84,2
2639,2024-01-29,Toys,4298,16857,North,671.13,10
2640,2020-10-03,Toys,2874,72676,East,900.36,7
2641,2022-10-07,Electronics,2680,96974,North,90.74,3
2642,2022-07-12,Sports,1488,96248,East,498.54,1
2643,2020-08-19,Clothing,5127,82760,South,770.79,5
2644,2022-01-31,Home & Kitchen,5866,33757,East,137.39,6
2645,2022-04-22,Electronics,9101,88203,West,436.02,9
2646,2020-06-17,Clothing,7096,12086,East,932.05,5
2647,2019-12-13,Home & Kitchen,6078,28907,East,613.5,2
2648,2019-12-21,Sports,4304,75061,North,395.11,4
2649,2024-05-11,Clothing,4241,65066,West,59.11,1
2650,2021-04-20,Toys,5068,30745,East,192.56,7
2651,2020-04-14,Home & Kitchen,1493,88600,North,138.91,9
2652,2024-09-30,Clothing,5667,54164,North,910.07,5
2653,2022-03-08,Clothing,2762,61513,East,491.09,8
2654,2024-05-11,Home & Kitchen,6082,42976,West,241.06,8
2655,2024-07-08,Sports,8717,26915,West,764.48,6
2656,2022-09-12,Sports,3960,15422,East,718.72,10
2657,2019-11-25,Electronics,4612,18392,West,989.73,7
2658,2022-05-31,Sports,6979,85275,North,148.81,5
2659,2020-10-26,Home & Kitchen,1013,68669,West,608.47,7
2660,2023-02-18,Electronics,1534,61021,East,711.82,3
2661,2020-01-13,Clothing,3674,64904,North,118.94,8
2662,2021-08-28,Sports,8766,23857,West,455.01,6
2663,2021-03-20,Sports,6797,15383,South,773.55,8
2664,2021-09-30,Home & Kitchen,4022,96974,East,554.79,1
2665,2021-01-10,Electronics,8268,53801,East,235.08,3
2666,2020-12-13,Toys,2500,97874,North,198.53,6
2667,2021-07-17,Toys,4913,45020,East,154.55,8
2668,2024-05-17,Sports,7574,75613,West,344.54,8
2669,2023-08-07,Clothing,5712,18392,South,291.07,4
2670,2022-07-02,Home & Kitchen,1991,67261,East,425.4,9
2671,2023-07-04,Electronics,7963,19383,West,214.17,5
2672,2021-02-08,Sports,7520,10828,West,318.3,3
2673,2023-05-03,Toys,9159,64766,East,929.34,3
2674,2023-06-08,Clothing,2786,30476,East,580.52,9
2675,2023-08-09,Electronics,7322,94697,North,833.45,3
2676,2019-10-12,Clothing,8513,44617,South,808.85,7
2677,2022-04-19,Sports,7488,39211,West,806.17,7
2678,2020-10-14,Home & Kitchen,5648,63282,North,877.18,4
2679,2023-02-22,Clothing,4330,66482,North,200.88,10
2680,2023-10-24,Sports,3646,21880,South,175.59,2
2681,2020-02-27,Sports,2638,77947,East,635.22,7
2682,2022-11-21,Electronics,2875,10178,North,799.87,9
2683,2021-09-10,Home & Kitchen,4973,75061,North,282.63,9
2684,2019-11-15,Electronics,6559,61650,South,538.16,6
2685,2023-08-20,Electronics,6993,97874,South,517.89,9
2686,2024-02-04,Home & Kitchen,7024,61021,West,406.25,7
2687,2022-09-09,Home & Kitchen,2090,85592,North,192.29,1
2688,2022-04-03,Clothing,8048,36373,West,417.02,2
2689,2020-06-26,Home & Kitchen,2621,11728,North,794.32,7
2690,2021-03-07,Clothing,5807,17622,East,806.17,7
2691,2024-08-19,Home & Kitchen,5288,19925,North,961.5,1
2692,2022-01-03,Toys,6111,38453,East,509.41,5
2693,2023-05-22,Home & Kitchen,8589,75061,South,643.88,3
2694,2022-04-26,Electronics,9137,23090,South,84.1,4
2695,2024-05-30,Electronics,7815,95471,West,413.78,3
2696,2020-06-05,Sports,2255,97112,South,933.12,1
2697,2022-11-19,Clothing,6478,85062,East,989.64,5
2698,2023-11-04,Clothing,7413,53801,North,952.7,8
2699,2023-04-11,Sports,7723,16613,North,133.73,1
2700,2024-02-05,Sports,1555,15834,North,332.07,1
2701,2022-10-27,Home & Kitchen,3738,19925,West,247.5,4
2702,2022-06-08,Clothing,2465,40388,West,386.97,3
2703,2021-04-14,Home & Kitchen,6274,33610,West,953.2,5
2704,2021-07-30,Electronics,1911,57145,South,59.3,6
2705,2021-12-17,Toys,6800,53801,East,317.97,5
2706,2021-08-22,Clothing,9470,84380,East,773.66,4
2707,2024-07-29,Home & Kitchen,8155,93266,West,306.83,7
2708,2021-09-08,Home & Kitchen,6589,93266,East,454.64,1
2709,2022-05-02,Clothing,3548,50462,South,52.63,1
2710,2024-08-30,Home & Kitchen,4515,43090,East,410.21,1
2711,2020-06-25,Toys,4564,10828,South,883.28,5
2712,2021-12-19,Clothing,1424,64766,North,539.63,4
2713,2020-03-01,Toys,9347,90016,East,563.77,6
2714,2023-05-12,Home & Kitchen,1624,13204,West,505.24,10
2715,2023-11-05,Sports,1098,12265,North,673.38,7
2716,2021-01-02,Clothing,1087,42747,West,187.87,2
2717,2020-05-06,Clothing,7453,59886,South,979.44,8
2718,2020-11-23,Toys,7793,53801,West,176.6,8
2719,2024-05-13,Home & Kitchen,7727,12265,West,792.83,3
2720,2024-06-12,Toys,6448,90690,South,858.7,3
2721,2023-01-17,Toys,4148,94653,East,998.72,10
2722,2022-11-21,Home & Kitchen,4337,20280,North,915.58,7
2723,2020-04-04,Home & Kitchen,3123,77947,West,321.64,7
2724,2023-12-31,Sports,9499,11550,West,767.07,3
2725,2023-03-18,Sports,4098,11728,South,149.09,5
2726,2024-02-17,Clothing,5376,92078,South,457.83,7
2727,2021-06-04,Home & Kitchen,3563,98731,North,53.34,9
2728,2022-05-29,Clothing,3278,88203,West,403.59,2
2729,2023-02-10,Toys,4321,90234,West,807.29,8
2730,2023-02-13,Toys,7274,32005,North,305.33,7
2731,2021-12-25,Toys,7819,53801,South,769.3,8
2732,2024-01-28,Sports,4988,10178,South,25.58,6
2733,2021-03-05,Electronics,8180,97112,East,899.63,4
2734,2023-05-17,Toys,9050,61019,South,576.21,3
2735,2024-02-07,Toys,5916,72400,South,674.57,5
2736,2020-01-03,Sports,9634,29235,West,809.75,1
2737,2024-01-03,Toys,2090,96248,East,335.35,8
2738,2021-09-29,Clothing,3657,90690,East,667.17,9
2739,2022-06-11,Toys,8358,73249,North,348.32,9
2740,2023-02-19,Home & Kitchen,5264,45020,East,774.52,8
2741,2021-08-22,Sports,4706,32010,East,987.75,10
2742,2024-01-08,Electronics,1030,44617,East,665.12,5
2743,2024-08-30,Clothing,9190,59886,South,286.57,7
2744,2021-11-20,Electronics,9470,58489,East,604.69,9
2745,2023-03-20,Clothing,7480,23090,East,979.93,8
2746,2023-12-26,Sports,7453,57276,North,154.71,5
2747,2020-09-29,Electronics,4124,57145,North,740.38,6
2748,2022-01-17,Electronics,3226,43950,North,648.57,8
2749,2023-08-13,Sports,4330,44212,West,979.25,7
2750,2023-11-06,Electronics,5387,26929,West,924.57,9
2751,2023-01-03,Toys,2265,65066,South,153.42,7
2752,2021-04-17,Electronics,1340,15834,West,44.06,1
2753,2021-12-07,Clothing,5367,72400,South,793.81,5
2754,2022-05-22,Toys,8024,17622,West,258.01,2
2755,2021-02-06,Sports,4691,15468,North,952.45,4
2756,2023-08-05,Toys,2273,40580,West,600.49,7
2757,2023-02-26,Electronics,6816,44029,North,131.85,8
2758,2020-03-25,Home & Kitchen,4290,90234,South,784.16,1
2759,2024-09-03,Electronics,3563,44212,South,420.69,2
2760,2022-08-16,Toys,9448,85592,East,96.84,3
2761,2022-06-10,Clothing,8577,10828,East,160.74,10
2762,2023-02-09,Electronics,2652,30353,East,294.0,8
2763,2022-08-27,Toys,7038,92078,East,975.53,6
2764,2024-05-31,Sports,3587,30745,East,352.47,10
2765,2022-02-09,Clothing,5772,12521,East,194.45,6
2766,2019-12-31,Toys,7276,86922,South,545.28,10
2767,2020-07-16,Sports,7726,63789,North,612.5,6
2768,2020-03-19,Sports,5627,97874,West,61.8,6
2769,2022-01-16,Toys,5288,76313,North,205.92,5
2770,2022-10-18,Electronics,3215,16613,North,584.53,10
2771,2022-06-17,Clothing,2006,38296,West,729.72,7
2772,2020-07-12,Clothing,8290,10178,West,213.53,3
2773,2022-04-03,Toys,5016,76941,North,716.85,10
2774,2023-08-16,Home & Kitchen,7172,52655,East,92.9,8
2775,2022-12-23,Toys,1611,75061,West,955.17,6
2776,2023-12-10,Clothing,5200,43282,South,824.85,1
2777,2020-07-03,Sports,5016,61513,North,794.77,10
2778,2023-03-07,Home & Kitchen,8433,68669,North,101.17,9
2779,2020-03-04,Home & Kitchen,2347,96974,East,366.47,6
2780,2020-08-19,Toys,2457,28297,West,337.14,1
2781,2023-05-23,Electronics,1091,72676,North,907.01,2
2782,2023-10-10,Clothing,4950,43282,North,496.0,1
2783,2021-11-26,Clothing,3657,79606,South,142.41,10
2784,2024-03-03,Clothing,1503,35091,North,135.17,3
2785,2020-02-28,Home & Kitchen,6560,33610,East,467.34,2
2786,2022-12-23,Home & Kitchen,3572,79606,South,300.87,10
2787,2022-04-15,Sports,6013,73249,North,249.6,7
2788,2020-06-08,Clothing,4397,64904,South,422.91,4
2789,2023-03-05,Toys,5866,30531,West,678.0,9
2790,2020-10-26,Electronics,9970,95471,South,230.71,6
2791,2022-11-26,Sports,2744,58489,South,225.16,9
2792,2021-07-28,Clothing,7793,10828,North,93.17,2
2793,2023-03-21,Toys,9953,49154,West,852.98,9
2794,2020-09-28,Sports,3564,77947,North,362.48,9
2795,2024-08-02,Sports,5393,22511,East,479.5,3
2796,2022-03-31,Toys,1512,85275,South,444.91,1
2797,2020-10-25,Electronics,1348,75061,South,540.95,9
2798,2022-09-05,Home & Kitchen,5486,29492,East,459.7,7
2799,2024-08-19,Sports,8837,45467,North,52.61,1
2800,2024-04-10,Home & Kitchen,6960,85185,West,189.56,6
2801,2022-02-21,Clothing,5555,35091,East,117.4,7
2802,2020-04-25,Sports,6105,82831,East,469.46,6
2803,2020-11-08,Sports,6962,51987,South,579.29,9
2804,2020-04-21,Clothing,9057,20641,West,528.64,1
2805,2020-12-02,Toys,2874,86240,West,537.86,6
2806,2023-10-27,Sports,1336,61517,North,456.03,1
2807,2023-08-05,Sports,8393,95435,West,371.33,10
2808,2024-03-09,Toys,3166,59886,West,619.19,6
2809,2021-08-04,Home & Kitchen,1548,57145,South,668.44,7
2810,2021-06-27,Clothing,8485,15468,East,781.15,7
2811,2023-11-24,Clothing,4668,97112,North,918.68,3
2812,2024-03-10,Electronics,5945,43282,North,913.18,2
2813,2024-03-10,Clothing,2311,40388,North,778.08,7
2814,2020-12-13,Clothing,7846,33757,North,950.72,3
2815,2022-04-26,Sports,8252,32390,South,565.07,4
2816,2021-10-11,Electronics,4063,26915,East,979.32,8
2817,2020-11-27,Home & Kitchen,2306,43282,West,400.69,3
2818,2019-10-30,Home & Kitchen,9342,68669,South,668.65,4
2819,2020-08-21,Home & Kitchen,7606,54164,East,77.05,8
2820,2024-04-04,Toys,2209,87218,North,367.34,10
2821,2024-02-04,Toys,1406,18392,South,946.38,6
2822,2021-05-04,Electronics,7888,61517,South,931.37,7
2823,2022-02-25,Home & Kitchen,3659,51637,South,381.36,6
2824,2020-03-19,Clothing,4696,64193,South,514.44,10
2825,2022-08-26,Clothing,1671,64766,East,832.23,5
2826,2021-03-18,Clothing,8535,32010,West,974.77,6
2827,2020-05-01,Clothing,2100,44617,East,346.01,4
2828,2021-07-13,Clothing,3251,15422,East,333.43,3
2829,2022-02-21,Clothing,9057,42747,South,322.45,6
2830,2021-08-14,Sports,5926,30745,South,346.57,5
2831,2023-08-08,Toys,8974,26915,West,966.39,5
2832,2019-12-14,Sports,9726,88600,South,862.7,10
2833,2024-08-23,Toys,4294,87741,North,259.75,7
2834,2021-02-06,Home & Kitchen,7106,65066,North,970.02,9
2835,2023-08-28,Toys,4001,96248,North,947.41,8
2836,2022-01-26,Electronics,3706,83434,West,382.54,8
2837,2020-05-19,Clothing,4840,23857,West,712.67,2
2838,2021-07-20,Toys,3324,39211,West,199.96,3
2839,2023-05-27,Toys,2465,44212,North,354.15,7
2840,2024-07-10,Electronics,5295,23266,South,300.73,10
2841,2021-10-16,Sports,5926,72400,South,467.47,9
2842,2020-03-24,Toys,8393,30967,North,664.77,3
2843,2020-03-17,Toys,6082,77787,East,230.22,7
2844,2019-11-15,Toys,3215,76634,East,441.76,3
2845,2020-07-09,Toys,2034,61019,West,775.94,10
2846,2022-11-23,Sports,4849,96505,South,964.54,8
2847,2021-07-26,Home & Kitchen,1329,32005,West,13.44,4
2848,2019-10-08,Toys,3803,74269,North,678.1,7
2849,2020-07-15,Electronics,8210,42747,North,719.67,2
2850,2021-11-05,Home & Kitchen,5668,76869,North,483.09,2
2851,2020-11-13,Electronics,6842,63967,South,76.35,8
2852,2022-10-16,Toys,3252,10348,East,344.29,2
2853,2020-06-19,Electronics,5873,48755,South,332.07,4
2854,2023-10-11,Electronics,7991,64904,South,495.68,8
2855,2020-07-21,Clothing,3367,92078,East,215.24,2
2856,2023-12-23,Sports,1733,10828,West,349.75,8
2857,2021-09-03,Toys,5604,77082,North,477.7,8
2858,2023-10-30,Home & Kitchen,5224,88671,East,45.33,7
2859,2021-10-17,Sports,7827,35548,East,977.89,6
2860,2023-11-04,Toys,3884,64193,South,341.36,9
2861,2020-08-08,Clothing,2311,57276,East,528.8,6
2862,2020-10-18,Toys,4787,38453,South,406.15,7
2863,2020-04-11,Home & Kitchen,9501,50462,East,741.43,9
2864,2022-09-08,Electronics,4192,29492,South,33.27,2
2865,2020-06-30,Electronics,7792,63789,West,235.62,10
2866,2022-09-30,Home & Kitchen,6162,47050,South,455.34,9
2867,2022-12-06,Toys,5520,65066,South,518.12,1
2868,2022-12-25,Sports,9794,33757,South,301.48,10
2869,2020-11-11,Clothing,1674,77947,South,435.14,2
2870,2020-05-10,Sports,3013,70323,West,134.01,5
2871,2024-04-14,Toys,6797,45020,West,196.24,1
2872,2024-01-26,Toys,3258,18517,East,548.1,3
2873,2023-03-05,Electronics,4290,84380,East,176.75,6
2874,2023-06-17,Electronics,3417,32390,North,88.59,5
2875,2022-03-27,Electronics,2027,92889,North,579.12,10
2876,2024-06-03,Toys,4725,70323,East,590.3,6
2877,2023-04-26,Home & Kitchen,5241,76836,East,576.34,4
2878,2022-06-24,Clothing,8617,12265,South,396.97,5
2879,2022-08-11,Toys,8903,66482,East,377.74,6
2880,2021-07-04,Toys,5910,35548,South,191.18,10
2881,2023-01-19,Clothing,8735,97874,South,562.25,7
2882,2023-02-12,Toys,5288,44617,South,729.46,10
2883,2021-09-11,Home & Kitchen,7667,96974,South,512.65,1
2884,2022-12-28,Electronics,8093,28177,South,418.12,4
2885,2020-12-14,Sports,5568,19553,South,967.72,2
2886,2022-03-31,Home & Kitchen,5712,30476,North,26.19,4
2887,2019-10-15,Toys,9225,59174,East,257.64,2
2888,2023-02-12,Electronics,5571,35091,South,38.21,1
2889,2020-03-19,Sports,3251,96248,North,820.89,5
2890,2023-12-23,Electronics,7402,85062,East,795.3,6
2891,2024-02-12,Sports,2309,57119,South,97.7,6
2892,2023-08-28,Home & Kitchen,5050,44409,West,411.51,10
2893,2020-12-18,Sports,2048,15834,North,851.38,6
2894,2023-02-03,Home & Kitchen,6017,16857,West,936.62,9
2895,2020-04-11,Toys,6089,79606,West,501.87,1
2896,2023-02-06,Electronics,8211,18392,North,246.21,1
2897,2019-11-01,Home & Kitchen,4464,13804,West,131.77,8
2898,2023-06-14,Toys,6670,92078,West,250.59,5
2899,2020-06-16,Toys,7872,72400,North,300.09,6
2900,2020-09-04,Electronics,6275,18392,West,455.78,6
2901,2023-11-05,Toys,1140,30967,East,441.26,2
2902,2023-08-22,Toys,1991,23266,West,19.88,7
2903,2022-07-28,Sports,2059,86922,South,258.23,6
2904,2022-07-06,Home & Kitchen,4241,19383,North,293.62,4
2905,2021-09-28,Clothing,7727,65066,West,651.91,8
2906,2023-05-30,Clothing,4192,68669,South,336.52,4
2907,2024-09-08,Sports,5672,35091,South,814.59,7
2908,2024-05-14,Clothing,8357,85185,North,416.72,2
2909,2021-06-10,Sports,5486,32390,South,965.18,8
2910,2021-01-16,Home & Kitchen,4564,90016,South,811.51,3
2911,2022-11-29,Clothing,5353,86240,North,882.96,6
2912,2023-03-01,Clothing,8433,73152,North,870.27,8
2913,2022-12-24,Sports,8235,30476,West,737.71,10
2914,2023-08-20,Sports,9044,38296,East,876.41,4
2915,2019-10-28,Sports,9979,96248,South,287.73,1
2916,2023-02-03,Clothing,4433,21915,East,130.7,4
2917,2022-11-03,Home & Kitchen,2847,76869,East,413.75,7
2918,2023-08-04,Sports,5243,15834,North,950.31,2
2919,2022-02-23,Home & Kitchen,7119,61517,North,367.62,8
2920,2019-11-06,Electronics,6902,63967,West,892.8,1
2921,2020-12-18,Sports,7576,57119,West,177.67,3
2922,2022-12-04,Toys,3917,89975,South,86.64,9
2923,2024-07-03,Sports,5451,83747,East,201.33,8
2924,2023-04-03,Home & Kitchen,9460,64766,North,90.82,10
2925,2023-10-16,Clothing,4823,44409,East,254.96,2
2926,2022-06-26,Clothing,5556,53801,West,609.51,8
2927,2023-03-18,Toys,2346,11550,West,485.94,6
2928,2020-11-20,Toys,2200,94697,West,174.62,2
2929,2021-08-05,Sports,5224,48460,South,297.06,5
2930,2020-04-05,Clothing,6801,15468,West,855.79,5
2931,2024-05-04,Home & Kitchen,2774,80353,North,508.47,7
2932,2022-02-16,Electronics,3104,21791,North,238.13,4
2933,2019-10-13,Electronics,6308,76869,East,495.91,2
2934,2021-11-17,Sports,9321,89975,South,94.74,4
2935,2019-11-03,Home & Kitchen,2786,95471,South,231.11,7
2936,2022-12-08,Toys,8675,84669,West,912.7,2
2937,2023-04-03,Sports,3674,28907,North,275.22,9
2938,2021-01-25,Toys,3417,55381,East,291.76,10
2939,2021-12-16,Toys,6478,30476,West,303.64,3
2940,2019-11-12,Electronics,6108,95151,North,283.28,2
2941,2019-10-21,Home & Kitchen,3238,90690,East,199.15,6
2942,2023-05-26,Home & Kitchen,1252,26929,East,650.37,10
2943,2020-07-31,Electronics,6744,75061,South,367.09,2
2944,2023-03-20,Clothing,7002,66482,North,12.33,9
2945,2022-08-22,Clothing,2100,63789,North,610.97,1
2946,2023-03-19,Sports,1788,43090,South,168.1,9
2947,2022-01-29,Clothing,5294,84669,North,159.82,8
2948,2023-10-28,Clothing,7119,19925,South,884.63,9
2949,2019-10-11,Toys,3390,79606,North,623.08,6
2950,2021-10-21,Toys,1103,49154,West,716.98,10
2951,2020-02-02,Clothing,7578,78093,North,621.4,10
2952,2024-08-09,Electronics,4482,73249,West,169.74,1
2953,2021-01-09,Toys,5067,52655,South,955.37,1
2954,2020-07-11,Home & Kitchen,9091,92078,North,595.82,1
2955,2021-04-23,Toys,4696,57276,North,837.24,9
2956,2023-03-12,Home & Kitchen,6389,18392,East,792.5,3
2957,2022-04-25,Clothing,7594,75613,East,355.92,1
2958,2020-05-21,Clothing,3417,19925,West,418.43,7
2959,2024-08-02,Home & Kitchen,2591,54164,West,167.61,9
2960,2021-04-18,Electronics,1542,79606,North,368.92,7
2961,2022-09-27,Toys,4482,96974,South,420.66,2
2962,2022-10-15,Sports,6467,62741,South,531.42,10
2963,2024-09-30,Clothing,2576,66482,South,767.32,8
2964,2020-12-04,Clothing,4808,16857,West,905.22,7
2965,2022-07-27,Sports,4241,54164,East,930.56,5
2966,2023-05-30,Clothing,4560,48059,North,856.51,1
2967,2022-05-19,Home & Kitchen,3252,47050,West,600.6,3
2968,2023-03-13,Toys,3771,85185,South,606.99,1
2969,2023-11-11,Clothing,7963,59721,North,860.12,4
2970,2021-12-29,Sports,2591,44617,North,770.06,6
2971,2019-10-19,Home & Kitchen,9718,29727,South,790.74,1
2972,2023-10-18,Clothing,8149,32390,North,227.24,8
2973,2021-06-05,Sports,2935,63789,East,693.07,1
2974,2020-06-02,Electronics,3548,85062,West,795.73,4
2975,2024-01-22,Toys,7241,83747,North,943.32,6
2976,2021-09-15,Toys,6549,94653,South,993.98,2
2977,2020-05-31,Sports,6647,85185,South,125.85,6
2978,2023-02-19,Home & Kitchen,8414,48755,East,317.01,10
2979,2019-12-28,Electronics,6017,76941,North,446.79,4
2980,2023-10-24,Sports,6750,78093,East,610.85,3
2981,2021-11-28,Home & Kitchen,1765,11981,East,266.77,3
2982,2023-08-19,Clothing,7468,50462,North,657.57,9
2983,2022-04-02,Clothing,9718,59340,South,861.02,10
2984,2022-04-30,Electronics,1654,87218,South,992.8,4
2985,2022-11-09,Toys,3290,61019,East,716.41,7
2986,2024-03-03,Home & Kitchen,2025,85275,North,556.79,2
2987,2023-10-08,Home & Kitchen,3390,10338,South,604.92,1
2988,2022-12-19,Clothing,8950,67261,South,368.09,8
2989,2021-10-19,Electronics,5866,48755,East,777.02,4
2990,2020-06-06,Toys,5667,86240,South,410.37,4
2991,2020-10-12,Electronics,2123,45020,West,484.2,5
2992,2020-01-28,Home & Kitchen,1568,77787,North,307.99,9
2993,2022-04-14,Toys,8791,18517,North,721.84,7
2994,2024-02-19,Sports,1555,60791,East,539.29,7
2995,2021-06-17,Electronics,8300,89975,North,918.86,3
2996,2021-06-08,Toys,3771,16377,East,45.3,8
2997,2022-11-24,Home & Kitchen,6818,63058,East,697.22,2
2998,2024-02-12,Toys,9936,95151,East,694.19,9
2999,2023-10-09,Electronics,3685,76634,West,98.06,3
3000,2024-01-13,Toys,2273,35091,South,583.21,6
3001,2020-01-15,Toys,8869,57437,West,393.17,3
3002,2023-09-03,Toys,4798,21880,West,649.3,2
3003,2023-12-30,Sports,6157,13804,West,468.29,1
3004,2023-11-14,Toys,3068,15468,East,160.04,3
3005,2022-10-24,Electronics,4298,39211,East,259.44,9
3006,2024-08-25,Clothing,8211,42976,North,143.67,9
3007,2020-05-28,Toys,7726,93266,East,887.09,5
3008,2020-02-20,Home & Kitchen,1830,96248,East,941.66,6
3009,2021-12-16,Electronics,3897,61650,West,51.3,6
3010,2022-07-08,Electronics,7176,23857,East,316.37,2
3011,2021-01-18,Home & Kitchen,6081,92889,West,70.66,5
3012,2020-03-15,Electronics,7574,85062,West,351.25,1
3013,2023-11-27,Home & Kitchen,9841,82831,East,179.12,10
3014,2022-03-25,Sports,3288,33610,West,203.54,8
3015,2021-02-01,Home & Kitchen,9492,77787,South,40.65,2
3016,2023-11-04,Electronics,2042,59340,South,996.61,3
3017,2022-06-03,Sports,7127,43090,South,629.14,4
3018,2023-05-23,Toys,5742,76941,West,707.78,6
3019,2023-09-07,Sports,7294,28297,North,657.65,10
3020,2020-09-01,Home & Kitchen,2710,62741,West,733.76,4
3021,2023-04-28,Electronics,5865,29727,West,790.28,4
3022,2020-01-02,Clothing,1348,61650,East,86.27,10
3023,2021-06-26,Sports,2453,72676,South,835.54,3
3024,2022-08-23,Sports,7152,23090,North,650.97,3
3025,2020-08-09,Clothing,2273,64193,South,822.7,3
3026,2021-08-09,Home & Kitchen,5486,45020,West,432.98,4
3027,2020-04-15,Home & Kitchen,4898,97874,East,128.24,9
3028,2021-04-13,Toys,7127,49154,West,498.69,6
3029,2022-06-05,Clothing,9079,76313,South,681.57,6
3030,2021-11-15,Clothing,3013,45020,South,947.45,6
3031,2021-07-01,Toys,8252,38453,North,611.23,8
3032,2022-04-26,Toys,1016,44859,East,469.75,5
3033,2023-05-07,Sports,5083,95471,West,699.46,1
3034,2022-07-22,Sports,5367,15468,East,115.9,1
3035,2021-03-04,Home & Kitchen,5264,15422,North,325.98,4
3036,2019-11-15,Clothing,5647,69761,West,435.02,3
3037,2021-07-04,Home & Kitchen,3617,97874,South,15.27,2
3038,2024-09-29,Sports,2465,76869,North,917.4,1
3039,2021-09-04,Electronics,2678,51637,South,174.08,1
3040,2020-02-07,Sports,6797,16699,East,301.86,1
3041,2022-04-13,Home & Kitchen,4761,35175,East,991.5,4
3042,2020-01-10,Home & Kitchen,7991,76026,East,903.27,8
3043,2019-11-29,Sports,8039,61019,North,586.56,1
3044,2024-06-26,Toys,2591,97529,North,956.6,2
3045,2020-06-08,Sports,3646,30967,North,922.91,10
3046,2021-01-23,Toys,5556,20280,South,33.15,4
3047,2024-09-27,Electronics,2233,61513,West,471.72,10
3048,2023-11-04,Home & Kitchen,1488,44409,East,304.51,3
3049,2022-09-06,Home & Kitchen,3815,59340,South,42.58,8
3050,2019-10-09,Sports,3026,92889,East,148.92,1
3051,2024-07-22,Sports,2715,14694,East,101.31,2
3052,2023-04-16,Sports,8377,17622,North,220.98,4
3053,2021-09-10,Home & Kitchen,3738,44029,West,375.33,8
3054,2021-09-19,Electronics,6560,76634,East,264.74,9
3055,2020-01-02,Electronics,2774,11550,North,542.85,2
3056,2022-09-22,Toys,1013,73249,North,804.0,1
3057,2024-09-23,Toys,6108,42747,South,745.55,1
3058,2022-12-16,Sports,1334,48755,South,819.22,10
3059,2020-08-17,Toys,2715,48254,East,414.54,5
3060,2020-09-05,Clothing,2088,69761,East,563.82,2
3061,2020-08-22,Electronics,7520,64193,South,193.2,2
3062,2020-04-24,Sports,1399,89975,North,808.91,6
3063,2021-12-20,Electronics,2647,53494,East,178.57,8
3064,2020-09-22,Home & Kitchen,2465,22511,South,662.33,5
3065,2020-12-04,Clothing,2412,35091,West,702.28,8
3066,2021-12-30,Sports,1733,87741,East,557.04,7
3067,2024-05-27,Toys,6205,42976,South,294.8,3
3068,2021-01-13,Home & Kitchen,1724,11550,East,982.33,8
3069,2019-12-09,Sports,6560,89975,East,317.68,9
3070,2024-03-20,Electronics,2591,21791,North,56.15,1
3071,2022-05-15,Sports,8503,10178,South,784.06,2
3072,2023-07-08,Toys,2391,82459,East,666.9,3
3073,2024-04-27,Clothing,2959,59174,North,174.36,1
3074,2020-01-08,Sports,8414,10828,South,372.13,4
3075,2023-04-19,Toys,3262,43282,East,676.58,8
3076,2023-09-16,Home & Kitchen,3015,65066,North,815.05,1
3077,2020-04-26,Home & Kitchen,9777,28177,North,969.62,2
3078,2023-01-30,Home & Kitchen,1016,67261,North,767.84,8
3079,2022-12-14,Sports,5376,95213,North,382.23,6
