INVENTORY_DATE,STORE_ID,PRODUCT_ID,OPENING_STOCK,PURCHASES,SALES,CLOSING_STOCK,REGION_ID
2025-10-24,S0403,P00301,244,31,172,103,R3
2025-06-16,S0019,P00420,17,67,1,83,R9
2023-04-25,S0375,P00956,396,38,323,111,R2
2023-08-24,S0161,P00845,116,63,108,71,R4
2024-10-19,S0245,P00090,409,5,135,279,R9
2024-11-05,S0251,P00676,158,38,100,96,R8
2023-08-24,S0447,P00304,73,100,143,30,R10
2024-02-22,S0025,P00097,341,38,364,15,R2
2023-05-04,S0027,P00596,96,56,101,51,R2
2023-02-28,S0002,P00326,495,3,320,178,R5
2023-08-16,S0463,P00358,177,87,161,103,R8
2024-05-05,S0114,P00496,114,42,132,24,R10
2024-11-16,S0434,P00018,146,83,105,124,R6
2024-01-31,S0444,P00164,398,0,122,276,R7
2025-07-04,S0094,P00344,333,18,108,243,R7
2024-02-23,S0162,P00063,178,50,92,136,R1
2024-12-05,S0307,P00922,360,38,373,25,R10
2023-07-09,S0354,P00500,480,93,183,390,R8
2024-06-08,S0140,P00873,277,12,94,195,R4
2023-09-23,S0234,P00811,55,44,99,0,R7
2023-07-23,S0265,P00662,293,17,70,240,R2
2023-08-18,S0313,P00289,435,12,198,249,R7
2024-04-23,S0077,P00313,297,13,152,158,R7
2025-09-22,S0214,P00737,114,97,140,71,R5
2023-11-04,S0468,P00952,236,35,127,144,R3
2024-11-24,S0185,P00375,172,41,111,102,R4
2023-09-04,S0038,P00687,193,70,23,240,R6
2024-06-28,S0318,P00993,66,38,59,45,R1
2024-02-05,S0152,P00269,67,3,46,24,R3
2025-05-21,S0356,P00647,95,24,55,64,R3
2023-05-04,S0175,P00876,438,80,296,222,R6
2024-11-01,S0061,P00470,27,35,57,5,R1
2024-12-09,S0262,P00858,116,31,117,30,R9
2024-01-29,S0026,P00471,184,48,34,198,R9
2024-09-30,S0137,P00256,118,89,38,169,R1
2025-09-08,S0116,P00379,458,60,185,333,R2
2023-10-17,S0442,P00857,470,93,354,209,R10
2023-12-04,S0041,P00205,195,19,129,85,R1
2024-05-31,S0220,P00305,494,20,458,56,R1
2023-04-29,S0253,P00397,35,68,56,47,R8
2025-09-14,S0373,P00400,298,26,15,309,R5
2023-09-28,S0444,P00715,104,63,59,108,R4
2024-03-11,S0298,P00693,10,0,10,0,R4
2024-05-06,S0126,P00688,400,53,208,245,R10
2024-06-01,S0252,P00246,426,9,61,374,R9
2025-03-30,S0458,P00992,347,60,38,369,R7
2023-02-27,S0358,P00330,206,93,96,203,R9
2023-07-01,S0360,P00942,113,73,29,157,R8
2024-05-15,S0201,P00328,467,72,302,237,R5
2023-10-30,S0110,P00727,444,58,427,75,R9
2025-09-11,S0233,P00938,51,40,8,83,R1
2023-12-19,S0467,P00641,28,31,33,26,R1
2024-10-09,S0170,P00196,256,40,107,189,R6
2024-09-04,S0226,P00058,371,22,241,152,R4
2023-11-08,S0099,P00794,265,4,60,209,R6
2025-06-11,S0192,P00843,171,0,150,21,R9
2023-11-05,S0203,P00883,33,21,31,23,R10
2025-01-21,S0278,P00291,42,18,26,34,R8
2023-04-13,S0227,P00524,293,89,90,292,R2
2023-04-25,S0163,P00663,307,12,242,77,R10
2023-03-19,S0409,P00960,23,86,3,106,R1
2023-07-21,S0160,P00692,336,44,77,303,R5
2024-02-15,S0306,P00135,399,98,188,309,R4
2024-07-18,S0254,P00254,343,91,329,105,R4
2023-06-13,S0166,P00490,192,77,175,94,R3
2024-11-10,S0474,P00654,441,5,185,261,R10
2024-09-17,S0241,P00469,131,77,131,77,R5
2025-06-13,S0246,P00818,283,100,313,70,R6
2024-11-26,S0273,P00720,168,88,91,165,R10
2024-10-23,S0458,P00741,62,63,93,32,R9
2024-11-12,S0336,P00829,270,31,184,117,R2
2025-07-06,S0375,P00012,464,73,416,121,R4
2023-04-23,S0147,P00964,456,51,135,372,R7
2023-04-02,S0105,P00453,326,20,206,140,R2
2024-07-22,S0197,P00330,97,99,108,88,R8
2023-03-29,S0208,P00581,316,37,21,332,R4
2025-07-16,S0205,P00493,27,83,2,108,R4
2023-12-27,S0146,P00647,296,40,212,124,R6
2024-08-14,S0404,P00875,462,72,457,77,R9
2025-04-06,S0386,P00266,232,39,269,2,R9
2025-01-10,S0342,P00190,173,90,169,94,R5
2023-01-20,S0139,P00650,377,99,338,138,R2
2023-02-17,S0110,P00809,311,51,20,342,R3
2023-05-20,S0258,P00362,85,38,22,101,R1
2024-09-29,S0011,P00442,490,31,33,488,R4
2023-04-23,S0481,P00095,169,49,20,198,R5
2023-12-05,S0310,P00715,436,54,108,382,R6
2023-04-02,S0316,P00404,488,30,352,166,R7
2025-10-04,S0338,P00900,373,67,18,422,R1
2024-05-17,S0379,P00058,258,68,88,238,R6
2023-08-03,S0319,P00202,255,61,12,304,R2
2025-06-09,S0340,P00997,66,18,14,70,R1
2025-07-29,S0059,P00612,188,17,56,149,R3
2023-01-18,S0499,P00811,262,33,202,93,R5
2023-05-30,S0322,P00991,434,89,297,226,R5
2025-02-14,S0010,P00891,202,57,76,183,R4
2024-01-02,S0326,P00612,163,33,75,121,R6
2024-03-15,S0376,P00525,186,48,172,62,R3
2024-04-28,S0150,P00762,265,13,104,174,R1
2025-04-27,S0025,P00622,29,51,67,13,R2
2024-12-21,S0318,P00105,407,49,112,344,R5
2024-09-26,S0211,P00008,445,58,404,99,R2
2025-04-19,S0287,P00503,376,44,403,17,R6
2023-07-01,S0344,P00491,196,77,124,149,R7
2024-12-15,S0034,P00268,478,8,247,239,R8
2023-03-06,S0147,P00910,104,18,27,95,R6
2024-02-03,S0287,P00650,339,6,44,301,R3
2023-07-01,S0431,P00348,282,92,259,115,R9
2025-03-19,S0160,P00483,250,40,245,45,R4
2025-10-15,S0486,P00336,377,6,360,23,R6
2023-10-25,S0196,P00596,41,36,77,0,R10
2023-12-19,S0474,P00002,236,2,44,194,R7
2023-07-26,S0294,P00863,173,63,114,122,R2
2024-10-17,S0242,P00985,183,54,120,117,R2
2025-08-18,S0038,P00857,246,45,178,113,R1
2025-05-18,S0156,P00479,458,82,375,165,R3
2024-04-20,S0033,P00489,364,24,36,352,R9
2023-12-07,S0194,P00970,18,9,1,26,R6
2024-08-15,S0134,P00083,18,83,17,84,R8
2025-06-10,S0427,P00492,420,51,348,123,R5
2023-01-23,S0389,P00455,404,61,304,161,R10
2025-10-27,S0067,P00726,305,71,247,129,R10
2024-05-17,S0251,P00985,45,31,2,74,R8
2023-06-30,S0435,P00240,98,4,39,63,R10
2023-02-10,S0327,P00612,318,35,257,96,R8
2023-09-25,S0025,P00771,281,51,201,131,R8
2023-06-16,S0329,P00810,480,87,194,373,R2
2024-06-11,S0125,P00820,300,10,298,12,R8
2025-02-09,S0095,P00048,57,30,44,43,R5
2024-09-24,S0336,P00566,337,0,256,81,R3
2023-04-03,S0102,P00261,300,67,65,302,R9
2025-04-21,S0432,P00447,285,77,32,330,R2
2025-07-18,S0342,P00842,373,46,372,47,R1
2023-09-10,S0293,P00782,190,39,19,210,R10
2024-08-18,S0058,P00926,238,67,236,69,R8
2023-04-13,S0350,P00458,399,67,360,106,R2
2023-09-01,S0208,P00242,43,55,86,12,R4
2023-07-10,S0267,P00524,148,31,130,49,R8
2025-10-04,S0425,P00558,212,48,133,127,R1
2024-08-13,S0381,P00778,332,81,384,29,R2
2023-06-30,S0227,P00595,119,61,140,40,R8
2024-04-30,S0144,P00758,389,64,143,310,R3
2024-09-16,S0347,P00898,211,11,151,71,R10
2025-06-19,S0049,P00438,247,43,44,246,R10
2024-08-31,S0391,P00475,415,24,81,358,R8
2025-05-14,S0333,P00669,127,47,141,33,R2
2023-04-02,S0294,P00767,242,52,136,158,R9
2025-08-29,S0209,P00953,370,35,278,127,R7
2024-06-01,S0139,P00930,418,50,75,393,R9
2023-01-03,S0250,P00427,140,53,99,94,R1
2023-02-19,S0290,P00483,124,7,23,108,R7
2024-04-12,S0209,P00820,199,45,145,99,R7
2024-01-09,S0236,P00533,150,39,34,155,R1
2025-05-05,S0237,P00960,264,52,119,197,R4
2024-06-01,S0059,P00668,461,2,128,335,R8
2023-12-11,S0156,P00493,394,9,318,85,R3
2024-09-12,S0013,P00676,354,21,186,189,R2
2025-10-14,S0403,P00213,479,35,400,114,R3
2024-05-18,S0111,P00538,443,66,269,240,R5
2025-02-02,S0203,P00109,259,91,261,89,R5
2025-02-21,S0131,P00195,43,52,93,2,R1
2023-05-24,S0347,P00518,130,53,56,127,R3
2025-05-26,S0236,P00911,476,74,12,538,R2
2023-01-28,S0414,P00453,156,30,5,181,R8
2025-05-20,S0287,P00203,399,41,439,1,R2
2024-01-19,S0168,P00679,368,88,149,307,R3
2025-05-06,S0500,P00831,372,54,277,149,R1
2023-12-13,S0415,P00622,157,20,86,91,R1
2024-01-16,S0089,P00098,242,91,39,294,R10
2024-01-25,S0273,P00242,100,77,133,44,R9
2025-09-30,S0050,P00601,431,27,210,248,R7
2024-06-16,S0361,P00281,334,33,321,46,R3
2024-04-04,S0409,P00855,218,42,92,168,R9
2023-04-04,S0346,P00710,364,32,276,120,R3
2023-04-11,S0281,P00450,141,69,210,0,R6
2023-12-16,S0212,P00610,330,50,272,108,R1
2023-06-08,S0479,P00769,13,66,38,41,R10
2023-11-21,S0101,P00037,171,58,9,220,R9
2025-06-02,S0045,P00191,155,99,45,209,R6
2025-06-06,S0104,P00617,136,58,45,149,R10
2024-02-18,S0483,P00933,141,11,2,150,R5
2025-05-03,S0272,P00136,419,85,174,330,R5
2025-05-29,S0164,P00582,461,81,316,226,R2
2025-10-28,S0212,P00672,146,4,150,0,R3
2024-12-14,S0113,P00250,386,98,442,42,R10
2025-06-03,S0057,P00170,237,55,30,262,R9
2023-03-24,S0195,P00919,189,45,226,8,R10
2024-08-25,S0084,P00857,302,0,277,25,R8
2023-05-02,S0042,P00932,321,49,247,123,R9
2023-01-30,S0249,P00648,162,98,19,241,R8
2024-01-17,S0141,P00840,438,42,370,110,R1
2024-09-07,S0040,P00455,31,5,36,0,R4
2023-05-01,S0346,P00853,392,33,291,134,R3
2024-06-21,S0380,P00377,82,14,39,57,R2
2023-06-04,S0024,P00653,360,41,324,77,R10
2023-05-05,S0343,P00275,255,38,131,162,R6
2023-04-30,S0333,P00205,198,47,202,43,R9
2023-03-05,S0169,P00939,296,99,77,318,R6
2025-05-04,S0134,P00404,423,26,350,99,R5
2023-11-14,S0497,P00140,351,58,212,197,R10
2024-01-03,S0022,P00612,411,30,32,409,R6
2025-06-28,S0082,P00563,229,53,209,73,R8
2025-08-14,S0201,P00966,50,71,56,65,R2
2024-08-26,S0477,P00952,413,18,418,13,R2
2025-09-19,S0327,P00122,116,33,117,32,R3
2024-07-20,S0300,P00860,486,93,401,178,R4
2025-01-13,S0341,P00891,39,30,4,65,R1
2023-06-18,S0400,P00906,231,29,17,243,R10
2024-01-22,S0091,P00652,373,16,386,3,R2
2023-03-11,S0005,P00376,496,33,488,41,R10
2025-04-07,S0355,P00375,325,53,200,178,R4
2023-06-27,S0001,P00797,404,72,260,216,R9
2024-06-25,S0100,P00235,457,14,456,15,R1
2023-05-15,S0001,P01000,386,5,168,223,R4
2024-06-15,S0411,P00543,98,45,98,45,R7
2024-02-23,S0359,P00666,384,86,288,182,R5
2025-01-21,S0047,P00972,330,79,41,368,R2
2024-10-29,S0478,P00298,132,86,173,45,R1
2023-01-02,S0319,P00477,233,86,199,120,R7
2024-05-11,S0473,P00931,204,60,220,44,R6
2023-01-31,S0157,P00528,191,1,107,85,R4
2025-03-06,S0007,P00936,300,94,320,74,R1
2025-04-26,S0406,P00871,87,37,105,19,R4
2023-12-31,S0246,P00680,64,7,17,54,R1
2023-08-31,S0113,P00838,397,46,368,75,R2
2025-10-18,S0375,P00931,276,14,121,169,R10
2025-03-17,S0204,P00893,387,51,90,348,R5
2023-10-02,S0145,P00671,430,9,22,417,R8
2024-05-11,S0387,P00514,130,42,166,6,R1
2024-04-08,S0391,P00591,174,84,113,145,R5
2024-08-13,S0007,P00867,467,91,145,413,R4
2024-07-25,S0490,P00146,410,64,42,432,R9
2025-05-11,S0081,P00365,224,0,14,210,R10
2023-02-27,S0459,P00410,311,89,272,128,R7
2023-05-07,S0481,P00820,185,14,27,172,R8
2023-05-26,S0376,P00221,489,31,74,446,R9
2024-02-07,S0028,P00858,408,45,423,30,R10
2025-03-21,S0455,P00193,187,96,22,261,R3
2023-06-24,S0307,P00105,44,54,96,2,R6
2024-02-02,S0220,P00999,465,47,492,20,R5
2023-03-02,S0169,P00269,313,26,85,254,R3
2025-01-17,S0219,P00725,213,91,276,28,R10
2025-01-17,S0198,P00326,52,47,64,35,R8
2023-02-03,S0203,P00837,419,77,422,74,R6
2025-08-01,S0321,P00142,83,98,56,125,R2
2025-04-30,S0388,P00963,177,19,54,142,R10
2024-03-09,S0040,P00469,76,44,64,56,R1
2023-11-21,S0214,P00201,95,25,101,19,R9
2023-05-08,S0102,P00029,410,93,327,176,R7
2025-08-27,S0174,P00172,215,82,119,178,R2
2024-10-18,S0128,P00665,180,60,131,109,R3
2023-12-27,S0379,P00544,360,83,400,43,R8
2024-09-27,S0123,P00237,61,1,20,42,R7
2025-06-16,S0405,P00036,472,25,376,121,R2
2023-01-23,S0426,P00977,93,10,8,95,R5
2023-06-13,S0322,P00458,169,41,146,64,R1
2023-04-25,S0112,P00397,221,48,63,206,R4
2025-10-27,S0011,P00725,281,46,139,188,R9
2023-06-23,S0482,P00827,480,82,17,545,R1
2023-04-17,S0082,P00395,244,52,246,50,R5
2024-12-13,S0354,P00440,43,87,81,49,R4
2025-06-11,S0462,P00507,114,51,21,144,R3
2023-09-30,S0114,P00224,376,40,264,152,R4
2024-07-20,S0178,P00361,71,29,8,92,R6
2023-05-26,S0272,P00945,343,10,258,95,R8
2024-11-09,S0499,P00972,384,46,198,232,R2
2024-07-20,S0118,P00376,417,61,445,33,R8
2023-04-05,S0364,P00522,119,17,110,26,R5
2024-03-21,S0202,P00357,29,4,4,29,R6
2024-09-21,S0050,P00613,416,61,268,209,R4
2024-07-24,S0057,P00161,441,49,54,436,R8
2025-07-05,S0334,P00964,308,41,152,197,R5
2025-02-20,S0312,P00759,465,99,471,93,R10
2024-12-31,S0428,P00413,323,54,299,78,R3
2025-07-22,S0227,P00310,176,46,216,6,R4
2024-11-11,S0077,P00061,226,95,292,29,R1
2024-12-16,S0368,P00199,118,42,14,146,R2
2023-01-07,S0125,P00242,91,89,180,0,R1
2025-06-30,S0343,P00252,112,91,49,154,R9
2024-10-22,S0103,P00776,461,37,257,241,R3
2024-11-02,S0351,P00084,420,97,31,486,R1
2024-12-09,S0305,P00420,313,93,23,383,R4
2024-12-15,S0323,P00434,230,65,167,128,R8
2023-02-07,S0488,P00972,260,10,56,214,R1
2024-01-23,S0420,P00002,357,86,288,155,R8
2023-07-02,S0021,P00869,479,50,113,416,R3
2025-09-21,S0194,P00570,67,53,92,28,R10
2025-05-16,S0325,P00779,122,56,108,70,R5
2024-01-04,S0256,P00093,210,90,293,7,R5
2024-09-10,S0064,P00347,418,24,1,441,R6
2023-03-09,S0063,P00190,135,71,199,7,R5
2024-12-22,S0270,P00824,425,41,48,418,R9
2025-08-27,S0072,P00046,187,40,159,68,R2
2023-05-08,S0281,P00272,484,44,450,78,R7
2023-10-25,S0468,P00275,482,47,217,312,R1
2024-10-17,S0447,P00430,323,28,9,342,R4
2025-01-20,S0212,P00411,76,18,88,6,R4
2025-10-20,S0432,P00152,167,92,136,123,R2
2024-07-24,S0457,P00779,490,71,99,462,R1
2023-11-01,S0196,P00043,414,3,161,256,R6
2023-06-11,S0185,P00641,30,34,40,24,R6
2025-04-05,S0383,P00820,307,95,350,52,R9
2024-08-14,S0128,P00957,74,89,162,1,R2
2024-09-06,S0260,P00741,60,83,26,117,R6
2023-09-15,S0292,P00192,247,86,175,158,R1
2025-05-20,S0124,P00929,273,89,341,21,R4
2024-08-11,S0481,P00184,303,55,96,262,R7
2023-07-01,S0034,P00592,102,65,5,162,R5
2024-12-29,S0382,P00564,41,17,56,2,R10
2023-08-06,S0381,P00362,353,61,82,332,R4
2024-09-19,S0140,P00137,316,95,83,328,R5
2024-12-09,S0481,P00869,410,6,209,207,R9
2025-05-19,S0180,P00523,59,73,14,118,R8
2024-01-16,S0112,P00583,227,74,76,225,R5
2023-02-18,S0311,P00315,446,81,281,246,R4
2025-02-06,S0219,P00041,213,10,181,42,R9
2024-08-06,S0472,P00046,42,48,51,39,R1
2023-05-01,S0219,P00075,225,57,40,242,R4
2025-01-16,S0271,P00079,296,84,306,74,R4
2024-09-14,S0161,P00589,383,34,237,180,R1
2025-09-13,S0083,P00756,97,66,157,6,R6
2024-02-11,S0491,P00909,448,68,418,98,R2
2024-07-13,S0480,P00098,53,67,8,112,R9
2025-08-01,S0495,P00855,298,74,336,36,R5
2025-01-05,S0432,P00148,353,76,320,109,R5
2025-06-06,S0097,P00907,413,96,353,156,R6
2025-09-11,S0289,P00420,266,9,254,21,R5
2025-10-19,S0331,P00749,489,73,485,77,R1
2024-11-08,S0087,P00491,259,35,57,237,R4
2024-07-30,S0491,P00048,491,93,170,414,R8
2024-01-22,S0178,P00246,254,12,8,258,R3
2025-09-25,S0423,P00841,371,16,325,62,R9
2024-12-17,S0044,P00561,224,74,152,146,R7
2024-10-18,S0005,P00354,155,26,13,168,R7
2024-05-26,S0038,P00515,358,38,21,375,R10
2023-05-04,S0131,P00225,371,44,193,222,R4
2025-09-17,S0016,P00622,118,67,40,145,R5
2023-07-26,S0392,P00315,230,29,16,243,R4
2024-12-16,S0245,P00729,193,44,120,117,R7
2023-05-25,S0313,P00878,232,55,67,220,R3
2024-11-13,S0303,P00501,387,13,170,230,R2
2023-08-10,S0206,P00693,300,100,342,58,R6
2024-07-01,S0498,P00669,10,91,55,46,R4
2024-03-27,S0475,P00677,472,8,365,115,R7
2023-08-23,S0365,P00943,42,16,28,30,R9
2024-08-24,S0014,P00287,364,46,286,124,R1
2024-01-11,S0286,P00585,104,66,89,81,R8
2025-09-23,S0194,P00366,154,35,24,165,R1
2025-08-18,S0367,P00697,131,78,128,81,R2
2025-09-14,S0045,P00418,263,63,132,194,R3
2025-08-25,S0441,P00688,251,42,151,142,R6
2025-07-28,S0294,P00744,204,59,28,235,R6
2024-10-13,S0432,P00342,249,24,238,35,R8
2023-11-30,S0023,P00049,130,37,162,5,R8
2025-04-10,S0449,P00834,233,38,246,25,R5
2024-10-27,S0348,P00307,329,83,349,63,R9
2025-05-02,S0107,P00124,493,72,90,475,R3
2024-03-16,S0211,P00633,251,68,206,113,R5
2024-08-30,S0353,P00094,154,91,183,62,R5
2025-01-27,S0059,P00920,389,31,59,361,R7
2023-07-01,S0294,P00475,411,46,424,33,R7
2023-11-18,S0061,P00684,322,98,309,111,R10
2025-05-17,S0469,P00770,17,36,44,9,R4
2023-06-28,S0400,P00456,69,27,20,76,R7
2025-02-27,S0017,P00058,379,15,356,38,R2
2023-08-16,S0480,P00362,147,86,38,195,R9
2024-05-31,S0344,P00202,431,32,144,319,R5
2025-03-18,S0004,P00406,374,4,89,289,R8
2023-07-19,S0303,P00790,401,3,202,202,R2
2025-10-08,S0084,P00790,156,41,143,54,R1
2024-03-22,S0391,P00596,64,37,69,32,R2
2025-03-25,S0307,P00340,479,83,34,528,R2
2025-04-14,S0397,P00084,151,97,131,117,R9
2024-08-03,S0093,P00998,296,98,92,302,R10
2023-06-16,S0352,P00946,215,7,36,186,R4
2024-05-22,S0479,P00124,197,40,128,109,R6
2025-03-15,S0306,P00964,297,49,133,213,R10
2025-02-14,S0222,P00634,339,85,125,299,R4
2024-04-24,S0218,P00386,256,4,119,141,R3
2024-05-23,S0446,P00529,34,84,44,74,R10
2023-04-02,S0314,P00925,244,59,223,80,R10
2024-04-09,S0049,P00376,394,85,359,120,R5
2024-11-18,S0162,P00008,110,49,117,42,R6
2025-09-28,S0097,P00904,355,13,63,305,R6
2024-07-17,S0267,P00658,309,27,238,98,R8
2025-04-17,S0097,P00131,70,80,33,117,R9
2024-01-20,S0440,P00534,456,47,48,455,R1
2024-12-06,S0181,P00259,208,10,151,67,R4
2024-10-13,S0320,P00737,381,17,261,137,R5
2023-01-12,S0185,P00259,262,58,6,314,R5
2024-07-01,S0324,P00074,109,39,65,83,R6
2023-04-22,S0091,P00034,384,42,131,295,R1
2025-06-24,S0270,P00060,187,13,166,34,R1
2025-04-22,S0161,P00037,65,35,21,79,R1
2023-03-02,S0145,P00987,401,6,181,226,R5
2025-07-10,S0478,P00803,90,78,118,50,R8
2024-05-02,S0023,P00849,179,24,193,10,R9
2024-10-26,S0367,P00487,493,41,374,160,R3
2025-10-18,S0092,P00447,38,10,29,19,R2
2023-01-12,S0377,P00275,445,41,105,381,R6
2024-02-08,S0347,P00949,386,7,51,342,R9
2024-09-15,S0212,P00910,61,93,116,38,R5
2024-06-22,S0480,P00670,454,83,89,448,R1
2023-01-13,S0414,P00820,318,37,175,180,R8
2023-01-08,S0398,P00783,107,94,200,1,R7
2024-09-29,S0267,P00875,58,44,30,72,R10
2024-06-27,S0430,P00778,131,65,68,128,R5
2025-03-22,S0181,P00818,45,15,38,22,R2
2025-06-22,S0419,P00479,293,87,316,64,R2
2024-01-29,S0462,P00879,24,21,37,8,R4
2024-06-18,S0171,P00413,337,66,165,238,R7
2025-08-24,S0459,P00984,265,85,268,82,R6
2024-05-17,S0095,P00111,25,11,32,4,R8
2025-09-04,S0115,P00913,165,13,85,93,R8
2023-08-29,S0240,P00268,127,1,113,15,R7
2025-08-22,S0248,P00842,371,58,205,224,R3
2024-12-28,S0435,P00127,446,58,195,309,R8
2023-12-21,S0062,P00186,63,0,9,54,R3
2025-10-31,S0226,P00544,264,45,79,230,R6
2023-04-12,S0356,P00581,411,64,153,322,R9
2023-07-30,S0268,P00433,311,19,32,298,R7
2025-03-02,S0062,P00979,71,4,58,17,R1
2023-04-29,S0491,P00301,310,44,168,186,R10
2023-04-01,S0368,P00830,452,82,471,63,R1
2023-12-29,S0326,P00660,135,73,147,61,R1
2023-02-09,S0201,P00907,463,53,490,26,R5
2023-03-31,S0010,P00738,479,3,414,68,R4
2024-04-09,S0395,P00248,427,84,307,204,R1
2023-04-26,S0287,P00754,223,56,194,85,R4
2024-10-02,S0299,P00722,468,100,36,532,R2
2025-04-01,S0054,P00634,454,94,29,519,R4
2024-04-03,S0488,P00826,349,8,38,319,R9
2023-08-11,S0291,P00870,375,13,166,222,R9
2025-02-19,S0401,P00793,229,54,262,21,R3
2023-04-06,S0238,P00244,451,74,18,507,R6
2025-08-04,S0106,P00154,32,29,26,35,R8
2023-06-26,S0137,P00059,66,3,8,61,R5
2024-07-29,S0489,P00001,180,66,244,2,R9
2023-01-10,S0221,P00776,355,64,259,160,R9
2025-04-08,S0410,P00168,328,97,271,154,R3
2024-03-16,S0186,P00934,289,5,219,75,R10
2025-05-24,S0140,P00403,81,2,0,83,R5
2025-02-08,S0424,P00368,358,33,235,156,R6
2023-04-27,S0428,P00451,91,53,139,5,R10
2024-08-07,S0330,P00160,356,59,22,393,R9
2023-05-13,S0118,P00489,158,54,12,200,R1
2023-10-13,S0218,P00790,466,78,82,462,R5
2023-02-20,S0499,P00492,276,91,22,345,R1
2023-11-30,S0184,P00945,273,13,126,160,R7
2025-01-04,S0254,P00630,429,11,244,196,R8
2024-11-29,S0141,P00403,309,77,361,25,R8
2024-01-05,S0163,P00191,55,99,21,133,R1
2024-10-10,S0235,P00787,404,42,360,86,R1
2023-06-04,S0009,P00417,481,9,404,86,R8
2025-07-10,S0218,P00452,58,1,12,47,R8
2024-09-12,S0264,P00325,197,77,32,242,R9
2024-02-16,S0499,P00510,402,58,82,378,R3
2023-08-04,S0196,P00590,144,60,191,13,R3
2023-04-04,S0244,P00454,276,59,184,151,R4
2025-09-17,S0073,P00516,42,54,31,65,R7
2023-02-06,S0398,P00532,467,44,407,104,R8
2024-09-03,S0035,P00403,74,94,145,23,R3
2024-12-09,S0125,P00057,380,98,109,369,R4
2025-05-18,S0231,P00992,286,9,265,30,R4
2025-04-16,S0373,P00660,467,21,397,91,R3
2024-05-21,S0197,P00081,373,34,103,304,R5
2025-03-07,S0254,P00195,230,3,8,225,R8
2025-03-27,S0004,P00229,410,1,313,98,R3
2023-09-28,S0040,P00660,64,52,104,12,R1
2025-04-27,S0250,P00582,350,94,400,44,R4
2025-10-23,S0326,P00467,87,52,89,50,R4
2024-04-29,S0241,P00261,479,19,358,140,R5
2023-12-25,S0328,P00459,138,21,45,114,R8
2025-04-22,S0279,P00799,277,70,144,203,R6
2025-04-04,S0193,P00067,24,83,59,48,R6
2024-02-26,S0396,P00017,253,82,266,69,R4
2023-12-17,S0420,P00071,286,14,206,94,R1
2025-09-01,S0150,P00839,371,95,399,67,R5
2025-01-01,S0162,P00255,12,82,47,47,R6
2024-02-08,S0230,P00775,42,81,58,65,R6
2024-12-10,S0262,P00246,384,22,114,292,R10
2024-07-30,S0296,P00864,69,2,47,24,R6
2023-12-06,S0320,P00640,94,59,121,32,R5
2024-05-07,S0010,P00262,419,27,135,311,R2
2025-06-10,S0165,P00457,438,85,203,320,R10
2025-08-03,S0362,P00611,446,87,380,153,R1
2024-04-09,S0163,P00963,295,14,87,222,R8
2023-08-10,S0331,P00729,242,46,150,138,R1
2025-06-03,S0085,P00237,418,53,55,416,R1
2024-04-01,S0457,P00325,223,33,107,149,R5
2024-01-20,S0205,P00436,476,9,187,298,R8
2025-04-04,S0268,P00045,373,42,70,345,R7
2024-03-16,S0014,P00213,343,18,282,79,R9
2025-01-20,S0417,P00503,323,47,138,232,R4
2023-04-08,S0333,P00577,490,73,527,36,R1
2023-01-10,S0142,P00397,353,21,68,306,R3
2024-04-16,S0111,P00567,226,71,106,191,R10
2024-11-24,S0481,P00858,28,49,45,32,R8
2024-08-03,S0080,P00498,429,72,67,434,R5
2024-02-29,S0213,P00690,474,76,111,439,R2
2024-11-21,S0138,P00878,379,53,384,48,R9
2024-09-13,S0132,P00276,60,14,60,14,R7
2024-08-25,S0245,P00193,275,76,96,255,R6
2024-02-10,S0157,P00928,357,31,228,160,R4
2025-05-21,S0203,P00519,122,49,46,125,R7
2023-04-18,S0246,P00052,406,79,240,245,R5
2023-04-30,S0068,P00443,66,69,92,43,R6
2024-05-14,S0181,P00331,198,56,81,173,R1
2024-05-30,S0404,P00390,319,36,70,285,R3
2024-04-29,S0424,P00006,13,0,11,2,R2
2024-09-16,S0417,P00452,98,61,141,18,R1
2025-07-20,S0381,P00336,204,51,116,139,R4
2023-05-08,S0193,P00732,11,45,48,8,R2
2025-01-11,S0040,P00204,441,85,197,329,R8
2023-11-03,S0144,P00236,355,86,30,411,R7
2023-01-16,S0026,P00012,55,71,68,58,R10
2023-08-12,S0374,P00984,308,33,316,25,R10
2024-03-07,S0215,P00658,358,32,182,208,R1
2025-10-02,S0020,P00381,298,69,355,12,R9
2024-09-02,S0083,P00781,12,51,44,19,R5
2025-09-03,S0137,P00498,416,60,76,400,R1
2024-09-16,S0457,P00849,107,96,138,65,R8
2024-12-26,S0252,P00676,333,75,184,224,R3
2023-10-23,S0203,P00709,142,65,74,133,R7
2024-05-10,S0059,P00113,84,0,13,71,R5
2025-05-10,S0214,P00191,116,41,27,130,R1
2024-10-09,S0303,P00935,466,48,282,232,R2
2023-05-21,S0424,P00442,357,85,40,402,R9
2024-06-01,S0359,P00158,441,49,466,24,R1
2024-09-26,S0051,P00192,368,17,153,232,R7
2024-07-12,S0296,P01000,59,83,141,1,R1
2024-10-30,S0492,P00753,453,79,219,313,R5
2023-04-04,S0124,P00427,167,83,212,38,R7
2025-04-30,S0464,P00318,89,95,99,85,R7
2025-06-16,S0486,P00111,351,57,12,396,R1
