order_id,customer_id,order_date,promised_delivery_time,actual_delivery_time,delivery_status,order_total,payment_method,delivery_partner_id,store_id
6284076508,74179536,19-07-2024 22:39,19-07-2024 22:50,19-07-2024 22:51,On Time,844.26,UPI,39939,2254
340050407,68941950,15-10-2024 13:14,15-10-2024 13:32,15-10-2024 13:29,On Time,58.59,Cash,68329,9482
5927472701,93563435,12-01-2024 16:56,12-01-2024 17:06,12-01-2024 17:04,On Time,2280.71,Wallet,95432,1954
9216536492,58979427,04-10-2024 03:41,04-10-2024 03:52,04-10-2024 03:53,On Time,3056.52,Wallet,83077,1110
3742662928,63971358,03-06-2023 06:52,03-06-2023 07:03,03-06-2023 07:00,On Time,937.34,Wallet,75517,3266
4797768073,35782051,06-07-2023 03:33,06-07-2023 03:49,06-07-2023 04:07,Significantly Delayed,3156.22,Cash,88543,1330
6767935470,70372270,17-04-2024 01:23,17-04-2024 01:42,17-04-2024 01:43,On Time,2249.42,Cash,44553,6622
1963703928,77007315,06-07-2024 00:10,06-07-2024 00:30,06-07-2024 00:27,On Time,1553.71,Wallet,70919,6295
552470423,4394659,27-02-2024 02:32,27-02-2024 02:45,27-02-2024 02:41,On Time,1310.7,Cash,27605,1143
739434870,1603358,05-09-2023 23:05,05-09-2023 23:22,05-09-2023 23:27,On Time,2725.22,Cash,55365,7655
7930373606,13494314,09-08-2023 22:14,09-08-2023 22:26,09-08-2023 22:31,On Time,1782.86,Cash,54606,9325
5374978054,64932019,08-07-2024 14:00,08-07-2024 14:13,08-07-2024 14:17,On Time,1433.88,Cash,63238,2348
4361797433,1603358,05-08-2023 07:22,05-08-2023 07:36,05-08-2023 07:39,On Time,3074.92,UPI,59493,3731
2002067527,45166203,06-11-2023 23:08,06-11-2023 23:18,06-11-2023 23:20,On Time,1269.98,Wallet,71608,8342
4228110436,701493,23-07-2023 19:21,23-07-2023 19:32,23-07-2023 20:02,Significantly Delayed,2512.67,Wallet,24964,961
1251118825,79592021,04-05-2023 00:13,04-05-2023 00:23,04-05-2023 00:36,Slightly Delayed,478.79,Cash,17178,5931
7165265639,29265216,20-08-2023 19:02,20-08-2023 19:14,20-08-2023 19:09,On Time,878.07,Wallet,71534,9164
1255323701,51669263,06-03-2024 11:57,06-03-2024 12:08,06-03-2024 12:06,On Time,3109.5,Wallet,78929,3111
807934194,69925688,13-01-2024 01:41,13-01-2024 01:58,13-01-2024 02:00,On Time,3688,Cash,59454,4585
7968718292,54730270,30-10-2023 20:00,30-10-2023 20:16,30-10-2023 20:17,On Time,931.61,Card,56005,3798
2620531979,8651281,24-02-2024 12:40,24-02-2024 12:53,24-02-2024 13:02,Slightly Delayed,1207.28,Card,23093,5801
6943430459,53636086,05-10-2024 17:21,05-10-2024 17:32,05-10-2024 17:34,On Time,2625.32,Wallet,75360,2062
5607355353,47625855,23-06-2023 09:33,23-06-2023 09:45,23-06-2023 10:06,Significantly Delayed,2909.86,UPI,2135,5949
6696352636,54730270,18-06-2023 15:12,18-06-2023 15:23,18-06-2023 15:53,Significantly Delayed,1458.64,Wallet,98726,6273
9325920156,59110513,12-10-2024 10:36,12-10-2024 10:46,12-10-2024 10:56,Slightly Delayed,3323.67,Card,98397,547
2286477025,59436131,02-06-2023 22:03,02-06-2023 22:16,02-06-2023 22:20,On Time,2751.35,Card,85060,3151
6704773223,81420960,22-07-2024 09:39,22-07-2024 09:59,22-07-2024 10:21,Significantly Delayed,1563.35,Wallet,34344,4737
1435353007,48281892,19-01-2024 09:04,19-01-2024 09:23,19-01-2024 09:24,On Time,2538.96,Card,64672,2991
8080970647,1855421,25-11-2023 17:44,25-11-2023 17:55,25-11-2023 18:00,On Time,3635.32,Card,70168,6162
5881633926,32293017,21-04-2023 18:43,21-04-2023 19:00,21-04-2023 19:03,On Time,4263.33,Card,40430,9748
4435459085,76830090,19-08-2023 14:41,19-08-2023 14:58,19-08-2023 14:58,On Time,242.57,Cash,66771,9415
6172529406,48409448,21-05-2024 02:04,21-05-2024 02:22,21-05-2024 02:51,Significantly Delayed,2969.87,Cash,29606,8038
9127879048,75490147,27-08-2024 07:17,27-08-2024 07:27,27-08-2024 07:29,On Time,2298.22,Card,82835,6300
3806545110,1200365,17-08-2024 11:54,17-08-2024 12:06,17-08-2024 12:07,On Time,1150.34,Card,52602,2823
6919395718,91550885,16-02-2024 21:33,16-02-2024 21:46,16-02-2024 21:42,On Time,2440.67,UPI,23311,2151
5277462976,98858383,19-10-2024 15:37,19-10-2024 15:56,19-10-2024 15:57,On Time,3990.61,Card,95207,9167
3606274277,98225598,08-08-2023 10:47,08-08-2023 10:57,08-08-2023 10:53,On Time,3902.92,Cash,83884,8765
2065203676,36146306,15-01-2024 09:32,15-01-2024 09:47,15-01-2024 09:52,On Time,1121.26,Card,34566,576
4042066387,90743791,03-01-2024 04:02,03-01-2024 04:15,03-01-2024 04:23,Slightly Delayed,4354.3,Wallet,33983,2022
3604982656,59207798,19-09-2024 17:04,19-09-2024 17:23,19-09-2024 17:31,Slightly Delayed,563.45,Card,87446,7282
1149676745,6247821,20-10-2023 20:14,20-10-2023 20:29,20-10-2023 20:29,On Time,1168.51,Card,84700,5092
3895011687,47043878,23-03-2024 19:38,23-03-2024 19:56,23-03-2024 20:01,On Time,858.57,UPI,81696,6466
772505056,81822494,13-07-2023 01:07,13-07-2023 01:20,13-07-2023 01:17,On Time,2341.94,Cash,3187,710
5574765914,89619421,25-10-2024 23:30,25-10-2024 23:45,25-10-2024 23:42,On Time,697.53,Wallet,8665,1822
8812616740,61982521,26-06-2023 21:13,26-06-2023 21:25,26-06-2023 21:29,On Time,1469.02,Card,66152,5055
1486655525,74572121,21-04-2024 13:15,21-04-2024 13:27,21-04-2024 13:29,On Time,2840.82,Wallet,69381,4512
8423025639,6344345,06-06-2024 13:14,06-06-2024 13:25,06-06-2024 13:39,Slightly Delayed,3583.16,UPI,63484,5830
9020705185,1562083,29-12-2023 19:19,29-12-2023 19:30,29-12-2023 19:31,On Time,71.6,Cash,92943,166
7719808698,93938425,18-08-2023 11:32,18-08-2023 11:48,18-08-2023 11:50,On Time,4205.08,Card,28450,8415
3414036630,32809328,05-04-2024 03:00,05-04-2024 03:13,05-04-2024 03:09,On Time,641.33,Cash,37389,7475
4157869967,49617892,05-05-2023 14:12,05-05-2023 14:32,05-05-2023 14:34,On Time,881.42,Card,51334,747
4873887251,20951294,20-09-2023 00:43,20-09-2023 00:58,20-09-2023 01:01,On Time,989.88,Wallet,769,9820
8031946454,31923338,29-08-2023 20:55,29-08-2023 21:07,29-08-2023 21:06,On Time,2074.16,Card,89696,9456
8168056170,45700473,28-08-2023 04:52,28-08-2023 05:02,28-08-2023 05:16,Slightly Delayed,3061.73,Cash,85462,8393
3108512811,15417130,10-02-2024 08:25,10-02-2024 08:35,10-02-2024 08:37,On Time,3391.72,UPI,30893,571
1680591951,7288562,11-03-2024 21:02,11-03-2024 21:19,11-03-2024 21:16,On Time,2569.08,Card,96631,6381
559245731,68941950,08-09-2024 15:54,08-09-2024 16:06,08-09-2024 16:11,On Time,3597.64,Wallet,20247,4687
8655600303,12867472,27-04-2024 17:40,27-04-2024 17:51,27-04-2024 17:48,On Time,3608.84,Cash,71557,1884
8247327365,30065862,25-09-2024 11:15,25-09-2024 11:28,25-09-2024 11:42,Slightly Delayed,2592.28,Card,11031,4986
9153347285,54222320,22-06-2023 02:54,22-06-2023 03:11,22-06-2023 03:11,On Time,2618.56,Card,3684,2321
1977533409,17521263,18-12-2023 12:09,18-12-2023 12:21,18-12-2023 12:18,On Time,738.71,UPI,4601,650
2433646621,82770142,03-11-2024 10:59,03-11-2024 11:19,03-11-2024 11:28,Slightly Delayed,1195.03,Card,67633,280
22830983,92404798,04-06-2023 21:10,04-06-2023 21:26,04-06-2023 21:44,Significantly Delayed,3061.39,UPI,39491,2086
1143763031,52075070,09-08-2024 21:38,09-08-2024 21:58,09-08-2024 21:59,On Time,171.2,UPI,61900,3329
8524056436,35434373,06-09-2023 13:44,06-09-2023 13:57,06-09-2023 13:54,On Time,911.06,Cash,33639,8160
4262338791,72089140,17-10-2024 07:38,17-10-2024 07:57,17-10-2024 07:57,On Time,1582.64,Wallet,37767,6144
187728451,63262519,27-11-2023 21:06,27-11-2023 21:16,27-11-2023 21:15,On Time,4088.13,Wallet,36559,497
6754346312,3897936,19-06-2023 12:32,19-06-2023 12:49,19-06-2023 12:48,On Time,1195.92,Wallet,88168,3174
5790622967,81091233,27-02-2024 00:21,27-02-2024 00:35,27-02-2024 00:34,On Time,1816.39,Cash,37995,214
4305348838,63630649,03-03-2024 20:35,03-03-2024 20:45,03-03-2024 21:10,Significantly Delayed,381.39,Cash,11295,8478
2902411553,93122847,01-11-2023 02:22,01-11-2023 02:39,01-11-2023 02:36,On Time,2910.37,Cash,73699,3911
3691199770,30788486,13-05-2024 05:20,13-05-2024 05:37,13-05-2024 05:40,On Time,2896.79,Wallet,72299,6161
775709102,80517784,26-08-2023 02:57,26-08-2023 03:14,26-08-2023 03:13,On Time,3393.44,Cash,73558,277
5262508570,42781544,06-07-2024 11:07,06-07-2024 11:25,06-07-2024 11:25,On Time,2217.03,UPI,196,8108
192109127,82854537,16-09-2024 08:29,16-09-2024 08:39,16-09-2024 08:49,Slightly Delayed,3949.02,Card,98838,3033
1108215973,2928026,17-12-2023 09:36,17-12-2023 09:46,17-12-2023 09:52,Slightly Delayed,972.69,UPI,3643,4643
1719134546,25665997,10-07-2024 13:12,10-07-2024 13:29,10-07-2024 13:31,On Time,1306.86,Card,3235,1874
5280263316,77035814,28-06-2024 12:35,28-06-2024 12:47,28-06-2024 13:15,Significantly Delayed,3531.91,UPI,81900,6846
9448306266,74038361,16-04-2024 04:39,16-04-2024 04:59,16-04-2024 04:54,On Time,3645.04,Cash,70480,6705
8023626961,68307253,26-09-2023 01:35,26-09-2023 01:50,26-09-2023 01:59,Slightly Delayed,763.12,Card,50594,5522
1118405605,15599514,26-06-2023 11:26,26-06-2023 11:37,26-06-2023 11:46,Slightly Delayed,2831.58,Card,72673,7876
8226034341,26040510,25-11-2023 02:41,25-11-2023 02:55,25-11-2023 02:58,On Time,1480.31,Cash,39659,6521
6976835753,29973346,22-02-2024 13:49,22-02-2024 14:06,22-02-2024 14:03,On Time,4262.13,Wallet,67913,4603
9171564499,24896263,03-12-2023 23:53,04-12-2023 00:12,04-12-2023 00:20,Slightly Delayed,3112.29,Card,39820,6802
5393607402,14272050,17-12-2023 20:04,17-12-2023 20:15,17-12-2023 20:11,On Time,2453.12,UPI,32010,6860
5670040592,80571942,25-05-2024 05:39,25-05-2024 05:59,25-05-2024 06:01,On Time,3433.31,UPI,57209,7458
6736891890,15661901,21-10-2024 09:29,21-10-2024 09:46,21-10-2024 09:58,Slightly Delayed,879.26,Wallet,72028,1551
1223255075,71321741,18-08-2023 00:01,18-08-2023 00:18,18-08-2023 00:19,On Time,1982.08,Card,4873,4759
8158413630,15066187,30-08-2024 16:40,30-08-2024 16:59,30-08-2024 16:57,On Time,3028.59,Card,56303,4712
7867573412,61226563,14-09-2023 01:54,14-09-2023 02:09,14-09-2023 02:29,Significantly Delayed,3835.33,Card,62986,7904
1624690598,52048413,23-03-2024 03:57,23-03-2024 04:10,23-03-2024 04:06,On Time,1705.95,UPI,41423,4852
8968945932,67386193,07-09-2024 07:00,07-09-2024 07:16,07-09-2024 07:42,Significantly Delayed,1245.7,Wallet,53832,742
1645212433,67918495,07-08-2024 04:29,07-08-2024 04:41,07-08-2024 05:08,Significantly Delayed,1736.21,UPI,77571,7086
9187046038,75860724,13-06-2023 14:39,13-06-2023 14:54,13-06-2023 14:58,On Time,1211.53,Cash,84082,9783
9305357757,76212152,12-05-2023 22:06,12-05-2023 22:25,12-05-2023 22:22,On Time,652.58,Wallet,84853,6424
8312320295,31076002,29-06-2024 22:21,29-06-2024 22:36,29-06-2024 22:36,On Time,3212.41,Wallet,27452,9123
3256941332,43599910,22-11-2023 08:49,22-11-2023 09:00,22-11-2023 08:56,On Time,2777.76,Wallet,18290,9281
8980502814,45708879,15-10-2024 19:30,15-10-2024 19:47,15-10-2024 19:47,On Time,1794.68,Card,67937,1222
9270396838,63376126,06-07-2023 08:47,06-07-2023 08:58,06-07-2023 08:57,On Time,1592.28,Wallet,46248,4041
2892588628,54797119,19-04-2024 18:35,19-04-2024 18:52,19-04-2024 18:59,Slightly Delayed,302.82,Wallet,59145,7662
8774158800,19216141,12-12-2023 08:29,12-12-2023 08:42,12-12-2023 08:56,Slightly Delayed,693.48,Cash,69717,9309
2056131802,16448993,02-09-2023 05:01,02-09-2023 05:12,02-09-2023 05:32,Significantly Delayed,328.51,Card,36835,4025
3528007192,52279849,11-07-2023 09:54,11-07-2023 10:10,11-07-2023 10:12,On Time,2411.61,Card,53884,6512
2845333894,4192351,28-04-2024 13:19,28-04-2024 13:32,28-04-2024 13:43,Slightly Delayed,4555.81,UPI,52847,5891
6602340187,38875754,11-03-2024 12:09,11-03-2024 12:23,11-03-2024 12:44,Significantly Delayed,374.68,Card,94455,6074
721004875,75913572,09-10-2023 05:03,09-10-2023 05:13,09-10-2023 05:09,On Time,3319.78,UPI,61840,8326
7435895360,77217240,04-09-2024 00:42,04-09-2024 00:53,04-09-2024 00:58,On Time,983.79,Card,89661,6336
4217659083,31846190,18-01-2024 19:28,18-01-2024 19:48,18-01-2024 20:01,Slightly Delayed,3390.39,Wallet,94726,8940
9710865146,21282544,11-05-2023 05:34,11-05-2023 05:49,11-05-2023 05:54,On Time,4682.76,UPI,9882,9944
5375295409,17843667,05-10-2024 05:59,05-10-2024 06:17,05-10-2024 06:19,On Time,1153.83,Wallet,21882,8351
6286044248,38902193,05-05-2023 22:17,05-05-2023 22:37,05-05-2023 22:34,On Time,4369.99,Cash,56074,2602
1708282193,79895967,25-01-2024 10:03,25-01-2024 10:19,25-01-2024 10:22,On Time,83.18,UPI,34773,331
5746303677,20148223,08-06-2024 13:32,08-06-2024 13:48,08-06-2024 13:47,On Time,902.25,Card,24730,7478
3271726381,44050697,15-03-2024 00:40,15-03-2024 00:52,15-03-2024 01:11,Significantly Delayed,671.55,Card,5783,1567
9802569856,33741801,07-04-2024 09:13,07-04-2024 09:25,07-04-2024 09:22,On Time,2623.91,Wallet,93443,7185
662460037,98144693,11-10-2024 00:49,11-10-2024 01:08,11-10-2024 01:19,Slightly Delayed,2657.2,UPI,2466,1908
8664447334,25829710,08-03-2024 04:32,08-03-2024 04:49,08-03-2024 05:18,Significantly Delayed,3712.65,Cash,49008,3632
3886370975,96903782,08-05-2024 19:31,08-05-2024 19:49,08-05-2024 19:53,On Time,3039.42,Wallet,38359,6148
3547006553,56572297,29-05-2024 22:09,29-05-2024 22:21,29-05-2024 22:40,Significantly Delayed,5183.38,Card,31328,8506
2575965518,38496400,25-10-2024 23:31,25-10-2024 23:41,25-10-2024 23:36,On Time,1880.57,Wallet,33262,5322
1529363954,13251137,27-03-2024 00:21,27-03-2024 00:35,27-03-2024 00:38,On Time,924.41,UPI,55211,8668
8463856241,87463923,10-04-2023 21:05,10-04-2023 21:20,10-04-2023 21:27,Slightly Delayed,1364.14,Wallet,18824,4495
2485242479,25526479,11-04-2023 06:16,11-04-2023 06:35,11-04-2023 06:34,On Time,3732.99,Cash,76138,7194
9850673433,93826036,06-05-2023 05:42,06-05-2023 05:56,06-05-2023 06:03,Slightly Delayed,5271.36,UPI,19635,3606
2558680592,68475914,31-05-2023 22:19,31-05-2023 22:36,31-05-2023 22:36,On Time,2032.56,UPI,91792,7912
2859167116,40626729,15-10-2024 17:45,15-10-2024 17:55,15-10-2024 18:10,Slightly Delayed,1613.11,UPI,34127,3227
1222236371,88517890,15-08-2024 00:01,15-08-2024 00:13,15-08-2024 00:24,Slightly Delayed,2675.63,Card,94531,6823
344177904,44589829,18-08-2023 00:38,18-08-2023 00:49,18-08-2023 00:58,Slightly Delayed,551.88,Cash,86602,7870
6126334783,6150721,03-07-2024 08:33,03-07-2024 08:44,03-07-2024 08:49,On Time,1588.66,Card,33084,9082
3742575364,42723554,08-05-2023 17:23,08-05-2023 17:43,08-05-2023 17:45,On Time,4939,Wallet,22416,1865
9272166174,53292177,27-07-2023 06:22,27-07-2023 06:36,27-07-2023 06:38,On Time,994.56,Wallet,31701,5220
9416522701,7551173,22-01-2024 03:06,22-01-2024 03:22,22-01-2024 03:22,On Time,3919.44,Wallet,14560,7971
7305871805,96629034,11-09-2024 14:29,11-09-2024 14:39,11-09-2024 14:38,On Time,2028.61,Card,57764,8729
80296810,21677923,05-06-2024 03:37,05-06-2024 03:52,05-06-2024 03:51,On Time,4283.33,Cash,15362,2319
2806868282,67952740,26-09-2024 15:13,26-09-2024 15:30,26-09-2024 15:27,On Time,949.73,Card,5821,2193
707033578,14839726,30-01-2024 00:32,30-01-2024 00:48,30-01-2024 00:49,On Time,951.43,UPI,33360,2909
9026783092,60385293,09-10-2023 16:29,09-10-2023 16:44,09-10-2023 16:59,Slightly Delayed,3080.01,Wallet,51457,1244
6229466619,81533356,05-06-2023 07:14,05-06-2023 07:30,05-06-2023 07:38,Slightly Delayed,2708.73,Wallet,63864,2520
408720270,37245065,26-06-2024 22:03,26-06-2024 22:22,26-06-2024 22:38,Significantly Delayed,2501.14,Cash,2311,4190
8870165072,80517784,03-11-2023 10:06,03-11-2023 10:20,03-11-2023 10:25,On Time,1871.85,Card,53009,5156
1979319490,5238055,14-01-2024 01:21,14-01-2024 01:37,14-01-2024 01:41,On Time,3631.19,Wallet,28727,4826
840761323,83262890,09-03-2024 06:15,09-03-2024 06:30,09-03-2024 06:34,On Time,3550.8,UPI,88697,7068
744721438,67092149,25-02-2024 12:46,25-02-2024 13:03,25-02-2024 13:15,Slightly Delayed,486.28,Card,47635,9708
7421707488,80315623,03-11-2023 22:42,03-11-2023 23:02,03-11-2023 22:58,On Time,1065.22,UPI,29051,76
1212718824,73393269,01-01-2024 09:56,01-01-2024 10:13,01-01-2024 10:08,On Time,1648.44,Cash,72361,48
9603256001,8791577,08-05-2023 15:47,08-05-2023 16:06,08-05-2023 16:18,Slightly Delayed,1064.76,Card,5981,1573
5626888972,24323106,13-04-2024 17:15,13-04-2024 17:26,13-04-2024 17:29,On Time,866.92,Card,53381,1849
2300753276,92306841,07-12-2023 04:19,07-12-2023 04:30,07-12-2023 04:39,Slightly Delayed,1745.73,Cash,88145,2387
869629562,31831843,05-05-2023 21:23,05-05-2023 21:38,05-05-2023 21:35,On Time,562.7,Wallet,80715,9816
3429137520,51048402,16-03-2024 19:24,16-03-2024 19:42,16-03-2024 19:39,On Time,2804.37,UPI,82673,9389
9957927297,35349582,07-06-2023 05:18,07-06-2023 05:30,07-06-2023 05:32,On Time,347.91,Cash,17981,6312
202466684,74840437,08-08-2023 06:00,08-08-2023 06:16,08-08-2023 06:11,On Time,2939.42,Wallet,51649,7242
8465721207,30192942,21-06-2024 09:02,21-06-2024 09:15,21-06-2024 09:10,On Time,4707.96,Cash,56612,7760
6194827199,41494867,20-12-2023 18:58,20-12-2023 19:11,20-12-2023 19:07,On Time,2702.57,Cash,674,3021
3942174431,84257716,17-02-2024 04:52,17-02-2024 05:12,17-02-2024 05:22,Slightly Delayed,758.75,Card,9886,3050
3189863462,6756256,17-06-2024 13:27,17-06-2024 13:44,17-06-2024 13:41,On Time,1472.61,Cash,54721,7123
5923573134,22800586,17-02-2024 20:02,17-02-2024 20:16,17-02-2024 20:21,On Time,877.98,Wallet,74712,5990
6659747528,43034188,28-09-2024 18:29,28-09-2024 18:45,28-09-2024 18:45,On Time,1028.61,Wallet,93772,3087
6037541687,86067293,10-12-2023 22:25,10-12-2023 22:43,10-12-2023 22:45,On Time,681.91,Wallet,39815,7649
2585438297,50632192,20-08-2023 12:58,20-08-2023 13:11,20-08-2023 13:16,On Time,743.73,Card,93144,2754
8065774615,35705377,12-12-2023 10:53,12-12-2023 11:10,12-12-2023 11:35,Significantly Delayed,1757.08,Wallet,66569,3477
1816814476,85198177,04-11-2024 13:50,04-11-2024 14:02,04-11-2024 14:05,On Time,4981.16,Cash,42751,6687
5278014717,31776996,15-04-2024 03:39,15-04-2024 03:59,15-04-2024 04:04,On Time,4687.37,Cash,87933,9403
4265447949,6150721,16-08-2024 02:20,16-08-2024 02:36,16-08-2024 03:01,Significantly Delayed,1763.44,Card,34338,6377
6752221435,64197854,10-02-2024 15:58,10-02-2024 16:10,10-02-2024 16:14,On Time,4214.63,UPI,71642,85
8943989258,36675827,10-12-2023 10:59,10-12-2023 11:17,10-12-2023 11:20,On Time,1983.74,Wallet,43725,22
4068367936,78678612,21-09-2024 01:54,21-09-2024 02:09,21-09-2024 02:08,On Time,4432.19,Wallet,95706,990
5735156904,78841932,01-04-2023 16:22,01-04-2023 16:40,01-04-2023 16:53,Slightly Delayed,3724.91,Card,89407,9020
2405929115,14940427,09-09-2024 08:59,09-09-2024 09:19,09-09-2024 09:42,Significantly Delayed,212.61,Card,83049,6354
7913167260,98307019,19-04-2023 00:52,19-04-2023 01:10,19-04-2023 01:39,Significantly Delayed,4575.56,Card,69504,850
1989751369,7333934,18-05-2023 22:59,18-05-2023 23:10,18-05-2023 23:22,Slightly Delayed,274.25,Card,1261,4155
7338050095,3292927,15-10-2024 03:02,15-10-2024 03:19,15-10-2024 03:17,On Time,2181.43,UPI,68204,4923
9950986048,69863493,09-09-2023 08:37,09-09-2023 08:50,09-09-2023 08:53,On Time,4860.59,UPI,46130,6518
5098703807,13760839,10-06-2024 02:03,10-06-2024 02:13,10-06-2024 02:11,On Time,3772.64,Card,46866,9137
6937485392,30285217,23-05-2023 22:47,23-05-2023 22:57,23-05-2023 23:05,Slightly Delayed,1509.64,Card,42361,8561
1266440097,88739922,01-01-2024 03:28,01-01-2024 03:47,01-01-2024 03:42,On Time,2345.34,Cash,43520,5630
7415490509,61015113,08-07-2023 14:04,08-07-2023 14:15,08-07-2023 14:14,On Time,1429.18,UPI,48639,6098
7284991749,65559853,10-12-2023 09:28,10-12-2023 09:47,10-12-2023 09:46,On Time,2817.03,Card,4135,8405
4645792703,24043135,04-12-2023 23:04,04-12-2023 23:23,04-12-2023 23:18,On Time,2627.96,UPI,36301,5858
3174938939,95736310,27-03-2023 06:15,27-03-2023 06:25,27-03-2023 06:25,On Time,3597.75,Wallet,50364,641
1752712049,56195475,31-08-2024 16:03,31-08-2024 16:13,31-08-2024 16:25,Slightly Delayed,2015.68,Cash,67307,5572
8187201830,82529927,30-04-2024 04:27,30-04-2024 04:43,30-04-2024 04:39,On Time,1843.61,UPI,55955,210
6900896329,65903057,01-02-2024 02:23,01-02-2024 02:39,01-02-2024 02:41,On Time,4864.14,Cash,97185,1027
3793977529,21425168,02-09-2023 19:12,02-09-2023 19:22,02-09-2023 19:22,On Time,2835.92,UPI,52853,4439
194459698,88553721,15-06-2023 15:44,15-06-2023 15:59,15-06-2023 15:58,On Time,2203.94,Card,66295,723
9330447952,37362180,30-03-2024 18:24,30-03-2024 18:40,30-03-2024 18:45,On Time,3410.21,UPI,8867,8967
2097372277,14693393,25-01-2024 04:46,25-01-2024 05:00,25-01-2024 04:56,On Time,3122.85,Card,42338,1450
7060954153,91130614,01-11-2023 20:55,01-11-2023 21:12,01-11-2023 21:07,On Time,2354.95,Cash,21872,8698
2921310646,40117357,08-07-2024 14:27,08-07-2024 14:42,08-07-2024 14:42,On Time,2915.52,Wallet,45581,4444
3983082555,51670882,05-06-2023 05:54,05-06-2023 06:14,05-06-2023 06:36,Significantly Delayed,530.85,Card,75005,560
4867298468,13492411,23-04-2024 09:33,23-04-2024 09:51,23-04-2024 09:55,On Time,2508.01,Card,88574,9158
3402631472,52032226,03-05-2024 21:25,03-05-2024 21:43,03-05-2024 21:43,On Time,2871.88,Card,82219,7402
1648146562,95364457,14-05-2023 23:08,14-05-2023 23:26,14-05-2023 23:23,On Time,2953.31,Cash,49114,5416
5907766010,12272282,07-10-2024 14:03,07-10-2024 14:22,07-10-2024 14:33,Slightly Delayed,3937.4,Wallet,85975,8107
9233577456,96853930,30-12-2023 04:00,30-12-2023 04:14,30-12-2023 04:13,On Time,2309.81,Card,29353,9625
4084808075,65815155,11-10-2024 17:45,11-10-2024 17:56,11-10-2024 17:54,On Time,2698.15,Card,65980,2397
7217049550,24137201,11-07-2024 09:32,11-07-2024 09:45,11-07-2024 10:09,Significantly Delayed,1886.59,UPI,56744,1839
1831943568,69863493,23-05-2024 17:20,23-05-2024 17:34,23-05-2024 17:39,On Time,3575.33,Cash,31014,7127
8707473624,22524981,20-12-2023 08:27,20-12-2023 08:46,20-12-2023 08:43,On Time,1333.69,Cash,54941,4264
7075868285,5226128,01-03-2024 06:04,01-03-2024 06:16,01-03-2024 06:20,On Time,1704.88,Wallet,69398,7272
5164162918,96903782,18-11-2023 14:59,18-11-2023 15:16,18-11-2023 15:15,On Time,1869.56,Wallet,69542,3808
2175298644,72132838,11-05-2024 05:13,11-05-2024 05:30,11-05-2024 05:28,On Time,1857.59,Wallet,37111,297
5882568464,49258916,13-04-2023 08:26,13-04-2023 08:39,13-04-2023 08:37,On Time,1706.73,Cash,93909,7978
7847708619,35402531,23-10-2023 00:57,23-10-2023 01:17,23-10-2023 01:18,On Time,3606.96,Cash,9898,2148
6366048116,78732957,05-08-2024 08:56,05-08-2024 09:08,05-08-2024 09:06,On Time,1072.64,Cash,82257,2890
4926287333,31233120,08-08-2023 02:39,08-08-2023 02:59,08-08-2023 03:00,On Time,2890.49,Cash,94821,9042
5532838325,6982488,24-07-2024 23:26,24-07-2024 23:40,24-07-2024 23:37,On Time,1133.25,Cash,57010,9152
2567996236,81584486,31-10-2023 08:04,31-10-2023 08:21,31-10-2023 08:20,On Time,2831.03,Cash,61790,1737
2655613624,46623192,26-06-2024 13:15,26-06-2024 13:33,26-06-2024 14:02,Significantly Delayed,2384.64,UPI,94896,3805
7706089549,44562310,08-10-2023 04:09,08-10-2023 04:24,08-10-2023 04:24,On Time,2062.54,Cash,35200,7600
8257370396,25221501,24-12-2023 08:13,24-12-2023 08:26,24-12-2023 08:42,Significantly Delayed,160.07,Card,11969,549
8623808984,37551429,13-04-2024 05:34,13-04-2024 05:49,13-04-2024 05:55,Slightly Delayed,1911.03,Card,79827,1590
7579506101,72366758,06-04-2023 01:16,06-04-2023 01:28,06-04-2023 01:25,On Time,978.84,UPI,80056,5076
8861024199,29902416,29-11-2023 05:51,29-11-2023 06:03,29-11-2023 05:59,On Time,1015.26,Cash,53729,2116
7666131311,84456355,01-05-2023 15:46,01-05-2023 15:57,01-05-2023 16:02,On Time,3643.76,UPI,35447,7703
103589925,65406127,17-05-2024 23:30,17-05-2024 23:42,17-05-2024 23:52,Slightly Delayed,3805.99,UPI,83678,8251
7346858138,16785724,22-11-2023 16:43,22-11-2023 16:58,22-11-2023 16:55,On Time,1530.63,UPI,83804,721
4963962664,80935110,28-09-2023 11:44,28-09-2023 12:02,28-09-2023 11:58,On Time,4132.1,Cash,10652,607
9069936094,90696847,23-06-2024 12:54,23-06-2024 13:08,23-06-2024 13:31,Significantly Delayed,2841.51,Cash,80189,4324
4665363191,73660582,13-10-2024 19:46,13-10-2024 20:05,13-10-2024 20:11,Slightly Delayed,2035.62,Wallet,15760,1059
888510905,27824078,27-06-2024 18:06,27-06-2024 18:18,27-06-2024 18:30,Slightly Delayed,1305.23,Cash,21909,9927
6876091286,49136375,05-10-2024 00:23,05-10-2024 00:38,05-10-2024 00:36,On Time,3152.71,UPI,77863,5642
2592923105,78806824,23-04-2023 00:02,23-04-2023 00:14,23-04-2023 00:37,Significantly Delayed,5123.14,Card,23178,9026
2468550508,59620534,21-08-2024 13:50,21-08-2024 14:03,21-08-2024 14:06,On Time,3712.25,UPI,24846,6945
