campaign_id,campaign_name,date,target_audience,channel,impressions,clicks,conversions,spend,revenue_generated,roas
355376,Referral Program,2024-07-29,Premium,Social Media,1023,865,19,1838.54,6334.89,3.07
267952,New User Discount,2024-07-28,Inactive,App,9629,944,55,4231.35,2816.73,2.0
748049,Weekend Special,2024-07-28,New Users,App,7744,555,45,1815.25,4867.69,2.49
515034,Festival Offer,2024-07-28,All,Social Media,7775,139,59,4752.07,6710.99,3.64
512596,Flash Sale,2024-07-28,Inactive,SMS,2664,955,34,4917.87,3579.62,2.52
153844,Membership Drive,2024-07-28,New Users,Email,5116,620,85,2532.77,7188.76,3.4
826255,Category Promotion,2024-07-28,Inactive,SMS,9631,878,48,4635.93,5455.65,3.82
605877,App Push Notification,2024-07-28,All,SMS,9360,898,38,3771.86,9100.76,3.37
854241,Email Campaign,2024-07-28,Premium,App,2215,253,96,4222.07,7119.83,3.62
149503,Referral Program,2024-07-28,New Users,App,5145,523,93,3626.15,6438.12,2.11
437168,New User Discount,2024-07-27,New Users,App,7840,383,34,4855.14,9860.4,3.71
547870,Weekend Special,2024-07-27,All,Email,7155,115,100,3814.87,4210.84,3.4
819189,Festival Offer,2024-07-27,All,Email,8251,220,23,1421.1,4288.71,1.78
822731,Flash Sale,2024-07-27,New Users,Social Media,1300,520,76,1927.42,4111.59,2.31
74683,Membership Drive,2024-07-27,Inactive,Email,7439,576,44,3917.82,9072.29,2.57
516485,Category Promotion,2024-07-27,All,Social Media,4477,626,86,2516.4,2420.69,2.13
27041,App Push Notification,2024-07-27,Premium,Email,2523,957,12,3603.22,9873.97,3.37
480113,Email Campaign,2024-07-27,New Users,Email,3254,974,82,1366.9,8439.56,2.74
794439,Referral Program,2024-07-27,Premium,SMS,9255,214,66,1734.4,9492.11,1.83
841866,New User Discount,2024-07-26,Premium,App,8624,846,32,2783.61,2399.08,3.35
263078,Weekend Special,2024-07-26,Premium,App,8803,940,60,4284.84,4882.68,2.55
483473,Festival Offer,2024-07-26,Inactive,Social Media,4114,604,61,4844.62,4186.86,1.53
251399,Flash Sale,2024-07-26,New Users,Email,9276,726,51,4401.47,9390.46,2.17
126783,Membership Drive,2024-07-26,All,SMS,7159,166,48,3918.23,3986.86,3.49
576289,Category Promotion,2024-07-26,All,SMS,8268,127,96,4544.8,7695.17,3.58
999216,App Push Notification,2024-07-26,Premium,Social Media,6504,442,46,3885.79,5767.99,3.03
701672,Email Campaign,2024-07-26,Premium,App,3547,165,87,1393.64,8702.52,3.59
471493,Referral Program,2024-07-26,Inactive,Email,6334,113,22,3399.33,9732.13,2.47
307715,New User Discount,2024-07-25,Inactive,Social Media,1129,691,71,3574.55,4019.62,2.84
492367,Weekend Special,2024-07-25,Inactive,SMS,2707,193,92,4107.16,3062.0,2.21
985046,Festival Offer,2024-07-25,Premium,Social Media,3835,847,87,3629.31,4203.62,2.26
915785,Flash Sale,2024-07-25,Premium,Email,2094,314,96,2866.56,7832.03,1.6
808285,Membership Drive,2024-07-25,New Users,Social Media,1483,654,25,1631.96,4492.13,3.31
209815,Category Promotion,2024-07-25,Inactive,Social Media,5775,339,31,1338.81,5303.28,2.08
538814,App Push Notification,2024-07-25,New Users,Email,3384,288,94,3041.61,6123.9,3.63
691665,Email Campaign,2024-07-25,Premium,App,5437,765,89,3726.36,6169.71,1.78
897533,Referral Program,2024-07-25,Premium,Email,6458,727,77,1682.87,5269.8,2.17
335328,New User Discount,2024-07-24,Inactive,Email,8230,570,98,4491.39,5311.63,2.15
234930,Weekend Special,2024-07-24,All,Social Media,3135,830,25,3881.66,2497.19,3.91
979341,Festival Offer,2024-07-24,All,App,8090,553,56,4419.59,6470.58,3.14
878275,Flash Sale,2024-07-24,All,Email,5494,582,63,1753.58,5892.87,3.4
258348,Membership Drive,2024-07-24,New Users,SMS,3169,172,33,3977.27,9975.81,3.73
454374,Category Promotion,2024-07-24,New Users,Social Media,7356,656,68,3513.48,9177.68,1.95
656922,App Push Notification,2024-07-24,Inactive,App,3666,343,74,4496.52,2109.29,1.83
400959,Email Campaign,2024-07-24,Premium,Email,9453,385,33,3914.18,7660.34,1.71
558809,Referral Program,2024-07-24,All,Social Media,3826,852,83,2081.05,9199.43,2.45
149455,New User Discount,2024-07-23,All,SMS,5385,858,55,1721.38,7136.35,3.82
179090,Weekend Special,2024-07-23,Inactive,Social Media,7563,388,33,3823.92,3005.46,3.15
641032,Festival Offer,2024-07-23,Premium,Email,7685,956,17,3082.14,8221.14,1.89
906585,Flash Sale,2024-07-23,Inactive,SMS,9114,987,18,1571.3,9061.27,3.75
605995,Membership Drive,2024-07-23,Premium,Email,3932,797,23,3481.37,7664.15,3.16
837216,Category Promotion,2024-07-23,All,Social Media,8545,196,11,2185.45,4568.82,3.5
220469,App Push Notification,2024-07-23,Premium,App,3611,373,63,1134.99,4552.32,3.89
451486,Email Campaign,2024-07-23,Inactive,App,8047,645,63,1257.39,8013.88,3.81
591766,Referral Program,2024-07-23,New Users,App,2318,798,90,4113.87,9547.25,2.28
174479,New User Discount,2024-07-22,All,Social Media,3799,998,24,3398.23,7590.79,2.84
306822,Weekend Special,2024-07-22,New Users,Email,4804,438,74,2015.84,3411.08,3.17
915788,Festival Offer,2024-07-22,New Users,Social Media,4050,654,19,4875.93,9495.08,2.9
596227,Flash Sale,2024-07-22,New Users,Email,4091,282,27,3719.26,9449.68,3.34
23552,Membership Drive,2024-07-22,All,SMS,8825,282,16,1657.29,3088.76,2.66
109358,Category Promotion,2024-07-22,Inactive,SMS,2484,817,88,3937.89,7277.89,1.98
751406,App Push Notification,2024-07-22,New Users,SMS,4209,381,89,1582.35,5557.25,1.94
408608,Email Campaign,2024-07-22,Inactive,Email,1846,753,15,2876.16,2056.14,3.89
282735,Referral Program,2024-07-22,All,Email,5297,669,95,2929.05,9928.88,3.16
371941,New User Discount,2024-07-21,New Users,App,1347,547,74,1024.0,3800.89,3.1
436061,Weekend Special,2024-07-21,All,App,4015,632,87,4323.49,2193.03,2.94
246987,Festival Offer,2024-07-21,Premium,SMS,1768,256,64,2270.07,3531.3,2.74
951363,Flash Sale,2024-07-21,Inactive,SMS,5110,298,54,4827.04,9804.36,2.96
2988,Membership Drive,2024-07-21,Inactive,App,8472,701,51,3923.89,3691.64,1.51
415707,Category Promotion,2024-07-21,New Users,Email,6666,405,92,2106.13,3481.58,3.41
208932,App Push Notification,2024-07-21,New Users,Social Media,9557,611,12,3257.03,3076.44,3.66
702383,Email Campaign,2024-07-21,Inactive,Email,3976,687,29,3378.54,3248.42,2.41
789166,Referral Program,2024-07-21,Inactive,App,2361,173,93,2182.0,2309.55,2.71
733320,New User Discount,2024-07-20,New Users,Social Media,5217,673,97,2226.61,3176.98,2.27
664577,Weekend Special,2024-07-20,New Users,SMS,8025,874,11,3169.96,5378.85,3.26
50715,Festival Offer,2024-07-20,Inactive,Email,9611,902,63,1329.49,7553.54,1.96
573344,Flash Sale,2024-07-20,Premium,Email,3379,865,85,1213.41,7983.76,3.86
978121,Membership Drive,2024-07-20,All,Social Media,2073,565,60,1486.24,5993.41,2.26
317794,Category Promotion,2024-07-20,All,Email,3314,382,82,3278.02,5656.04,2.38
110614,App Push Notification,2024-07-20,Inactive,Email,4130,959,66,3815.76,7480.82,2.5
913714,Email Campaign,2024-07-20,Premium,SMS,3892,530,33,4972.08,9082.47,3.32
379833,Referral Program,2024-07-20,Inactive,App,9875,527,90,4312.88,6111.33,2.96
502855,New User Discount,2024-07-19,All,App,1082,480,34,1650.2,7354.26,3.91
234616,Weekend Special,2024-07-19,New Users,Email,3551,739,59,4340.54,5844.89,3.99
97633,Festival Offer,2024-07-19,Premium,Social Media,2598,326,10,4043.62,4715.53,3.09
464736,Flash Sale,2024-07-19,All,Social Media,7155,158,92,1324.52,4773.46,3.83
353262,Membership Drive,2024-07-19,All,Social Media,9944,551,87,3411.38,8506.09,3.38
943724,Category Promotion,2024-07-19,Inactive,App,8474,678,65,4335.04,5372.35,2.55
975447,App Push Notification,2024-07-19,Premium,App,2217,390,79,3183.66,8925.23,2.25
964738,Email Campaign,2024-07-19,New Users,App,4415,931,26,2594.55,2915.95,3.61
88024,Referral Program,2024-07-19,Premium,Email,1201,866,11,1443.96,5404.69,3.82
760467,New User Discount,2024-07-18,Inactive,App,5229,638,18,4087.39,6210.84,2.74
834572,Weekend Special,2024-07-18,Inactive,Email,4796,572,19,1237.44,3298.31,3.46
342113,Festival Offer,2024-07-18,New Users,SMS,3407,705,39,3489.26,8606.84,3.13
882119,Flash Sale,2024-07-18,All,Social Media,2364,872,50,2932.34,3092.27,3.9
752217,Membership Drive,2024-07-18,Premium,Email,9073,750,65,1530.69,8440.89,3.34
783705,Category Promotion,2024-07-18,New Users,App,7715,851,18,3437.52,2328.8,1.91
183782,App Push Notification,2024-07-18,All,Email,2867,918,86,4764.01,8747.87,1.52
757777,Email Campaign,2024-07-18,New Users,Email,2090,447,25,4475.46,2201.66,2.25
744292,Referral Program,2024-07-18,All,Social Media,4068,258,61,3514.21,4806.66,2.82
655671,New User Discount,2024-07-17,Inactive,Social Media,3976,190,77,1307.47,5541.21,3.55
920261,Weekend Special,2024-07-17,Inactive,SMS,2029,989,50,1849.29,8274.93,2.56
799160,Festival Offer,2024-07-17,New Users,App,6115,862,99,1592.4,7968.14,2.42
12627,Flash Sale,2024-07-17,All,Social Media,7320,541,31,4870.47,4779.9,1.93
714528,Membership Drive,2024-07-17,Premium,App,5213,944,100,1844.61,7292.98,2.07
333795,Category Promotion,2024-07-17,Premium,App,8353,186,59,3201.53,8200.55,2.75
70917,App Push Notification,2024-07-17,All,SMS,3656,800,80,1558.91,4051.96,3.92
455642,Email Campaign,2024-07-17,Inactive,App,7149,608,38,3935.11,5006.09,1.6
290168,Referral Program,2024-07-17,Premium,Social Media,4761,595,54,3427.23,3819.1,3.53
242571,New User Discount,2024-07-16,New Users,SMS,7831,1000,38,1512.16,8012.07,2.33
121944,Weekend Special,2024-07-16,All,App,5323,494,61,2856.75,8592.7,2.67
314278,Festival Offer,2024-07-16,Inactive,SMS,9082,730,71,1612.43,7169.62,3.99
787238,Flash Sale,2024-07-16,All,App,4129,192,66,3110.73,5430.74,2.48
89310,Membership Drive,2024-07-16,All,Social Media,3977,907,35,4993.77,9253.01,3.6
160488,Category Promotion,2024-07-16,Premium,Email,1050,667,56,2106.81,8591.4,2.92
307740,App Push Notification,2024-07-16,Premium,Email,6777,187,44,3262.53,3007.54,3.12
751465,Email Campaign,2024-07-16,New Users,SMS,4932,879,75,1460.37,9193.41,1.53
733710,Referral Program,2024-07-16,All,SMS,7580,194,60,2869.34,5679.95,3.87
651888,New User Discount,2024-07-15,All,App,9603,621,86,3817.59,4776.77,2.03
453227,Weekend Special,2024-07-15,Premium,SMS,8831,989,48,1549.72,9329.4,3.07
375783,Festival Offer,2024-07-15,All,Social Media,5484,383,79,3964.89,6711.24,3.63
439764,Flash Sale,2024-07-15,New Users,SMS,5733,258,53,3768.62,4817.59,3.55
790767,Membership Drive,2024-07-15,Premium,Email,7372,480,96,1825.52,3816.4,1.76
162998,Category Promotion,2024-07-15,All,Email,4763,830,13,4454.17,4550.4,3.5
219890,App Push Notification,2024-07-15,Inactive,Email,9552,484,23,3512.99,5463.66,3.41
114097,Email Campaign,2024-07-15,New Users,App,6379,602,97,2273.47,6322.59,3.04
940058,Referral Program,2024-07-15,New Users,SMS,2413,167,56,3895.68,3198.49,1.99
101172,New User Discount,2024-07-14,Premium,Social Media,8804,837,91,1266.85,6277.53,2.81
53177,Weekend Special,2024-07-14,Premium,SMS,7285,952,17,2561.42,7341.9,1.71
614094,Festival Offer,2024-07-14,New Users,Social Media,1395,534,97,3869.44,8474.09,1.91
351761,Flash Sale,2024-07-14,Premium,SMS,8777,709,18,4383.07,6731.98,1.63
195184,Membership Drive,2024-07-14,Premium,Email,2588,348,10,2145.09,3088.18,2.57
628944,Category Promotion,2024-07-14,New Users,Social Media,3131,925,43,3146.68,9853.52,3.35
726827,App Push Notification,2024-07-14,Inactive,Email,8767,637,46,2575.69,5082.43,2.12
175775,Email Campaign,2024-07-14,Premium,Email,3092,584,82,1450.67,6823.36,1.88
405734,Referral Program,2024-07-14,Inactive,Social Media,2353,620,72,4657.85,5976.87,3.63
366652,New User Discount,2024-07-13,New Users,App,5165,880,93,2768.65,4764.24,2.15
189306,Weekend Special,2024-07-13,New Users,App,5057,538,49,3384.48,3133.76,2.56
15528,Festival Offer,2024-07-13,Premium,SMS,9050,710,50,3218.71,5250.64,3.82
826247,Flash Sale,2024-07-13,Inactive,SMS,7954,854,79,4169.44,9343.86,2.61
486236,Membership Drive,2024-07-13,Inactive,App,8939,623,57,4589.37,5138.87,3.05
858374,Category Promotion,2024-07-13,All,App,6372,286,54,4214.35,5341.12,3.5
856974,App Push Notification,2024-07-13,New Users,SMS,3773,748,66,3245.65,4944.02,2.64
66358,Email Campaign,2024-07-13,Inactive,App,7532,786,17,1880.92,5275.79,3.53
166886,Referral Program,2024-07-13,Premium,SMS,2629,756,26,3574.08,7522.36,1.98
81080,New User Discount,2024-07-12,All,SMS,7792,784,90,1798.8,3943.84,2.86
467373,Weekend Special,2024-07-12,Inactive,Social Media,5335,693,76,3427.39,8500.54,2.83
556175,Festival Offer,2024-07-12,Inactive,Email,5224,377,11,2967.36,5461.8,2.02
184133,Flash Sale,2024-07-12,All,SMS,4938,556,52,1232.91,2892.73,1.58
862372,Membership Drive,2024-07-12,Inactive,App,3247,282,70,1865.25,8709.17,3.05
54772,Category Promotion,2024-07-12,All,App,9679,725,83,3628.95,5918.21,1.59
169545,App Push Notification,2024-07-12,All,App,4042,249,56,2741.56,7066.93,3.12
124610,Email Campaign,2024-07-12,Premium,Social Media,9464,848,32,2229.1,5642.77,3.03
723700,Referral Program,2024-07-12,All,App,7223,529,10,4659.41,7791.85,3.13
54604,New User Discount,2024-07-11,Premium,Social Media,3850,149,74,1265.22,4637.3,3.12
567737,Weekend Special,2024-07-11,Inactive,Email,3093,262,78,2924.72,4521.23,3.84
376369,Festival Offer,2024-07-11,All,SMS,9931,889,28,3276.54,6644.46,3.48
772462,Flash Sale,2024-07-11,All,App,3842,180,25,3638.26,6281.78,2.1
846900,Membership Drive,2024-07-11,Premium,Email,4760,422,56,3286.36,9180.9,3.0
809480,Category Promotion,2024-07-11,Premium,SMS,7565,915,23,3489.52,7052.61,2.74
888464,App Push Notification,2024-07-11,New Users,SMS,2956,141,43,4048.42,5658.82,2.2
213728,Email Campaign,2024-07-11,Premium,Email,8210,935,58,2795.2,6047.38,2.31
127966,Referral Program,2024-07-11,Premium,Email,4956,584,75,3771.9,6463.44,2.97
69938,New User Discount,2024-07-10,Inactive,App,4510,809,96,3110.1,6764.98,2.06
628694,Weekend Special,2024-07-10,Inactive,App,7696,740,30,4977.55,4373.22,1.74
969239,Festival Offer,2024-07-10,All,App,7977,149,37,4514.95,5177.34,2.63
274150,Flash Sale,2024-07-10,Premium,SMS,3703,115,43,2486.13,3557.85,3.34
692762,Membership Drive,2024-07-10,Inactive,Social Media,7660,129,10,2003.11,2964.52,3.13
705971,Category Promotion,2024-07-10,Inactive,SMS,9304,336,36,2194.51,9169.32,2.53
253036,App Push Notification,2024-07-10,Inactive,App,1209,216,25,2752.45,8394.96,2.29
182648,Email Campaign,2024-07-10,Premium,Social Media,8244,433,63,2518.04,7213.87,2.65
288525,Referral Program,2024-07-10,New Users,App,2875,845,50,1552.18,9404.18,3.04
817895,New User Discount,2024-07-09,All,Email,1355,296,82,3472.55,8513.25,1.75
782906,Weekend Special,2024-07-09,All,Email,4620,643,61,1129.88,9626.29,2.44
715842,Festival Offer,2024-07-09,New Users,Social Media,3036,616,22,2107.4,8586.18,3.71
436135,Flash Sale,2024-07-09,New Users,SMS,6498,327,62,4013.69,3495.04,1.89
720481,Membership Drive,2024-07-09,Premium,Email,5610,684,11,3656.24,8520.82,2.53
796370,Category Promotion,2024-07-09,All,SMS,9355,721,35,4009.72,7498.45,3.45
921510,App Push Notification,2024-07-09,Premium,Social Media,1406,747,45,3243.81,2431.46,2.02
336324,Email Campaign,2024-07-09,Premium,SMS,7441,940,20,4885.9,9464.14,3.08
227674,Referral Program,2024-07-09,Inactive,Email,6464,990,56,2653.22,8806.88,3.38
779698,New User Discount,2024-07-08,Inactive,Social Media,6314,968,20,2430.17,3313.77,2.28
27136,Weekend Special,2024-07-08,Inactive,Social Media,3081,663,98,4462.35,5634.3,3.03
367050,Festival Offer,2024-07-08,All,App,2827,368,70,1859.92,7222.11,1.64
884549,Flash Sale,2024-07-08,All,Email,3824,512,18,1011.12,4223.28,3.7
986752,Membership Drive,2024-07-08,Premium,Email,3575,737,47,3896.84,4303.13,3.83
69862,Category Promotion,2024-07-08,All,Social Media,7266,643,72,2974.19,9085.9,2.78
575066,App Push Notification,2024-07-08,Inactive,App,7977,302,56,3983.37,9691.47,1.82
867631,Email Campaign,2024-07-08,Inactive,Email,1298,897,19,4730.77,3047.53,2.42
992548,Referral Program,2024-07-08,All,SMS,2955,130,69,3239.74,7024.88,2.4
370831,New User Discount,2024-07-07,All,SMS,3971,252,53,4938.28,9863.18,2.43
972938,Weekend Special,2024-07-07,Premium,SMS,8867,168,29,4295.72,7068.8,1.52
666778,Festival Offer,2024-07-07,All,App,9556,312,30,3153.14,7350.63,2.32
709437,Flash Sale,2024-07-07,Inactive,Email,6563,173,55,4805.06,2820.35,2.2
89439,Membership Drive,2024-07-07,Inactive,Social Media,3764,559,78,3072.25,5487.27,1.52
687834,Category Promotion,2024-07-07,All,Email,3896,881,13,1827.35,7296.21,3.1
497519,App Push Notification,2024-07-07,Inactive,App,3319,572,50,2778.66,5632.85,3.65
338168,Email Campaign,2024-07-07,All,Email,1945,665,47,4974.13,5464.2,1.59
804688,Referral Program,2024-07-07,New Users,Email,7284,154,16,2848.33,8076.66,3.34
780485,New User Discount,2024-07-06,All,App,1819,995,78,4986.38,7138.51,2.13
547115,Weekend Special,2024-07-06,Inactive,SMS,4656,535,29,3311.28,7686.73,2.14
227016,Festival Offer,2024-07-06,New Users,Social Media,4233,297,86,3920.5,5730.42,3.24
425704,Flash Sale,2024-07-06,Premium,Email,3559,724,58,4851.57,3589.65,1.69
731367,Membership Drive,2024-07-06,All,App,2501,541,43,1026.38,4163.05,1.55
614126,Category Promotion,2024-07-06,All,Social Media,8922,765,75,1243.83,6716.25,2.51
751624,App Push Notification,2024-07-06,Inactive,SMS,7284,596,50,2584.0,5175.76,1.56
962131,Email Campaign,2024-07-06,Inactive,Email,5284,969,68,2809.88,7560.78,3.34
590925,Referral Program,2024-07-06,Premium,Email,8234,914,29,1899.6,8064.61,1.7
377293,New User Discount,2024-07-05,Inactive,Social Media,7771,575,49,4311.66,2839.56,2.15
102043,Weekend Special,2024-07-05,Inactive,App,7307,390,42,2870.92,8166.53,2.53
682120,Festival Offer,2024-07-05,New Users,App,9806,804,91,4579.07,2116.41,1.69
556237,Flash Sale,2024-07-05,Inactive,App,8061,906,83,4928.0,2849.73,3.36
536075,Membership Drive,2024-07-05,All,Email,3374,447,72,3431.27,7819.18,1.79
799187,Category Promotion,2024-07-05,Inactive,SMS,8219,111,29,4629.74,3194.92,1.96
660547,App Push Notification,2024-07-05,Inactive,App,5188,873,40,2262.6,8709.88,3.41
548705,Email Campaign,2024-07-05,All,SMS,3026,884,51,1266.83,5419.23,3.63
461527,Referral Program,2024-07-05,Inactive,App,7153,641,98,4563.68,8629.79,2.59
303557,New User Discount,2024-07-04,New Users,SMS,2155,682,89,2401.05,7405.77,3.08
698668,Weekend Special,2024-07-04,Premium,App,1929,563,56,3292.83,4768.12,2.98
184088,Festival Offer,2024-07-04,New Users,Email,3280,568,86,1233.29,5501.87,3.61
895095,Flash Sale,2024-07-04,Inactive,App,1306,440,66,3135.58,7797.98,2.86
635618,Membership Drive,2024-07-04,New Users,App,7959,389,63,4901.15,2434.26,3.56
133861,Category Promotion,2024-07-04,All,App,3083,637,99,3039.8,6757.26,3.04
273112,App Push Notification,2024-07-04,New Users,SMS,4825,890,60,4971.96,6051.97,3.51
429218,Email Campaign,2024-07-04,Premium,Social Media,4915,743,68,2927.68,7764.72,3.39
299733,Referral Program,2024-07-04,Inactive,App,7883,566,69,4658.57,4550.79,3.09
814579,New User Discount,2024-07-03,Premium,SMS,4921,712,97,3667.84,2493.24,3.34
703493,Weekend Special,2024-07-03,Premium,App,7636,748,93,4831.1,8736.93,3.7
304163,Festival Offer,2024-07-03,New Users,SMS,9383,716,99,4343.35,3781.41,3.86
5891,Flash Sale,2024-07-03,Premium,SMS,2333,976,96,4851.75,2280.15,1.77
521813,Membership Drive,2024-07-03,All,App,2775,654,34,4022.17,3607.6,2.77
630300,Category Promotion,2024-07-03,Inactive,Social Media,7652,490,50,4462.33,3602.84,1.74
222013,App Push Notification,2024-07-03,All,App,5590,525,65,4865.84,8038.75,3.45
162388,Email Campaign,2024-07-03,Inactive,Social Media,1465,213,61,2476.41,7904.47,2.89
1966,Referral Program,2024-07-03,All,App,1515,924,96,3621.59,5330.49,3.92
55594,New User Discount,2024-07-02,Premium,Email,4990,531,26,2983.34,6924.21,2.7
922544,Weekend Special,2024-07-02,New Users,Email,2546,293,25,1171.18,2739.18,2.96
758868,Festival Offer,2024-07-02,All,Email,3963,196,12,1571.37,8652.94,3.17
221516,Flash Sale,2024-07-02,New Users,Social Media,5859,658,41,1160.27,4796.48,3.75
423614,Membership Drive,2024-07-02,All,Social Media,4714,852,37,2305.05,8529.82,2.15
119485,Category Promotion,2024-07-02,All,SMS,4253,931,40,4987.84,5521.58,2.18
186094,App Push Notification,2024-07-02,Inactive,SMS,5915,402,50,2214.75,2233.47,2.87
304479,Email Campaign,2024-07-02,Premium,App,7675,417,88,2789.71,9339.14,2.54
130880,Referral Program,2024-07-02,Premium,SMS,7911,867,72,2811.38,2963.7,3.16
244611,New User Discount,2024-07-01,New Users,Social Media,6321,187,84,4371.65,8343.1,3.89
88954,Weekend Special,2024-07-01,All,SMS,7738,665,43,3656.55,9710.03,3.09
403916,Festival Offer,2024-07-01,Premium,App,6960,997,25,1658.6,2594.59,2.83
759311,Flash Sale,2024-07-01,New Users,Social Media,7954,845,83,1246.38,7315.92,2.84
571275,Membership Drive,2024-07-01,Inactive,Email,4154,845,58,3219.98,7299.54,2.91
51824,Category Promotion,2024-07-01,Premium,Social Media,1672,432,17,4330.69,6671.78,2.37
943235,App Push Notification,2024-07-01,Inactive,Social Media,6764,228,49,4512.66,4955.98,1.87
275526,Email Campaign,2024-07-01,All,App,4561,692,18,3934.35,3673.46,3.12
912695,Referral Program,2024-07-01,Inactive,Email,1111,233,34,4448.72,6160.27,2.96
251216,New User Discount,2024-06-30,Premium,Email,2114,546,46,1765.54,7031.51,3.82
762137,Weekend Special,2024-06-30,New Users,SMS,6175,682,79,1510.5,4191.05,1.64
594632,Festival Offer,2024-06-30,All,App,6917,204,13,4736.98,6076.13,3.95
23520,Flash Sale,2024-06-30,New Users,App,2732,634,48,1120.18,7095.81,3.02
465937,Membership Drive,2024-06-30,New Users,SMS,7461,762,17,3075.9,4295.43,2.01
677909,Category Promotion,2024-06-30,Inactive,App,6879,281,67,1482.59,8928.52,3.67
316186,App Push Notification,2024-06-30,New Users,App,7950,768,37,4374.78,4830.83,3.2
720847,Email Campaign,2024-06-30,Premium,App,3938,998,77,4701.87,6442.54,3.86
403077,Referral Program,2024-06-30,All,Social Media,7565,420,76,4381.73,8518.67,2.99
606513,New User Discount,2024-06-29,Inactive,Email,3160,477,90,3344.65,6653.97,3.14
456050,Weekend Special,2024-06-29,New Users,Email,1044,882,94,4013.88,6635.48,1.65
436310,Festival Offer,2024-06-29,New Users,Email,6525,988,58,3159.26,3091.38,3.81
669182,Flash Sale,2024-06-29,Premium,SMS,7621,643,26,1998.75,9531.89,2.95
594914,Membership Drive,2024-06-29,Premium,Email,6930,939,70,2594.55,4301.0,3.7
424670,Category Promotion,2024-06-29,Premium,App,1444,152,71,2805.14,9714.68,2.36
65645,App Push Notification,2024-06-29,New Users,Social Media,7384,986,65,4132.36,3756.11,2.97
33915,Email Campaign,2024-06-29,Inactive,App,5404,569,80,3626.89,3659.99,2.8
803902,Referral Program,2024-06-29,Premium,SMS,5077,473,41,2580.18,2398.48,1.99
131270,New User Discount,2024-06-28,New Users,Email,7761,945,68,1487.79,3090.76,1.83
331187,Weekend Special,2024-06-28,New Users,SMS,2132,512,46,4171.41,3832.22,2.93
290631,Festival Offer,2024-06-28,New Users,Email,5334,360,22,1139.89,8894.52,3.05
38412,Flash Sale,2024-06-28,Inactive,App,3952,731,54,3131.76,7342.56,1.53
832797,Membership Drive,2024-06-28,Inactive,SMS,7466,103,38,3591.2,2103.74,2.01
193101,Category Promotion,2024-06-28,Premium,Email,1897,860,94,3452.59,2721.55,1.52
818942,App Push Notification,2024-06-28,New Users,Email,1498,220,59,4045.16,3284.97,3.29
282366,Email Campaign,2024-06-28,Premium,Email,5310,774,44,1266.95,6411.71,3.85
975633,Referral Program,2024-06-28,Inactive,Email,1204,498,56,3227.61,2448.78,3.64
203140,New User Discount,2024-06-27,Premium,Email,4338,488,35,4529.84,5374.49,1.73
813083,Weekend Special,2024-06-27,All,Email,8328,580,55,4854.84,9204.49,2.23
628968,Festival Offer,2024-06-27,Inactive,SMS,5139,514,42,2816.39,3514.78,2.65
104067,Flash Sale,2024-06-27,Inactive,Social Media,8835,929,89,1586.68,7113.0,3.07
997019,Membership Drive,2024-06-27,Premium,Social Media,4463,248,12,2672.66,6233.93,2.69
549440,Category Promotion,2024-06-27,Premium,App,8080,427,26,4881.88,9391.55,1.58
691873,App Push Notification,2024-06-27,All,Social Media,5652,128,43,3702.41,8025.93,3.98
107594,Email Campaign,2024-06-27,All,Email,3925,618,39,1791.31,6558.83,1.78
558647,Referral Program,2024-06-27,Premium,App,7824,283,77,1351.43,9797.02,1.89
675663,New User Discount,2024-06-26,Premium,Social Media,2017,666,58,4614.46,2352.58,2.61
780455,Weekend Special,2024-06-26,All,App,9298,184,82,4161.56,9147.46,2.42
562182,Festival Offer,2024-06-26,All,Email,7412,685,17,1043.7,5438.85,1.94
319024,Flash Sale,2024-06-26,Premium,App,4392,130,56,1103.91,8439.46,1.79
539170,Membership Drive,2024-06-26,New Users,Email,2867,348,36,3892.36,3876.93,2.13
579100,Category Promotion,2024-06-26,Premium,Email,9588,472,23,2439.33,2489.44,1.53
695056,App Push Notification,2024-06-26,New Users,Social Media,6103,748,86,2302.33,7127.26,3.27
509838,Email Campaign,2024-06-26,Inactive,Social Media,2310,333,46,1001.64,5810.57,1.69
917018,Referral Program,2024-06-26,Inactive,Social Media,1152,690,99,1005.0,4625.85,2.33
709741,New User Discount,2024-06-25,All,App,4332,460,65,3744.78,7675.11,2.7
147381,Weekend Special,2024-06-25,New Users,Email,8409,376,72,3483.01,6200.81,3.99
268193,Festival Offer,2024-06-25,Premium,SMS,5799,673,24,1759.2,7800.62,2.28
874292,Flash Sale,2024-06-25,All,SMS,9338,718,51,3121.12,6324.27,1.87
666231,Membership Drive,2024-06-25,Inactive,Social Media,3335,363,43,2568.98,9083.77,1.64
854434,Category Promotion,2024-06-25,Premium,Social Media,8922,341,36,1539.19,4216.18,2.34
937934,App Push Notification,2024-06-25,Inactive,App,2142,297,17,4271.51,5178.49,1.96
160804,Email Campaign,2024-06-25,New Users,Social Media,5862,627,50,3294.6,2783.4,2.36
263743,Referral Program,2024-06-25,Inactive,App,1915,755,93,3763.84,4407.4,2.1
608413,New User Discount,2024-06-24,All,Social Media,8190,822,75,4622.25,8360.96,3.9
296374,Weekend Special,2024-06-24,Premium,Email,5930,860,69,4851.63,7365.3,3.64
551476,Festival Offer,2024-06-24,Inactive,App,7483,531,79,2613.74,6458.45,2.2
