loan_id,account_id,Date,amount,duration,payments,status
6544,7594,2020-12-11,130464,48,2718,Running Contract
5933,4631,2020-12-13,87528,24,3647,Running Contract
6574,7745,2020-12-20,77544,36,2154,Running Contract
6399,6902,2020-12-21,49320,36,1370,Running Contract
7187,10711,2020-12-24,24180,60,403,Running Contract
6353,6686,2020-12-25,116496,24,4854,Running Contract
5043,339,2020-12-25,468060,60,7801,Running Contract
5469,2445,2020-12-26,293160,60,4886,Running Contract
5976,4794,2020-12-27,465504,48,9698,Client in debt
6059,5196,2020-12-28,79824,12,6652,Contract Finished
5799,4052,2020-12-28,106128,36,2948,Running Contract
6147,5602,2020-12-28,177504,48,3698,Running Contract
6254,6157,2020-12-28,247920,48,5165,Running Contract
7100,10280,2020-12-31,348120,60,5802,Running Contract
7147,10478,2021-01-02,267600,48,5575,Running Contract
5909,4550,2021-01-03,61320,60,1022,Running Contract
7037,10022,2021-01-03,218064,48,4543,Running Contract
5782,3953,2021-01-04,63576,12,5298,Running Contract
6237,6075,2021-01-06,407952,48,8499,Client in debt
6552,7632,2021-01-08,170448,48,3551,Running Contract
7067,10134,2021-01-11,136368,24,5682,Running Contract
5320,1819,2021-01-11,143676,36,3991,Running Contract
5930,4616,2021-01-12,66696,24,2779,Running Contract
6486,7240,2021-01-15,152160,60,2536,Running Contract
5245,1407,2021-01-17,125472,24,5228,Running Contract
6643,8038,2021-01-18,35856,24,1494,Running Contract
5260,1480,2021-01-19,123300,36,3425,Running Contract
5569,2936,2021-01-20,504000,60,8400,Running Contract
7110,10345,2021-01-21,31260,12,2605,Running Contract
7139,10445,2021-01-22,23412,12,1951,Running Contract
6791,8926,2021-01-23,566640,60,9444,Running Contract
5360,2035,2021-01-25,176328,36,4898,Running Contract
5287,1638,2021-01-26,64224,24,2676,Running Contract
6553,7636,2021-01-26,42384,12,3532,Running Contract
7072,10148,2021-01-27,22104,12,1842,Running Contract
6044,5133,2021-01-27,57060,12,4755,Running Contract
5332,1869,2021-01-29,37944,36,1054,Running Contract
6866,9201,2021-02-05,122472,24,5103,Running Contract
6633,7997,2021-02-05,160656,24,6694,Running Contract
6926,9455,2021-02-07,374760,60,6246,Running Contract
6442,7082,2021-02-08,194160,48,4045,Running Contract
5889,4456,2021-02-09,321240,60,5354,Running Contract
5765,3875,2021-02-10,153936,24,6414,Running Contract
5124,785,2021-02-12,156096,36,4336,Running Contract
5491,2545,2021-02-13,428784,48,8933,Running Contract
6730,8523,2021-02-15,93036,12,7753,Running Contract
7151,10493,2021-02-18,133800,24,5575,Running Contract
5140,873,2021-02-24,178500,60,2975,Running Contract
7171,10650,2021-02-24,196224,48,4088,Running Contract
6568,7713,2021-02-25,220440,60,3674,Running Contract
6861,9179,2021-02-28,215040,60,3584,Running Contract
6855,9153,2021-03-01,52236,36,1451,Running Contract
7129,10404,2021-03-01,194280,60,3238,Running Contract
5384,2142,2021-03-07,23328,12,1944,Running Contract
6859,9167,2021-03-07,272220,60,4537,Running Contract
5772,3906,2021-03-08,334620,60,5577,Running Contract
5665,3390,2021-03-11,40632,12,3386,Running Contract
6495,7274,2021-03-12,49044,12,4087,Running Contract
5061,440,2021-03-13,84288,48,1756,Running Contract
6948,9560,2021-03-15,157068,36,4363,Running Contract
5773,3907,2021-03-16,133848,24,5577,Running Contract
6052,5164,2021-03-23,22356,36,621,Running Contract
6682,8225,2021-03-30,36204,12,3017,Client in debt
6083,5305,2021-03-31,240528,48,5011,Running Contract
6962,9646,2021-04-02,279072,48,5814,Running Contract
5158,1004,2021-04-11,188532,36,5237,Running Contract
6464,7156,2021-04-16,49488,24,2062,Running Contract
5172,1083,2021-04-16,50976,36,1416,Running Contract
5582,2982,2021-04-17,41256,12,3438,Running Contract
6136,5572,2021-04-19,140880,60,2348,Running Contract
6235,6062,2021-04-19,321360,60,5356,Running Contract
6508,7437,2021-04-19,110736,48,2307,Running Contract
4968,38,2021-04-19,110736,48,2307,Running Contract
6632,7990,2021-04-23,144960,48,3020,Running Contract
7195,10774,2021-04-23,339168,48,7066,Running Contract
5525,2720,2021-04-27,93888,36,2608,Running Contract
6320,6495,2021-04-28,104964,12,8747,Running Contract
6766,8784,2021-04-28,74352,24,3098,Running Contract
6872,9227,2021-04-29,191580,60,3193,Running Contract
5906,4533,2021-05-05,81144,36,2254,Running Contract
7172,10652,2021-05-07,45720,12,3810,Running Contract
6571,7733,2021-05-12,140064,24,5836,Running Contract
5616,3143,2021-05-15,130896,24,5454,Running Contract
6312,6453,2021-05-17,10944,36,304,Running Contract
6470,7181,2021-05-17,49872,12,4156,Running Contract
5147,938,2021-05-21,22260,60,371,Running Contract
5501,2622,2021-05-21,136344,24,5681,Running Contract
6436,7049,2021-05-22,495180,60,8253,Running Contract
5699,3562,2021-05-24,174960,24,7290,Running Contract
5313,1776,2021-05-27,43200,24,1800,Running Contract
6234,6061,2021-05-28,5148,12,429,Running Contract
6569,7721,2021-05-28,45456,12,3788,Running Contract
7202,10812,2021-05-29,140688,48,2931,Running Contract
5683,3460,2021-05-29,140688,48,2931,Running Contract
5034,303,2021-05-30,112752,36,3132,Running Contract
5435,2279,2021-06-01,314688,48,6556,Running Contract
5815,4116,2021-06-03,151200,36,4200,Running Contract
5589,3005,2021-06-05,390000,48,8125,Running Contract
6746,8639,2021-06-06,185640,60,3094,Running Contract
6790,8919,2021-06-08,76104,24,3171,Running Contract
6857,9159,2021-06-08,69600,48,1450,Running Contract
6450,7099,2021-06-10,234336,48,4882,Running Contract
7221,10915,2021-06-11,152460,60,2541,Running Contract
5527,2728,2021-06-15,156420,60,2607,Running Contract
5620,3161,2021-06-16,30012,12,2501,Running Contract
6215,5944,2021-06-18,78720,48,1640,Running Contract
7167,10644,2021-06-18,269964,36,7499,Running Contract
5823,4144,2021-06-21,212976,36,5916,Running Contract
6207,5912,2021-06-23,184620,60,3077,Running Contract
6932,9491,2021-06-25,225504,48,4698,Running Contract
5669,3403,2021-06-27,71820,36,1995,Running Contract
5154,993,2021-07-01,108720,60,1812,Running Contract
7168,10645,2021-07-05,208332,36,5787,Running Contract
5585,2988,2021-07-08,88608,12,7384,Running Contract
7200,10799,2021-07-11,31140,60,519,Running Contract
6539,7559,2021-07-11,12792,12,1066,Running Contract
5774,3916,2021-07-12,96984,36,2694,Running Contract
6357,6706,2021-07-12,64860,60,1081,Running Contract
5042,330,2021-07-12,331584,48,6908,Running Contract
5015,226,2021-07-12,109344,12,9112,Running Contract
5354,2000,2021-07-14,290820,60,4847,Running Contract
6054,5180,2021-07-16,58764,12,4897,Running Contract
7295,11328,2021-07-18,280440,60,4674,Running Contract
5365,2055,2021-07-19,271260,60,4521,Running Contract
6755,8713,2021-07-24,170700,60,2845,Running Contract
5991,4858,2021-07-27,335184,48,6983,Client in debt
7035,10005,2021-07-29,210744,36,5854,Running Contract
5893,4467,2021-08-03,86184,36,2394,Running Contract
7164,10613,2021-08-15,249792,48,5204,Running Contract
5304,1718,2021-08-20,172272,24,7178,Running Contract
5561,2910,2021-08-29,437460,60,7291,Running Contract
5520,2699,2021-08-30,231168,48,4816,Running Contract
5241,1389,2021-09-02,125472,24,5228,Running Contract
7096,10257,2021-09-02,37812,12,3151,Running Contract
6078,5283,2021-09-09,170832,48,3559,Running Contract
5046,349,2021-09-09,42816,12,3568,Running Contract
5334,1876,2021-09-10,209040,24,8710,Running Contract
6969,9673,2021-09-12,88200,36,2450,Running Contract
6821,9037,2021-09-15,321936,48,6707,Running Contract
5760,3862,2021-09-18,74916,36,2081,Running Contract
5614,3137,2021-09-21,253560,60,4226,Running Contract
7091,10243,2021-09-22,113436,36,3151,Running Contract
5698,3556,2021-09-22,174840,60,2914,Running Contract
5169,1068,2021-09-24,253200,60,4220,Running Contract
7294,11327,2021-09-27,39168,24,1632,Running Contract
5318,1808,2021-09-30,385584,48,8033,Running Contract
5368,2073,2021-10-05,44640,24,1860,Running Contract
6923,9433,2021-10-05,44640,24,1860,Running Contract
5463,2413,2021-10-06,17952,12,1496,Running Contract
5265,1498,2021-10-07,165780,60,2763,Running Contract
6321,6505,2021-10-08,38496,12,3208,Running Contract
5226,1318,2021-10-11,185544,36,5154,Running Contract
6868,9208,2021-10-12,82128,24,3422,Running Contract
4967,37,2021-10-14,318480,60,5308,Client in debt
5293,1656,2021-10-29,189792,48,3954,Running Contract
5865,4354,2021-10-30,327660,60,5461,Running Contract
5841,4268,2021-11-04,41988,12,3499,Running Contract
5526,2725,2021-11-08,69624,36,1934,Running Contract
6852,9140,2021-11-10,16032,48,334,Running Contract
6469,7180,2021-11-17,99744,24,4156,Running Contract
6168,5698,2021-11-21,99216,36,2756,Running Contract
7292,11317,2021-11-22,317460,60,5291,Running Contract
5036,309,2021-11-25,91248,48,1901,Running Contract
5644,3293,2021-11-27,276084,36,7669,Running Contract
6856,9156,2021-12-01,163332,36,4537,Running Contract
5428,2262,2021-12-02,230220,36,6395,Running Contract
5027,276,2021-12-02,160920,36,4470,Running Contract
4989,105,2021-12-05,352704,48,7348,Running Contract
5221,1284,2021-12-05,52512,12,4376,Running Contract
6402,6922,2021-12-06,139488,24,5812,Running Contract
5346,1928,2021-12-06,55632,24,2318,Running Contract
6748,8645,2021-12-08,240900,60,4015,Running Contract
