account_id,district_id,frequency,Date,Account_type,Card_Assigned
4534,63,MONTHLY ISSUANCE,2020-01-18,Savings account,Silver
872,27,MONTHLY ISSUANCE,2020-01-18,NRI account,Silver
2854,1,MONTHLY ISSUANCE,2020-01-18,Salary account,Silver
9549,4,MONTHLY ISSUANCE,2020-01-17,Savings account,Silver
3304,36,MONTHLY ISSUANCE,2020-01-16,Savings account,Silver
3908,13,MONTHLY ISSUANCE,2020-01-16,Savings account,Silver
9031,47,MONTHLY ISSUANCE,2020-01-15,Savings account,Silver
3375,9,MONTHLY ISSUANCE,2020-01-15,NRI account,Silver
2571,61,MONTHLY ISSUANCE,2020-01-15,Savings account,Silver
512,68,MONTHLY ISSUANCE,2020-01-14,Savings account,Silver
2300,36,MONTHLY ISSUANCE,2020-01-13,Salary account,Silver
10148,34,MONTHLY ISSUANCE,2020-01-13,Savings account,Silver
1707,75,MONTHLY ISSUANCE,2020-01-13,NRI account,Silver
11244,33,MONTHLY ISSUANCE,2020-01-12,NRI account,Silver
3470,8,MONTHLY ISSUANCE,2020-01-12,NRI account,Silver
3110,48,MONTHLY ISSUANCE,2020-01-12,Savings account,Silver
6064,49,MONTHLY ISSUANCE,2020-01-11,NRI account,Silver
2981,46,MONTHLY ISSUANCE,2020-01-11,Salary account,Silver
3527,44,MONTHLY ISSUANCE,2020-01-11,NRI account,Silver
3005,42,ISSUANCE AFTER TRANSACTION,2020-01-11,NRI account,Gold
752,23,MONTHLY ISSUANCE,2020-01-10,NRI account,Silver
10493,12,MONTHLY ISSUANCE,2020-01-09,Savings account,Silver
2964,72,MONTHLY ISSUANCE,2020-01-09,Savings account,Silver
4354,38,MONTHLY ISSUANCE,2020-01-08,NRI account,Silver
3639,4,MONTHLY ISSUANCE,2020-01-08,Savings account,Silver
1677,69,MONTHLY ISSUANCE,2020-01-08,Savings account,Silver
2653,66,MONTHLY ISSUANCE,2020-01-08,NRI account,Silver
3870,38,MONTHLY ISSUANCE,2020-01-08,NRI account,Silver
17,1,MONTHLY ISSUANCE,2020-01-08,NRI account,Silver
537,34,MONTHLY ISSUANCE,2020-01-08,Salary account,Silver
294,7,MONTHLY ISSUANCE,2020-01-05,Savings account,Silver
3540,18,MONTHLY ISSUANCE,2020-01-03,Savings account,Silver
263,64,WEEKLY ISSUANCE,2020-01-03,Savings account,Diamond
4660,63,MONTHLY ISSUANCE,2020-01-03,Savings account,Silver
1221,45,MONTHLY ISSUANCE,2020-01-02,NRI account,Silver
1860,70,MONTHLY ISSUANCE,2020-01-02,Savings account,Silver
2689,70,MONTHLY ISSUANCE,2020-01-01,Salary account,Silver
9730,54,MONTHLY ISSUANCE,2020-01-01,Savings account,Silver
1387,67,MONTHLY ISSUANCE,2020-01-01,NRI account,Silver
2637,70,MONTHLY ISSUANCE,2020-01-01,Savings account,Silver
10404,1,MONTHLY ISSUANCE,2019-12-30,Savings account,Silver
528,17,MONTHLY ISSUANCE,2019-12-30,Savings account,Silver
9424,54,MONTHLY ISSUANCE,2019-12-30,Salary account,Silver
3190,1,MONTHLY ISSUANCE,2019-12-30,Salary account,Silver
1390,69,MONTHLY ISSUANCE,2019-12-30,Salary account,Silver
1988,72,MONTHLY ISSUANCE,2019-12-30,Salary account,Silver
2362,16,MONTHLY ISSUANCE,2019-12-30,Savings account,Silver
2064,54,MONTHLY ISSUANCE,2019-12-30,Savings account,Silver
2852,70,MONTHLY ISSUANCE,2019-12-29,NRI account,Silver
3043,1,MONTHLY ISSUANCE,2019-12-29,Salary account,Silver
6706,38,MONTHLY ISSUANCE,2019-12-28,Savings account,Silver
2507,62,MONTHLY ISSUANCE,2019-12-28,Salary account,Silver
3387,25,WEEKLY ISSUANCE,2019-12-28,Salary account,Diamond
3991,1,MONTHLY ISSUANCE,2019-12-28,NRI account,Silver
1056,1,WEEKLY ISSUANCE,2019-12-28,Salary account,Diamond
7966,54,MONTHLY ISSUANCE,2019-12-27,Salary account,Silver
2408,26,MONTHLY ISSUANCE,2019-12-27,Salary account,Silver
592,23,MONTHLY ISSUANCE,2019-12-27,Savings account,Silver
1195,42,MONTHLY ISSUANCE,2019-12-27,NRI account,Silver
2261,1,WEEKLY ISSUANCE,2019-12-27,Savings account,Diamond
8341,64,MONTHLY ISSUANCE,2019-12-27,NRI account,Silver
252,19,MONTHLY ISSUANCE,2019-12-26,NRI account,Silver
7045,51,MONTHLY ISSUANCE,2019-12-26,Salary account,Silver
3941,7,MONTHLY ISSUANCE,2019-12-26,Salary account,Silver
2761,1,MONTHLY ISSUANCE,2019-12-26,Savings account,Silver
2699,73,MONTHLY ISSUANCE,2019-12-25,NRI account,Silver
935,23,MONTHLY ISSUANCE,2019-12-25,NRI account,Silver
2777,62,MONTHLY ISSUANCE,2019-12-25,NRI account,Silver
1659,46,MONTHLY ISSUANCE,2019-12-25,Savings account,Silver
1884,54,MONTHLY ISSUANCE,2019-12-24,NRI account,Silver
434,1,MONTHLY ISSUANCE,2019-12-24,Savings account,Silver
2875,19,MONTHLY ISSUANCE,2019-12-24,NRI account,Silver
2532,38,MONTHLY ISSUANCE,2019-12-24,NRI account,Silver
3029,42,MONTHLY ISSUANCE,2019-12-24,Salary account,Silver
2356,34,WEEKLY ISSUANCE,2019-12-23,Salary account,Diamond
333,73,MONTHLY ISSUANCE,2019-12-23,Salary account,Silver
2441,47,MONTHLY ISSUANCE,2019-12-22,Savings account,Silver
193,69,MONTHLY ISSUANCE,2019-12-22,NRI account,Silver
3390,12,WEEKLY ISSUANCE,2019-12-22,Savings account,Diamond
3393,4,MONTHLY ISSUANCE,2019-12-22,Savings account,Silver
440,29,MONTHLY ISSUANCE,2019-12-22,Savings account,Silver
4454,63,MONTHLY ISSUANCE,2019-12-21,NRI account,Silver
595,20,MONTHLY ISSUANCE,2019-12-21,NRI account,Silver
1391,15,MONTHLY ISSUANCE,2019-12-21,Salary account,Silver
3438,35,MONTHLY ISSUANCE,2019-12-21,NRI account,Silver
1553,59,MONTHLY ISSUANCE,2019-12-21,NRI account,Silver
10645,2,MONTHLY ISSUANCE,2019-12-21,Salary account,Silver
2531,51,MONTHLY ISSUANCE,2019-12-21,Savings account,Silver
1081,64,MONTHLY ISSUANCE,2019-12-21,Savings account,Silver
3182,6,MONTHLY ISSUANCE,2019-12-20,NRI account,Silver
765,12,MONTHLY ISSUANCE,2019-12-20,Savings account,Silver
3412,31,MONTHLY ISSUANCE,2019-12-20,NRI account,Silver
2610,54,MONTHLY ISSUANCE,2019-12-20,Savings account,Silver
7465,1,WEEKLY ISSUANCE,2019-12-19,Savings account,Diamond
1362,1,MONTHLY ISSUANCE,2019-12-19,NRI account,Silver
4794,72,MONTHLY ISSUANCE,2019-12-18,Savings account,Silver
2827,70,MONTHLY ISSUANCE,2019-12-18,Salary account,Silver
3024,1,MONTHLY ISSUANCE,2019-12-18,Salary account,Silver
1618,6,MONTHLY ISSUANCE,2019-12-18,NRI account,Silver
6510,74,MONTHLY ISSUANCE,2019-12-18,NRI account,Silver
2386,12,MONTHLY ISSUANCE,2019-12-17,NRI account,Silver
3411,19,MONTHLY ISSUANCE,2019-12-17,Salary account,Silver
505,64,MONTHLY ISSUANCE,2019-12-16,NRI account,Silver
1817,10,MONTHLY ISSUANCE,2019-12-16,Savings account,Silver
3125,37,MONTHLY ISSUANCE,2019-12-16,Savings account,Silver
2734,53,MONTHLY ISSUANCE,2019-12-16,NRI account,Silver
3137,39,MONTHLY ISSUANCE,2019-12-15,Savings account,Silver
2376,71,MONTHLY ISSUANCE,2019-12-14,Salary account,Silver
2995,51,MONTHLY ISSUANCE,2019-12-14,Salary account,Silver
3984,51,MONTHLY ISSUANCE,2019-12-14,Savings account,Silver
659,63,MONTHLY ISSUANCE,2019-12-14,Salary account,Silver
3452,63,MONTHLY ISSUANCE,2019-12-13,Savings account,Silver
3450,1,MONTHLY ISSUANCE,2019-12-13,NRI account,Silver
1557,66,MONTHLY ISSUANCE,2019-12-13,Savings account,Silver
1316,42,MONTHLY ISSUANCE,2019-12-13,Salary account,Silver
3893,42,MONTHLY ISSUANCE,2019-12-13,NRI account,Silver
2873,70,MONTHLY ISSUANCE,2019-12-13,Savings account,Silver
3962,54,MONTHLY ISSUANCE,2019-12-13,NRI account,Silver
1218,1,MONTHLY ISSUANCE,2019-12-12,Salary account,Silver
561,11,MONTHLY ISSUANCE,2019-12-12,NRI account,Silver
4631,77,ISSUANCE AFTER TRANSACTION,2019-12-12,NRI account,Gold
1055,29,MONTHLY ISSUANCE,2019-12-12,Salary account,Silver
9153,9,MONTHLY ISSUANCE,2019-12-12,Savings account,Silver
1368,22,MONTHLY ISSUANCE,2019-12-12,Salary account,Silver
1587,1,MONTHLY ISSUANCE,2019-12-11,NRI account,Silver
905,35,MONTHLY ISSUANCE,2019-12-11,NRI account,Silver
980,1,MONTHLY ISSUANCE,2019-12-11,Salary account,Silver
3430,9,MONTHLY ISSUANCE,2019-12-10,NRI account,Silver
11096,28,MONTHLY ISSUANCE,2019-12-10,Salary account,Silver
3090,1,MONTHLY ISSUANCE,2019-12-10,Savings account,Silver
5817,77,ISSUANCE AFTER TRANSACTION,2019-12-10,Salary account,Gold
3290,19,MONTHLY ISSUANCE,2019-12-09,Salary account,Silver
2963,31,MONTHLY ISSUANCE,2019-12-09,Savings account,Silver
1361,46,MONTHLY ISSUANCE,2019-12-09,Salary account,Silver
664,1,MONTHLY ISSUANCE,2019-12-08,NRI account,Silver
5133,68,WEEKLY ISSUANCE,2019-12-08,Salary account,Diamond
880,26,MONTHLY ISSUANCE,2019-12-08,Salary account,Silver
1482,38,MONTHLY ISSUANCE,2019-12-08,Savings account,Silver
7176,1,MONTHLY ISSUANCE,2019-12-07,NRI account,Silver
8225,50,MONTHLY ISSUANCE,2019-12-07,NRI account,Silver
1083,45,MONTHLY ISSUANCE,2019-12-06,Salary account,Silver
2286,70,MONTHLY ISSUANCE,2019-12-06,Salary account,Silver
2060,13,MONTHLY ISSUANCE,2019-12-05,Savings account,Silver
2115,8,MONTHLY ISSUANCE,2019-12-05,NRI account,Silver
24,74,MONTHLY ISSUANCE,2019-12-05,Salary account,Silver
2544,38,MONTHLY ISSUANCE,2019-12-04,Savings account,Silver
599,54,MONTHLY ISSUANCE,2019-12-04,NRI account,Silver
2590,47,MONTHLY ISSUANCE,2019-12-04,Salary account,Silver
2589,10,MONTHLY ISSUANCE,2019-12-04,Salary account,Silver
2545,1,MONTHLY ISSUANCE,2019-12-04,Savings account,Silver
1735,42,MONTHLY ISSUANCE,2019-12-04,Salary account,Silver
3312,30,MONTHLY ISSUANCE,2019-12-04,Savings account,Silver
2916,6,MONTHLY ISSUANCE,2019-12-03,Savings account,Silver
3018,34,MONTHLY ISSUANCE,2019-12-03,Savings account,Silver
249,28,MONTHLY ISSUANCE,2019-12-03,Savings account,Silver
3602,18,MONTHLY ISSUANCE,2019-12-03,NRI account,Silver
3856,45,MONTHLY ISSUANCE,2019-12-03,Salary account,Silver
805,10,MONTHLY ISSUANCE,2019-12-02,NRI account,Silver
3377,74,MONTHLY ISSUANCE,2019-12-02,NRI account,Silver
1296,50,MONTHLY ISSUANCE,2019-12-02,Savings account,Silver
1435,1,MONTHLY ISSUANCE,2019-12-01,Salary account,Silver
3507,9,MONTHLY ISSUANCE,2019-12-01,Savings account,Silver
712,72,MONTHLY ISSUANCE,2019-12-01,Salary account,Silver
10280,69,MONTHLY ISSUANCE,2019-12-01,Salary account,Silver
1754,52,MONTHLY ISSUANCE,2019-12-01,Savings account,Silver
79,3,MONTHLY ISSUANCE,2019-11-29,NRI account,Silver
3799,74,MONTHLY ISSUANCE,2019-11-29,NRI account,Silver
1460,54,MONTHLY ISSUANCE,2019-11-29,NRI account,Silver
7745,2,MONTHLY ISSUANCE,2019-11-29,Savings account,Silver
14,47,MONTHLY ISSUANCE,2019-11-27,Salary account,Silver
549,5,MONTHLY ISSUANCE,2019-11-27,NRI account,Silver
143,21,MONTHLY ISSUANCE,2019-11-27,NRI account,Silver
1943,9,MONTHLY ISSUANCE,2019-11-26,NRI account,Silver
2090,40,MONTHLY ISSUANCE,2019-11-26,Savings account,Silver
2636,18,MONTHLY ISSUANCE,2019-11-26,Savings account,Silver
8523,54,MONTHLY ISSUANCE,2019-11-25,NRI account,Silver
2398,70,MONTHLY ISSUANCE,2019-11-25,Salary account,Silver
1712,44,MONTHLY ISSUANCE,2019-11-25,Savings account,Silver
3282,1,MONTHLY ISSUANCE,2019-11-24,Salary account,Silver
330,42,MONTHLY ISSUANCE,2019-11-24,Salary account,Silver
1242,74,ISSUANCE AFTER TRANSACTION,2019-11-24,Salary account,Gold
1393,1,MONTHLY ISSUANCE,2019-11-24,Savings account,Silver
2303,41,MONTHLY ISSUANCE,2019-11-24,NRI account,Silver
3708,64,MONTHLY ISSUANCE,2019-11-24,Salary account,Silver
209,37,MONTHLY ISSUANCE,2019-11-24,Savings account,Silver
8094,67,MONTHLY ISSUANCE,2019-11-24,Savings account,Silver
2601,70,MONTHLY ISSUANCE,2019-11-24,NRI account,Silver
7,60,MONTHLY ISSUANCE,2019-11-24,Salary account,Silver
1347,8,MONTHLY ISSUANCE,2019-11-24,Salary account,Silver
546,8,MONTHLY ISSUANCE,2019-11-23,Savings account,Silver
3862,1,MONTHLY ISSUANCE,2019-11-23,Salary account,Silver
2898,54,MONTHLY ISSUANCE,2019-11-23,Salary account,Silver
3517,26,MONTHLY ISSUANCE,2019-11-22,Salary account,Silver
2264,41,MONTHLY ISSUANCE,2019-11-22,Savings account,Silver
8688,66,MONTHLY ISSUANCE,2019-11-22,Savings account,Silver
513,58,MONTHLY ISSUANCE,2019-11-21,Salary account,Silver
1549,21,MONTHLY ISSUANCE,2019-11-21,Savings account,Silver
3093,16,MONTHLY ISSUANCE,2019-11-21,Savings account,Silver
10905,32,MONTHLY ISSUANCE,2019-11-21,Savings account,Silver
2234,3,MONTHLY ISSUANCE,2019-11-21,Salary account,Silver
2285,36,MONTHLY ISSUANCE,2019-11-21,Savings account,Silver
3809,1,MONTHLY ISSUANCE,2019-11-21,NRI account,Silver
1546,15,MONTHLY ISSUANCE,2019-11-20,Salary account,Silver
2826,35,MONTHLY ISSUANCE,2019-11-20,Salary account,Silver
797,57,MONTHLY ISSUANCE,2019-11-20,NRI account,Silver
530,54,MONTHLY ISSUANCE,2019-11-19,NRI account,Silver
508,74,MONTHLY ISSUANCE,2019-11-19,NRI account,Silver
341,28,MONTHLY ISSUANCE,2019-11-19,Savings account,Silver
3256,40,MONTHLY ISSUANCE,2019-11-19,Savings account,Silver
4033,57,MONTHLY ISSUANCE,2019-11-19,Salary account,Silver
5878,76,MONTHLY ISSUANCE,2019-11-19,Savings account,Silver
77,63,MONTHLY ISSUANCE,2019-11-19,Savings account,Silver
1320,58,MONTHLY ISSUANCE,2019-11-18,Savings account,Silver
3376,58,MONTHLY ISSUANCE,2019-11-17,NRI account,Silver
1260,5,MONTHLY ISSUANCE,2019-11-17,Savings account,Silver
1021,42,MONTHLY ISSUANCE,2019-11-17,Salary account,Silver
48,21,MONTHLY ISSUANCE,2019-11-17,Savings account,Silver
4069,38,MONTHLY ISSUANCE,2019-11-17,Salary account,Silver
3564,14,MONTHLY ISSUANCE,2019-11-17,NRI account,Silver
63,22,MONTHLY ISSUANCE,2019-11-16,Salary account,Silver
1991,1,MONTHLY ISSUANCE,2019-11-16,NRI account,Silver
3291,45,MONTHLY ISSUANCE,2019-11-16,NRI account,Silver
2385,60,MONTHLY ISSUANCE,2019-11-15,Savings account,Silver
2032,36,MONTHLY ISSUANCE,2019-11-14,Salary account,Silver
570,3,MONTHLY ISSUANCE,2019-11-14,Savings account,Silver
993,6,MONTHLY ISSUANCE,2019-11-14,NRI account,Silver
3884,1,MONTHLY ISSUANCE,2019-11-14,Salary account,Silver
3765,32,MONTHLY ISSUANCE,2019-11-14,NRI account,Silver
3589,5,MONTHLY ISSUANCE,2019-11-13,NRI account,Silver
2967,38,MONTHLY ISSUANCE,2019-11-13,NRI account,Silver
3437,1,MONTHLY ISSUANCE,2019-11-13,NRI account,Silver
4102,60,MONTHLY ISSUANCE,2019-11-13,NRI account,Silver
3498,31,MONTHLY ISSUANCE,2019-11-12,Salary account,Silver
2258,3,MONTHLY ISSUANCE,2019-11-12,Savings account,Silver
3177,74,MONTHLY ISSUANCE,2019-11-12,Salary account,Silver
1638,6,WEEKLY ISSUANCE,2019-11-12,Savings account,Diamond
3819,69,MONTHLY ISSUANCE,2019-11-11,Salary account,Silver
6157,34,MONTHLY ISSUANCE,2019-11-11,Salary account,Silver
1326,52,MONTHLY ISSUANCE,2019-11-11,NRI account,Silver
4286,43,MONTHLY ISSUANCE,2019-11-11,Savings account,Silver
3224,55,MONTHLY ISSUANCE,2019-11-10,Salary account,Silver
829,59,MONTHLY ISSUANCE,2019-11-10,Savings account,Silver
511,14,MONTHLY ISSUANCE,2019-11-10,NRI account,Silver
3560,57,MONTHLY ISSUANCE,2019-11-10,Salary account,Silver
1555,34,MONTHLY ISSUANCE,2019-11-10,Savings account,Silver
2160,72,MONTHLY ISSUANCE,2019-11-10,Salary account,Silver
4383,73,MONTHLY ISSUANCE,2019-11-10,NRI account,Silver
2517,55,ISSUANCE AFTER TRANSACTION,2019-11-10,Savings account,Gold
2107,70,MONTHLY ISSUANCE,2019-11-09,Salary account,Silver
9333,36,MONTHLY ISSUANCE,2019-11-08,Savings account,Silver
4753,1,MONTHLY ISSUANCE,2019-11-07,Savings account,Silver
9528,19,MONTHLY ISSUANCE,2019-11-07,Salary account,Silver
91,17,MONTHLY ISSUANCE,2019-11-06,NRI account,Silver
3615,46,MONTHLY ISSUANCE,2019-11-05,NRI account,Silver
1324,42,MONTHLY ISSUANCE,2019-11-05,Savings account,Silver
431,18,MONTHLY ISSUANCE,2019-11-05,NRI account,Silver
11328,54,MONTHLY ISSUANCE,2019-11-05,NRI account,Silver
3626,51,MONTHLY ISSUANCE,2019-11-05,Savings account,Silver
1899,26,MONTHLY ISSUANCE,2019-11-05,NRI account,Silver
2130,46,MONTHLY ISSUANCE,2019-11-04,NRI account,Silver
714,23,MONTHLY ISSUANCE,2019-11-04,Salary account,Silver
255,68,MONTHLY ISSUANCE,2019-11-03,Savings account,Silver
2193,44,MONTHLY ISSUANCE,2019-11-03,NRI account,Silver
9455,73,MONTHLY ISSUANCE,2019-11-03,NRI account,Silver
3557,72,MONTHLY ISSUANCE,2019-11-02,Salary account,Silver
1663,55,MONTHLY ISSUANCE,2019-11-02,Savings account,Silver
6265,5,MONTHLY ISSUANCE,2019-11-01,NRI account,Silver
1683,77,MONTHLY ISSUANCE,2019-11-01,Savings account,Silver
6440,1,MONTHLY ISSUANCE,2019-11-01,Salary account,Silver
926,36,MONTHLY ISSUANCE,2019-11-01,Savings account,Silver
2685,67,MONTHLY ISSUANCE,2019-11-01,NRI account,Silver
2279,2,WEEKLY ISSUANCE,2019-10-30,Salary account,Diamond
1478,5,MONTHLY ISSUANCE,2019-10-30,Salary account,Silver
3228,29,MONTHLY ISSUANCE,2019-10-30,NRI account,Silver
221,19,MONTHLY ISSUANCE,2019-10-30,NRI account,Silver
3022,64,MONTHLY ISSUANCE,2019-10-30,NRI account,Silver
122,31,MONTHLY ISSUANCE,2019-10-30,Savings account,Silver
2418,64,MONTHLY ISSUANCE,2019-10-29,Savings account,Silver
806,13,MONTHLY ISSUANCE,2019-10-29,Salary account,Silver
65,36,MONTHLY ISSUANCE,2019-10-29,Savings account,Silver
9201,69,MONTHLY ISSUANCE,2019-10-28,Savings account,Silver
888,54,MONTHLY ISSUANCE,2019-10-28,Salary account,Silver
4715,8,MONTHLY ISSUANCE,2019-10-28,Savings account,Silver
3956,6,MONTHLY ISSUANCE,2019-10-28,Salary account,Silver
4375,39,MONTHLY ISSUANCE,2019-10-28,Savings account,Silver
1855,34,MONTHLY ISSUANCE,2019-10-27,NRI account,Silver
224,15,MONTHLY ISSUANCE,2019-10-27,Salary account,Silver
281,1,MONTHLY ISSUANCE,2019-10-27,NRI account,Silver
199,70,MONTHLY ISSUANCE,2019-10-26,Savings account,Silver
778,68,MONTHLY ISSUANCE,2019-10-26,NRI account,Silver
3811,1,MONTHLY ISSUANCE,2019-10-26,NRI account,Silver
1785,52,MONTHLY ISSUANCE,2019-10-25,NRI account,Silver
5912,45,MONTHLY ISSUANCE,2019-10-25,Salary account,Silver
1176,19,MONTHLY ISSUANCE,2019-10-24,NRI account,Silver
272,11,MONTHLY ISSUANCE,2019-10-23,Salary account,Silver
366,1,MONTHLY ISSUANCE,2019-10-23,Salary account,Silver
1226,1,MONTHLY ISSUANCE,2019-10-23,Salary account,Silver
2759,46,MONTHLY ISSUANCE,2019-10-23,Salary account,Silver
6902,60,MONTHLY ISSUANCE,2019-10-22,Savings account,Silver
3877,59,MONTHLY ISSUANCE,2019-10-22,Salary account,Silver
2290,37,MONTHLY ISSUANCE,2019-10-22,Savings account,Silver
1330,68,MONTHLY ISSUANCE,2019-10-22,NRI account,Silver
9037,1,MONTHLY ISSUANCE,2019-10-22,Salary account,Silver
1464,73,MONTHLY ISSUANCE,2019-10-21,NRI account,Silver
1819,55,WEEKLY ISSUANCE,2019-10-21,Savings account,Diamond
2502,32,MONTHLY ISSUANCE,2019-10-21,Savings account,Silver
1888,6,MONTHLY ISSUANCE,2019-10-21,Salary account,Silver
5317,28,MONTHLY ISSUANCE,2019-10-20,NRI account,Silver
6592,1,MONTHLY ISSUANCE,2019-10-20,Salary account,Silver
1060,6,MONTHLY ISSUANCE,2019-10-20,Savings account,Silver
473,73,MONTHLY ISSUANCE,2019-10-20,NRI account,Silver
1745,53,MONTHLY ISSUANCE,2019-10-19,Salary account,Silver
1090,69,MONTHLY ISSUANCE,2019-10-19,NRI account,Silver
329,3,MONTHLY ISSUANCE,2019-10-19,NRI account,Silver
975,1,MONTHLY ISSUANCE,2019-10-19,NRI account,Silver
3143,38,MONTHLY ISSUANCE,2019-10-18,NRI account,Silver
2709,2,MONTHLY ISSUANCE,2019-10-18,Savings account,Silver
1541,60,MONTHLY ISSUANCE,2019-10-18,NRI account,Silver
305,34,MONTHLY ISSUANCE,2019-10-18,NRI account,Silver
3690,67,ISSUANCE AFTER TRANSACTION,2019-10-18,Savings account,Gold
3766,29,ISSUANCE AFTER TRANSACTION,2019-10-18,Savings account,Gold
3454,32,MONTHLY ISSUANCE,2019-10-17,Savings account,Silver
2046,68,MONTHLY ISSUANCE,2019-10-17,NRI account,Silver
1492,24,MONTHLY ISSUANCE,2019-10-17,Salary account,Silver
3776,1,MONTHLY ISSUANCE,2019-10-16,Salary account,Silver
1577,67,MONTHLY ISSUANCE,2019-10-16,NRI account,Silver
8784,1,MONTHLY ISSUANCE,2019-10-16,Salary account,Silver
1645,50,MONTHLY ISSUANCE,2019-10-16,NRI account,Silver
713,58,MONTHLY ISSUANCE,2019-10-15,NRI account,Silver
11325,62,MONTHLY ISSUANCE,2019-10-15,Savings account,Silver
8628,2,ISSUANCE AFTER TRANSACTION,2019-10-15,Savings account,Gold
4493,61,ISSUANCE AFTER TRANSACTION,2019-10-15,Salary account,Gold
410,49,MONTHLY ISSUANCE,2019-10-15,Savings account,Silver
2988,66,ISSUANCE AFTER TRANSACTION,2019-10-14,Salary account,Gold
3314,25,MONTHLY ISSUANCE,2019-10-14,Salary account,Silver
4949,33,MONTHLY ISSUANCE,2019-10-14,Savings account,Silver
9677,8,MONTHLY ISSUANCE,2019-10-13,NRI account,Silver
342,64,MONTHLY ISSUANCE,2019-10-13,NRI account,Silver
536,14,MONTHLY ISSUANCE,2019-10-13,NRI account,Silver
350,47,MONTHLY ISSUANCE,2019-10-13,Savings account,Silver
2475,17,MONTHLY ISSUANCE,2019-10-13,Savings account,Silver
10063,4,WEEKLY ISSUANCE,2019-10-13,Salary account,Diamond
581,26,MONTHLY ISSUANCE,2019-10-13,Savings account,Silver
6950,36,MONTHLY ISSUANCE,2019-10-12,Savings account,Silver
3271,8,MONTHLY ISSUANCE,2019-10-12,NRI account,Silver
3329,3,MONTHLY ISSUANCE,2019-10-12,Savings account,Silver
4090,72,MONTHLY ISSUANCE,2019-10-11,Savings account,Silver
3249,74,MONTHLY ISSUANCE,2019-10-11,Savings account,Silver
472,8,MONTHLY ISSUANCE,2019-10-11,Salary account,Silver
1777,60,MONTHLY ISSUANCE,2019-10-10,NRI account,Silver
1003,28,MONTHLY ISSUANCE,2019-10-10,Savings account,Silver
3394,23,MONTHLY ISSUANCE,2019-10-09,Salary account,Silver
7636,40,MONTHLY ISSUANCE,2019-10-08,Savings account,Silver
3175,50,MONTHLY ISSUANCE,2019-10-08,NRI account,Silver
1812,31,MONTHLY ISSUANCE,2019-10-08,NRI account,Silver
10607,52,MONTHLY ISSUANCE,2019-10-08,Savings account,Silver
2999,66,MONTHLY ISSUANCE,2019-10-08,NRI account,Silver
921,10,MONTHLY ISSUANCE,2019-10-08,Salary account,Silver
2934,1,MONTHLY ISSUANCE,2019-10-08,Salary account,Silver
261,54,MONTHLY ISSUANCE,2019-10-07,NRI account,Silver
2240,36,MONTHLY ISSUANCE,2019-10-07,NRI account,Silver
2657,55,MONTHLY ISSUANCE,2019-10-07,Savings account,Silver
1558,32,MONTHLY ISSUANCE,2019-10-06,NRI account,Silver
2465,57,MONTHLY ISSUANCE,2019-10-06,Savings account,Silver
814,76,MONTHLY ISSUANCE,2019-10-06,Salary account,Silver
325,75,MONTHLY ISSUANCE,2019-10-06,Savings account,Silver
3904,18,MONTHLY ISSUANCE,2019-10-05,NRI account,Silver
2252,1,MONTHLY ISSUANCE,2019-10-05,NRI account,Silver
826,44,MONTHLY ISSUANCE,2019-10-05,Salary account,Silver
1008,13,MONTHLY ISSUANCE,2019-10-05,NRI account,Silver
3913,23,MONTHLY ISSUANCE,2019-10-04,NRI account,Silver
822,40,MONTHLY ISSUANCE,2019-10-04,Salary account,Silver
1155,43,MONTHLY ISSUANCE,2019-10-04,NRI account,Silver
2807,42,MONTHLY ISSUANCE,2019-10-04,Salary account,Silver
1751,53,MONTHLY ISSUANCE,2019-10-04,NRI account,Silver
3158,71,MONTHLY ISSUANCE,2019-10-03,NRI account,Silver
3071,41,MONTHLY ISSUANCE,2019-10-03,Savings account,Silver
1586,1,MONTHLY ISSUANCE,2019-10-03,Salary account,Silver
3232,37,MONTHLY ISSUANCE,2019-10-02,Salary account,Silver
618,1,MONTHLY ISSUANCE,2019-10-02,Savings account,Silver
1502,1,MONTHLY ISSUANCE,2019-10-02,NRI account,Silver
10857,50,MONTHLY ISSUANCE,2019-10-02,Savings account,Silver
692,69,MONTHLY ISSUANCE,2019-10-02,Savings account,Silver
3843,62,MONTHLY ISSUANCE,2019-10-02,Salary account,Silver
569,76,MONTHLY ISSUANCE,2019-10-01,Salary account,Silver
1500,43,MONTHLY ISSUANCE,2019-10-01,Savings account,Silver
2561,59,MONTHLY ISSUANCE,2019-09-29,NRI account,Silver
972,46,MONTHLY ISSUANCE,2019-09-29,Salary account,Silver
698,71,MONTHLY ISSUANCE,2019-09-29,NRI account,Silver
2294,46,MONTHLY ISSUANCE,2019-09-29,Salary account,Silver
2373,14,MONTHLY ISSUANCE,2019-09-29,Salary account,Silver
241,15,MONTHLY ISSUANCE,2019-09-29,NRI account,Silver
2483,1,MONTHLY ISSUANCE,2019-09-29,Salary account,Silver
2083,1,MONTHLY ISSUANCE,2019-09-28,NRI account,Silver
1823,3,MONTHLY ISSUANCE,2019-09-28,Salary account,Silver
2955,67,MONTHLY ISSUANCE,2019-09-27,Salary account,Silver
3446,6,ISSUANCE AFTER TRANSACTION,2019-09-27,NRI account,Gold
3339,1,MONTHLY ISSUANCE,2019-09-27,Salary account,Silver
1631,10,MONTHLY ISSUANCE,2019-09-27,Savings account,Silver
