ProductID,Product,Category,SalesAmount
P0850,Item 850,Sports,18715
P0851,Item 851,Toys,29920
P0852,Item 852,Furniture,32703
P0853,Item 853,Books,43318
P0854,Item 854,Furniture,5637
P0855,Item 855,Clothing,5854
P0856,Item 856,Books,44088
P0857,Item 857,Books,38660
P0858,Item 858,Electronics,40811
P0859,Item 859,Books,20856
P0860,Item 860,Clothing,22833
P0861,Item 861,Appliances,20963
P0862,Item 862,Appliances,37932
P0863,Item 863,Sports,28169
P0864,Item 864,Books,8941
P0865,Item 865,Appliances,15388
P0866,Item 866,Furniture,6569
P0867,Item 867,Sports,5300
P0868,Item 868,Books,40037
P0869,Item 869,Furniture,37586
P0870,Item 870,Toys,13015
P0871,Item 871,Toys,46002
P0872,Item 872,Electronics,7254
P0873,Item 873,Books,18144
P0874,Item 874,Toys,25214
P0875,Item 875,Toys,41118
P0876,Item 876,Appliances,16183
P0877,Item 877,Electronics,7238
P0878,Item 878,Electronics,7090
P0879,Item 879,Appliances,12637
P0880,Item 880,Books,23415
P0881,Item 881,Furniture,25071
P0882,Item 882,Sports,46415
P0883,Item 883,Books,43679
P0884,Item 884,Furniture,42240
P0885,Item 885,Electronics,19271
P0886,Item 886,Clothing,37034
P0887,Item 887,Books,34434
P0888,Item 888,Clothing,5188
P0889,Item 889,Furniture,11161
P0890,Item 890,Books,29732
P0891,Item 891,Clothing,12314
P0892,Item 892,Clothing,24954
P0893,Item 893,Sports,22508
P0894,Item 894,Books,22969
P0895,Item 895,Clothing,46659
P0896,Item 896,Sports,38545
P0897,Item 897,Sports,37668
P0898,Item 898,Books,24061
P0899,Item 899,Clothing,14716
P0900,Item 900,Sports,40749
P0901,Item 901,Electronics,40144
P0902,Item 902,Books,17907
P0903,Item 903,Electronics,19777
P0904,Item 904,Appliances,28693
P0905,Item 905,Toys,43928
P0906,Item 906,Electronics,27329
P0907,Item 907,Clothing,47892
P0908,Item 908,Furniture,17282
P0909,Item 909,Appliances,24624
P0910,Item 910,Electronics,24321
P0911,Item 911,Sports,11488
P0912,Item 912,Appliances,23574
P0913,Item 913,Electronics,6240
P0914,Item 914,Sports,44221
P0915,Item 915,Electronics,11478
P0916,Item 916,Furniture,46162
P0917,Item 917,Furniture,20262
P0918,Item 918,Sports,5432
P0919,Item 919,Electronics,30721
P0920,Item 920,Toys,14568
P0921,Item 921,Furniture,15178
P0922,Item 922,Furniture,23195
P0923,Item 923,Furniture,1302
P0924,Item 924,Books,18022
P0925,Item 925,Appliances,1055
P0926,Item 926,Electronics,46781
P0927,Item 927,Toys,9717
P0928,Item 928,Furniture,29699
P0929,Item 929,Books,9150
P0930,Item 930,Appliances,3125
P0931,Item 931,Clothing,45247
P0932,Item 932,Sports,49513
P0933,Item 933,Clothing,17748
P0934,Item 934,Furniture,40577
P0935,Item 935,Toys,5621
P0936,Item 936,Toys,16034
P0937,Item 937,Appliances,47391
P0938,Item 938,Appliances,6126
P0939,Item 939,Electronics,6122
P0940,Item 940,Sports,19030
P0941,Item 941,Sports,18302
P0942,Item 942,Furniture,20181
P0943,Item 943,Clothing,39638
P0944,Item 944,Electronics,2531
P0945,Item 945,Toys,41940
P0946,Item 946,Electronics,41441
P0947,Item 947,Clothing,24333
P0948,Item 948,Toys,40650
P0949,Item 949,Appliances,35674
P0950,Item 950,Books,36854
P0951,Item 951,Books,47271
P0952,Item 952,Appliances,9152
P0953,Item 953,Furniture,39518
P0954,Item 954,Electronics,46540
P0955,Item 955,Toys,11267
P0956,Item 956,Appliances,26289
P0957,Item 957,Sports,2062
P0958,Item 958,Appliances,30926
P0959,Item 959,Furniture,7229
P0960,Item 960,Electronics,48915
P0961,Item 961,Appliances,5632
P0962,Item 962,Sports,40056
P0963,Item 963,Clothing,4596
P0964,Item 964,Sports,45243
P0965,Item 965,Appliances,7168
P0966,Item 966,Toys,43563
P0967,Item 967,Sports,8561
P0968,Item 968,Electronics,9258
P0969,Item 969,Sports,17616
P0970,Item 970,Toys,27734
P0971,Item 971,Sports,7371
P0972,Item 972,Electronics,27069
P0973,Item 973,Clothing,15369
P0974,Item 974,Toys,13910
P0975,Item 975,Books,8943
P0976,Item 976,Appliances,13199
P0977,Item 977,Clothing,16728
P0978,Item 978,Electronics,24275
P0979,Item 979,Toys,7738
P0980,Item 980,Appliances,16913
P0981,Item 981,Clothing,36240
P0982,Item 982,Electronics,20123
P0983,Item 983,Sports,49447
P0984,Item 984,Books,35529
P0985,Item 985,Sports,11167
P0986,Item 986,Books,11554
P0987,Item 987,Electronics,18260
P0988,Item 988,Books,48045
P0989,Item 989,Clothing,4812
P0990,Item 990,Appliances,29024
P0991,Item 991,Sports,28285
P0992,Item 992,Books,27900
P0993,Item 993,Appliances,2605
P0994,Item 994,Furniture,6622
P0995,Item 995,Books,7767
P0996,Item 996,Furniture,28139
P0997,Item 997,Appliances,12613
P0998,Item 998,Toys,11589
P0999,Item 999,Appliances,14918
P1000,Item 1000,Clothing,21119
