Date,ProductID,StockQuantity
2024-06-16,369,563
2022-06-18,118,327
2023-04-17,29,86
2022-03-16,280,738
2023-10-19,442,15
2024-08-29,139,481
2024-03-22,477,361
2022-03-25,144,371
2024-07-22,159,214
2024-07-23,70,761
2022-11-20,359,524
2023-06-24,428,133
2024-11-04,492,385
2022-04-08,489,975
2021-12-08,175,470
2022-11-22,214,428
2022-12-09,13,323
2023-08-31,421,96
2023-07-25,348,492
2024-08-20,355,105
2022-04-20,159,443
2024-02-28,298,976
2022-10-12,443,492
2023-09-20,369,810
2021-12-23,466,904
2023-08-24,141,317
2023-02-14,137,11
2023-05-21,83,521
2024-02-16,428,83
2022-05-21,265,859
2023-12-13,249,257
2023-07-18,493,64
2022-04-15,431,396
2022-11-06,235,588
2023-04-15,227,239
2024-08-10,483,543
2024-09-08,373,235
2022-11-24,285,180
2023-08-06,385,889
2024-04-14,131,921
2022-11-11,400,934
2022-03-10,26,715
2023-09-23,105,455
2022-11-27,420,804
2022-07-14,138,661
2024-01-24,205,678
2022-02-21,414,574
2023-10-12,264,291
2022-07-13,271,877
2022-12-29,454,717
2023-10-07,432,340
2022-09-24,58,849
2024-11-08,196,66
2023-01-17,345,14
2022-03-23,14,534
2024-07-09,258,293
2022-06-03,182,259
2021-12-01,298,748
2024-04-06,270,615
2023-10-01,280,567
2024-10-08,496,274
2024-06-08,39,996
2023-11-08,278,146
2024-05-16,112,671
2023-07-21,352,55
2022-08-09,228,572
2023-06-14,21,503
2021-12-29,13,864
2024-11-24,459,258
2022-02-23,455,317
2023-01-24,47,486
2024-08-30,165,909
2021-12-28,165,697
2022-09-11,93,601
2024-02-27,234,448
2021-12-24,468,169
2023-12-17,277,546
2022-08-02,275,25
2023-06-03,254,361
2023-02-04,339,961
2022-12-01,131,300
2023-06-15,138,259
2023-04-07,143,339
2024-08-22,373,267
2024-02-09,470,234
2024-07-05,152,990
2022-10-23,400,856
2022-05-07,167,596
2022-05-16,229,333
2024-01-18,311,917
2022-10-27,255,894
2024-10-28,427,967
2022-10-27,280,772
2023-05-18,356,922
2023-06-05,449,187
2024-09-04,265,77
2023-10-28,19,165
2022-04-08,442,313
2022-08-06,221,910
2024-02-13,261,79
2024-06-28,353,47
2022-01-12,7,353
2023-05-23,424,599
2022-01-12,22,363
2024-09-06,201,277
2021-12-09,317,724
2023-02-09,105,823
2023-03-23,280,446
2023-06-09,256,963
2024-09-25,9,550
2023-01-13,69,899
2023-06-15,294,709
2023-04-04,369,57
2024-11-26,126,717
2024-06-13,491,530
2022-02-21,277,45
2023-04-11,291,443
2023-06-10,219,561
2024-01-12,195,162
2022-05-21,489,700
2024-05-12,216,451
2024-07-12,434,561
2023-04-16,63,629
2024-01-26,27,956
2022-05-17,311,345
2021-12-02,427,708
2023-11-05,15,119
2022-05-04,473,567
2024-06-06,255,331
2023-08-14,27,132
2022-03-26,308,835
2023-05-09,89,637
2023-02-09,47,447
2023-12-11,194,163
2022-12-20,280,115
2024-07-30,210,140
2023-03-29,91,889
2024-09-01,202,276
2023-05-10,124,785
2024-10-05,207,813
2023-09-14,174,614
2022-11-23,187,843
2023-07-16,292,87
2023-04-14,404,818
2023-09-14,370,542
2023-01-24,269,859
2022-04-30,15,270
2024-06-16,192,176
2024-11-07,423,724
2022-05-28,492,782
2023-06-01,447,626
2023-05-13,254,951
2024-07-12,58,99
2022-05-01,81,531
2023-09-18,488,921
2024-02-17,399,651
2022-09-26,356,757
2022-02-26,405,274
2022-03-16,402,981
2023-05-10,330,182
2023-03-05,188,498
2023-10-21,126,39
2022-04-07,455,895
2022-02-24,480,744
2024-10-11,134,412
2023-07-31,286,806
2023-01-18,38,244
2024-10-25,376,933
2023-02-22,474,801
2024-08-13,80,611
2024-01-30,446,2
2022-02-28,87,782
2023-12-24,323,66
2022-12-15,382,400
2022-01-22,180,102
2023-09-23,65,65
2023-03-30,237,768
2024-02-16,396,18
2023-02-09,188,787
2024-11-04,484,356
2024-04-02,359,664
2023-07-14,364,630
2023-08-01,320,90
2024-03-18,32,382
2024-01-29,212,891
2022-04-21,286,992
2022-03-14,273,625
2023-05-25,362,185
2024-05-05,219,60
2022-09-01,292,76
2023-07-17,220,352
2023-01-02,493,204
2022-02-09,448,861
2024-09-17,147,88
2022-01-06,306,134
2023-09-07,57,232
2023-07-14,369,366
2024-10-26,113,303
2024-02-08,220,626
2023-09-20,187,452
2024-02-09,349,648
2023-04-04,50,669
2024-04-03,72,315
2024-06-12,424,36
2023-07-15,185,363
2023-06-02,370,285
2023-05-08,160,103
2023-10-17,38,530
2024-11-20,469,732
2023-01-16,175,966
2022-03-26,317,428
2023-08-06,467,270
2024-05-01,367,132
2022-04-20,239,719
2022-06-08,255,963
2023-12-23,274,559
2021-12-31,168,344
2023-09-14,207,608
2022-04-07,209,354
2024-02-08,415,252
2022-05-08,499,698
2022-07-12,25,409
2022-12-16,207,2
2022-02-20,261,246
2023-05-04,399,461
2024-09-14,3,753
2022-09-14,334,668
2024-10-22,232,613
2024-07-14,146,939
2023-05-31,220,479
2024-05-11,69,452
2022-04-05,117,450
2024-06-16,260,664
2024-06-03,213,728
2022-12-04,358,937
2022-05-30,91,783
2022-03-27,322,610
2024-10-08,187,825
2022-10-30,371,981
2024-04-24,260,986
2024-05-31,493,899
2022-11-30,191,703
2022-10-08,116,654
2024-02-14,415,264
2024-05-24,297,780
2024-04-18,436,979
2022-04-07,227,406
2024-04-11,255,446
2024-03-27,421,912
2022-06-23,221,931
2023-08-19,495,397
2024-10-09,171,298
2023-12-28,320,719
2022-04-15,152,194
2024-04-10,436,542
2023-07-19,478,704
2023-10-01,187,747
2023-07-23,149,321
2024-04-22,46,138
2023-01-08,284,545
2022-05-18,297,839
2023-09-03,93,106
2023-12-20,233,844
2024-04-25,229,198
2023-01-30,217,900
2024-07-21,398,28
2022-05-14,97,909
2022-08-21,487,433
2023-07-11,160,14
2024-01-10,301,849
2024-04-10,257,498
2024-06-05,253,294
2024-05-16,204,372
2023-05-18,449,126
2022-03-09,404,970
2022-11-25,303,317
2024-11-26,29,873
2023-02-23,227,701
2024-08-14,98,908
2022-04-07,263,695
2022-10-15,105,921
2024-09-03,128,201
2023-05-17,69,59
2024-02-20,18,796
2024-02-25,137,437
2022-12-25,267,523
2023-05-29,162,483
2024-04-21,140,882
2024-10-10,248,861
2024-04-21,187,753
2023-11-19,283,631
2023-06-01,236,355
2023-05-10,402,505
2021-12-20,6,985
2024-01-21,70,94
2022-11-30,412,202
2022-08-20,197,745
2024-07-15,221,29
2022-12-09,238,966
2022-09-02,369,764
2024-01-06,481,142
2023-04-27,494,244
2023-04-14,417,44
2022-01-14,485,973
2024-10-20,464,734
2022-04-27,283,804
2021-12-04,2,515
2023-07-23,430,340
2023-08-23,453,147
2022-05-07,444,263
2023-04-14,394,26
2022-02-10,384,764
2022-08-17,322,258
2024-04-15,199,871
2023-10-02,59,225
2024-02-09,25,85
2022-02-28,472,965
2024-06-06,366,648
2023-09-24,154,611
2024-04-17,33,290
2022-04-22,182,929
2023-06-18,29,653
2022-06-13,146,822
2024-11-13,457,404
2022-01-22,165,426
2021-12-01,196,761
2022-09-06,355,748
2022-02-14,437,480
2024-11-19,152,352
2022-10-17,414,218
2024-03-31,110,634
2024-09-23,56,244
2023-05-04,409,62
2023-12-02,135,842
2024-10-11,47,216
2022-01-18,309,574
2023-07-12,407,18
2024-01-25,340,246
2024-01-01,140,30
2022-12-05,168,861
2023-01-02,241,471
2022-02-27,299,538
2022-03-11,369,907
2024-04-24,486,310
2024-09-09,446,842
2022-09-27,102,770
2022-04-14,499,297
2022-08-31,149,919
2024-10-15,477,579
2024-10-20,455,987
2023-01-08,46,879
2023-06-13,430,122
2023-11-03,2,199
2023-09-13,189,544
2021-12-26,125,419
2023-06-22,329,998
2022-04-04,251,201
2023-08-15,323,538
2023-10-30,99,744
2023-04-20,297,230
2022-08-26,344,143
2024-09-18,283,74
2022-01-21,423,762
2024-10-17,492,902
2022-05-30,91,808
2024-10-29,364,522
2024-05-18,63,567
2022-11-21,223,668
2024-04-01,475,816
2023-10-09,211,79
2024-06-19,91,523
2024-08-13,324,316
2023-09-02,483,242
2024-03-14,83,3
2024-11-05,262,365
2022-09-21,70,431
2023-02-22,120,226
2023-06-16,237,939
2024-10-18,404,327
2024-05-01,188,326
2024-11-23,154,689
2024-11-04,237,442
2023-03-18,275,129
2022-09-15,53,533
2022-12-28,154,476
2023-11-18,271,147
2022-11-23,205,218
2022-04-30,346,105
2024-02-13,350,271
2023-04-28,402,700
2024-01-11,370,91
2024-10-12,56,82
2022-01-17,13,843
2024-07-11,283,153
2024-01-12,29,181
2024-03-18,355,614
2023-05-14,387,152
2022-01-26,268,251
2023-05-11,257,732
2022-07-05,411,873
2022-05-31,119,382
2024-02-05,30,41
2022-10-14,236,57
2023-10-12,199,289
2024-11-18,346,562
2023-07-07,160,553
2022-08-28,286,534
2023-04-09,2,612
2024-03-21,244,395
2024-06-10,469,218
2022-03-15,204,126
2022-09-09,234,774
2024-11-04,134,165
2024-06-20,45,516
2022-05-19,479,303
2023-11-01,186,29
2021-12-14,115,709
2024-06-06,196,921
2022-04-12,405,904
2023-04-22,236,430
2023-03-23,110,622
2024-07-30,333,727
2023-07-19,182,899
2022-05-13,346,576
2023-09-16,310,477
2024-01-06,430,569
2022-08-07,272,98
2023-10-18,484,841
2022-01-25,119,157
2023-01-14,398,188
2021-12-05,204,80
2024-10-19,13,535
2024-07-21,413,762
2022-08-16,129,915
2024-09-30,441,306
2022-12-14,44,33
2022-11-23,101,920
2023-03-25,277,387
2022-07-09,174,781
2024-04-11,461,508
2024-09-08,327,40
2023-08-11,378,646
2023-04-26,153,554
2023-04-06,345,989
2024-09-04,450,291
2024-03-13,96,320
2022-12-13,86,617
2023-10-03,477,341
2022-08-13,162,636
2024-01-11,160,67
2024-06-28,358,615
2022-07-24,168,309
2022-03-02,342,995
2022-09-27,180,726
2022-04-09,450,228
2024-04-01,342,801
2024-10-17,257,667
2022-09-15,125,124
2023-05-13,155,542
2022-05-22,209,134
2024-10-04,253,322
2024-10-03,265,735
2023-11-21,475,263
2023-04-10,132,94
2023-05-30,441,724
2023-03-09,187,658
2022-10-30,112,148
2024-06-05,259,109
2023-08-23,344,450
2023-04-28,237,127
2022-10-23,314,771
2022-08-16,450,593
2024-05-16,278,656
2022-05-10,159,157
2024-07-22,160,184
2023-02-12,318,856
2024-09-16,481,442
2023-01-24,365,41
2023-07-16,66,231
2024-11-08,365,967
2023-06-10,220,256
2023-05-20,420,953
2023-04-01,3,433
2022-10-20,218,126
2024-06-09,453,173
2023-08-01,456,631
2024-05-17,422,240
2023-10-18,370,902
2021-12-03,166,569
2023-06-03,238,727
2022-04-20,169,799
2023-08-20,177,881
2022-11-22,170,469
2022-05-13,10,296
2024-02-18,174,469
2022-03-04,336,106
2024-05-08,89,470
2023-12-01,272,715
2024-04-15,498,390
2024-02-16,96,873
2024-01-27,477,58
2023-02-26,313,797
2024-01-27,10,693
2024-03-24,456,952
2023-08-27,79,711
2024-10-29,263,617
2023-05-05,69,804
2023-09-14,273,240
2024-06-01,288,451
2024-06-11,350,869
2023-10-18,79,298
2022-09-03,49,216
2023-11-11,359,454
2023-11-23,14,251
2022-08-06,271,308
2024-01-12,99,237
2023-02-13,374,399
2024-06-20,367,698
2023-12-24,16,923
2022-10-10,13,598
2024-09-28,285,836
2024-09-29,42,914
2023-08-03,83,189
2022-05-31,109,763
2024-03-13,468,746
2023-12-24,418,368
2024-07-05,198,289
2022-12-07,308,581
2022-11-16,288,70
2023-04-19,9,940
2022-01-04,486,53
2023-05-14,199,247
2022-11-13,339,691
2024-03-28,289,26
2023-04-30,146,163
2023-07-17,404,746
2022-04-07,467,961
2021-12-03,296,11
2023-09-09,456,75
2024-04-22,497,937
2022-01-16,346,578
2022-02-21,152,911
2024-09-01,337,958
2024-02-22,256,834
2022-08-25,76,241
2023-09-29,336,807
2024-04-19,172,867
2023-01-18,318,994
2024-03-26,211,963
2024-03-10,214,187
2022-01-02,303,886
2023-05-30,86,300
2023-08-03,345,254
2022-08-04,445,106
2024-05-22,351,292
2024-04-28,147,503
2023-07-17,323,46
2023-07-23,325,12
2022-12-08,66,909
2023-07-17,32,982
2022-12-01,452,696
2023-03-17,120,774
2024-04-16,321,437
2024-09-10,293,596
2023-03-05,242,303
2022-07-24,284,576
2022-11-16,413,11
2024-03-08,137,921
2022-08-12,285,439
2023-01-27,322,711
2024-07-30,425,700
2022-05-27,419,660
2024-07-19,97,555
2022-09-16,169,173
2023-10-23,382,668
2022-06-23,271,505
2024-10-10,412,388
2024-09-24,378,808
2024-07-03,165,421
2023-08-02,327,830
2022-05-27,335,358
2022-05-03,408,35
2024-09-03,474,8
2022-10-17,221,368
2024-03-25,62,634
2024-03-31,101,17
2023-03-09,355,298
2023-10-11,335,359
2023-07-25,389,914
2022-12-31,277,459
2023-07-15,33,34
2023-09-23,288,697
2022-06-16,388,894
2022-03-11,38,887
2024-10-31,15,306
2023-06-19,308,572
2024-07-27,132,626
2024-06-24,254,858
2022-08-27,38,99
2024-09-14,402,682
2022-06-22,221,58
2023-12-20,413,410
2022-07-28,309,162
2024-03-30,83,747
2023-12-19,451,887
2024-02-28,363,588
2024-10-27,8,448
2023-05-14,80,754
2023-11-24,65,610
2022-03-26,349,757
2021-12-13,356,520
2024-02-19,487,486
2022-05-30,387,332
2024-08-19,185,246
2022-02-22,88,248
2024-09-16,374,394
2022-07-20,186,791
2022-03-11,177,884
2024-08-31,424,979
2023-09-13,34,779
2022-02-13,296,157
2022-11-09,450,892
2023-12-03,133,619
2022-12-11,7,525
2024-06-29,349,154
2022-04-29,179,703
2022-03-05,254,465
2023-01-26,499,530
2023-02-14,189,488
2024-05-30,113,799
2024-01-12,72,869
2022-01-08,225,159
2023-05-14,257,929
2023-12-29,457,804
2023-02-13,248,233
2022-11-12,452,635
2022-11-09,282,180
2023-05-27,18,122
2023-12-31,477,524
2022-11-29,305,782
2023-05-04,293,312
2024-03-06,70,731
2022-01-26,239,345
2023-03-17,353,611
2022-07-02,297,569
2023-10-14,242,288
2022-11-29,262,903
2023-12-10,87,79
2022-11-17,84,656
2023-08-15,361,574
2022-02-03,291,279
2024-04-20,476,342
2022-08-18,110,663
2022-11-22,285,274
2022-09-25,483,623
2023-04-08,212,228
2022-02-08,19,426
2023-12-13,336,11
2023-08-12,311,256
2024-01-31,143,244
2024-02-16,63,27
2024-01-17,127,295
2023-03-24,333,373
2023-09-01,381,783
2023-02-17,67,315
2022-12-07,369,276
2022-07-01,286,707
2022-01-30,336,693
2024-11-02,345,225
2023-08-29,40,475
2022-09-18,344,907
2022-12-09,236,815
2023-09-01,48,541
2024-08-26,391,586
2022-11-09,69,142
2022-06-20,139,677
2023-11-18,118,56
2023-03-19,445,992
2022-04-18,79,968
2023-02-28,475,332
2023-05-27,27,837
2023-06-17,172,290
2024-05-12,432,315
2022-11-24,212,175
2023-07-12,102,69
2023-08-28,229,405
2023-02-26,152,495
2023-11-23,141,355
2022-04-27,392,657
2023-10-18,362,83
2023-03-17,316,593
2022-01-21,371,881
2022-04-04,64,897
2023-09-25,413,361
2024-03-09,214,543
2021-12-22,223,84
2022-06-25,284,382
2022-10-18,275,617
2024-08-17,132,229
2024-02-09,88,661
2023-01-16,105,840
2023-09-25,68,171
2022-03-31,52,846
2023-03-17,172,666
2024-05-15,28,337
2024-01-08,203,383
2024-03-25,200,112
2022-05-19,90,687
2024-08-11,82,851
2024-05-14,181,962
2022-08-23,10,316
2022-06-03,339,845
2022-09-27,375,120
2024-08-12,391,589
2022-03-31,231,126
2023-04-01,156,527
2024-01-07,124,413
2024-11-24,5,964
2021-12-06,413,205
2023-09-29,297,610
2024-03-23,150,793
2022-05-26,357,18
2024-05-20,311,373
2022-05-30,3,186
2023-11-05,2,647
2024-05-01,419,472
2023-09-16,265,12
2023-03-01,177,765
2024-01-11,438,411
2023-05-06,408,479
2022-11-04,94,540
2024-05-11,454,636
2024-01-13,347,348
2023-05-27,318,384
2023-03-31,247,25
2023-04-14,378,735
2024-04-16,462,433
2022-08-04,61,73
2022-06-26,225,198
2024-01-19,90,346
2022-02-19,41,279
2024-01-07,267,549
2022-04-28,410,997
2023-12-26,382,282
2024-08-22,144,10
2024-02-10,268,843
2023-11-12,214,692
2023-01-28,170,558
2023-04-26,58,407
2022-10-28,433,517
2022-07-27,445,33
2023-01-28,334,631
2024-03-12,465,664
2022-04-13,230,40
2023-02-16,234,122
2024-04-07,481,773
2023-02-10,347,581
2023-10-04,366,85
2024-11-19,492,237
2024-10-29,239,457
2024-07-09,11,631
2024-02-23,414,223
2022-09-28,32,737
2024-07-08,358,321
2024-03-19,10,842
2023-12-05,101,465
2023-12-29,165,282
2022-08-14,181,900
2021-12-02,64,787
2023-04-03,483,936
2024-10-22,461,954
2021-12-03,118,165
2021-12-23,482,478
2023-03-30,473,1000
2022-05-23,157,181
2022-05-28,244,282
2024-07-19,280,452
2024-10-15,247,738
2024-08-06,50,11
2024-08-27,424,851
2023-11-22,391,139
2023-09-16,437,929
2023-12-21,500,598
2022-07-03,313,313
2022-04-09,41,23
2022-07-11,115,323
2024-05-06,82,642
2024-07-04,142,587
2024-09-14,322,873
2022-06-16,419,194
2024-08-07,258,997
2022-08-06,458,759
2023-12-06,352,238
2022-04-28,98,287
2022-06-06,53,109
2023-12-03,429,358
2022-05-12,365,243
2023-10-18,61,613
2023-03-02,468,200
2022-04-30,291,264
2022-06-01,46,577
2024-05-19,403,642
2021-12-14,401,106
2021-12-01,371,780
2024-06-06,233,906
2022-02-27,24,93
2024-08-22,302,991
2022-03-31,157,884
2022-11-12,392,452
2024-05-30,49,731
2024-03-06,100,308
2023-09-05,385,107
2024-10-17,53,10
2021-12-24,403,815
2024-06-16,243,176
2023-05-18,206,92
2024-07-07,70,650
2022-01-05,297,927
2022-08-27,427,880
2024-06-08,228,270
2023-09-30,403,822
2023-11-06,369,105
2022-04-16,152,570
2023-06-27,82,781
2024-06-05,213,53
2023-09-20,116,912
2023-01-25,298,54
2023-12-29,267,151
2023-02-05,226,943
2022-03-07,323,735
2022-02-23,225,292
2021-12-17,473,981
2022-02-13,142,80
2024-10-19,65,387
2024-07-26,447,32
2024-10-17,195,87
2023-09-25,194,235
2022-02-28,148,311
2024-04-30,499,849
2024-11-16,458,529
2023-02-22,114,440
2024-11-16,84,868
2022-07-22,490,657
2023-08-18,96,683
2024-09-28,395,498
2024-08-14,316,446
2023-04-14,489,481
2024-01-26,151,177
2024-01-02,281,496
2023-03-31,96,88
2023-04-03,394,524
2023-11-28,180,832
2022-08-21,2,420
2024-10-16,436,950
2023-04-17,264,574
2023-10-03,440,13
2024-10-26,314,874
2024-05-23,110,91
2022-05-14,428,170
2022-06-29,387,43
2022-09-18,343,665
2024-08-29,471,926
2023-01-23,209,521
2024-08-17,383,340
2024-09-18,450,734
2023-07-19,185,336
2023-03-12,491,4
2023-10-14,222,743
2024-11-26,358,53
2024-06-30,144,272
2024-11-15,473,931
2021-12-16,315,492
2023-08-11,73,577
2022-01-03,124,721
2022-03-28,312,157
2023-07-27,104,248
2022-01-11,432,693
2023-05-30,173,907
2024-08-03,464,865
2022-08-05,229,49
2022-01-24,42,854
2023-03-11,230,577
2023-05-14,108,691
2023-06-25,203,423
2023-11-06,285,872
2022-10-26,76,800
2024-09-06,218,37
2022-06-07,427,136
2024-05-14,173,562
2023-10-13,54,371
2022-01-22,127,771
2022-12-20,355,682
2024-11-26,260,568
2024-03-22,231,571
2024-08-27,187,210
2023-09-09,257,167
2022-12-07,187,890
2022-09-30,316,561
2022-10-14,442,761
2022-01-02,311,658
2023-12-28,18,764
2024-04-03,266,42
2022-07-04,345,236
2023-03-27,446,926
2022-05-13,175,826
2022-10-26,399,76
2022-08-28,336,727
2023-03-16,211,103
2024-02-25,82,174
2023-02-26,83,741
2023-09-21,161,4
2023-08-13,299,544
2023-12-31,85,863
2023-09-27,263,754
2023-11-27,322,850
2023-01-06,11,899
2023-11-02,369,16
2022-10-05,162,629
2022-03-14,298,515
2024-09-14,47,407
2024-03-23,320,836
2024-05-02,418,962
2022-08-05,452,256
2023-07-20,206,949
2022-07-10,360,310
2022-11-12,139,541
2024-05-10,258,610
2022-05-23,306,279
2023-11-08,14,90
2023-02-26,419,836
2022-07-27,342,241
2023-11-10,53,804
2024-05-20,490,874
2023-01-04,363,214
2022-10-22,389,925
2024-10-28,195,529
2023-11-04,31,42
2022-08-19,135,651
2022-02-03,130,787
2023-08-15,46,851
2023-04-17,225,938
2024-06-18,169,456
2023-07-01,407,173
2024-07-30,68,764
2022-03-24,301,977
2022-06-07,146,358
2022-08-08,199,454
2023-02-13,123,710
2024-07-17,458,737
2024-01-09,480,879
2024-07-30,216,653
2024-05-03,325,490
2023-05-19,262,344
2024-09-18,205,616
2023-11-03,285,508
2022-07-10,444,670
2022-07-17,404,905
2024-01-07,358,647
2024-04-11,156,273
2023-12-27,178,276
2022-07-23,215,205
2023-01-26,279,400
2022-10-06,126,253
2022-04-04,481,238
2023-05-23,278,252
2024-02-23,184,931
2023-05-30,354,317
2023-01-31,377,183
2023-07-10,142,285
2023-05-09,179,869
2022-12-21,427,521
2024-04-15,473,141
2021-12-13,487,735
2024-05-25,229,515
2024-06-13,405,861
2023-04-07,444,184
2023-05-07,287,533
2023-01-11,367,154
2024-07-12,92,751
2024-06-02,50,657
2022-12-26,325,542
2024-06-24,386,408
2023-05-22,361,455
2022-09-11,453,606
2022-05-16,491,544
2022-05-08,488,30
2023-12-14,207,542
2023-09-06,21,509
2022-08-16,303,703
2022-05-13,287,341
2024-09-17,28,335
2024-04-14,130,458
2023-03-19,425,36
2023-07-18,388,156
2024-01-09,340,459
2023-02-13,239,225
2024-06-11,227,444
2023-09-25,145,564
2024-11-05,108,965
2023-11-04,401,196
2023-11-01,250,936
2024-06-11,138,183
2023-01-10,222,692
2022-01-27,96,728
2023-06-29,157,198
2022-09-04,79,800
2023-03-22,248,868
2023-01-19,370,633
2023-02-20,86,351
2023-05-27,94,230
2023-01-23,257,338
2024-10-19,474,700
2022-10-21,79,9
2023-11-03,33,920
2023-01-13,392,231
2022-08-30,489,802
2024-11-12,495,587
2024-05-16,93,269
2022-08-05,278,164
2023-10-11,48,72
2022-06-26,335,37
2023-08-31,440,78
2023-01-09,157,681
2022-04-17,216,455
2023-03-13,138,113
2022-07-03,129,802
2022-10-03,429,806
2024-04-12,371,471
2022-04-14,222,861
2022-10-03,464,264
2024-09-03,435,825
2022-12-16,188,805
2023-12-29,285,608
2023-05-30,142,465
2023-06-11,28,47
2021-12-05,315,485
2024-08-11,416,136
2024-05-17,257,873
2023-09-02,476,807
2022-02-12,303,857
2022-03-18,293,936
2024-06-22,442,701
2024-05-24,102,103
2024-03-19,477,370
2024-03-10,298,109
2022-10-20,25,798
2022-05-14,464,401
2023-09-14,149,784
2024-07-15,96,852
2022-02-10,290,677
2022-08-18,434,507
2022-04-24,67,15
2023-11-11,245,397
2024-03-12,394,987
2022-06-26,199,995
2022-11-29,5,546
2022-08-10,172,140
2022-06-15,8,931
2023-07-15,350,501
2023-11-30,491,860
2023-08-17,190,401
2022-05-14,377,966
2022-07-25,247,754
2022-07-22,134,727
2024-11-01,45,445
2022-07-13,109,259
2024-08-11,28,311
2024-06-30,154,733
2023-01-13,346,74
2023-06-04,5,424
2023-03-01,201,821
2024-07-28,323,797
2022-02-13,206,484
2022-11-09,392,54
2023-02-07,95,696
2022-05-23,251,839
2023-05-20,275,698
2023-07-08,229,796
2024-05-13,291,477
2022-08-24,193,411
2022-07-11,370,998
2024-01-15,306,105
2023-01-25,274,223
2023-09-06,449,607
2022-02-11,106,723
2024-10-07,366,939
2024-05-29,484,442
2023-04-15,53,386
2022-11-04,317,940
2021-12-07,302,601
2023-07-04,228,492
2024-10-06,84,327
2023-01-26,214,502
2021-12-25,40,367
2023-11-11,86,980
2021-12-20,57,553
2024-01-05,426,326
2022-02-12,44,911
2024-10-31,375,920
2022-02-10,398,428
2023-07-14,255,587
2022-06-08,281,895
2023-05-12,483,591
2022-12-12,30,161
2024-08-23,409,766
2022-05-18,443,867
2023-01-19,467,898
2023-04-06,6,263
2022-03-02,478,90
2024-10-09,492,203
2023-08-08,294,369
2024-06-14,340,947
2022-08-11,53,577
2022-02-22,58,742
2024-05-10,127,605
2023-03-28,474,809
2022-08-04,186,411
2023-10-17,435,97
2024-02-27,468,709
2022-01-30,306,485
2021-12-22,416,872
2023-05-25,255,321
2022-10-01,245,852
2023-03-03,221,946
2023-11-04,308,782
2024-11-15,261,371
2023-03-28,172,13
2023-03-31,61,819
2022-12-07,391,775
2023-06-16,307,530
2022-12-05,332,853
2022-12-30,401,811
2022-05-06,146,400
2022-04-09,388,249
2023-08-07,231,681
2024-03-21,409,372
2022-07-28,60,155
2023-04-17,305,102
2023-08-25,394,672
2024-01-25,157,104
2024-07-13,122,596
2023-01-17,13,860
2024-03-20,181,380
2022-03-05,128,402
2023-09-27,156,683
2023-06-06,157,542
2024-04-13,159,660
2022-03-14,456,674
2023-10-26,79,658
2024-05-18,59,97
2022-02-17,281,719
2023-07-16,476,707
2024-05-13,312,402
2023-02-01,389,431
2024-11-13,403,659
2022-12-10,58,833
2023-11-28,443,405
2023-07-02,345,1000
2022-08-30,174,538
2024-04-02,340,793
2022-09-06,187,823
2024-09-27,261,432
2023-02-10,449,838
2023-07-19,210,226
2024-01-15,144,809
2022-11-18,174,943
2022-09-20,449,240
2022-07-02,205,242
2024-08-28,168,666
2022-03-28,139,958
2022-03-31,166,355
2022-01-14,234,400
2024-09-17,34,824
2022-06-02,345,154
2021-12-21,369,697
2023-12-05,397,902
2023-10-17,62,393
2023-05-10,258,491
2023-10-09,254,469
2022-01-12,450,639
2022-11-13,30,203
2023-07-21,270,490
2024-11-06,255,54
2023-11-03,223,333
2023-02-19,331,323
2023-02-10,83,204
2022-06-07,278,922
2023-09-07,390,72
2023-08-22,412,774
2022-11-20,324,139
2023-02-03,311,901
2023-04-03,324,622
2023-11-11,278,341
2024-03-19,70,22
2022-01-04,83,307
2022-05-01,103,652
2024-01-10,455,622
2023-09-06,60,414
2022-07-31,85,727
2024-07-28,463,729
2023-03-12,165,250
2022-03-07,496,354
2022-09-10,15,144
2024-07-19,406,956
2023-12-30,455,547
2022-09-05,399,157
2022-09-25,437,361
2024-07-17,236,168
2022-05-10,471,660
2023-10-06,178,861
2022-10-13,395,139
2023-11-21,323,751
2022-11-24,29,994
2024-10-18,80,417
2022-12-05,472,321
2024-01-22,390,466
2023-06-23,470,855
2023-01-28,68,233
2023-02-18,430,608
2024-08-12,400,590
2024-05-08,229,662
2024-06-10,99,883
2024-08-03,297,113
2022-10-22,289,358
2022-01-23,41,586
2024-08-07,41,795
2024-03-27,356,998
2024-03-13,409,515
2024-09-17,497,477
2021-12-12,336,427
2022-09-24,40,706
2024-11-24,286,286
2022-09-08,144,241
2023-11-03,481,803
2022-08-26,7,53
2023-03-29,202,633
2023-12-03,166,404
2023-08-18,491,614
2024-05-16,226,258
2024-01-30,186,689
2022-10-31,294,658
2022-09-21,116,51
2021-12-12,380,806
2023-11-26,131,879
2024-05-01,95,357
2023-10-11,11,645
2024-06-03,221,819
2023-09-03,361,606
2024-03-11,93,754
2023-12-17,427,202
2023-02-24,120,552
2022-01-22,458,938
2024-04-01,34,241
2022-12-13,319,251
2024-06-06,67,448
2024-05-28,310,826
2022-08-03,155,417
2024-11-20,198,382
2022-05-15,495,104
2022-01-23,417,820
2022-11-21,188,119
2023-03-25,113,860
2024-07-14,196,409
2024-06-27,259,968
2022-12-18,121,218
2022-04-10,373,906
2023-01-20,358,163
2022-07-24,280,514
2022-02-13,92,967
2022-06-02,358,182
2022-09-13,173,545
