CustomerID,Name,Region,AgeGroup
3534,Customer_3534,South,35-44
3535,Customer_3535,West,55+
3536,Customer_3536,North,18-24
3537,Customer_3537,East,25-34
3538,Customer_3538,North,45-54
3539,Customer_3539,North,25-34
3540,Customer_3540,West,45-54
3541,Customer_3541,East,45-54
3542,Customer_3542,North,25-34
3543,Customer_3543,East,18-24
3544,Customer_3544,East,45-54
3545,Customer_3545,East,55+
3546,Customer_3546,North,35-44
3547,Customer_3547,East,35-44
3548,Customer_3548,West,45-54
3549,Customer_3549,West,25-34
3550,Customer_3550,West,35-44
3551,Customer_3551,East,45-54
3552,Customer_3552,West,45-54
3553,Customer_3553,West,55+
3554,Customer_3554,East,18-24
3555,Customer_3555,East,18-24
3556,Customer_3556,North,18-24
3557,Customer_3557,West,45-54
3558,Customer_3558,East,18-24
3559,Customer_3559,East,45-54
3560,Customer_3560,East,35-44
3561,Customer_3561,South,45-54
3562,Customer_3562,West,45-54
3563,Customer_3563,South,35-44
3564,Customer_3564,East,45-54
3565,Customer_3565,North,55+
3566,Customer_3566,North,35-44
3567,Customer_3567,South,45-54
3568,Customer_3568,North,18-24
3569,Customer_3569,West,45-54
3570,Customer_3570,South,25-34
3571,Customer_3571,North,55+
3572,Customer_3572,North,55+
3573,Customer_3573,West,35-44
3574,Customer_3574,West,45-54
3575,Customer_3575,South,25-34
3576,Customer_3576,East,18-24
3577,Customer_3577,East,55+
3578,Customer_3578,East,55+
3579,Customer_3579,North,55+
3580,Customer_3580,North,55+
3581,Customer_3581,East,25-34
3582,Customer_3582,East,55+
3583,Customer_3583,West,25-34
3584,Customer_3584,North,25-34
3585,Customer_3585,East,45-54
3586,Customer_3586,East,18-24
3587,Customer_3587,East,25-34
3588,Customer_3588,South,18-24
3589,Customer_3589,East,45-54
3590,Customer_3590,North,55+
3591,Customer_3591,East,35-44
3592,Customer_3592,North,25-34
3593,Customer_3593,South,35-44
3594,Customer_3594,South,35-44
3595,Customer_3595,East,45-54
3596,Customer_3596,West,25-34
3597,Customer_3597,East,35-44
3598,Customer_3598,North,55+
3599,Customer_3599,East,18-24
3600,Customer_3600,East,55+
3601,Customer_3601,South,18-24
3602,Customer_3602,West,45-54
3603,Customer_3603,West,18-24
3604,Customer_3604,West,45-54
3605,Customer_3605,North,35-44
3606,Customer_3606,West,18-24
3607,Customer_3607,North,35-44
3608,Customer_3608,East,35-44
3609,Customer_3609,East,25-34
3610,Customer_3610,West,55+
3611,Customer_3611,South,25-34
3612,Customer_3612,West,18-24
3613,Customer_3613,East,25-34
3614,Customer_3614,North,55+
3615,Customer_3615,North,25-34
3616,Customer_3616,North,45-54
3617,Customer_3617,North,55+
3618,Customer_3618,North,25-34
3619,Customer_3619,East,55+
3620,Customer_3620,South,25-34
3621,Customer_3621,North,25-34
3622,Customer_3622,East,35-44
3623,Customer_3623,North,18-24
3624,Customer_3624,West,18-24
3625,Customer_3625,East,25-34
3626,Customer_3626,North,55+
3627,Customer_3627,East,35-44
3628,Customer_3628,South,18-24
3629,Customer_3629,South,35-44
3630,Customer_3630,West,25-34
3631,Customer_3631,South,55+
3632,Customer_3632,South,18-24
3633,Customer_3633,North,45-54
3634,Customer_3634,South,25-34
3635,Customer_3635,North,18-24
3636,Customer_3636,East,35-44
3637,Customer_3637,East,25-34
3638,Customer_3638,North,25-34
3639,Customer_3639,North,25-34
3640,Customer_3640,South,45-54
3641,Customer_3641,South,18-24
3642,Customer_3642,East,18-24
3643,Customer_3643,South,25-34
3644,Customer_3644,East,18-24
3645,Customer_3645,North,45-54
3646,Customer_3646,West,35-44
3647,Customer_3647,East,18-24
3648,Customer_3648,East,35-44
3649,Customer_3649,East,55+
3650,Customer_3650,East,55+
3651,Customer_3651,North,55+
3652,Customer_3652,West,18-24
3653,Customer_3653,South,45-54
3654,Customer_3654,West,45-54
3655,Customer_3655,South,45-54
3656,Customer_3656,South,45-54
3657,Customer_3657,North,18-24
3658,Customer_3658,West,35-44
3659,Customer_3659,North,55+
3660,Customer_3660,East,55+
3661,Customer_3661,South,25-34
3662,Customer_3662,North,18-24
3663,Customer_3663,South,55+
3664,Customer_3664,South,35-44
3665,Customer_3665,West,18-24
3666,Customer_3666,South,55+
3667,Customer_3667,North,55+
3668,Customer_3668,North,45-54
3669,Customer_3669,East,25-34
3670,Customer_3670,North,25-34
3671,Customer_3671,South,25-34
3672,Customer_3672,West,55+
3673,Customer_3673,East,25-34
3674,Customer_3674,East,55+
3675,Customer_3675,West,25-34
3676,Customer_3676,South,55+
3677,Customer_3677,North,45-54
3678,Customer_3678,West,18-24
3679,Customer_3679,West,18-24
3680,Customer_3680,North,25-34
3681,Customer_3681,North,45-54
3682,Customer_3682,West,45-54
3683,Customer_3683,North,55+
3684,Customer_3684,West,45-54
3685,Customer_3685,North,25-34
3686,Customer_3686,East,18-24
3687,Customer_3687,West,18-24
3688,Customer_3688,West,45-54
3689,Customer_3689,East,45-54
3690,Customer_3690,East,55+
3691,Customer_3691,South,35-44
3692,Customer_3692,North,35-44
3693,Customer_3693,South,18-24
3694,Customer_3694,West,25-34
3695,Customer_3695,North,25-34
3696,Customer_3696,East,35-44
3697,Customer_3697,North,18-24
3698,Customer_3698,North,55+
3699,Customer_3699,North,45-54
3700,Customer_3700,South,45-54
3701,Customer_3701,North,55+
3702,Customer_3702,East,55+
3703,Customer_3703,North,45-54
3704,Customer_3704,East,55+
3705,Customer_3705,West,35-44
3706,Customer_3706,South,35-44
3707,Customer_3707,East,55+
3708,Customer_3708,West,18-24
3709,Customer_3709,East,25-34
3710,Customer_3710,South,18-24
3711,Customer_3711,North,55+
3712,Customer_3712,South,55+
3713,Customer_3713,East,55+
3714,Customer_3714,North,35-44
3715,Customer_3715,South,35-44
3716,Customer_3716,South,45-54
3717,Customer_3717,West,18-24
3718,Customer_3718,North,55+
3719,Customer_3719,South,25-34
3720,Customer_3720,East,18-24
3721,Customer_3721,North,18-24
3722,Customer_3722,South,45-54
3723,Customer_3723,North,55+
3724,Customer_3724,East,45-54
3725,Customer_3725,West,25-34
3726,Customer_3726,East,45-54
3727,Customer_3727,South,45-54
3728,Customer_3728,North,55+
3729,Customer_3729,South,18-24
3730,Customer_3730,North,25-34
3731,Customer_3731,South,35-44
3732,Customer_3732,North,25-34
3733,Customer_3733,South,18-24
3734,Customer_3734,South,55+
3735,Customer_3735,West,45-54
3736,Customer_3736,East,45-54
3737,Customer_3737,East,45-54
3738,Customer_3738,North,45-54
3739,Customer_3739,South,25-34
3740,Customer_3740,West,45-54
3741,Customer_3741,South,35-44
3742,Customer_3742,West,18-24
3743,Customer_3743,West,55+
3744,Customer_3744,North,18-24
3745,Customer_3745,West,55+
3746,Customer_3746,South,45-54
3747,Customer_3747,South,35-44
3748,Customer_3748,North,35-44
3749,Customer_3749,East,35-44
3750,Customer_3750,East,18-24
3751,Customer_3751,East,18-24
3752,Customer_3752,North,35-44
3753,Customer_3753,North,45-54
3754,Customer_3754,East,45-54
3755,Customer_3755,North,18-24
3756,Customer_3756,West,35-44
3757,Customer_3757,West,45-54
3758,Customer_3758,North,45-54
3759,Customer_3759,West,25-34
3760,Customer_3760,North,55+
3761,Customer_3761,South,25-34
3762,Customer_3762,South,55+
3763,Customer_3763,East,25-34
3764,Customer_3764,East,25-34
3765,Customer_3765,North,55+
3766,Customer_3766,South,18-24
3767,Customer_3767,North,45-54
3768,Customer_3768,West,18-24
3769,Customer_3769,West,55+
3770,Customer_3770,North,55+
3771,Customer_3771,South,55+
3772,Customer_3772,North,35-44
3773,Customer_3773,North,35-44
3774,Customer_3774,East,25-34
3775,Customer_3775,East,35-44
3776,Customer_3776,West,18-24
3777,Customer_3777,West,18-24
3778,Customer_3778,North,55+
3779,Customer_3779,West,55+
3780,Customer_3780,South,45-54
3781,Customer_3781,West,18-24
3782,Customer_3782,East,25-34
3783,Customer_3783,North,25-34
3784,Customer_3784,North,35-44
3785,Customer_3785,West,35-44
3786,Customer_3786,North,45-54
3787,Customer_3787,West,25-34
3788,Customer_3788,South,35-44
3789,Customer_3789,East,45-54
3790,Customer_3790,East,45-54
3791,Customer_3791,East,45-54
3792,Customer_3792,West,18-24
3793,Customer_3793,South,35-44
3794,Customer_3794,West,25-34
3795,Customer_3795,South,45-54
3796,Customer_3796,North,55+
3797,Customer_3797,South,55+
3798,Customer_3798,South,55+
3799,Customer_3799,South,45-54
3800,Customer_3800,South,45-54
3801,Customer_3801,East,35-44
3802,Customer_3802,North,18-24
3803,Customer_3803,South,35-44
3804,Customer_3804,South,25-34
3805,Customer_3805,North,45-54
3806,Customer_3806,East,18-24
3807,Customer_3807,East,35-44
3808,Customer_3808,North,55+
3809,Customer_3809,East,55+
3810,Customer_3810,East,18-24
3811,Customer_3811,West,25-34
3812,Customer_3812,East,55+
3813,Customer_3813,West,25-34
3814,Customer_3814,West,25-34
3815,Customer_3815,South,55+
3816,Customer_3816,South,55+
3817,Customer_3817,South,45-54
3818,Customer_3818,West,25-34
3819,Customer_3819,East,55+
3820,Customer_3820,East,45-54
3821,Customer_3821,South,35-44
3822,Customer_3822,West,45-54
3823,Customer_3823,West,55+
3824,Customer_3824,West,25-34
3825,Customer_3825,North,18-24
3826,Customer_3826,East,45-54
3827,Customer_3827,West,55+
3828,Customer_3828,South,55+
3829,Customer_3829,North,18-24
3830,Customer_3830,West,45-54
3831,Customer_3831,South,55+
3832,Customer_3832,South,25-34
3833,Customer_3833,North,25-34
3834,Customer_3834,South,18-24
3835,Customer_3835,South,18-24
3836,Customer_3836,West,45-54
3837,Customer_3837,West,25-34
3838,Customer_3838,East,45-54
3839,Customer_3839,North,55+
3840,Customer_3840,East,55+
3841,Customer_3841,South,45-54
3842,Customer_3842,North,35-44
3843,Customer_3843,East,35-44
3844,Customer_3844,East,25-34
3845,Customer_3845,West,25-34
3846,Customer_3846,East,45-54
3847,Customer_3847,West,25-34
3848,Customer_3848,South,25-34
3849,Customer_3849,North,35-44
3850,Customer_3850,East,18-24
3851,Customer_3851,South,18-24
3852,Customer_3852,East,18-24
3853,Customer_3853,East,35-44
3854,Customer_3854,North,18-24
3855,Customer_3855,South,55+
3856,Customer_3856,East,18-24
3857,Customer_3857,North,55+
3858,Customer_3858,North,18-24
3859,Customer_3859,West,18-24
3860,Customer_3860,East,18-24
3861,Customer_3861,East,25-34
3862,Customer_3862,South,18-24
3863,Customer_3863,North,35-44
3864,Customer_3864,South,25-34
3865,Customer_3865,East,55+
3866,Customer_3866,North,45-54
3867,Customer_3867,East,25-34
3868,Customer_3868,South,35-44
3869,Customer_3869,North,55+
3870,Customer_3870,West,18-24
3871,Customer_3871,South,55+
3872,Customer_3872,East,18-24
3873,Customer_3873,North,55+
3874,Customer_3874,South,18-24
3875,Customer_3875,West,55+
3876,Customer_3876,North,55+
3877,Customer_3877,West,45-54
3878,Customer_3878,North,55+
3879,Customer_3879,North,25-34
3880,Customer_3880,West,45-54
3881,Customer_3881,South,25-34
3882,Customer_3882,East,25-34
3883,Customer_3883,West,35-44
3884,Customer_3884,South,25-34
3885,Customer_3885,North,35-44
3886,Customer_3886,North,35-44
3887,Customer_3887,South,25-34
3888,Customer_3888,East,55+
3889,Customer_3889,North,18-24
3890,Customer_3890,North,45-54
3891,Customer_3891,West,25-34
3892,Customer_3892,East,45-54
3893,Customer_3893,South,45-54
3894,Customer_3894,South,35-44
3895,Customer_3895,South,18-24
3896,Customer_3896,North,25-34
3897,Customer_3897,West,55+
3898,Customer_3898,West,35-44
3899,Customer_3899,West,18-24
3900,Customer_3900,West,45-54
3901,Customer_3901,West,25-34
3902,Customer_3902,North,18-24
3903,Customer_3903,North,35-44
3904,Customer_3904,West,25-34
3905,Customer_3905,East,45-54
3906,Customer_3906,East,25-34
3907,Customer_3907,South,18-24
3908,Customer_3908,East,45-54
3909,Customer_3909,East,18-24
3910,Customer_3910,South,35-44
3911,Customer_3911,South,55+
3912,Customer_3912,West,35-44
3913,Customer_3913,North,35-44
3914,Customer_3914,West,45-54
3915,Customer_3915,West,55+
3916,Customer_3916,West,35-44
3917,Customer_3917,North,35-44
3918,Customer_3918,East,45-54
3919,Customer_3919,East,55+
3920,Customer_3920,South,25-34
3921,Customer_3921,East,55+
3922,Customer_3922,South,45-54
3923,Customer_3923,West,25-34
3924,Customer_3924,South,25-34
3925,Customer_3925,South,25-34
3926,Customer_3926,North,25-34
3927,Customer_3927,East,35-44
3928,Customer_3928,North,35-44
3929,Customer_3929,South,35-44
3930,Customer_3930,North,35-44
3931,Customer_3931,West,18-24
3932,Customer_3932,East,45-54
3933,Customer_3933,East,45-54
3934,Customer_3934,West,35-44
3935,Customer_3935,East,45-54
3936,Customer_3936,South,18-24
3937,Customer_3937,East,55+
3938,Customer_3938,East,25-34
3939,Customer_3939,South,55+
3940,Customer_3940,West,25-34
3941,Customer_3941,North,55+
3942,Customer_3942,North,18-24
3943,Customer_3943,South,25-34
3944,Customer_3944,West,45-54
3945,Customer_3945,West,35-44
3946,Customer_3946,West,25-34
3947,Customer_3947,West,55+
3948,Customer_3948,West,55+
3949,Customer_3949,North,45-54
3950,Customer_3950,East,35-44
3951,Customer_3951,North,18-24
3952,Customer_3952,East,45-54
3953,Customer_3953,East,45-54
3954,Customer_3954,West,18-24
3955,Customer_3955,South,18-24
3956,Customer_3956,South,35-44
3957,Customer_3957,South,35-44
3958,Customer_3958,East,35-44
3959,Customer_3959,West,35-44
3960,Customer_3960,South,45-54
3961,Customer_3961,North,45-54
3962,Customer_3962,South,35-44
3963,Customer_3963,North,35-44
3964,Customer_3964,East,45-54
3965,Customer_3965,North,45-54
3966,Customer_3966,South,18-24
3967,Customer_3967,South,25-34
3968,Customer_3968,South,55+
3969,Customer_3969,West,25-34
3970,Customer_3970,West,35-44
3971,Customer_3971,East,25-34
3972,Customer_3972,East,45-54
3973,Customer_3973,East,45-54
3974,Customer_3974,North,25-34
3975,Customer_3975,East,55+
3976,Customer_3976,West,35-44
3977,Customer_3977,East,45-54
3978,Customer_3978,East,18-24
3979,Customer_3979,West,55+
3980,Customer_3980,North,35-44
3981,Customer_3981,West,55+
3982,Customer_3982,East,55+
3983,Customer_3983,West,25-34
3984,Customer_3984,West,35-44
3985,Customer_3985,East,45-54
3986,Customer_3986,North,55+
3987,Customer_3987,East,45-54
3988,Customer_3988,West,45-54
3989,Customer_3989,West,35-44
3990,Customer_3990,South,55+
3991,Customer_3991,North,55+
3992,Customer_3992,South,25-34
3993,Customer_3993,East,55+
3994,Customer_3994,South,25-34
3995,Customer_3995,North,45-54
3996,Customer_3996,South,18-24
3997,Customer_3997,South,35-44
3998,Customer_3998,North,25-34
3999,Customer_3999,West,35-44
4000,Customer_4000,North,25-34
4001,Customer_4001,South,18-24
4002,Customer_4002,North,45-54
4003,Customer_4003,North,35-44
4004,Customer_4004,South,35-44
4005,Customer_4005,East,25-34
4006,Customer_4006,South,25-34
4007,Customer_4007,South,25-34
4008,Customer_4008,South,25-34
4009,Customer_4009,South,55+
4010,Customer_4010,North,18-24
4011,Customer_4011,East,45-54
4012,Customer_4012,West,45-54
4013,Customer_4013,North,45-54
4014,Customer_4014,South,55+
4015,Customer_4015,East,45-54
4016,Customer_4016,West,45-54
4017,Customer_4017,West,35-44
4018,Customer_4018,East,55+
4019,Customer_4019,East,35-44
4020,Customer_4020,North,25-34
4021,Customer_4021,West,18-24
4022,Customer_4022,South,45-54
4023,Customer_4023,East,25-34
4024,Customer_4024,South,18-24
4025,Customer_4025,West,25-34
4026,Customer_4026,North,25-34
4027,Customer_4027,West,45-54
4028,Customer_4028,South,55+
4029,Customer_4029,East,25-34
4030,Customer_4030,North,18-24
4031,Customer_4031,South,35-44
4032,Customer_4032,East,55+
4033,Customer_4033,North,55+
4034,Customer_4034,South,45-54
4035,Customer_4035,North,18-24
4036,Customer_4036,South,18-24
4037,Customer_4037,East,18-24
4038,Customer_4038,South,35-44
4039,Customer_4039,East,55+
4040,Customer_4040,West,35-44
4041,Customer_4041,South,25-34
4042,Customer_4042,North,55+
4043,Customer_4043,West,35-44
4044,Customer_4044,East,55+
4045,Customer_4045,East,55+
4046,Customer_4046,West,35-44
4047,Customer_4047,North,45-54
4048,Customer_4048,North,35-44
4049,Customer_4049,East,25-34
4050,Customer_4050,South,55+
4051,Customer_4051,North,18-24
4052,Customer_4052,East,18-24
4053,Customer_4053,East,25-34
4054,Customer_4054,West,55+
4055,Customer_4055,East,18-24
4056,Customer_4056,East,45-54
4057,Customer_4057,West,25-34
4058,Customer_4058,South,55+
4059,Customer_4059,West,25-34
4060,Customer_4060,East,25-34
4061,Customer_4061,East,35-44
4062,Customer_4062,South,45-54
4063,Customer_4063,West,45-54
4064,Customer_4064,West,18-24
4065,Customer_4065,North,45-54
4066,Customer_4066,East,18-24
4067,Customer_4067,West,45-54
4068,Customer_4068,West,25-34
4069,Customer_4069,South,25-34
4070,Customer_4070,South,35-44
4071,Customer_4071,North,55+
4072,Customer_4072,West,45-54
4073,Customer_4073,North,18-24
4074,Customer_4074,North,55+
4075,Customer_4075,South,45-54
4076,Customer_4076,East,45-54
4077,Customer_4077,East,18-24
4078,Customer_4078,North,45-54
4079,Customer_4079,East,18-24
4080,Customer_4080,East,55+
4081,Customer_4081,East,35-44
4082,Customer_4082,North,55+
4083,Customer_4083,West,35-44
4084,Customer_4084,South,18-24
4085,Customer_4085,East,18-24
4086,Customer_4086,East,45-54
4087,Customer_4087,North,35-44
4088,Customer_4088,East,18-24
4089,Customer_4089,North,55+
4090,Customer_4090,North,18-24
4091,Customer_4091,North,45-54
4092,Customer_4092,West,45-54
4093,Customer_4093,South,55+
4094,Customer_4094,South,45-54
4095,Customer_4095,West,25-34
4096,Customer_4096,North,35-44
4097,Customer_4097,West,55+
4098,Customer_4098,East,35-44
4099,Customer_4099,North,55+
4100,Customer_4100,East,45-54
4101,Customer_4101,West,25-34
4102,Customer_4102,North,25-34
4103,Customer_4103,East,18-24
4104,Customer_4104,North,18-24
4105,Customer_4105,East,35-44
4106,Customer_4106,North,18-24
4107,Customer_4107,West,55+
4108,Customer_4108,North,35-44
4109,Customer_4109,North,55+
4110,Customer_4110,North,45-54
4111,Customer_4111,North,18-24
4112,Customer_4112,South,55+
4113,Customer_4113,East,25-34
4114,Customer_4114,West,45-54
4115,Customer_4115,South,18-24
4116,Customer_4116,North,45-54
4117,Customer_4117,South,35-44
4118,Customer_4118,East,25-34
4119,Customer_4119,East,55+
4120,Customer_4120,North,18-24
4121,Customer_4121,South,55+
4122,Customer_4122,South,45-54
4123,Customer_4123,East,45-54
4124,Customer_4124,West,35-44
4125,Customer_4125,South,25-34
4126,Customer_4126,West,55+
4127,Customer_4127,North,45-54
4128,Customer_4128,South,55+
4129,Customer_4129,West,55+
4130,Customer_4130,East,25-34
4131,Customer_4131,West,45-54
4132,Customer_4132,North,18-24
4133,Customer_4133,West,55+
4134,Customer_4134,North,25-34
4135,Customer_4135,South,35-44
4136,Customer_4136,South,45-54
4137,Customer_4137,East,45-54
4138,Customer_4138,North,35-44
4139,Customer_4139,North,55+
4140,Customer_4140,East,35-44
4141,Customer_4141,East,35-44
4142,Customer_4142,East,55+
4143,Customer_4143,East,18-24
4144,Customer_4144,North,55+
4145,Customer_4145,West,18-24
4146,Customer_4146,South,35-44
4147,Customer_4147,South,18-24
4148,Customer_4148,North,35-44
4149,Customer_4149,North,25-34
4150,Customer_4150,East,25-34
4151,Customer_4151,West,25-34
4152,Customer_4152,North,25-34
4153,Customer_4153,East,45-54
4154,Customer_4154,West,55+
4155,Customer_4155,West,35-44
4156,Customer_4156,East,25-34
4157,Customer_4157,North,55+
4158,Customer_4158,South,55+
4159,Customer_4159,South,25-34
4160,Customer_4160,West,18-24
4161,Customer_4161,South,25-34
4162,Customer_4162,South,18-24
4163,Customer_4163,East,45-54
4164,Customer_4164,South,25-34
4165,Customer_4165,South,45-54
4166,Customer_4166,East,35-44
4167,Customer_4167,South,18-24
4168,Customer_4168,East,18-24
4169,Customer_4169,West,55+
4170,Customer_4170,North,18-24
4171,Customer_4171,South,35-44
4172,Customer_4172,South,25-34
4173,Customer_4173,South,18-24
4174,Customer_4174,North,18-24
4175,Customer_4175,North,25-34
4176,Customer_4176,North,25-34
4177,Customer_4177,South,45-54
4178,Customer_4178,South,45-54
4179,Customer_4179,West,55+
4180,Customer_4180,South,45-54
4181,Customer_4181,West,35-44
4182,Customer_4182,West,55+
4183,Customer_4183,North,25-34
4184,Customer_4184,South,35-44
4185,Customer_4185,East,35-44
4186,Customer_4186,West,25-34
4187,Customer_4187,East,25-34
4188,Customer_4188,North,45-54
4189,Customer_4189,North,45-54
4190,Customer_4190,South,45-54
4191,Customer_4191,North,55+
4192,Customer_4192,East,55+
4193,Customer_4193,East,25-34
4194,Customer_4194,East,55+
4195,Customer_4195,North,25-34
4196,Customer_4196,North,18-24
4197,Customer_4197,West,18-24
4198,Customer_4198,South,18-24
4199,Customer_4199,West,55+
4200,Customer_4200,East,35-44
4201,Customer_4201,South,25-34
4202,Customer_4202,West,25-34
4203,Customer_4203,West,18-24
4204,Customer_4204,East,18-24
4205,Customer_4205,West,45-54
4206,Customer_4206,North,45-54
4207,Customer_4207,North,35-44
4208,Customer_4208,East,25-34
4209,Customer_4209,West,45-54
4210,Customer_4210,West,18-24
4211,Customer_4211,East,55+
4212,Customer_4212,East,35-44
4213,Customer_4213,South,18-24
4214,Customer_4214,North,35-44
4215,Customer_4215,West,18-24
4216,Customer_4216,West,18-24
4217,Customer_4217,East,18-24
4218,Customer_4218,South,45-54
4219,Customer_4219,West,35-44
4220,Customer_4220,North,35-44
4221,Customer_4221,South,25-34
4222,Customer_4222,East,35-44
4223,Customer_4223,East,35-44
4224,Customer_4224,North,55+
4225,Customer_4225,North,45-54
4226,Customer_4226,North,35-44
4227,Customer_4227,West,18-24
4228,Customer_4228,East,35-44
4229,Customer_4229,North,45-54
4230,Customer_4230,North,35-44
4231,Customer_4231,West,45-54
4232,Customer_4232,West,18-24
4233,Customer_4233,South,25-34
4234,Customer_4234,East,18-24
4235,Customer_4235,South,45-54
4236,Customer_4236,East,35-44
4237,Customer_4237,South,55+
4238,Customer_4238,West,25-34
4239,Customer_4239,South,25-34
4240,Customer_4240,West,25-34
4241,Customer_4241,South,25-34
4242,Customer_4242,South,45-54
4243,Customer_4243,West,25-34
4244,Customer_4244,North,25-34
4245,Customer_4245,East,18-24
4246,Customer_4246,South,45-54
4247,Customer_4247,North,18-24
4248,Customer_4248,North,25-34
4249,Customer_4249,North,55+
4250,Customer_4250,South,35-44
4251,Customer_4251,West,55+
4252,Customer_4252,West,25-34
4253,Customer_4253,South,35-44
4254,Customer_4254,East,45-54
4255,Customer_4255,East,55+
4256,Customer_4256,South,55+
4257,Customer_4257,South,25-34
4258,Customer_4258,South,45-54
4259,Customer_4259,East,55+
4260,Customer_4260,South,45-54
4261,Customer_4261,North,55+
4262,Customer_4262,West,55+
4263,Customer_4263,North,45-54
4264,Customer_4264,North,35-44
4265,Customer_4265,East,18-24
4266,Customer_4266,South,35-44
4267,Customer_4267,South,25-34
4268,Customer_4268,North,55+
4269,Customer_4269,East,55+
4270,Customer_4270,West,45-54
4271,Customer_4271,West,18-24
4272,Customer_4272,North,45-54
4273,Customer_4273,West,35-44
4274,Customer_4274,South,35-44
4275,Customer_4275,West,45-54
4276,Customer_4276,South,35-44
4277,Customer_4277,South,18-24
4278,Customer_4278,South,55+
4279,Customer_4279,North,45-54
4280,Customer_4280,West,25-34
4281,Customer_4281,East,55+
4282,Customer_4282,West,25-34
4283,Customer_4283,South,45-54
4284,Customer_4284,East,35-44
4285,Customer_4285,East,45-54
4286,Customer_4286,North,35-44
4287,Customer_4287,South,45-54
4288,Customer_4288,West,45-54
4289,Customer_4289,East,45-54
4290,Customer_4290,South,18-24
4291,Customer_4291,East,18-24
4292,Customer_4292,East,55+
4293,Customer_4293,South,35-44
4294,Customer_4294,West,25-34
4295,Customer_4295,North,35-44
4296,Customer_4296,West,18-24
4297,Customer_4297,South,35-44
4298,Customer_4298,West,25-34
4299,Customer_4299,East,35-44
4300,Customer_4300,North,55+
4301,Customer_4301,East,18-24
4302,Customer_4302,North,18-24
4303,Customer_4303,South,25-34
4304,Customer_4304,South,45-54
4305,Customer_4305,South,45-54
4306,Customer_4306,South,18-24
4307,Customer_4307,East,55+
4308,Customer_4308,South,55+
4309,Customer_4309,North,18-24
4310,Customer_4310,South,35-44
4311,Customer_4311,North,45-54
4312,Customer_4312,South,35-44
4313,Customer_4313,South,18-24
4314,Customer_4314,West,45-54
4315,Customer_4315,East,55+
4316,Customer_4316,North,45-54
4317,Customer_4317,North,18-24
4318,Customer_4318,North,25-34
4319,Customer_4319,East,45-54
4320,Customer_4320,North,25-34
4321,Customer_4321,North,35-44
4322,Customer_4322,West,35-44
4323,Customer_4323,East,25-34
4324,Customer_4324,South,55+
4325,Customer_4325,North,35-44
4326,Customer_4326,West,18-24
4327,Customer_4327,North,35-44
4328,Customer_4328,West,18-24
4329,Customer_4329,West,25-34
4330,Customer_4330,East,25-34
4331,Customer_4331,South,18-24
4332,Customer_4332,East,25-34
4333,Customer_4333,South,35-44
4334,Customer_4334,North,45-54
4335,Customer_4335,South,45-54
4336,Customer_4336,South,18-24
4337,Customer_4337,South,35-44
4338,Customer_4338,West,35-44
4339,Customer_4339,West,45-54
4340,Customer_4340,North,18-24
4341,Customer_4341,South,35-44
4342,Customer_4342,South,18-24
4343,Customer_4343,West,18-24
4344,Customer_4344,South,55+
4345,Customer_4345,West,45-54
4346,Customer_4346,East,18-24
4347,Customer_4347,North,25-34
4348,Customer_4348,East,35-44
4349,Customer_4349,East,55+
4350,Customer_4350,North,35-44
4351,Customer_4351,South,18-24
4352,Customer_4352,West,35-44
4353,Customer_4353,East,55+
4354,Customer_4354,North,55+
4355,Customer_4355,East,55+
4356,Customer_4356,West,35-44
4357,Customer_4357,West,45-54
4358,Customer_4358,South,35-44
4359,Customer_4359,East,35-44
4360,Customer_4360,South,45-54
4361,Customer_4361,North,55+
4362,Customer_4362,East,18-24
4363,Customer_4363,West,55+
4364,Customer_4364,South,25-34
4365,Customer_4365,North,25-34
4366,Customer_4366,East,35-44
4367,Customer_4367,East,45-54
4368,Customer_4368,East,35-44
4369,Customer_4369,West,18-24
4370,Customer_4370,North,55+
4371,Customer_4371,West,45-54
4372,Customer_4372,South,25-34
4373,Customer_4373,North,25-34
4374,Customer_4374,North,55+
4375,Customer_4375,East,55+
4376,Customer_4376,South,35-44
4377,Customer_4377,South,18-24
4378,Customer_4378,North,25-34
4379,Customer_4379,East,25-34
4380,Customer_4380,North,55+
4381,Customer_4381,East,18-24
4382,Customer_4382,North,55+
4383,Customer_4383,West,25-34
4384,Customer_4384,North,55+
4385,Customer_4385,South,35-44
4386,Customer_4386,West,55+
4387,Customer_4387,South,25-34
4388,Customer_4388,West,25-34
4389,Customer_4389,South,55+
4390,Customer_4390,East,18-24
4391,Customer_4391,North,25-34
4392,Customer_4392,North,45-54
4393,Customer_4393,West,55+
4394,Customer_4394,West,25-34
4395,Customer_4395,North,45-54
4396,Customer_4396,East,55+
4397,Customer_4397,West,18-24
4398,Customer_4398,South,35-44
4399,Customer_4399,East,35-44
4400,Customer_4400,North,25-34
4401,Customer_4401,North,35-44
4402,Customer_4402,East,18-24
4403,Customer_4403,North,45-54
4404,Customer_4404,East,55+
4405,Customer_4405,North,18-24
4406,Customer_4406,South,55+
4407,Customer_4407,North,25-34
4408,Customer_4408,South,25-34
4409,Customer_4409,North,25-34
4410,Customer_4410,East,25-34
4411,Customer_4411,North,25-34
4412,Customer_4412,South,18-24
4413,Customer_4413,West,45-54
4414,Customer_4414,South,45-54
4415,Customer_4415,East,18-24
4416,Customer_4416,North,55+
4417,Customer_4417,North,55+
4418,Customer_4418,South,55+
