Date,Region,ProductID,SalesAmount,CustomerID
2024-06-13,South,473,19421,1458
2022-03-02,East,98,74892,1817
2021-12-12,South,332,53583,1434
2024-09-12,South,263,98744,1029
2024-01-24,South,103,63611,1145
2024-11-07,West,416,78632,1953
2023-11-27,East,219,77833,1971
2022-10-27,West,53,34550,1698
2022-05-20,West,413,89772,1262
2023-06-04,South,195,7327,1222
2022-11-08,South,77,152,1467
2022-01-01,South,431,23108,1879
2023-03-31,East,83,41616,1224
2023-10-07,South,148,4748,1608
2022-05-29,East,426,51692,1052
2023-03-09,West,441,33779,1512
2024-06-23,North,424,55180,1250
2023-06-22,West,50,29561,1550
2024-09-18,South,402,49312,1301
2022-05-12,South,331,97157,1226
2024-10-11,West,345,61697,1365
2022-02-16,West,409,8613,1890
2024-07-03,West,77,63824,1582
2024-04-19,West,449,69894,1019
2022-02-04,West,98,23129,1297
2023-01-25,West,335,35847,1185
2023-07-21,North,387,67358,1436
2024-02-22,East,499,66934,1088
2023-12-01,West,423,19494,1170
2022-05-19,West,207,26427,1502
2023-12-28,South,160,92519,1550
2022-04-12,East,278,64963,1444
2024-06-07,South,300,15649,1501
2024-04-02,West,79,78838,1752
2023-11-28,West,31,57855,1501
2024-09-04,North,332,85078,1487
2023-06-08,South,102,23255,1091
2024-07-05,East,206,43888,1733
2023-05-03,East,393,56995,1224
2022-01-18,North,145,8216,1124
2023-07-25,West,481,17684,1873
2023-02-20,West,289,57181,1446
2023-02-05,West,315,50957,1558
2024-04-02,South,420,77368,1147
2022-06-13,West,146,40516,1436
2021-12-11,South,197,69441,1388
2023-09-30,North,51,82813,1982
2022-05-18,South,276,42151,1845
2022-01-22,South,225,44274,1544
2023-11-28,East,98,89965,1791
2022-01-03,East,140,94082,1113
2023-11-25,North,465,37223,1937
2024-01-13,South,87,5108,1710
2024-05-15,North,278,22159,1889
2023-08-03,East,445,46900,1261
2023-04-09,North,89,48821,1778
2023-11-10,East,417,92186,1323
2022-05-07,East,337,40102,1564
2022-02-17,South,351,824,1828
2022-07-25,North,389,60950,1036
2022-06-27,South,304,17255,1385
2022-12-27,North,437,25303,1945
2023-02-12,West,96,45994,1272
2022-01-29,North,408,42171,1464
2024-03-15,West,483,19572,1818
2022-08-11,West,61,49359,1398
2024-06-15,West,286,47260,1420
2023-03-07,North,207,69035,1565
2022-09-13,North,164,79620,1755
2022-09-11,West,82,46172,1965
2023-07-14,East,387,12128,1248
2024-09-20,South,488,71996,1654
2024-04-17,West,79,39778,1619
2022-09-26,East,224,9640,1860
2024-10-09,West,128,72681,1391
2022-09-29,West,325,20922,1015
2023-11-01,North,347,89214,1359
2023-11-01,West,447,11629,1544
2022-03-05,East,497,24422,1328
2021-12-04,North,288,120,1106
2024-08-31,West,415,31973,1924
2024-10-14,North,10,19481,1463
2024-09-14,East,204,46968,1940
2024-02-07,West,303,81889,1111
2022-02-15,East,461,79045,1229
2022-09-24,South,150,99311,1522
2024-02-11,South,185,58894,1028
2024-05-23,North,468,47462,1740
2023-08-05,South,368,38483,1296
2022-05-16,East,401,1924,1266
2024-01-11,East,335,85825,1403
2024-03-06,North,53,78611,1982
2022-02-10,West,353,91560,1537
2022-05-25,North,161,37792,1175
2024-10-24,East,457,41530,1931
2024-10-06,East,134,77174,1989
2024-01-08,North,1,22925,1433
2024-08-26,South,393,55955,1701
2023-01-15,East,35,10772,1717
2023-12-26,West,227,8017,1198
2023-10-25,South,395,64776,1185
2022-06-17,South,122,94652,1441
2022-11-24,West,475,11817,1663
2024-03-04,South,151,40469,1108
2022-07-19,East,433,9308,1346
2024-07-07,West,60,65293,1238
2024-11-11,South,360,8041,1608
2024-09-05,South,489,14538,1270
2024-10-27,South,181,63179,1536
2024-03-27,West,365,23581,1783
2022-12-07,West,281,11279,1988
2023-06-12,East,335,38079,1726
2024-02-02,East,274,21057,1808
2021-12-25,West,103,34686,1138
2023-11-22,South,465,2073,1158
2024-01-19,West,369,37361,1682
2021-12-20,West,216,60713,1151
2023-01-08,East,195,88438,1169
2024-04-02,East,499,74536,1799
2022-05-12,South,172,78186,1197
2024-04-16,South,227,52999,1623
2023-10-23,North,400,80589,1656
2022-11-07,South,115,73572,1089
2022-04-24,East,115,66104,1842
2022-08-19,East,362,22178,1617
2024-04-21,West,263,9255,1396
2022-06-16,East,358,26255,1437
2022-03-20,North,336,36864,1181
2024-10-10,North,66,58055,1080
2024-07-12,South,1,73797,1715
2023-04-07,North,71,29992,1253
2024-08-04,South,306,78353,1119
2023-06-12,North,408,94220,1179
2024-05-12,North,233,25138,1322
2024-09-23,West,255,90593,1584
2023-10-23,North,351,71895,1500
2022-12-14,North,23,48264,1727
2022-02-03,West,144,54678,1011
2023-11-28,North,358,43447,1871
2023-11-29,South,494,33430,1167
2022-04-17,South,154,85300,1989
2022-04-19,North,252,20610,1677
2022-03-07,West,383,61437,1364
2022-05-05,South,498,45831,1741
2024-04-12,West,461,14342,1536
2022-04-09,West,44,98308,1161
2023-12-21,East,195,77768,1574
2024-05-18,South,159,93732,1478
2023-12-08,North,57,69621,1461
2024-08-12,West,326,6183,1033
2024-01-18,West,351,28576,1790
2023-07-10,East,395,1852,1271
2024-05-16,South,52,73192,1434
2024-09-27,East,437,7751,1268
2021-12-20,West,337,42723,1010
2024-10-09,East,482,23825,1274
2023-11-21,West,41,97536,1861
2023-06-09,East,217,13312,1003
2023-04-06,South,493,52877,1349
2024-01-11,South,447,79680,1214
2022-05-21,South,455,42972,1833
2022-03-18,North,434,7753,1238
2024-03-26,South,443,45745,1917
2024-01-20,West,65,27445,1620
2022-07-10,South,51,19196,1424
2022-01-23,North,212,14440,1535
2024-01-22,North,53,4268,1859
2022-08-29,South,76,55121,1555
2022-07-22,South,51,39403,1338
2024-07-29,South,447,92147,1826
2023-03-20,West,246,11891,1613
2023-08-21,East,463,19502,1019
2021-12-14,North,294,89010,1945
2024-10-28,East,81,92434,1950
2023-10-18,East,259,91776,1105
2022-10-30,East,311,79381,1816
2023-05-04,West,462,43357,1756
2022-02-10,South,161,27688,1960
2022-02-17,North,426,77238,1114
2021-12-14,South,392,41547,1367
2023-08-24,East,126,31188,1989
2024-11-20,West,21,16777,1149
2022-05-02,East,466,56084,1473
2022-01-30,West,461,20242,1042
2023-06-23,West,105,57375,1435
2024-06-01,South,296,45148,1151
2023-09-10,West,6,10853,1755
2023-08-15,West,375,48003,1956
2024-05-01,South,351,19384,1459
2024-07-10,North,66,42602,1306
2024-05-18,South,37,62135,1209
2024-02-22,South,348,25637,1754
2024-08-03,East,306,49482,1165
2023-06-10,South,286,30779,1801
2022-04-03,North,209,41998,1907
2022-04-28,East,188,65870,1121
2023-02-06,North,488,42329,1974
2024-10-24,East,187,90135,1033
2024-10-23,West,346,77064,1930
2023-08-17,North,390,17430,1104
2022-12-14,East,248,61348,1214
2024-02-06,East,185,91393,1864
2024-10-21,West,65,63381,1161
2024-06-02,North,83,78842,1766
2023-12-30,West,27,76212,1709
2023-09-01,North,369,42882,1272
2022-05-08,West,279,23005,1210
2022-03-11,East,399,92901,1463
2023-10-16,West,358,70424,1328
2024-01-14,North,2,75628,1339
2023-05-28,East,297,92983,1595
2024-06-18,South,336,90190,1637
2023-02-11,West,45,18691,1194
2024-01-19,East,92,16842,1269
2023-05-25,South,405,2101,1359
2022-03-26,South,239,80065,1548
2023-02-09,South,112,47879,1975
2024-06-21,West,487,50137,1988
2023-04-10,West,77,87577,1179
2022-04-27,West,187,51268,1493
2023-05-24,West,123,51140,1226
2022-12-12,South,3,89052,1518
2022-01-25,South,142,18180,1893
2024-08-24,East,463,68522,1755
2024-09-27,East,68,3864,1515
2024-05-11,East,248,5042,1595
2022-05-16,East,258,82165,1034
2024-03-22,East,257,2968,1283
2023-07-11,East,131,14948,1998
2023-11-01,East,41,87343,1984
2023-11-16,South,489,51410,1277
2022-09-27,East,282,20740,1034
2023-10-21,North,285,90559,1008
2024-02-27,East,328,52125,1353
2022-08-07,North,324,67661,1967
2023-05-16,West,236,20675,1738
2022-02-14,South,35,29016,1204
2022-09-15,North,316,97651,1857
2022-04-02,East,177,61105,1200
2023-07-13,West,384,22375,1108
2023-11-18,North,152,88880,1168
2024-11-16,West,139,23798,1274
2022-08-21,North,120,10890,1033
2021-12-05,West,97,97720,1236
2023-02-18,East,463,34097,1990
2024-05-19,North,354,15075,1330
2022-11-04,East,340,39904,1010
2022-01-15,West,70,10465,1642
2023-08-31,East,284,43699,1877
2023-10-02,West,364,51046,1379
2023-09-15,West,407,16033,1531
2024-10-31,East,325,37012,1473
2022-11-03,East,59,87718,1511
2024-04-10,South,362,25140,1227
2024-10-14,South,484,77329,1742
2023-06-28,North,280,27143,1654
2022-05-25,West,414,96212,1705
2022-09-28,South,143,88489,1983
2023-12-06,South,162,44441,1215
2022-10-05,West,373,49190,1393
2022-09-02,South,81,36806,1710
2024-05-01,North,130,93874,1071
2024-08-12,North,471,8763,1129
2022-01-10,South,12,75701,1952
2023-06-13,East,300,82675,1286
2023-01-16,East,262,16656,1422
2023-01-29,East,376,46316,1959
2023-07-14,South,81,8510,1383
2023-08-10,West,145,88269,1929
2024-09-23,South,111,54880,1191
2023-11-22,West,143,79822,1348
2022-07-27,South,279,53061,1795
2024-09-29,East,103,31620,1429
2024-07-12,West,204,78787,1702
2022-05-23,North,215,37035,1344
2022-03-05,North,104,53789,1433
2023-01-05,East,181,14961,1693
2023-02-26,West,9,99037,1220
2024-09-26,South,6,27249,1893
2022-07-28,West,158,71288,1295
2023-08-17,South,100,82488,1700
2023-07-12,West,166,58402,1119
2023-11-26,North,63,46706,1677
2023-01-15,North,409,81354,1022
2023-05-29,West,58,13847,1074
2022-02-25,East,183,87725,1781
2022-03-14,West,193,27693,1827
2022-07-29,East,397,26208,1045
2023-04-24,North,336,47077,1655
2023-08-22,North,465,26851,1455
2022-08-05,East,453,37654,1244
2023-05-18,East,110,26706,1258
2023-05-22,South,262,32020,1208
2024-02-20,South,464,55451,1734
2023-07-13,West,157,12891,1370
2023-05-01,East,193,80563,1103
2022-08-15,East,194,1679,1471
2022-04-13,West,229,73885,1872
2022-03-03,West,317,84317,1886
2022-02-09,South,229,88183,1724
2022-12-19,West,315,65383,1212
2024-01-04,South,498,64016,1989
2023-04-15,North,376,80398,1348
2023-11-10,North,214,38202,1001
2023-12-18,East,446,21313,1331
2022-03-01,West,5,27356,1293
2024-11-17,South,417,3167,1079
2023-08-09,North,22,73452,1192
2022-08-27,East,241,94748,1494
2024-10-18,South,467,11200,1317
2023-05-27,East,131,16679,1406
2024-08-29,West,458,19201,1267
2022-04-06,South,290,69092,1020
2024-06-30,North,107,71321,1433
2024-10-03,West,75,96665,1946
2023-11-10,South,388,16785,1166
2024-05-31,North,111,61822,1673
2024-03-10,North,458,79624,1413
2024-04-14,North,438,74297,1824
2024-11-07,West,187,33855,1565
2024-02-14,East,254,59331,1419
2023-01-08,North,354,6774,1546
2023-11-27,South,168,47102,1698
2024-11-06,North,159,70443,1657
2024-09-28,West,210,64418,1059
2023-01-11,North,430,21208,1926
2022-08-23,North,250,90612,1120
2023-04-30,East,359,30329,1520
2024-11-26,East,458,76765,1711
2024-10-25,East,291,83107,1815
2023-07-12,West,444,2209,1869
2023-04-24,South,81,16903,1862
2023-05-04,South,374,2163,1202
2024-08-27,East,397,31357,1720
2021-12-03,South,412,90815,1677
2023-07-25,East,492,7505,1946
2022-05-03,West,201,19365,1693
2022-06-07,North,138,52958,1249
2023-02-01,South,349,79281,1834
2024-09-20,East,281,54888,1003
2022-06-13,North,492,53907,1964
2023-10-06,North,447,19127,1927
2024-01-24,East,264,72990,1058
2024-02-27,West,482,18417,1509
2022-01-12,West,223,89950,1849
2022-06-29,East,260,56469,1502
2023-06-29,North,373,97450,1726
2024-11-29,North,314,47474,1562
2023-12-18,South,418,89808,1523
2023-11-14,South,353,13414,1730
2024-10-11,East,152,37992,1995
2022-10-11,North,330,95992,1430
2023-10-03,East,287,58793,1468
2022-01-07,South,286,67346,1855
2022-01-04,South,231,68356,1849
2023-03-04,West,432,28359,1477
2023-02-11,North,310,45598,1925
2023-08-30,West,384,4905,1635
2023-08-17,West,5,4903,1728
2022-06-04,South,380,63057,1222
2024-11-26,South,229,15427,1544
2023-03-26,East,65,13907,1719
2024-04-12,South,391,44934,1192
2023-01-09,South,188,12366,1303
2022-11-01,East,456,81166,1916
2022-05-22,South,122,1802,1856
2023-06-07,South,81,7543,1211
2023-12-18,North,13,24728,1627
2023-04-30,East,179,71471,1499
2022-10-27,West,195,74582,1993
2023-12-20,South,259,62676,1843
2023-11-18,West,451,76011,1375
2022-05-26,South,383,74083,1846
2022-09-20,West,137,63511,1327
2024-08-29,West,110,96455,1007
2023-11-13,North,49,16163,1335
2022-12-14,North,357,73398,1160
2023-01-15,South,367,1401,1171
2022-10-05,North,93,98513,1861
2024-10-31,East,179,31765,1490
2022-05-24,South,244,43891,1088
2024-02-22,North,498,9503,1691
2022-03-28,North,404,21609,1783
2024-10-09,South,252,4732,1962
2023-09-10,West,123,39922,1497
2024-06-14,West,418,18039,1110
2024-07-02,East,323,52054,1391
2022-12-20,West,113,6495,1833
2022-02-10,South,399,36366,1536
2022-01-03,South,307,97820,1992
2024-08-09,North,92,50416,1286
2023-03-18,North,339,29271,1031
2024-09-07,East,304,46592,1025
2022-09-20,North,153,31010,1553
2022-11-29,East,398,27956,1683
2024-03-21,South,118,33192,1281
2022-03-22,North,404,58785,1683
2023-06-26,North,56,89273,1133
2023-09-15,South,361,61706,1444
2024-02-13,South,274,77629,1323
2022-12-04,West,440,71263,1699
2024-10-17,West,381,45084,1041
2022-10-05,South,489,593,1897
2024-03-30,South,101,76214,1198
2022-09-23,East,464,63800,1702
2024-02-21,East,290,31440,1538
2024-04-09,West,247,54034,1062
2024-11-11,North,160,37703,1593
2024-10-03,East,246,4985,1476
2022-09-18,East,241,87496,1582
2024-09-06,West,338,29512,1051
2023-02-12,South,414,99161,1557
2024-08-06,East,82,47349,1373
2022-08-06,North,434,76487,1224
2024-07-02,North,12,44628,1154
2023-05-24,East,424,28998,1310
2022-08-07,South,58,9540,1397
2022-06-28,North,20,81942,1831
2022-01-16,West,367,77288,1208
2024-08-07,West,281,39248,1729
2023-04-16,West,233,46730,1190
2022-03-20,East,366,55313,1925
2024-04-12,North,237,59744,1391
2024-08-24,North,323,41327,1184
2024-01-02,East,345,64977,1723
2022-01-03,South,410,57820,1907
2022-02-17,West,400,1816,1185
2022-11-17,West,258,2450,1557
2023-08-14,North,335,44483,1389
2023-08-08,North,178,60637,1970
2023-09-21,South,125,74699,1525
2023-02-16,East,140,96204,1578
2022-04-23,South,228,31855,1641
2024-08-23,East,406,21446,1316
2022-03-24,North,62,89152,1058
2024-04-08,South,237,26650,1523
2024-08-29,South,471,26977,1437
2023-01-21,South,267,49657,1593
2022-10-06,East,362,66411,1312
2023-06-18,West,63,1137,1802
2022-11-12,North,478,49709,1704
2023-10-22,North,326,2603,1779
2024-08-26,East,238,88635,1880
2024-06-19,West,20,39022,1923
2022-04-20,North,177,51610,1007
2022-11-27,East,204,99416,1055
2023-11-15,South,379,21229,1553
2023-11-22,West,173,98708,1152
2023-10-17,North,398,60441,1474
2023-11-30,North,368,85283,1490
2023-03-09,West,131,92815,1558
2024-02-14,East,290,18880,1945
2024-02-13,South,258,37141,1315
2022-06-28,South,401,13045,1660
2023-04-12,West,395,68202,1404
2022-06-22,North,442,93937,1571
2024-04-28,East,327,44334,1844
2022-12-20,South,152,68898,1604
2024-01-07,North,334,50706,1412
2024-07-30,West,479,20291,1188
2021-12-04,West,273,22242,1476
2024-04-03,East,5,51929,1754
2022-01-03,East,34,5725,1288
2024-01-28,East,219,6675,1486
2022-07-17,East,401,75534,1226
2023-07-10,West,377,12854,1056
2024-05-31,West,388,25943,1646
2022-11-19,North,219,99790,1353
2023-05-20,West,58,63349,1657
2024-01-31,West,427,2500,1593
2021-12-02,East,65,51137,1183
2023-12-01,East,322,65948,1469
2022-01-26,North,489,55082,1669
2023-04-18,West,152,4604,1158
2022-07-02,South,202,3257,1794
2024-04-21,North,441,65236,1898
2023-09-18,West,189,16330,1602
2021-12-22,West,98,978,1624
2024-09-19,West,41,47753,1260
2024-02-16,West,345,49098,1639
2023-03-06,East,91,39017,1397
2024-05-03,North,249,6152,1033
2022-01-21,West,197,35481,1086
2023-10-16,North,302,1787,1025
2024-01-04,North,2,69454,1840
2022-10-22,East,157,72871,1627
2022-04-15,West,175,89098,1793
2022-07-11,North,217,5930,1277
2022-08-12,East,389,94883,1951
2024-07-08,North,319,95530,1608
2023-09-20,East,409,37974,1594
2022-11-24,West,437,89560,1860
2024-02-03,North,159,17371,1466
2022-01-14,North,489,78471,1784
2022-02-11,East,344,69217,1490
2024-07-10,West,54,31194,1076
2022-11-13,West,496,79511,1260
2024-08-28,West,137,84310,1488
2022-01-27,West,232,4849,1260
2024-08-01,North,302,89534,1273
2023-11-27,East,493,96863,1810
2024-07-09,East,267,42940,1014
2023-10-06,West,227,80514,1879
2024-10-25,West,148,43110,1851
2024-11-09,South,444,25690,1713
2023-07-04,North,109,91422,1550
2024-08-30,East,476,58813,1922
2023-06-16,West,129,18241,1615
2022-05-29,North,204,36002,1375
2022-02-04,East,276,12515,1087
2022-12-08,South,315,98866,1339
2024-07-05,West,308,86843,1665
2024-01-24,East,41,61866,1976
2024-04-06,West,327,46802,1144
2023-02-26,West,332,44990,1464
2024-11-23,North,96,74298,1246
2022-11-14,West,452,51932,1655
2023-04-10,West,499,71865,1126
2022-07-23,South,57,88274,1874
2022-01-17,South,411,16449,1562
2022-12-22,North,426,22372,1898
2024-06-08,North,282,42224,1511
2023-06-03,East,427,24643,1766
2022-12-17,North,472,9002,1331
2023-09-18,West,250,48333,1173
2024-09-23,East,128,53201,1700
2022-11-01,East,74,29025,1039
2024-08-27,North,241,1760,1541
2022-10-31,East,74,6289,1197
2023-03-16,East,107,6319,1389
2023-03-11,East,163,79613,1212
2023-06-13,South,450,36636,1898
2023-01-08,East,408,19196,1545
2022-03-09,West,302,76566,1587
2023-10-11,North,141,93650,1615
2024-10-27,West,82,46506,1537
2024-04-05,North,259,76745,1069
2024-04-25,East,387,68788,1463
2023-03-07,South,384,48311,1203
2022-12-11,East,395,51219,1086
2022-11-28,South,58,32122,1304
2024-03-31,East,425,61299,1075
2022-10-10,North,342,59681,1793
2023-06-23,South,481,53453,1132
2024-04-25,East,147,7040,1767
2023-02-03,South,381,39436,1645
2024-06-01,South,216,6845,1342
2024-06-12,North,261,73075,1444
2023-07-23,East,39,53355,1726
2022-09-08,West,479,17657,1211
2021-12-13,North,294,10180,1276
2022-01-05,West,165,96692,1614
2024-09-24,South,367,26404,1112
2023-07-04,South,39,94053,1246
2024-01-22,West,288,76848,1546
2022-06-06,North,181,91679,1395
2022-11-24,West,326,96673,1973
2022-10-09,South,197,76259,1471
2023-11-07,West,148,26729,1290
2024-09-09,West,456,73373,1700
2022-06-02,West,183,10303,1696
2024-11-02,South,431,33419,1996
2024-01-17,West,154,13560,1147
2022-08-07,East,369,34942,1650
2022-03-23,North,234,49563,1795
2023-03-15,East,416,26018,1940
2022-01-06,West,75,45812,1669
2022-08-05,East,312,42410,1117
2024-01-03,West,205,93420,1586
2024-06-04,North,162,54596,1375
2022-05-14,South,136,32130,1832
2023-02-18,East,54,28899,1128
2022-06-08,North,45,56932,1326
2022-02-20,South,242,57356,1189
2022-06-16,South,500,57924,1293
2024-10-22,North,321,53735,1977
2022-08-24,South,306,47768,1151
2022-07-04,East,288,45518,1149
2024-03-04,West,129,29376,1160
2024-07-29,East,222,43437,1890
2022-02-20,East,281,51026,1746
2023-06-19,South,17,51437,1169
2022-08-29,South,367,1850,1616
2024-05-12,West,170,25824,1641
2022-08-31,West,173,70676,1368
2022-10-25,North,435,84050,1550
2023-01-06,East,133,89564,1696
2022-06-15,South,126,87085,1264
2022-02-22,North,209,89090,1031
2023-11-13,South,288,85782,1507
2024-09-12,West,308,78012,1585
2023-02-17,West,367,98405,1564
2023-02-01,South,91,35041,1742
2023-08-11,North,245,46188,1744
2023-08-20,South,316,66944,1423
2023-12-11,South,351,82598,1370
2023-09-10,East,168,63337,1094
2022-04-12,North,452,64479,1536
2022-08-19,South,26,42691,1351
2021-12-29,East,90,74941,1285
2023-08-03,West,482,23847,1359
2023-10-20,West,74,63957,1607
2024-10-04,South,46,90929,1746
2024-11-01,North,469,23327,1886
2023-04-04,North,86,93526,1373
2023-06-13,East,25,14595,1968
2021-12-01,North,311,11561,1496
2022-07-16,West,81,80474,1159
2024-08-20,West,400,17664,1347
2023-06-04,North,286,76592,1186
2022-07-14,West,247,34172,1176
2024-02-26,West,339,10362,1843
2024-03-28,North,163,82918,1459
2022-09-22,East,223,56027,1605
2024-10-23,West,173,60918,1415
2024-06-03,North,204,76067,1394
2022-03-02,East,249,78457,1331
2022-10-24,North,268,62610,1471
2024-05-01,South,493,57190,1801
2023-11-05,East,136,59766,1672
2024-07-26,South,216,62059,1862
2024-04-16,East,191,50335,1758
2022-01-27,East,477,9914,1576
2024-04-25,East,476,87793,1412
2023-03-01,South,203,17610,1231
2023-03-16,East,486,24441,1860
2022-07-01,North,9,26150,1376
2023-11-24,South,368,25806,1271
2023-07-17,West,231,75750,1787
2023-08-08,West,407,58964,1230
2024-06-05,South,302,25061,1592
2022-06-12,West,223,9326,1354
2022-04-12,North,384,75090,1435
2022-03-04,East,61,81768,1249
2023-08-30,East,414,94114,1213
2023-04-22,West,468,53186,1894
2022-10-04,West,427,79462,1704
2022-05-20,East,441,31888,1033
2023-09-26,South,198,82439,1395
2024-06-29,North,154,90999,1654
2024-06-29,South,372,36002,1363
2023-02-16,North,198,81641,1571
2023-04-22,North,312,20281,1228
2021-12-16,West,240,34895,1926
2024-02-23,East,261,29756,1066
2023-02-25,East,497,83289,1329
2024-06-14,East,222,4132,1994
2024-01-12,South,383,12861,1387
2022-08-09,West,26,55318,1900
2021-12-24,North,464,30263,1867
2022-09-16,South,171,19189,1762
2024-06-12,West,281,13014,1194
2022-11-06,East,485,95935,1018
2021-12-27,East,287,34960,1044
2022-12-27,East,189,74801,1551
2024-01-01,West,362,62513,1040
2023-08-19,West,286,12426,1989
2022-02-09,West,167,96184,1931
2022-10-14,West,219,71468,1500
2022-03-29,East,372,2657,1300
2023-02-03,West,76,61419,1242
2022-07-05,West,403,34554,1256
2024-04-16,East,19,30928,1842
2024-05-30,East,400,16335,1587
2022-05-01,South,219,56648,1839
2024-01-12,North,356,60148,1242
2023-03-16,East,479,38356,1114
2023-10-25,West,127,59358,1742
2024-04-16,South,500,39195,1334
2024-08-17,South,490,84893,1711
2024-03-14,West,145,54461,1580
2024-03-30,West,204,79463,1072
2024-08-21,East,73,99843,1088
2022-07-26,South,88,6074,1000
2022-12-17,North,109,76582,1462
2022-09-03,North,18,29118,1239
2022-09-22,West,342,20747,1393
2022-01-10,West,110,55760,1319
2022-05-03,South,234,21487,1854
2022-08-14,East,425,58039,1504
2024-06-14,South,8,27803,1207
2023-06-17,North,482,92244,1486
2022-09-03,North,376,19605,1492
2024-01-20,East,497,8683,1467
2024-04-24,West,123,75807,1116
2022-09-14,South,411,55321,1431
2023-08-03,South,500,52768,1180
2021-12-21,West,298,41686,1235
2023-04-04,East,95,16453,1997
2024-05-20,East,251,73619,1956
2022-02-16,South,270,45378,1994
2024-11-23,South,473,24342,1690
2023-11-27,South,102,88614,1937
2024-08-18,West,414,95704,1292
2023-10-31,North,19,24590,1962
2022-04-03,South,375,21380,1058
2023-09-01,East,51,7532,1010
2022-07-12,East,306,23060,1085
2022-12-05,East,105,6746,1496
2024-03-16,South,248,59499,1933
2024-07-09,South,210,18057,1735
2022-12-04,West,449,50714,1721
2022-01-27,East,309,91239,1470
2023-07-20,West,288,92813,1500
2022-12-23,West,191,38112,1546
2024-01-04,East,125,35301,1575
2024-03-02,North,467,30821,1588
2024-09-30,East,18,19521,1285
2022-01-10,East,18,63238,1565
2024-02-23,West,266,76458,1826
2021-12-18,West,423,97939,1506
2024-03-30,West,222,92520,1314
2023-04-30,North,291,53457,1484
2021-12-27,East,73,71613,1013
2023-12-24,South,370,17059,1897
2024-03-23,South,167,3238,1277
2023-11-20,North,478,82504,1415
2024-07-08,West,478,7393,1486
2022-04-14,West,169,38918,1988
2024-07-28,West,194,26215,1705
2023-09-12,West,328,95310,1988
2022-05-29,East,484,67030,1764
2024-06-22,West,481,97852,1824
2023-05-26,North,67,98945,1036
2022-08-20,East,80,65477,1367
2023-04-11,East,190,45664,1704
2023-04-20,South,214,89844,1000
2022-11-27,North,112,42807,1890
2022-04-09,North,154,20704,1230
2023-03-06,South,263,86790,1254
2022-09-24,East,260,12963,1586
2022-04-04,East,31,43857,1844
2022-04-25,East,30,10674,1376
2024-05-12,West,376,97237,1703
2022-05-16,North,428,58324,1874
2024-06-30,East,303,9101,1714
2024-06-18,West,11,15325,1091
2024-07-24,South,484,58777,1212
2022-02-18,North,61,28994,1026
2022-05-09,West,410,61556,1544
2023-02-14,East,85,78544,1735
2023-11-01,South,431,13249,1506
2022-02-24,East,434,60480,1780
2022-04-24,East,496,90089,1818
2024-08-22,West,88,92000,1786
2024-06-27,South,183,4194,1390
2022-10-27,South,326,94431,1884
2023-07-05,East,132,58446,1779
2022-08-31,South,250,85187,1324
2023-06-28,West,312,88516,1023
2022-10-13,North,59,72480,1322
2023-05-27,East,202,66285,1705
2023-09-28,West,322,30014,1402
2022-03-23,South,322,10675,1406
2024-03-11,North,279,38662,1430
2022-04-20,East,229,5669,1245
2024-02-08,West,315,7300,1073
2023-10-19,West,218,87143,1654
2024-10-21,North,317,88023,1898
2022-06-03,North,396,31818,1846
2022-01-04,South,286,97944,1721
2023-12-10,North,290,83843,1942
2022-12-21,West,59,15778,1744
2024-11-30,East,343,21070,1686
2024-01-19,North,188,95862,1635
2024-02-29,South,25,93183,1315
2024-11-16,West,476,68044,1195
2024-11-05,North,392,26733,1619
2023-03-27,South,13,97390,1184
2023-08-29,East,302,90757,1377
2023-04-22,West,40,57696,1346
2024-11-05,East,443,58243,1824
2023-09-09,South,29,88014,1722
2022-08-18,South,421,13861,1946
2022-06-24,South,26,40006,1582
2021-12-02,North,276,95299,1010
2022-05-25,North,124,20991,1591
2023-02-19,South,5,51980,1656
2024-01-09,South,269,67418,1673
2024-11-05,East,356,67904,1748
2024-02-14,South,445,71190,1261
2024-06-28,South,144,62907,1185
2022-12-23,South,321,39780,1672
2022-03-31,West,480,16361,1855
2023-06-17,West,124,69055,1406
2024-01-12,East,237,66142,1296
2023-05-20,South,310,74861,1563
2023-03-03,West,139,97012,1028
2024-04-16,North,66,22186,1356
2023-05-03,South,443,32375,1045
2022-08-06,South,122,99458,1799
2022-10-06,East,278,5599,1371
2023-02-18,East,390,35987,1982
2024-11-06,West,158,24401,1637
2024-07-12,East,15,45255,1197
2023-06-09,West,474,8501,1393
2023-02-26,South,101,25974,1690
2023-01-11,West,87,79138,1060
2022-12-08,East,111,54032,1690
2022-03-04,South,91,59312,1733
2023-09-16,West,163,45429,1389
2024-09-15,West,212,9230,1705
2022-12-21,South,199,40740,1977
2022-01-28,North,322,34072,1100
2024-05-02,South,425,74342,1344
2023-01-21,West,170,28529,1396
2022-01-14,East,165,91217,1330
2024-02-04,East,123,79528,1108
2023-06-20,North,277,41694,1056
2024-09-24,South,434,38403,1376
2021-12-28,North,451,67238,1963
2024-06-27,East,470,42414,1057
2024-01-18,East,450,77560,1507
2022-12-13,West,140,31684,1858
2024-06-07,West,85,75853,1736
2022-06-17,South,71,72115,1945
2022-11-12,West,36,81292,1972
2024-02-06,South,295,73718,1378
2024-09-01,North,391,32,1669
2022-04-21,West,31,13499,1533
2024-01-18,North,222,9829,1104
2024-08-18,South,258,63115,1381
