sale_id,sale_date,product_id,region_id,quantity_sold,sale_amount
2095,2021-05-15,59,10,4,305.16
2096,2020-11-30,49,4,2,368.77
2097,2020-03-23,63,6,6,447.48
2098,2021-05-05,62,10,2,213.22
2099,2019-12-31,49,7,3,403.43
2100,2020-11-05,51,7,7,252.6
2101,2021-10-04,33,8,17,363.82
2102,2022-09-11,30,10,9,438.66
2103,2020-04-11,59,8,9,25.79
2104,2020-02-18,76,8,19,277.85
2105,2023-01-18,15,8,5,494.8
2106,2020-08-08,82,8,6,253.15
2107,2022-06-10,92,6,18,433.51
2108,2022-06-01,23,9,1,101.09
2109,2021-09-20,78,3,17,306.1
2110,2022-12-06,94,6,14,436.45
2111,2020-07-25,97,5,15,221.45
2112,2019-12-01,45,8,5,248.49
2113,2022-05-30,62,4,17,50.19
2114,2019-02-06,79,4,11,30.66
2115,2021-09-15,71,10,10,239.67
2116,2019-10-05,15,10,17,423.3
2117,2022-05-04,46,5,1,466.35
2118,2021-07-04,64,6,5,332.74
2119,2020-04-28,46,4,16,414.94
2120,2022-06-19,56,2,7,370.08
2121,2022-09-09,44,2,12,353.73
2122,2020-12-31,75,3,8,386.83
2123,2019-07-11,29,2,18,257.6
2124,2021-11-06,95,1,1,234.39
2125,2020-06-07,62,8,12,87.98
2126,2021-07-06,89,5,4,423.47
2127,2020-02-05,52,10,12,31.86
2128,2021-06-04,54,1,1,141.05
2129,2020-12-05,88,9,1,264.76
2130,2019-01-22,57,8,3,486.08
2131,2020-04-18,83,4,12,395.13
2132,2022-02-17,66,8,13,190.65
2133,2019-07-29,22,10,13,359.83
2134,2019-11-02,20,7,9,466.37
2135,2022-07-17,33,7,18,274.05
2136,2020-12-04,72,1,1,236.35
2137,2020-11-17,25,6,6,280.97
2138,2019-10-12,46,4,5,162.65
2139,2020-12-16,73,10,4,454.6
2140,2023-08-27,98,10,6,400.67
2141,2021-02-01,57,10,3,355.69
2142,2022-06-04,87,2,17,298.66
2143,2021-08-05,5,10,11,485.04
2144,2020-01-16,55,7,4,155.88
2145,2020-04-04,61,9,1,148.74
2146,2021-10-27,89,5,4,128.65
2147,2019-01-29,8,8,3,373.47
2148,2021-06-25,16,5,10,400.67
2149,2021-11-22,48,7,1,302.59
2150,2023-07-28,61,7,4,329.47
2151,2021-05-28,15,9,19,180.99
2152,2019-03-20,65,3,1,29.48
2153,2021-08-04,22,1,16,134.28
2154,2020-04-03,3,2,19,296.31
2155,2020-07-23,54,6,18,408.34
2156,2023-04-11,14,10,2,390.83
2157,2023-02-14,36,10,6,97.95
2158,2022-12-24,82,9,1,35.21
2159,2021-01-07,82,3,19,426.77
2160,2022-08-01,67,10,5,47.04
2161,2020-05-30,10,2,2,202.72
2162,2022-01-27,49,1,1,56.17
2163,2020-02-01,65,2,16,286.38
2164,2023-02-21,91,3,2,188.03
2165,2019-02-08,57,7,4,109.22
2166,2022-07-18,27,2,3,301.63
2167,2021-06-05,75,5,17,188.06
2168,2021-03-07,5,2,15,91.73
2169,2019-06-06,71,7,10,353.04
2170,2022-01-03,83,10,12,420.04
2171,2021-06-02,57,8,12,144.13
2172,2023-12-29,93,8,7,101.35
2173,2022-02-27,15,8,10,46.87
2174,2023-09-07,99,10,5,268.67
2175,2021-08-31,76,9,11,417.33
2176,2022-01-12,30,1,2,132.89
2177,2021-11-11,20,1,16,235.71
2178,2023-01-22,37,10,12,88.79
2179,2023-04-12,3,2,16,208.06
2180,2023-09-27,73,6,4,17.57
2181,2021-04-28,41,1,2,456.26
2182,2022-11-06,39,5,10,341.52
2183,2021-01-17,26,5,13,173.08
2184,2023-01-03,2,4,19,441.79
2185,2023-06-16,23,5,15,99.64
2186,2021-09-15,23,1,1,48.58
2187,2019-01-21,85,6,17,471.88
2188,2019-10-30,16,7,4,161.42
2189,2021-05-18,9,8,9,468.63
2190,2019-03-25,13,2,6,322.43
2191,2023-12-03,28,7,3,490.22
2192,2023-08-10,27,6,2,379.18
2193,2023-01-16,51,9,18,61.69
2194,2022-11-11,64,8,19,427.59
2195,2023-03-11,52,4,7,82.46
2196,2022-07-04,81,9,3,349.18
2197,2020-07-23,38,1,18,255.2
2198,2021-07-22,100,6,19,356.79
2199,2023-03-31,65,8,9,384.84
2200,2022-03-31,18,4,16,403.8
2201,2022-04-01,63,2,6,419.14
2202,2021-10-05,51,2,12,425.14
2203,2021-03-03,9,10,6,212.16
2204,2021-03-02,13,1,13,445.72
2205,2023-03-28,40,5,5,362.59
2206,2023-12-15,55,6,13,421.1
2207,2022-07-18,79,4,7,494.7
2208,2020-05-06,43,4,12,67.04
2209,2019-07-27,44,5,4,191.58
2210,2023-04-12,68,5,5,405.21
2211,2023-05-27,33,9,16,52.29
2212,2021-12-19,24,8,4,274.98
2213,2020-03-05,36,9,8,430.61
2214,2021-09-11,10,3,16,19.31
2215,2023-08-08,100,3,8,470.36
2216,2023-06-17,20,1,17,489.29
2217,2022-08-25,75,10,14,167.92
2218,2020-06-03,12,6,12,385.73
2219,2020-08-13,62,4,3,72.32
2220,2021-11-16,18,8,2,388.7
2221,2023-09-06,94,2,13,245.95
2222,2023-05-05,63,2,11,431.53
2223,2019-07-18,84,7,12,114.18
2224,2020-01-22,25,5,18,339.6
2225,2019-12-15,12,1,9,395.2
2226,2021-08-17,21,7,7,109.22
2227,2020-11-23,25,7,6,410.96
2228,2023-04-09,11,10,14,479.41
2229,2020-01-13,64,6,18,311.88
2230,2021-06-17,73,4,14,394.58
2231,2021-07-04,50,8,5,270.97
2232,2023-05-01,62,2,13,303.07
2233,2020-06-10,89,2,1,16.54
2234,2022-03-22,99,2,12,266.9
2235,2021-01-03,96,3,19,292.03
2236,2019-07-25,49,6,10,338.32
2237,2020-03-30,14,1,5,93.0
2238,2022-07-20,1,2,6,128.27
2239,2022-06-13,81,10,12,380.44
2240,2023-10-30,25,2,3,92.14
2241,2020-06-04,59,1,14,213.85
2242,2023-08-29,72,3,4,132.74
2243,2021-10-13,69,10,17,277.14
2244,2021-08-13,5,7,17,493.57
2245,2020-12-26,99,1,14,427.5
2246,2021-10-10,19,7,15,142.04
2247,2020-05-15,23,5,7,190.62
2248,2019-04-27,9,9,4,460.13
2249,2020-01-21,94,2,17,450.16
2250,2022-09-29,50,1,6,88.66
2251,2020-08-06,16,9,11,416.34
2252,2020-01-30,33,8,12,155.83
2253,2021-12-23,2,10,15,276.46
2254,2023-10-07,14,6,12,12.5
2255,2020-12-21,1,5,11,499.31
2256,2019-03-13,90,8,17,382.94
2257,2023-12-18,58,8,8,128.45
2258,2019-10-01,89,5,12,345.06
2259,2022-09-05,16,7,9,153.72
2260,2019-12-04,79,1,11,53.83
2261,2022-10-21,90,4,3,218.4
2262,2023-02-27,47,2,7,310.72
2263,2020-08-29,44,10,3,53.99
2264,2019-06-15,80,3,16,264.02
2265,2023-04-17,14,1,10,262.28
2266,2019-01-11,93,2,7,318.04
2267,2022-08-17,24,1,15,129.88
2268,2020-12-29,55,8,10,20.11
2269,2021-03-11,15,4,12,169.18
2270,2019-04-12,83,3,18,205.3
2271,2022-12-19,72,1,9,321.51
2272,2022-11-16,34,2,9,465.78
2273,2021-02-17,2,3,4,109.66
2274,2019-08-02,27,3,5,346.79
2275,2023-09-11,74,6,7,57.73
2276,2022-01-16,99,10,7,103.4
2277,2023-04-26,87,8,11,259.48
2278,2020-02-05,72,6,10,357.11
2279,2020-08-10,92,2,11,430.7
2280,2021-06-07,23,2,18,374.51
2281,2021-12-05,68,7,12,17.52
2282,2023-08-23,14,1,16,345.13
2283,2023-01-26,63,1,4,414.08
2284,2020-08-14,93,7,17,267.51
2285,2022-08-26,65,9,17,483.14
2286,2022-01-14,68,5,5,12.11
2287,2019-04-02,63,1,13,411.14
2288,2023-08-11,96,5,3,174.06
2289,2020-11-03,97,1,17,328.72
2290,2020-12-14,90,10,11,349.81
2291,2021-07-24,81,9,1,160.06
2292,2019-08-30,87,4,18,497.76
2293,2019-01-02,64,9,17,60.59
2294,2019-08-13,32,2,9,86.94
2295,2021-03-11,79,7,7,447.17
2296,2023-11-04,13,2,5,68.4
2297,2020-08-11,66,4,16,196.83
2298,2019-04-26,19,6,7,369.24
2299,2023-08-17,24,2,13,397.83
2300,2021-07-06,88,2,13,477.79
2301,2022-01-31,11,2,15,396.89
2302,2019-07-13,59,3,17,423.82
2303,2022-04-04,86,5,17,475.19
2304,2021-05-20,15,9,19,281.31
2305,2019-03-31,10,6,10,178.28
2306,2023-09-06,41,9,2,383.19
2307,2019-05-02,27,10,14,90.14
2308,2019-05-23,60,5,3,43.43
2309,2021-09-20,73,6,7,394.81
2310,2019-04-16,52,10,11,475.83
2311,2021-06-05,28,8,17,226.8
2312,2020-03-03,65,3,15,88.96
2313,2022-08-21,17,2,19,253.54
2314,2019-11-13,95,3,11,202.73
2315,2020-09-26,44,9,15,192.51
2316,2019-01-09,10,6,15,317.76
2317,2021-02-12,63,10,6,95.62
2318,2022-01-01,93,4,15,196.44
2319,2022-10-14,82,10,9,435.65
2320,2019-08-11,47,3,5,367.54
2321,2022-12-10,38,2,19,37.24
2322,2020-07-06,70,4,5,261.81
2323,2022-10-25,76,9,13,54.73
2324,2020-12-16,53,4,18,479.17
2325,2022-07-11,78,5,17,129.87
2326,2023-09-10,44,8,15,466.98
2327,2022-09-03,74,2,14,418.66
2328,2022-01-12,54,3,16,280.17
2329,2022-09-03,20,6,4,174.79
2330,2019-04-21,79,7,17,430.39
2331,2019-09-08,31,4,14,84.86
2332,2020-01-18,7,1,18,98.19
2333,2019-01-07,58,7,6,120.11
2334,2020-04-03,10,9,8,302.87
2335,2022-01-12,10,1,9,164.02
2336,2019-07-27,39,1,1,494.7
2337,2021-06-18,28,1,13,105.61
2338,2022-11-14,30,10,3,404.75
2339,2022-08-30,37,7,6,56.96
2340,2019-01-22,67,9,17,183.19
2341,2020-02-14,43,3,8,129.44
2342,2021-06-13,79,8,6,488.65
2343,2020-05-29,85,9,16,22.61
2344,2022-02-24,52,3,1,363.62
2345,2021-03-19,56,3,10,131.38
2346,2023-09-20,76,1,18,407.51
2347,2021-05-23,68,2,14,162.5
2348,2019-01-14,9,7,5,101.77
2349,2021-08-28,92,3,17,349.59
2350,2021-09-04,23,7,14,136.21
2351,2021-10-10,63,5,18,247.92
2352,2021-11-01,61,10,4,74.45
2353,2019-03-28,40,8,2,365.05
2354,2023-03-28,44,5,7,209.35
2355,2021-06-27,86,3,7,78.88
2356,2023-04-10,24,9,7,373.38
2357,2022-08-17,51,7,13,60.65
2358,2022-06-20,58,5,19,291.66
2359,2019-05-02,90,7,6,307.67
2360,2022-03-16,94,10,17,465.87
2361,2023-05-10,33,9,18,83.98
2362,2021-01-19,16,5,1,330.14
2363,2022-10-11,22,7,13,196.58
2364,2020-11-15,57,9,19,206.4
2365,2023-10-23,62,1,16,255.89
2366,2023-07-13,82,4,10,124.55
2367,2019-11-05,71,1,13,235.98
2368,2020-11-25,90,8,10,346.55
2369,2019-10-15,72,3,14,233.99
2370,2019-11-03,70,2,9,30.83
2371,2023-06-06,30,4,11,136.33
2372,2021-07-02,23,3,3,182.22
2373,2023-10-13,32,5,8,183.81
2374,2020-10-23,86,8,12,49.69
2375,2020-07-02,57,10,3,230.29
2376,2022-10-07,9,8,7,349.06
2377,2019-11-08,31,7,14,33.85
2378,2021-05-22,71,8,7,377.95
2379,2021-12-18,9,5,7,478.0
2380,2023-07-25,13,10,14,14.58
2381,2021-07-12,58,10,12,104.91
2382,2023-10-04,3,6,1,276.31
2383,2021-01-24,35,8,5,116.84
2384,2019-02-04,97,1,11,384.67
2385,2020-03-20,21,6,1,162.95
2386,2019-04-03,64,6,13,153.88
2387,2022-05-15,95,5,17,10.45
2388,2019-12-19,52,4,3,142.36
2389,2021-06-21,34,1,10,116.66
2390,2022-09-17,96,10,19,178.19
2391,2021-05-11,35,8,7,82.35
2392,2023-10-15,15,6,3,301.38
2393,2019-06-08,96,3,12,126.98
2394,2021-08-14,6,3,10,417.56
2395,2019-01-24,85,6,12,149.43
2396,2020-02-08,97,7,15,113.33
2397,2021-03-15,32,8,6,37.81
2398,2020-05-30,52,5,19,372.55
2399,2021-01-01,83,10,5,259.02
2400,2022-10-19,97,6,2,65.75
2401,2022-11-06,28,1,19,118.45
2402,2020-06-15,95,6,19,499.37
2403,2021-08-13,85,9,4,404.95
2404,2019-06-01,98,10,5,181.44
2405,2023-05-05,64,4,7,275.85
2406,2023-09-09,79,10,4,213.85
2407,2021-08-04,78,1,11,27.83
2408,2020-08-30,19,9,3,391.55
2409,2023-06-29,15,4,5,361.32
2410,2020-02-24,6,2,15,210.31
2411,2022-06-27,73,1,18,424.49
2412,2022-02-14,84,3,16,272.02
2413,2021-05-15,98,7,16,41.95
2414,2023-03-16,38,10,10,137.11
2415,2023-10-30,26,2,1,236.27
2416,2020-07-31,82,9,11,60.69
2417,2019-12-01,92,2,17,289.83
2418,2022-12-12,51,5,15,69.08
2419,2021-07-20,73,8,7,108.25
2420,2023-12-03,96,10,6,448.05
2421,2019-10-22,53,8,15,499.91
2422,2021-01-24,56,3,15,279.62
2423,2022-10-26,59,2,7,313.63
2424,2019-07-05,70,9,3,400.74
2425,2022-06-23,78,3,14,351.11
2426,2020-09-28,92,8,9,99.41
2427,2022-07-15,58,2,3,211.72
2428,2023-07-25,88,3,6,272.21
2429,2022-06-14,13,1,9,186.26
2430,2020-06-13,43,6,1,96.29
2431,2023-04-25,76,7,9,370.7
2432,2019-01-21,51,4,12,107.43
2433,2021-06-29,19,1,4,137.64
2434,2023-10-27,21,3,16,150.39
2435,2021-05-16,91,9,5,89.27
2436,2021-03-04,83,5,17,426.28
2437,2023-03-24,24,6,17,309.2
2438,2019-04-10,26,4,6,419.03
2439,2021-01-21,45,1,15,251.93
2440,2020-04-22,28,5,1,264.59
2441,2023-06-11,82,5,13,311.91
2442,2022-08-14,100,5,16,191.75
2443,2021-07-28,29,6,2,253.33
2444,2020-06-09,17,2,19,277.99
2445,2019-11-30,68,1,2,477.24
2446,2019-01-02,44,2,12,442.62
2447,2020-01-10,61,10,12,73.33
2448,2019-10-20,93,6,8,30.23
2449,2021-04-16,68,5,12,343.36
2450,2021-10-01,74,5,11,34.11
2451,2020-07-06,25,6,2,39.57
2452,2019-11-14,95,10,1,88.04
2453,2023-03-06,67,7,4,182.34
2454,2020-01-16,2,9,9,223.15
2455,2023-07-05,89,7,7,264.5
2456,2019-01-14,49,2,10,496.22
2457,2020-05-18,70,6,14,198.76
2458,2019-08-19,26,9,1,128.95
2459,2022-01-12,72,7,5,291.87
2460,2019-05-10,99,2,13,115.42
2461,2023-11-02,27,3,6,470.87
2462,2021-04-17,89,8,17,137.03
2463,2022-03-14,18,9,15,495.07
2464,2021-06-09,54,4,7,215.15
2465,2019-01-28,1,9,8,408.22
2466,2019-03-07,61,2,2,327.66
2467,2022-04-01,3,5,18,467.41
2468,2022-06-06,68,2,7,316.46
2469,2019-09-18,41,1,16,294.8
2470,2023-01-12,37,5,19,329.9
2471,2022-12-18,51,2,9,395.37
2472,2020-04-04,15,7,12,450.43
2473,2023-08-27,8,8,14,140.74
2474,2019-10-28,38,2,7,108.43
2475,2021-07-07,83,7,2,26.83
2476,2022-08-19,56,4,17,191.34
2477,2019-10-14,47,1,11,424.63
2478,2022-11-19,90,3,18,44.23
2479,2021-10-30,10,1,12,273.87
2480,2023-09-27,78,5,3,350.45
2481,2020-09-21,49,8,14,420.06
2482,2019-09-27,41,1,15,295.88
2483,2020-08-14,83,9,19,101.3
2484,2023-06-17,30,3,10,482.62
2485,2023-12-07,5,5,9,56.38
2486,2021-04-23,95,9,10,386.81
2487,2021-05-11,71,5,4,52.41
2488,2022-10-16,83,9,19,80.28
2489,2022-07-04,31,10,10,450.13
2490,2019-05-13,52,8,17,379.01
2491,2022-07-23,88,7,12,189.1
2492,2023-12-05,98,1,1,322.97
2493,2023-09-03,23,4,11,234.05
2494,2021-08-29,48,9,13,42.6
2495,2020-05-27,40,10,1,363.35
2496,2019-11-09,6,8,1,384.0
2497,2020-07-29,38,4,16,442.35
2498,2021-06-04,41,1,7,274.91
2499,2022-07-31,100,10,10,339.84
2500,2022-02-18,27,4,16,224.64
2501,2022-02-04,75,3,1,166.27
2502,2020-11-17,69,6,9,211.73
2503,2022-05-12,57,5,6,456.76
2504,2019-06-14,17,5,15,90.44
2505,2019-11-01,71,2,4,131.76
2506,2023-03-01,91,3,15,307.03
2507,2023-07-14,47,6,10,66.98
2508,2023-04-29,79,2,16,447.01
2509,2019-06-05,13,4,13,33.15
2510,2022-10-22,11,2,19,380.1
2511,2023-10-09,90,9,4,193.13
2512,2020-09-11,86,3,16,35.07
2513,2022-06-28,92,10,11,423.03
2514,2021-08-14,24,10,15,323.83
2515,2019-11-30,93,6,11,14.34
2516,2023-07-24,73,1,11,141.09
2517,2021-08-26,4,10,3,182.5
2518,2020-05-25,46,3,17,168.06
2519,2022-08-09,18,8,5,254.19
2520,2021-11-09,43,5,13,268.13
2521,2019-10-09,80,8,10,204.41
2522,2021-03-07,33,2,5,172.57
2523,2021-10-21,93,7,12,257.16
2524,2019-04-29,10,9,8,26.47
2525,2021-11-24,73,7,12,326.15
2526,2019-07-17,59,3,16,306.93
2527,2020-04-29,31,7,2,146.82
2528,2023-11-16,28,8,3,97.96
2529,2021-12-18,60,1,18,45.76
2530,2021-04-16,3,3,17,297.8
2531,2022-03-30,55,5,2,288.76
2532,2021-10-05,14,6,12,271.33
2533,2020-11-21,58,3,17,492.95
2534,2022-05-14,89,4,6,270.46
2535,2021-11-01,15,5,17,363.68
2536,2020-05-04,2,3,2,65.33
2537,2019-10-03,24,4,8,156.5
2538,2020-11-23,78,5,14,144.97
2539,2019-08-30,64,2,6,292.23
2540,2022-05-24,71,10,9,172.1
2541,2022-06-28,100,9,1,324.12
2542,2019-05-06,24,10,5,348.14
2543,2019-08-05,27,8,7,26.51
2544,2022-08-22,37,6,9,323.48
2545,2023-12-26,94,10,14,67.23
2546,2022-04-23,91,3,9,237.92
2547,2021-11-28,39,2,4,366.02
2548,2022-05-31,63,7,15,354.64
2549,2022-04-22,79,8,4,156.91
2550,2020-05-09,26,10,3,143.46
2551,2020-03-02,65,1,14,225.71
2552,2022-04-16,4,6,9,102.45
2553,2021-07-07,29,7,19,487.6
2554,2022-12-22,1,9,6,179.01
2555,2022-08-10,50,3,3,462.27
2556,2019-05-31,86,2,18,455.05
2557,2020-01-19,11,5,16,188.78
2558,2023-07-20,74,10,3,134.5
2559,2019-11-04,59,1,2,387.71
2560,2022-09-21,62,6,2,122.4
2561,2021-01-15,81,9,10,265.41
2562,2021-06-10,36,10,15,64.24
2563,2020-01-10,56,9,3,199.11
2564,2021-10-28,90,7,8,48.3
2565,2022-09-26,21,7,18,148.89
2566,2019-05-09,13,8,11,335.99
2567,2021-10-11,9,10,7,495.74
2568,2023-12-05,11,2,19,134.86
2569,2020-10-30,75,6,7,241.93
2570,2022-10-07,70,5,2,229.54
2571,2022-10-13,1,5,6,100.24
2572,2020-05-31,70,3,5,308.93
2573,2023-02-27,77,3,14,365.11
2574,2019-03-27,86,6,18,82.14
2575,2022-04-13,56,10,4,380.99
2576,2023-12-31,31,10,4,353.08
2577,2022-05-01,86,7,13,106.7
2578,2019-11-07,37,1,1,327.98
2579,2022-02-16,47,3,5,202.9
2580,2022-05-26,91,1,3,343.76
2581,2020-03-02,78,10,19,253.09
2582,2022-12-08,47,3,13,33.59
2583,2019-04-24,69,5,7,395.61
2584,2022-03-14,58,9,10,282.24
2585,2023-04-11,36,3,3,365.15
2586,2023-07-30,32,10,2,71.78
2587,2019-10-30,98,10,7,363.42
2588,2021-01-13,64,9,9,212.7
2589,2020-08-10,71,1,12,401.64
2590,2021-09-13,42,6,10,303.59
2591,2019-12-11,48,9,19,183.9
2592,2021-03-24,74,5,13,108.94
2593,2021-03-11,81,10,10,409.8
2594,2021-10-21,30,2,5,284.49
2595,2022-03-16,21,5,15,493.86
2596,2022-08-03,60,1,3,193.01
2597,2023-08-05,13,9,8,346.0
2598,2021-12-12,1,10,6,315.18
2599,2022-08-20,65,10,19,322.42
2600,2021-12-28,33,9,17,371.12
2601,2019-12-27,38,6,10,78.16
2602,2023-06-14,25,9,1,279.33
2603,2022-05-28,26,3,13,259.47
2604,2021-10-06,77,4,10,177.84
2605,2020-12-04,59,6,12,223.71
2606,2020-07-28,92,4,2,264.22
2607,2023-05-28,33,1,10,167.25
2608,2022-03-30,41,7,1,153.65
2609,2023-09-01,30,5,1,371.75
2610,2022-01-17,57,8,15,42.79
2611,2020-11-18,49,9,1,163.35
2612,2021-02-19,48,5,9,330.32
2613,2020-08-07,72,8,7,112.3
2614,2023-11-16,49,1,16,290.41
2615,2020-08-11,47,1,16,158.06
2616,2022-03-28,56,7,13,423.22
2617,2020-05-03,65,6,10,181.49
2618,2021-08-28,12,5,18,122.46
2619,2022-09-09,69,5,9,269.75
2620,2023-06-22,88,9,12,76.47
2621,2022-11-05,6,1,13,400.77
2622,2022-01-30,89,8,11,343.21
2623,2020-05-08,65,2,15,387.55
2624,2023-07-26,25,7,10,205.45
2625,2023-06-26,1,6,10,419.15
2626,2019-01-19,32,10,9,251.84
2627,2023-01-17,3,2,3,56.4
2628,2023-02-14,49,3,16,119.77
2629,2023-06-06,19,4,12,358.42
2630,2020-02-01,60,7,17,449.25
2631,2021-09-27,29,8,15,56.64
2632,2022-07-26,50,2,3,433.47
2633,2021-04-30,2,8,5,401.54
2634,2022-10-20,73,9,13,184.71
2635,2022-09-16,56,7,6,347.75
2636,2023-07-23,17,1,9,101.61
2637,2022-09-29,60,6,19,408.56
2638,2021-04-01,36,8,7,332.1
2639,2020-03-30,61,5,13,225.03
2640,2023-06-13,17,2,5,433.61
2641,2020-12-25,49,5,16,78.22
2642,2023-08-06,76,8,4,424.43
2643,2021-12-24,60,2,5,21.7
2644,2022-01-04,20,1,19,379.07
2645,2020-12-11,50,4,6,290.95
2646,2019-05-23,3,4,4,351.39
2647,2021-07-05,43,9,1,212.05
2648,2021-04-07,57,3,17,433.58
2649,2020-08-27,50,4,9,163.44
2650,2023-02-05,68,3,16,144.73
2651,2022-12-11,81,2,2,157.86
2652,2019-11-01,50,4,11,389.44
2653,2021-01-05,37,8,5,252.69
2654,2023-03-01,46,1,13,273.17
2655,2019-10-18,42,8,17,417.51
2656,2019-04-12,15,8,15,418.35
2657,2022-07-14,33,3,12,89.25
2658,2021-05-16,80,10,6,279.39
2659,2021-08-25,11,10,13,71.75
2660,2023-07-04,20,6,18,435.58
2661,2021-08-31,24,4,15,420.13
2662,2021-04-21,64,1,15,426.18
2663,2021-08-19,80,1,8,355.38
2664,2021-07-30,94,5,19,238.77
2665,2023-12-06,98,8,14,208.31
2666,2021-10-23,65,1,7,203.66
2667,2019-03-26,88,2,14,42.44
2668,2023-12-23,88,7,5,474.95
2669,2019-11-24,73,8,15,230.64
2670,2021-03-26,86,3,15,465.76
2671,2023-01-13,76,8,4,440.84
2672,2020-03-29,17,1,1,416.02
2673,2020-09-20,89,9,17,298.27
2674,2022-05-29,92,2,1,59.76
2675,2022-03-23,61,2,16,168.72
2676,2020-10-26,15,4,13,305.76
2677,2019-01-12,94,10,18,16.59
2678,2022-03-02,51,3,10,30.89
2679,2019-10-31,27,4,18,342.06
2680,2022-08-09,86,6,17,445.22
2681,2021-09-01,74,7,9,429.03
2682,2022-08-16,61,5,14,92.39
2683,2023-10-30,58,2,13,456.5
2684,2021-02-21,31,3,14,351.19
2685,2019-02-12,91,10,11,361.0
2686,2021-08-01,12,3,13,158.98
2687,2019-12-09,46,5,17,360.84
2688,2022-09-11,31,5,3,357.79
2689,2020-05-12,32,4,1,301.39
2690,2019-12-30,32,8,5,185.07
2691,2021-06-09,99,6,13,407.4
2692,2020-03-02,53,6,5,469.38
2693,2021-10-01,61,1,5,436.25
2694,2019-01-21,46,6,12,129.06
2695,2020-02-11,85,3,2,228.38
2696,2020-09-10,74,6,16,177.78
2697,2021-10-11,80,10,17,356.66
2698,2019-12-02,7,6,5,417.43
2699,2022-02-14,4,2,12,115.74
2700,2022-02-21,91,1,15,474.17
2701,2020-02-03,52,3,6,341.89
2702,2021-03-03,89,5,13,117.04
2703,2020-12-15,31,4,11,191.84
2704,2019-02-20,75,7,17,61.26
2705,2023-12-12,84,4,9,302.56
2706,2019-11-20,36,8,16,92.9
2707,2021-02-27,54,7,17,349.61
2708,2019-05-21,54,10,18,371.25
2709,2020-04-14,17,9,13,244.87
2710,2021-02-25,75,1,11,55.97
2711,2023-12-31,30,5,13,309.33
2712,2022-09-19,99,4,13,192.38
2713,2021-08-21,22,6,12,475.33
2714,2021-10-04,43,1,14,261.47
2715,2020-01-08,27,6,13,45.41
2716,2023-05-07,37,1,9,321.66
2717,2020-05-08,46,1,14,391.88
2718,2023-04-12,35,8,1,88.65
2719,2023-08-20,4,2,9,230.04
2720,2021-01-20,80,10,4,374.17
2721,2022-03-25,80,6,12,20.04
2722,2019-10-18,85,6,14,24.2
2723,2023-07-30,26,6,9,341.69
2724,2022-03-13,100,8,3,365.31
2725,2019-04-16,19,4,6,424.48
2726,2022-12-14,81,3,3,205.8
2727,2020-10-31,45,6,1,200.99
2728,2023-08-09,26,4,3,280.66
2729,2019-01-02,22,2,14,381.09
2730,2020-08-11,58,6,2,324.09
2731,2020-10-05,63,10,12,170.39
2732,2019-03-31,28,5,10,179.81
2733,2022-09-30,65,9,13,383.87
2734,2019-12-16,44,6,4,271.98
2735,2023-01-22,100,3,19,58.01
2736,2022-07-10,43,5,1,84.97
2737,2022-10-06,37,10,11,427.08
2738,2022-02-05,66,8,16,499.41
2739,2023-05-29,17,9,19,174.48
2740,2021-11-28,40,8,19,199.48
2741,2021-06-27,38,3,12,85.7
2742,2019-06-08,85,9,3,125.5
2743,2023-05-26,61,3,18,218.07
2744,2021-08-16,9,8,17,149.35
2745,2019-11-08,77,10,5,353.7
2746,2022-06-18,75,9,16,273.55
2747,2020-03-20,61,7,14,412.93
2748,2019-10-25,80,4,19,365.02
2749,2021-08-09,16,10,6,72.77
2750,2019-02-05,2,9,3,70.46
2751,2022-01-12,72,3,6,448.87
2752,2023-01-15,43,3,12,411.56
2753,2023-12-04,42,2,11,239.28
2754,2022-11-09,77,10,7,73.88
2755,2022-04-10,57,3,1,450.3
2756,2022-10-31,81,1,16,123.04
2757,2023-09-05,88,4,16,27.41
2758,2022-10-17,67,8,17,462.88
2759,2020-07-12,30,5,15,406.38
2760,2021-06-09,13,2,9,349.81
2761,2019-05-21,19,3,5,26.67
2762,2021-06-05,7,1,8,268.93
2763,2022-02-15,9,2,1,330.28
2764,2022-07-24,83,1,7,382.08
2765,2020-12-26,54,2,11,240.83
2766,2022-05-28,86,3,13,477.14
2767,2021-11-15,82,1,13,129.94
2768,2020-06-04,61,9,7,44.17
2769,2023-12-12,87,10,11,173.06
2770,2019-01-10,2,5,18,334.28
2771,2021-09-10,50,8,1,371.21
2772,2020-01-13,75,5,12,371.86
2773,2023-07-15,31,8,3,64.23
2774,2023-07-19,33,7,1,443.69
2775,2020-11-12,78,4,4,147.61
2776,2020-08-06,80,7,6,112.86
2777,2019-06-01,11,6,5,311.08
2778,2020-12-20,33,3,11,113.81
2779,2021-12-08,7,9,13,258.94
2780,2022-03-23,31,10,11,209.44
2781,2021-05-08,48,9,6,123.7
2782,2022-08-09,47,5,19,153.11
2783,2023-05-23,78,8,15,219.43
2784,2019-02-19,92,7,13,179.62
2785,2020-10-25,53,9,10,196.97
2786,2020-06-14,80,7,1,370.36
2787,2023-06-24,19,4,13,92.51
2788,2021-12-19,81,4,6,317.53
2789,2022-04-05,90,8,12,342.3
2790,2022-05-10,6,6,17,403.02
2791,2021-05-06,49,9,18,425.19
2792,2019-05-26,73,10,8,87.75
