AttendanceID,EmployeeID,Date,Status,CheckInTime,CheckOutTime
ATT52850,EMP13881,2023-02-26,Absent,00:24:21,15:07:11
ATT52851,EMP11439,2023-04-14,Absent,09:20:14,23:24:01
ATT52852,EMP13542,2022-06-21,Present,12:16:51,22:52:15
ATT52853,EMP13639,2022-05-09,Leave,21:09:03,06:10:58
ATT52854,EMP12356,2023-07-19,Absent,04:20:57,08:55:16
ATT52855,EMP15546,2023-07-09,Absent,10:08:51,06:43:55
ATT52856,EMP12897,2022-06-06,Absent,22:45:04,03:34:33
ATT52857,EMP13954,2023-03-02,Remote,03:13:14,18:25:30
ATT52858,EMP10764,2023-09-15,Remote,23:28:57,17:46:18
ATT52859,EMP10086,2023-03-19,Leave,04:08:58,05:11:53
ATT52860,EMP13349,2023-08-18,Remote,18:57:14,10:34:20
ATT52861,EMP12145,2022-07-01,Leave,09:59:33,06:21:25
ATT52862,EMP13042,2022-02-20,Present,19:27:31,01:56:30
ATT52863,EMP11487,2023-11-15,Present,17:32:54,00:09:43
ATT52864,EMP17808,2022-11-06,Leave,07:49:20,13:42:53
ATT52865,EMP15104,2023-04-29,Present,19:25:25,20:42:26
ATT52866,EMP14018,2022-09-13,Present,14:04:15,10:21:50
ATT52867,EMP15161,2023-05-27,Leave,19:31:29,00:25:15
ATT52868,EMP17987,2022-07-08,Present,02:00:39,06:09:18
ATT52869,EMP16622,2023-06-08,Present,16:56:54,21:11:47
ATT52870,EMP12543,2023-12-27,Present,15:46:36,06:55:58
ATT52871,EMP14311,2023-10-03,Absent,14:42:54,05:11:37
ATT52872,EMP16078,2022-09-14,Remote,06:11:29,00:42:39
ATT52873,EMP18672,2022-10-07,Remote,22:36:49,17:47:26
ATT52874,EMP17356,2022-11-01,Remote,11:13:31,20:55:55
ATT52875,EMP19329,2023-08-27,Present,01:08:36,10:40:53
ATT52876,EMP14029,2023-04-26,Remote,20:14:45,10:30:23
ATT52877,EMP17038,2023-08-25,Leave,21:24:56,21:10:28
ATT52878,EMP17319,2022-09-30,Remote,01:46:04,21:08:57
ATT52879,EMP11069,2022-10-08,Leave,07:44:00,10:37:09
ATT52880,EMP18830,2022-03-04,Leave,20:23:09,22:03:59
ATT52881,EMP10909,2022-01-02,Present,17:58:16,14:25:23
ATT52882,EMP11699,2023-05-17,Remote,12:45:46,13:04:58
ATT52883,EMP13417,2022-12-29,Absent,00:55:14,16:03:33
ATT52884,EMP18156,2022-04-24,Absent,07:06:47,19:06:29
ATT52885,EMP11475,2022-07-25,Leave,00:29:33,18:56:09
ATT52886,EMP17197,2023-08-12,Leave,22:27:28,21:55:57
ATT52887,EMP11915,2022-06-14,Absent,01:30:40,09:52:07
ATT52888,EMP16463,2022-03-16,Present,21:48:32,04:01:20
ATT52889,EMP18823,2023-07-25,Present,10:38:52,04:17:16
ATT52890,EMP18967,2023-11-16,Leave,18:22:54,19:42:39
ATT52891,EMP15983,2023-03-08,Leave,20:21:29,21:23:43
ATT52892,EMP19634,2022-03-14,Absent,15:49:13,21:28:29
ATT52893,EMP14071,2022-08-16,Leave,11:53:10,20:19:56
ATT52894,EMP17198,2022-01-22,Remote,11:04:20,19:36:30
ATT52895,EMP10620,2022-06-20,Leave,02:55:50,12:34:16
ATT52896,EMP19377,2022-08-18,Present,00:38:05,16:54:27
ATT52897,EMP16532,2023-01-07,Absent,19:17:04,21:43:53
ATT52898,EMP17523,2023-05-04,Remote,22:47:00,01:08:28
ATT52899,EMP15523,2023-12-06,Leave,18:50:13,15:56:24
ATT52900,EMP12703,2022-07-02,Absent,14:18:43,14:38:37
ATT52901,EMP10874,2023-10-21,Leave,00:16:37,21:58:25
ATT52902,EMP14694,2023-07-30,Absent,14:38:12,05:03:14
ATT52903,EMP17306,2022-01-09,Remote,22:39:59,11:05:51
ATT52904,EMP15744,2022-07-23,Leave,00:57:25,12:46:24
ATT52905,EMP12415,2023-11-14,Present,01:04:49,19:02:04
ATT52906,EMP18918,2022-06-11,Remote,00:19:24,11:08:30
ATT52907,EMP13516,2023-04-04,Leave,19:22:09,02:56:36
ATT52908,EMP16942,2022-11-15,Remote,02:46:06,14:00:24
ATT52909,EMP16874,2023-11-18,Leave,10:05:35,13:16:56
ATT52910,EMP18412,2022-07-28,Leave,03:10:27,17:39:48
ATT52911,EMP11228,2023-01-10,Leave,17:48:58,13:24:16
ATT52912,EMP11516,2023-12-21,Remote,22:19:08,06:52:14
ATT52913,EMP10482,2023-07-10,Remote,19:28:12,12:09:35
ATT52914,EMP12620,2022-12-26,Present,07:45:03,05:55:26
ATT52915,EMP12440,2023-06-08,Absent,06:15:26,07:04:04
ATT52916,EMP16961,2022-08-03,Present,19:23:27,06:19:52
ATT52917,EMP19724,2022-11-03,Present,03:53:04,22:56:43
ATT52918,EMP18206,2023-12-24,Absent,19:20:31,20:22:55
ATT52919,EMP16423,2023-04-25,Remote,18:03:57,02:56:59
ATT52920,EMP19928,2023-12-06,Present,09:59:22,09:33:02
ATT52921,EMP10634,2023-08-14,Leave,10:12:56,12:02:44
ATT52922,EMP16607,2023-03-08,Present,17:53:54,03:34:16
ATT52923,EMP11302,2023-06-20,Absent,18:43:19,04:33:40
ATT52924,EMP15622,2023-12-02,Remote,14:19:04,01:06:33
ATT52925,EMP11683,2022-02-23,Absent,01:24:45,08:38:55
ATT52926,EMP10556,2022-02-22,Leave,16:52:13,06:34:16
ATT52927,EMP14214,2022-11-01,Leave,08:45:45,07:01:15
ATT52928,EMP10291,2022-05-04,Remote,10:39:07,09:59:35
ATT52929,EMP11928,2022-06-17,Present,20:15:09,13:15:34
ATT52930,EMP11450,2023-03-26,Remote,09:23:28,11:43:01
ATT52931,EMP14540,2022-02-03,Remote,20:36:57,14:26:57
ATT52932,EMP10917,2022-12-10,Present,22:18:24,11:07:52
ATT52933,EMP12692,2023-04-05,Present,20:58:34,01:05:53
ATT52934,EMP18803,2023-10-26,Present,10:34:51,11:56:38
ATT52935,EMP15084,2022-03-13,Present,14:43:10,12:38:18
ATT52936,EMP11227,2022-05-09,Present,07:17:36,16:21:34
ATT52937,EMP11570,2023-11-16,Present,15:04:33,07:19:46
ATT52938,EMP16403,2022-01-10,Present,04:17:13,18:32:40
ATT52939,EMP13280,2022-04-10,Remote,22:42:20,08:58:26
ATT52940,EMP12516,2022-10-24,Leave,01:21:08,12:32:51
ATT52941,EMP10337,2023-06-03,Present,09:50:27,20:39:59
ATT52942,EMP18264,2023-08-28,Absent,03:30:21,12:14:56
ATT52943,EMP15197,2023-05-05,Absent,23:20:11,22:50:57
ATT52944,EMP19717,2022-06-09,Present,09:50:17,18:37:31
ATT52945,EMP19778,2023-11-21,Present,12:38:21,10:37:39
ATT52946,EMP19378,2022-04-29,Remote,03:32:09,02:53:00
ATT52947,EMP12319,2022-04-06,Absent,12:32:48,16:59:52
ATT52948,EMP17402,2023-05-18,Remote,02:11:00,14:16:48
ATT52949,EMP13330,2022-12-25,Present,10:59:22,10:45:24
ATT52950,EMP17229,2022-03-27,Absent,13:22:33,06:44:17
ATT52951,EMP19246,2022-09-28,Leave,02:21:07,09:23:44
ATT52952,EMP12176,2022-08-21,Remote,19:43:13,02:27:14
ATT52953,EMP18509,2022-04-15,Remote,13:59:00,06:30:07
ATT52954,EMP11184,2023-04-30,Remote,22:46:57,17:02:34
ATT52955,EMP12729,2022-05-21,Absent,15:52:08,05:23:36
ATT52956,EMP18612,2022-01-22,Remote,09:42:43,06:09:17
ATT52957,EMP16707,2022-03-27,Leave,02:40:56,00:32:47
ATT52958,EMP17409,2022-12-15,Remote,16:05:07,13:19:07
ATT52959,EMP14130,2023-10-05,Absent,06:50:32,06:22:02
ATT52960,EMP14782,2022-01-19,Present,10:28:05,06:13:25
ATT52961,EMP19570,2022-08-24,Remote,12:27:01,23:33:35
ATT52962,EMP12177,2022-04-10,Present,05:15:11,03:57:57
ATT52963,EMP16571,2023-03-11,Absent,03:54:06,13:57:09
ATT52964,EMP13657,2023-11-10,Absent,01:22:15,00:51:42
ATT52965,EMP17817,2022-07-17,Remote,08:29:53,00:43:33
ATT52966,EMP10331,2022-09-27,Remote,12:12:12,13:14:25
ATT52967,EMP18377,2023-10-30,Absent,17:59:09,04:29:44
ATT52968,EMP19111,2023-02-19,Remote,02:51:16,11:00:05
ATT52969,EMP14079,2023-11-28,Remote,07:38:52,02:00:59
ATT52970,EMP18469,2023-11-16,Present,22:09:11,13:32:23
ATT52971,EMP15672,2023-04-19,Present,21:07:50,02:09:07
ATT52972,EMP14739,2022-04-25,Leave,19:34:49,11:55:18
ATT52973,EMP14817,2022-10-25,Absent,14:07:28,16:47:47
ATT52974,EMP12069,2023-05-30,Leave,23:24:29,04:14:04
ATT52975,EMP13643,2023-01-28,Remote,19:44:56,23:17:51
ATT52976,EMP10485,2022-03-22,Remote,22:51:42,11:16:34
ATT52977,EMP10371,2022-10-10,Leave,03:55:48,20:13:20
ATT52978,EMP19389,2023-07-17,Present,05:38:52,02:29:36
ATT52979,EMP12182,2023-06-10,Remote,01:35:08,23:59:04
ATT52980,EMP15255,2022-12-23,Present,23:09:54,20:56:17
ATT52981,EMP18459,2023-05-03,Absent,16:38:39,20:08:22
ATT52982,EMP14490,2023-11-20,Absent,17:22:56,11:51:49
ATT52983,EMP13301,2022-06-25,Absent,21:04:21,19:11:41
ATT52984,EMP13606,2022-07-19,Absent,15:52:34,05:16:54
ATT52985,EMP10277,2023-01-30,Absent,00:05:02,01:28:12
ATT52986,EMP17852,2022-11-13,Remote,16:59:31,03:16:28
ATT52987,EMP12069,2022-03-27,Remote,20:46:36,10:57:17
ATT52988,EMP17206,2022-02-02,Remote,10:30:27,18:59:36
ATT52989,EMP11832,2022-12-28,Leave,08:10:44,06:19:03
ATT52990,EMP12103,2022-06-21,Present,21:05:42,17:14:39
ATT52991,EMP16978,2023-12-29,Remote,09:31:31,17:48:33
ATT52992,EMP11147,2023-10-09,Present,04:10:39,01:11:40
ATT52993,EMP19487,2023-03-11,Remote,14:20:28,22:16:40
ATT52994,EMP10657,2023-12-26,Leave,16:29:44,13:21:34
ATT52995,EMP12444,2022-11-19,Absent,12:19:02,22:50:16
ATT52996,EMP18213,2022-08-28,Present,15:45:56,18:19:34
ATT52997,EMP16152,2023-08-15,Present,12:27:42,05:37:58
ATT52998,EMP19070,2022-10-05,Leave,03:23:53,23:32:46
ATT52999,EMP15512,2023-04-04,Leave,05:49:47,19:18:58
ATT53000,EMP19233,2022-05-22,Remote,11:14:35,18:46:04
ATT53001,EMP14799,2022-08-22,Remote,21:20:26,05:02:24
ATT53002,EMP13808,2023-08-12,Present,09:51:59,19:04:37
ATT53003,EMP13122,2023-08-06,Remote,05:03:05,06:12:15
ATT53004,EMP17993,2022-10-01,Leave,15:05:49,02:52:45
ATT53005,EMP13861,2022-12-01,Present,17:59:01,23:30:56
ATT53006,EMP10619,2022-07-29,Leave,17:58:38,19:00:03
ATT53007,EMP17196,2023-07-13,Leave,19:28:37,17:56:39
ATT53008,EMP16838,2023-12-16,Present,09:54:44,18:16:16
ATT53009,EMP17800,2023-04-04,Leave,10:09:28,00:12:55
ATT53010,EMP15065,2023-07-17,Absent,07:56:21,12:48:59
ATT53011,EMP16367,2023-07-05,Remote,23:45:45,12:13:37
ATT53012,EMP17437,2023-10-19,Absent,01:57:03,18:33:05
ATT53013,EMP14881,2023-09-08,Remote,12:02:18,02:51:42
ATT53014,EMP10709,2022-03-01,Present,14:32:17,15:27:09
ATT53015,EMP18145,2023-07-12,Present,16:48:50,23:55:56
ATT53016,EMP10281,2022-10-16,Absent,01:40:57,04:17:28
ATT53017,EMP17282,2022-12-07,Leave,00:17:52,10:58:38
ATT53018,EMP12322,2022-04-27,Leave,22:42:55,03:32:12
ATT53019,EMP14933,2023-11-26,Leave,03:50:52,02:31:40
ATT53020,EMP14225,2023-09-25,Remote,03:52:29,00:37:17
ATT53021,EMP13283,2023-12-14,Remote,05:12:52,05:14:08
ATT53022,EMP11229,2022-06-10,Absent,11:50:14,17:56:43
ATT53023,EMP18160,2023-12-10,Present,11:08:34,22:02:57
ATT53024,EMP12755,2023-10-25,Absent,19:51:47,16:48:11
ATT53025,EMP16068,2022-10-20,Absent,07:07:24,06:57:46
ATT53026,EMP13300,2023-04-27,Present,02:06:56,13:01:41
ATT53027,EMP16268,2023-04-09,Leave,21:37:03,22:32:39
ATT53028,EMP13208,2022-09-13,Absent,09:24:10,10:30:58
ATT53029,EMP10262,2022-06-23,Remote,07:44:14,12:58:22
ATT53030,EMP10820,2023-01-23,Remote,08:18:28,11:44:08
ATT53031,EMP11230,2022-09-28,Absent,01:38:13,16:03:41
ATT53032,EMP18154,2022-08-23,Present,00:12:49,05:15:51
ATT53033,EMP13696,2023-07-26,Leave,12:15:32,19:11:44
ATT53034,EMP12553,2023-12-10,Remote,03:10:15,18:47:48
ATT53035,EMP13716,2023-01-19,Remote,05:28:24,19:09:25
ATT53036,EMP17766,2023-08-15,Absent,22:43:04,18:10:07
ATT53037,EMP19541,2023-09-15,Leave,19:38:35,01:50:04
ATT53038,EMP14014,2023-04-07,Present,13:23:33,19:05:50
ATT53039,EMP17660,2022-12-13,Remote,21:55:24,11:39:01
ATT53040,EMP14969,2022-07-13,Leave,23:17:38,14:55:40
ATT53041,EMP19569,2022-09-06,Present,23:42:12,21:06:06
ATT53042,EMP11281,2022-06-06,Remote,10:52:56,16:39:02
ATT53043,EMP16536,2023-06-01,Present,17:38:51,23:04:20
ATT53044,EMP14499,2022-04-02,Remote,01:29:44,19:43:45
ATT53045,EMP15972,2023-05-29,Absent,02:49:29,08:48:07
ATT53046,EMP14860,2023-07-07,Present,10:44:18,18:46:45
ATT53047,EMP14283,2022-05-30,Present,10:43:33,12:34:24
ATT53048,EMP10721,2022-03-03,Remote,14:02:49,22:25:16
ATT53049,EMP17732,2022-10-31,Leave,17:30:05,21:16:39
ATT53050,EMP16876,2023-01-24,Present,00:54:45,00:00:11
ATT53051,EMP15489,2022-05-12,Present,02:13:34,02:02:42
ATT53052,EMP17503,2023-04-30,Remote,04:22:35,20:39:26
ATT53053,EMP17959,2022-03-22,Leave,13:17:06,10:36:27
ATT53054,EMP19921,2022-02-19,Absent,00:24:51,20:56:10
ATT53055,EMP11222,2022-04-25,Leave,18:38:39,01:49:43
ATT53056,EMP10931,2023-03-08,Absent,20:15:17,02:55:07
ATT53057,EMP12852,2023-02-01,Absent,01:13:39,22:58:05
ATT53058,EMP15265,2022-10-09,Leave,20:14:26,16:25:53
ATT53059,EMP19370,2023-03-11,Leave,18:08:29,04:12:56
ATT53060,EMP16877,2022-10-18,Remote,03:03:10,09:18:28
ATT53061,EMP11768,2023-11-18,Leave,00:17:55,07:52:30
ATT53062,EMP11118,2022-08-24,Absent,01:19:12,18:23:38
ATT53063,EMP19490,2022-08-27,Present,01:11:25,16:08:48
ATT53064,EMP19712,2023-09-09,Present,19:13:24,00:22:59
ATT53065,EMP19888,2022-10-10,Leave,21:32:31,17:34:25
ATT53066,EMP17247,2022-10-17,Absent,01:32:00,02:06:07
ATT53067,EMP19731,2023-12-04,Present,22:12:09,02:32:36
ATT53068,EMP17291,2023-05-11,Leave,20:41:28,14:31:45
ATT53069,EMP18179,2022-04-04,Present,06:06:00,07:58:54
ATT53070,EMP13720,2022-08-09,Absent,16:05:57,09:43:12
ATT53071,EMP10280,2022-04-29,Leave,19:53:02,12:46:33
ATT53072,EMP10056,2022-06-01,Remote,20:12:31,14:43:49
ATT53073,EMP16468,2022-01-17,Absent,01:45:25,11:02:27
ATT53074,EMP10090,2022-09-09,Leave,06:41:10,16:35:15
ATT53075,EMP10003,2023-12-07,Remote,04:04:14,14:34:43
ATT53076,EMP18724,2023-02-28,Leave,02:58:16,00:46:57
ATT53077,EMP17626,2022-07-27,Present,17:57:59,18:08:13
ATT53078,EMP18606,2022-09-16,Leave,11:33:30,20:59:46
ATT53079,EMP18827,2022-10-06,Absent,11:09:32,19:36:41
ATT53080,EMP15328,2023-10-09,Present,16:27:35,04:44:44
ATT53081,EMP18454,2022-12-10,Present,20:45:47,14:31:11
ATT53082,EMP18936,2023-04-01,Remote,18:27:18,06:46:26
ATT53083,EMP15744,2023-12-03,Present,09:24:10,06:54:52
ATT53084,EMP16258,2023-04-14,Remote,14:01:55,10:09:00
ATT53085,EMP10310,2023-04-10,Absent,11:49:40,01:01:45
ATT53086,EMP18798,2022-09-06,Present,11:28:50,11:01:27
ATT53087,EMP15827,2023-02-15,Leave,16:48:39,12:13:08
ATT53088,EMP19736,2023-01-17,Remote,05:37:38,11:52:24
ATT53089,EMP16969,2022-10-26,Absent,08:58:24,12:57:23
ATT53090,EMP10108,2022-11-28,Present,00:34:00,01:52:47
ATT53091,EMP12333,2022-08-05,Absent,10:31:10,00:53:22
ATT53092,EMP16615,2022-11-06,Present,13:14:28,15:13:11
ATT53093,EMP14463,2022-10-22,Present,19:55:06,06:51:36
ATT53094,EMP15225,2022-12-17,Absent,21:52:37,07:13:51
ATT53095,EMP14095,2022-06-19,Present,22:07:16,01:18:32
ATT53096,EMP14156,2022-01-30,Leave,07:19:22,19:12:10
ATT53097,EMP12294,2022-06-19,Absent,07:56:43,11:26:19
ATT53098,EMP14518,2023-07-15,Leave,18:48:54,07:45:26
ATT53099,EMP16411,2023-09-09,Leave,08:50:02,18:39:27
ATT53100,EMP10337,2023-10-17,Present,02:21:18,18:03:49
ATT53101,EMP15572,2022-12-20,Leave,11:39:27,22:12:56
ATT53102,EMP10612,2023-07-09,Present,10:53:25,15:02:23
ATT53103,EMP17795,2023-02-23,Present,08:34:14,21:18:37
ATT53104,EMP12811,2022-03-25,Remote,04:11:52,14:05:01
ATT53105,EMP16923,2023-05-14,Present,20:08:12,03:44:45
ATT53106,EMP13318,2023-07-08,Present,00:45:18,16:31:04
ATT53107,EMP12735,2023-08-27,Leave,23:30:14,16:42:47
ATT53108,EMP13430,2023-02-20,Remote,08:31:10,05:56:34
ATT53109,EMP14019,2023-08-07,Remote,17:19:22,19:42:42
ATT53110,EMP17404,2022-02-17,Leave,03:48:11,04:42:32
ATT53111,EMP18708,2023-04-06,Present,22:06:13,15:30:12
ATT53112,EMP12802,2022-08-27,Present,16:45:30,05:55:50
ATT53113,EMP12131,2023-10-27,Leave,06:41:46,14:16:31
ATT53114,EMP16138,2022-07-22,Present,13:40:36,16:21:33
ATT53115,EMP18527,2022-09-13,Absent,07:46:57,16:47:53
ATT53116,EMP13325,2023-06-20,Absent,09:38:19,06:17:34
ATT53117,EMP16614,2023-03-28,Leave,12:41:36,16:21:08
ATT53118,EMP18255,2023-02-24,Absent,09:38:50,13:01:26
ATT53119,EMP13897,2022-07-13,Present,11:11:29,20:04:15
ATT53120,EMP12301,2022-08-10,Present,16:34:57,06:07:03
ATT53121,EMP15528,2023-11-11,Leave,00:20:52,20:50:12
ATT53122,EMP17220,2022-07-17,Leave,02:31:59,23:36:22
ATT53123,EMP10383,2023-09-17,Absent,17:04:26,21:10:44
ATT53124,EMP18316,2022-02-21,Leave,14:20:53,13:28:25
ATT53125,EMP12579,2023-12-25,Leave,13:41:16,19:55:39
ATT53126,EMP14072,2023-02-12,Leave,02:04:56,11:56:50
ATT53127,EMP16786,2022-02-11,Remote,06:35:38,10:48:29
ATT53128,EMP19094,2023-06-30,Leave,12:47:02,02:59:18
ATT53129,EMP14354,2023-04-16,Remote,01:10:30,21:54:07
ATT53130,EMP16058,2022-11-25,Present,04:40:45,08:46:20
ATT53131,EMP12283,2023-05-26,Present,16:58:14,22:31:26
ATT53132,EMP15932,2023-12-31,Present,14:21:22,07:19:23
ATT53133,EMP12260,2022-12-04,Absent,21:13:01,14:47:15
ATT53134,EMP14863,2022-09-30,Absent,23:50:51,06:10:03
ATT53135,EMP10425,2022-09-12,Absent,00:01:51,21:35:41
ATT53136,EMP17353,2023-12-10,Present,06:04:17,17:02:59
ATT53137,EMP13635,2023-06-02,Remote,02:52:12,07:31:44
ATT53138,EMP19667,2022-02-03,Absent,09:42:11,09:28:21
ATT53139,EMP18112,2022-11-05,Leave,15:41:29,19:53:15
ATT53140,EMP18331,2023-08-30,Remote,00:45:04,07:30:12
ATT53141,EMP16706,2022-06-14,Remote,00:09:29,18:56:01
ATT53142,EMP13041,2023-10-22,Remote,22:52:14,19:19:23
ATT53143,EMP15254,2023-05-19,Remote,00:25:46,10:08:46
ATT53144,EMP10114,2023-05-18,Remote,19:45:01,11:20:07
ATT53145,EMP15562,2022-07-23,Leave,09:18:09,10:44:57
ATT53146,EMP10039,2022-07-06,Absent,08:15:42,22:57:37
ATT53147,EMP13505,2023-10-13,Remote,16:39:30,12:56:06
ATT53148,EMP10109,2023-08-29,Leave,23:55:35,20:24:55
ATT53149,EMP10536,2022-04-24,Present,17:49:31,00:55:47
ATT53150,EMP16079,2023-07-06,Absent,22:06:14,21:43:03
ATT53151,EMP17522,2023-12-19,Remote,10:20:11,23:43:19
ATT53152,EMP14651,2022-04-20,Remote,13:03:22,17:56:38
ATT53153,EMP12048,2022-08-03,Absent,22:48:41,06:48:57
ATT53154,EMP15712,2023-09-04,Remote,05:58:59,18:14:38
ATT53155,EMP15547,2023-12-10,Present,00:38:16,21:10:28
ATT53156,EMP15433,2023-05-09,Remote,18:55:33,06:25:00
ATT53157,EMP17468,2022-11-19,Absent,17:29:40,19:46:07
ATT53158,EMP17609,2023-02-20,Leave,00:21:45,15:01:05
ATT53159,EMP15282,2022-01-04,Leave,11:10:22,19:15:59
ATT53160,EMP15795,2023-05-02,Absent,17:24:54,16:07:14
ATT53161,EMP13625,2023-02-14,Absent,06:39:45,13:04:04
ATT53162,EMP14097,2023-09-26,Present,02:21:50,08:04:02
ATT53163,EMP16929,2022-11-26,Remote,12:01:21,23:53:02
ATT53164,EMP16122,2023-12-17,Absent,23:44:54,10:19:32
ATT53165,EMP19493,2022-07-08,Present,01:37:47,03:41:18
ATT53166,EMP14918,2022-05-25,Present,17:14:15,16:11:39
ATT53167,EMP19134,2022-02-22,Leave,02:56:26,15:55:18
ATT53168,EMP16175,2023-06-04,Absent,08:44:42,21:48:43
ATT53169,EMP18176,2022-06-07,Leave,07:45:42,15:26:40
ATT53170,EMP10228,2023-05-17,Absent,14:22:04,11:44:04
ATT53171,EMP10777,2023-08-18,Present,19:55:46,17:02:28
ATT53172,EMP10370,2023-02-06,Absent,14:07:53,10:17:24
ATT53173,EMP10101,2023-06-04,Absent,13:35:25,01:50:16
ATT53174,EMP13242,2023-04-09,Leave,14:21:44,15:04:40
ATT53175,EMP16662,2022-01-26,Leave,23:01:01,13:53:04
ATT53176,EMP16388,2022-05-29,Leave,14:14:05,17:35:30
ATT53177,EMP14684,2022-02-17,Present,13:29:45,10:56:26
ATT53178,EMP18086,2023-07-17,Remote,07:23:50,17:29:54
ATT53179,EMP12762,2023-03-22,Absent,13:59:22,11:06:49
ATT53180,EMP17138,2022-02-12,Present,14:58:07,17:25:11
ATT53181,EMP12183,2023-10-04,Absent,17:37:34,14:51:54
ATT53182,EMP14566,2023-02-09,Absent,21:42:22,04:19:31
ATT53183,EMP19315,2023-07-28,Remote,05:01:29,10:58:47
ATT53184,EMP18969,2022-01-04,Absent,04:57:37,10:28:32
ATT53185,EMP18587,2023-12-26,Leave,07:41:21,05:42:36
ATT53186,EMP10478,2022-02-18,Absent,12:35:29,02:13:23
ATT53187,EMP17626,2022-09-08,Absent,07:00:22,18:50:52
ATT53188,EMP19124,2022-03-17,Present,20:40:51,08:41:16
ATT53189,EMP18345,2022-02-11,Absent,04:44:37,23:40:59
ATT53190,EMP18196,2022-11-28,Absent,06:59:11,01:28:43
ATT53191,EMP18114,2022-06-17,Leave,13:03:11,23:34:27
ATT53192,EMP15806,2022-11-02,Present,03:14:57,12:46:45
ATT53193,EMP10774,2023-11-16,Absent,03:54:49,06:08:43
ATT53194,EMP11315,2023-02-02,Leave,23:30:50,15:53:00
ATT53195,EMP17686,2023-05-04,Leave,02:17:05,12:47:58
ATT53196,EMP19638,2023-01-15,Leave,10:02:21,14:16:55
ATT53197,EMP18445,2022-03-25,Absent,09:22:53,14:11:30
ATT53198,EMP12403,2022-10-23,Absent,17:34:08,09:48:48
ATT53199,EMP16897,2022-03-15,Leave,09:01:45,19:04:39
ATT53200,EMP13253,2022-04-25,Leave,19:09:06,04:29:56
ATT53201,EMP13028,2022-01-27,Remote,16:00:15,23:20:03
ATT53202,EMP17158,2023-03-14,Present,01:00:36,02:11:01
ATT53203,EMP10578,2023-04-29,Present,21:38:40,03:08:36
ATT53204,EMP18294,2022-07-28,Present,11:01:01,08:50:45
ATT53205,EMP11293,2023-03-03,Remote,03:12:07,09:56:54
ATT53206,EMP12042,2022-04-17,Leave,18:54:28,19:42:44
ATT53207,EMP14440,2023-03-19,Present,13:29:16,05:31:24
ATT53208,EMP17140,2023-05-23,Present,17:15:01,13:06:48
ATT53209,EMP12020,2023-06-22,Present,05:01:49,05:21:52
ATT53210,EMP12254,2022-02-27,Absent,10:30:20,16:02:43
ATT53211,EMP19711,2023-09-14,Remote,20:34:54,12:05:15
ATT53212,EMP13479,2023-01-27,Absent,12:41:56,05:35:58
ATT53213,EMP14345,2022-11-22,Present,02:04:38,10:36:41
ATT53214,EMP12357,2023-12-01,Absent,12:05:46,13:07:52
ATT53215,EMP17809,2022-09-07,Present,18:55:58,08:47:12
ATT53216,EMP11660,2023-09-08,Absent,01:40:34,06:28:58
ATT53217,EMP13417,2023-10-02,Leave,02:55:38,07:05:20
ATT53218,EMP16290,2022-02-19,Leave,03:53:16,09:12:11
ATT53219,EMP10676,2022-11-22,Absent,18:29:44,08:15:25
ATT53220,EMP16624,2022-07-29,Leave,21:03:45,18:35:10
ATT53221,EMP18287,2022-09-19,Leave,02:22:02,19:15:24
ATT53222,EMP14310,2023-04-03,Remote,16:28:39,21:09:00
ATT53223,EMP12762,2023-02-01,Present,23:11:57,07:40:52
ATT53224,EMP16292,2023-12-19,Remote,22:51:11,15:50:47
ATT53225,EMP17006,2023-08-16,Present,12:03:07,09:02:17
ATT53226,EMP13385,2022-02-06,Present,06:05:40,13:32:02
ATT53227,EMP13106,2023-05-14,Present,20:06:01,14:11:49
ATT53228,EMP13379,2023-10-03,Absent,07:26:40,07:48:23
ATT53229,EMP18990,2022-02-24,Leave,03:26:13,00:54:12
ATT53230,EMP11868,2023-10-26,Remote,05:00:13,20:10:32
ATT53231,EMP14329,2023-05-03,Leave,21:06:28,08:51:42
ATT53232,EMP17378,2022-09-24,Present,11:56:20,19:50:42
ATT53233,EMP18329,2023-12-30,Present,19:10:16,04:25:51
ATT53234,EMP10559,2022-08-15,Absent,12:28:26,16:47:31
ATT53235,EMP13557,2023-04-11,Present,21:25:13,02:11:08
ATT53236,EMP12884,2022-02-22,Present,07:35:20,13:48:36
ATT53237,EMP16398,2023-11-19,Absent,06:53:44,22:03:20
ATT53238,EMP15486,2022-01-26,Absent,09:41:01,21:02:20
ATT53239,EMP11099,2023-01-18,Absent,07:07:30,20:10:30
ATT53240,EMP10748,2023-07-23,Remote,08:40:00,15:30:26
ATT53241,EMP15593,2023-08-17,Remote,03:19:36,02:42:39
ATT53242,EMP16958,2023-08-20,Remote,15:57:08,13:45:39
ATT53243,EMP18362,2022-07-11,Present,11:11:10,22:34:26
ATT53244,EMP12076,2022-10-24,Remote,09:35:27,09:28:42
ATT53245,EMP14597,2022-05-02,Present,17:22:53,23:17:31
ATT53246,EMP10540,2022-04-02,Leave,02:08:13,04:50:39
ATT53247,EMP16907,2023-01-12,Remote,07:06:19,23:37:13
ATT53248,EMP14570,2023-11-15,Leave,16:09:24,14:47:59
ATT53249,EMP18398,2022-12-03,Present,09:45:04,04:47:54
ATT53250,EMP11507,2022-03-14,Present,10:20:30,18:04:30
ATT53251,EMP10347,2023-07-09,Leave,16:49:58,07:09:52
