employee_id,employee_name,hire_date,position
735,Employee_735,2022-06-27,Manager
736,Employee_736,2023-06-03,Manager
737,Employee_737,2023-01-01,Cashier
738,Employee_738,2022-12-25,Server
739,Employee_739,2022-02-07,Cashier
740,Employee_740,2022-11-27,Manager
741,Employee_741,2023-06-16,Manager
742,Employee_742,2023-10-10,Server
743,Employee_743,2024-05-02,Server
744,Employee_744,2023-08-01,Manager
745,Employee_745,2023-12-02,Manager
746,Employee_746,2023-05-07,Manager
747,Employee_747,2023-03-02,Manager
748,Employee_748,2024-03-08,Server
749,Employee_749,2023-02-23,Manager
750,Employee_750,2024-01-08,Server
751,Employee_751,2024-02-27,Cashier
752,Employee_752,2023-12-22,Manager
753,Employee_753,2023-10-14,Server
754,Employee_754,2022-03-20,Server
755,Employee_755,2024-06-25,Manager
756,Employee_756,2023-12-20,Manager
757,Employee_757,2022-10-16,Cashier
758,Employee_758,2024-02-06,Manager
759,Employee_759,2024-02-22,Cashier
760,Employee_760,2021-11-27,Cashier
761,Employee_761,2021-11-08,Server
762,Employee_762,2024-10-05,Manager
763,Employee_763,2024-03-30,Cashier
764,Employee_764,2024-04-08,Manager
765,Employee_765,2023-01-28,Server
766,Employee_766,2024-03-08,Cashier
767,Employee_767,2023-11-07,Server
768,Employee_768,2023-09-18,Server
769,Employee_769,2023-02-03,Manager
770,Employee_770,2023-11-22,Server
771,Employee_771,2024-06-30,Cashier
772,Employee_772,2024-03-22,Cashier
773,Employee_773,2023-02-19,Manager
774,Employee_774,2022-08-03,Cashier
775,Employee_775,2022-10-17,Server
776,Employee_776,2024-09-17,Cashier
777,Employee_777,2022-02-01,Server
778,Employee_778,2023-08-22,Manager
779,Employee_779,2024-07-26,Server
780,Employee_780,2024-07-08,Cashier
781,Employee_781,2022-04-03,Manager
782,Employee_782,2023-06-29,Manager
783,Employee_783,2024-06-11,Cashier
784,Employee_784,2022-02-17,Server
785,Employee_785,2022-07-17,Cashier
786,Employee_786,2024-10-11,Cashier
787,Employee_787,2023-02-21,Server
788,Employee_788,2024-11-01,Manager
789,Employee_789,2024-05-20,Server
790,Employee_790,2024-04-07,Manager
791,Employee_791,2024-10-28,Server
792,Employee_792,2023-02-01,Cashier
793,Employee_793,2024-06-06,Cashier
794,Employee_794,2024-10-24,Server
795,Employee_795,2023-10-17,Manager
796,Employee_796,2024-09-04,Cashier
797,Employee_797,2023-04-25,Cashier
798,Employee_798,2023-11-03,Server
799,Employee_799,2023-08-20,Cashier
800,Employee_800,2023-04-16,Cashier
801,Employee_801,2022-10-05,Server
802,Employee_802,2024-09-13,Server
803,Employee_803,2022-03-29,Cashier
804,Employee_804,2024-03-21,Server
805,Employee_805,2022-08-16,Cashier
806,Employee_806,2024-09-10,Server
807,Employee_807,2022-06-22,Server
808,Employee_808,2024-01-31,Server
809,Employee_809,2021-11-12,Server
810,Employee_810,2022-10-17,Cashier
811,Employee_811,2023-12-10,Manager
812,Employee_812,2023-02-07,Server
813,Employee_813,2024-01-30,Server
814,Employee_814,2022-02-28,Server
815,Employee_815,2022-02-02,Manager
816,Employee_816,2023-12-22,Cashier
817,Employee_817,2024-05-17,Cashier
818,Employee_818,2022-07-29,Server
819,Employee_819,2022-12-03,Manager
820,Employee_820,2023-07-26,Manager
821,Employee_821,2024-05-20,Manager
822,Employee_822,2024-01-16,Server
823,Employee_823,2022-02-07,Server
824,Employee_824,2023-04-17,Manager
825,Employee_825,2024-05-17,Server
826,Employee_826,2022-02-27,Cashier
827,Employee_827,2023-12-26,Cashier
828,Employee_828,2024-05-08,Manager
829,Employee_829,2023-05-22,Cashier
830,Employee_830,2023-05-19,Server
831,Employee_831,2023-11-02,Server
832,Employee_832,2024-01-21,Manager
833,Employee_833,2023-09-09,Manager
834,Employee_834,2023-06-28,Cashier
835,Employee_835,2022-08-09,Cashier
836,Employee_836,2021-12-03,Manager
837,Employee_837,2023-07-02,Cashier
838,Employee_838,2023-06-20,Cashier
839,Employee_839,2024-07-13,Cashier
840,Employee_840,2022-06-26,Server
841,Employee_841,2024-05-11,Server
842,Employee_842,2024-06-09,Cashier
843,Employee_843,2023-01-13,Cashier
844,Employee_844,2024-10-27,Server
845,Employee_845,2021-11-09,Server
846,Employee_846,2023-10-13,Cashier
847,Employee_847,2023-08-26,Server
848,Employee_848,2021-12-20,Cashier
849,Employee_849,2023-03-31,Manager
850,Employee_850,2023-05-12,Manager
851,Employee_851,2023-02-19,Server
852,Employee_852,2023-08-31,Cashier
853,Employee_853,2023-06-08,Manager
854,Employee_854,2023-03-23,Cashier
855,Employee_855,2023-05-11,Cashier
856,Employee_856,2021-11-20,Cashier
857,Employee_857,2024-03-24,Cashier
858,Employee_858,2022-05-27,Server
859,Employee_859,2023-03-27,Server
860,Employee_860,2023-11-24,Server
861,Employee_861,2023-06-30,Manager
862,Employee_862,2022-06-18,Manager
863,Employee_863,2022-02-09,Cashier
864,Employee_864,2024-02-20,Server
865,Employee_865,2023-03-05,Manager
866,Employee_866,2024-05-22,Cashier
867,Employee_867,2023-08-08,Server
868,Employee_868,2022-07-21,Manager
869,Employee_869,2024-01-26,Manager
870,Employee_870,2022-02-16,Server
871,Employee_871,2023-01-15,Cashier
872,Employee_872,2023-09-23,Manager
873,Employee_873,2023-01-01,Server
874,Employee_874,2022-12-05,Manager
875,Employee_875,2024-09-16,Cashier
876,Employee_876,2022-11-06,Cashier
877,Employee_877,2022-09-18,Manager
878,Employee_878,2023-11-09,Server
879,Employee_879,2023-10-04,Server
880,Employee_880,2022-02-26,Manager
881,Employee_881,2021-11-17,Server
882,Employee_882,2022-04-20,Manager
883,Employee_883,2021-12-02,Cashier
884,Employee_884,2022-07-07,Cashier
885,Employee_885,2023-05-20,Manager
886,Employee_886,2024-08-16,Server
887,Employee_887,2023-09-10,Cashier
888,Employee_888,2023-12-16,Server
889,Employee_889,2024-05-28,Server
890,Employee_890,2022-06-23,Manager
891,Employee_891,2022-08-06,Server
892,Employee_892,2023-01-31,Server
893,Employee_893,2023-08-15,Server
894,Employee_894,2023-07-17,Cashier
895,Employee_895,2022-04-10,Server
896,Employee_896,2023-04-05,Cashier
897,Employee_897,2023-03-27,Cashier
898,Employee_898,2024-03-04,Cashier
899,Employee_899,2022-10-10,Server
900,Employee_900,2022-04-19,Manager
901,Employee_901,2022-08-06,Cashier
902,Employee_902,2022-12-23,Manager
903,Employee_903,2024-03-11,Manager
904,Employee_904,2024-05-20,Cashier
905,Employee_905,2024-09-27,Server
906,Employee_906,2024-01-11,Server
907,Employee_907,2021-11-02,Manager
908,Employee_908,2024-03-03,Manager
909,Employee_909,2024-09-20,Cashier
910,Employee_910,2022-12-11,Server
911,Employee_911,2022-03-02,Cashier
912,Employee_912,2023-01-05,Server
913,Employee_913,2023-06-04,Server
914,Employee_914,2023-01-10,Server
915,Employee_915,2022-05-12,Cashier
916,Employee_916,2021-11-02,Server
917,Employee_917,2024-09-07,Manager
918,Employee_918,2023-08-02,Server
919,Employee_919,2023-10-19,Server
920,Employee_920,2022-08-03,Manager
921,Employee_921,2023-12-25,Manager
922,Employee_922,2022-12-29,Manager
923,Employee_923,2024-05-02,Server
924,Employee_924,2022-03-04,Manager
925,Employee_925,2024-03-24,Cashier
926,Employee_926,2022-08-19,Cashier
927,Employee_927,2023-08-28,Manager
928,Employee_928,2022-06-13,Server
929,Employee_929,2022-11-16,Server
930,Employee_930,2022-07-20,Cashier
931,Employee_931,2023-04-30,Manager
932,Employee_932,2023-08-20,Server
933,Employee_933,2024-03-19,Server
934,Employee_934,2022-09-18,Server
935,Employee_935,2022-08-31,Server
936,Employee_936,2023-02-02,Manager
937,Employee_937,2024-01-09,Manager
938,Employee_938,2021-11-11,Manager
939,Employee_939,2022-09-20,Manager
940,Employee_940,2022-10-09,Manager
941,Employee_941,2023-04-28,Manager
942,Employee_942,2024-07-17,Manager
943,Employee_943,2023-03-13,Cashier
944,Employee_944,2023-05-04,Cashier
945,Employee_945,2024-10-19,Manager
946,Employee_946,2023-01-23,Server
947,Employee_947,2024-03-11,Cashier
948,Employee_948,2024-09-21,Cashier
949,Employee_949,2024-10-16,Manager
950,Employee_950,2023-11-13,Cashier
951,Employee_951,2024-02-19,Server
952,Employee_952,2022-08-17,Manager
953,Employee_953,2024-05-23,Cashier
954,Employee_954,2021-11-23,Manager
955,Employee_955,2024-10-31,Server
956,Employee_956,2023-07-01,Manager
957,Employee_957,2023-09-04,Manager
958,Employee_958,2023-06-02,Cashier
959,Employee_959,2024-09-20,Manager
960,Employee_960,2023-08-20,Cashier
961,Employee_961,2022-10-28,Cashier
962,Employee_962,2022-03-16,Server
963,Employee_963,2023-06-06,Manager
964,Employee_964,2022-06-01,Server
965,Employee_965,2022-04-14,Manager
966,Employee_966,2022-12-14,Manager
967,Employee_967,2023-01-20,Cashier
968,Employee_968,2022-10-07,Cashier
969,Employee_969,2022-12-28,Manager
970,Employee_970,2023-09-13,Server
971,Employee_971,2024-08-07,Manager
972,Employee_972,2022-02-16,Manager
973,Employee_973,2023-12-16,Server
974,Employee_974,2024-02-29,Manager
975,Employee_975,2023-01-05,Server
976,Employee_976,2023-05-15,Cashier
977,Employee_977,2022-02-26,Cashier
978,Employee_978,2023-12-28,Server
979,Employee_979,2021-11-11,Manager
980,Employee_980,2024-06-16,Server
981,Employee_981,2024-03-01,Server
982,Employee_982,2023-08-31,Server
983,Employee_983,2022-11-03,Cashier
984,Employee_984,2023-03-09,Cashier
985,Employee_985,2023-11-09,Server
986,Employee_986,2022-11-21,Manager
987,Employee_987,2024-06-02,Manager
988,Employee_988,2022-06-23,Server
989,Employee_989,2023-11-28,Manager
990,Employee_990,2023-07-15,Manager
991,Employee_991,2024-10-31,Server
992,Employee_992,2022-06-25,Manager
993,Employee_993,2024-09-01,Manager
994,Employee_994,2023-12-09,Cashier
995,Employee_995,2024-06-30,Cashier
996,Employee_996,2021-11-06,Server
997,Employee_997,2023-05-05,Server
998,Employee_998,2023-09-15,Manager
999,Employee_999,2022-07-06,Server
1000,Employee_1000,2023-07-31,Server
